ID,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net ,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Cephe,Depozito,Yakıt Tipi,Yetkili Ofis,Rent,Site İçerisinde,Krediye Uygunluk,Tapu Durumu,Takas,Kira Getirisi
0,Ankara,Çankaya,Çankaya,4068-2746,06-04-2023,3,90,5,30,Merkezi,8,Eşyalı,1,Betonarme,İkinci El,Boş,100,"Güney, Doğu, Batı","14,000",Doğalgaz,Evet,"14,500",,,,,
1,Ankara,Çankaya,Bahçelievler,4094-1438,11-04-2023,4,135,3,0,Kombi,3,Eşyalı Değil,2,Betonarme,Sıfır,Boş,150,"Güney, Doğu, Batı","17,500",Doğalgaz,Evet,"17,500",,,,,
2,Ankara,Çankaya,Maltepe,2533-2461,11-04-2023,2,60,Yüksek Giriş,6,Kombi,4,Eşyalı,1,Betonarme,İkinci El,Boş,100,Güney,"21,000",Doğalgaz,Evet,"10,500",,,,,
3,Ankara,Etimesgut,Turkuaz,123623-791,10-04-2023,3,100,3,0,Merkezi (Pay Ölçer),5,Eşyalı Değil,1,Betonarme,Sıfır,Kiracılı,1,,"22,000",Doğalgaz,Evet,"10,250",,,,,
4,Ankara,Çankaya,Osman Temiz,46649-9891,10-04-2023,5,165,2,22,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Batı","12,000",Doğalgaz,Evet,"12,000",,,,,
5,Ankara,Çankaya,Çiğdem,6632-1819,11-04-2023,4,150,,30,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Mülk Sahibi,650,"Güney, Doğu","30,000",Doğalgaz,Evet,"18,500","Ortadoğu Çamlık Sitesi (Ankara, Çankaya, Çiğdem)",,,,
6,Ankara,Çankaya,Aziziye,6632-1809,11-04-2023,4,150,En Üst Kat,25,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Boş,500,"Kuzey, Doğu, Batı","30,000",Doğalgaz,Evet,"17,500",,,,,
7,Ankara,Çankaya,Güvenevler,16814-6938,11-04-2023,2,65,1,0,Merkezi (Pay Ölçer),4,Eşyalı,1,Betonarme,Sıfır,Boş,450,"Güney, Doğu","14,000",Doğalgaz,Evet,"14,000",,,,,
8,Ankara,Çankaya,Mutlukent,41876-3957,05-04-2023,7,620,,19,Kombi,4,,4,Betonarme,İkinci El,Mülk Sahibi,600,"Kuzey, Güney, Doğu, Batı","116,000",Doğalgaz,Evet,"58,000",,,,,
9,Ankara,Çankaya,Akpınar,135436-12,11-04-2023,4,110,2,10,Merkezi (Pay Ölçer),7,Eşyalı Değil,2,Betonarme,İkinci El,Boş,150,"Kuzey, Doğu","10,000",Doğalgaz,Evet,"10,000",,,,,
10,Ankara,Çankaya,Oran,2800-3327,11-04-2023,5,211,21 ve üzeri,12,Merkezi (Pay Ölçer),30,Eşyalı,2,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu",,Doğalgaz,Evet,"33,000",Park Oran Konutları,,,,
11,Ankara,Etimesgut,Altay,53646-6962,11-04-2023,2,60,3,8,Merkezi (Pay Ölçer),16,Eşyalı,1,Betonarme,İkinci El,Boş,690,Batı,"9,750",Doğalgaz,Evet,"9,750",Fırat Life Style,,,,
12,Ankara,Etimesgut,Devlet,2888-14821,11-04-2023,3,116,Giriş Katı,1,Merkezi (Pay Ölçer),32,Eşyalı Değil,2,Betonarme,İkinci El,Boş,545,,"12,500",Doğalgaz,Evet,"12,500",,,,,
13,Ankara,Keçiören,Şefkat,86676-1588,11-04-2023,7,280,3,25,Kombi,3,Eşyalı Değil,3,Betonarme,İkinci El,Boş,150,"Güney, Batı","10,500",Doğalgaz,Evet,"10,500",,,,,
14,Ankara,Çankaya,İlkbahar,137010-5,11-04-2023,5,149,4,5,Merkezi,14,Eşyalı,2,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı","76,000",,Evet,"38,000",,,,,
15,Ankara,Çankaya,Yücetepe,11065-1925,11-04-2023,3,100,2,52,Merkezi,3,Eşyalı,1,Betonarme,İkinci El,Mülk Sahibi,"1,950","Doğu, Batı","24,000",Doğalgaz,Evet,"12,000",,,,,
16,Ankara,Yenimahalle,Demetlale,115196-159,11-04-2023,4,115,2,39,Kombi,6,Eşyalı,1,Betonarme,İkinci El,Boş,50,Batı,"8,500",Doğalgaz,Evet,"8,500",,,,,
17,Ankara,Çankaya,Kavaklıdere,6453-2659,11-04-2023,4,140,1,20,Kombi,4,Eşyalı Değil,1,Betonarme,İkinci El,Boş,150,"Güney, Doğu, Batı","12,500",Doğalgaz,Evet,"12,500",,,,,
18,Ankara,Çankaya,Yukarı Bahçelievler,2250-3094,11-04-2023,3,75,Kot 1,0,Kombi,3,Eşyalı Değil,1,Betonarme,Sıfır,,,"Kuzey, Güney, Batı","12,500",Doğalgaz,Evet,"12,500",,,,,
19,Ankara,Çankaya,Oran,43014-2684,11-04-2023,15,"1,750",,15,Kombi,4,Eşyalı,8,Betonarme,,Boş,,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,"200,000",,,,,
20,Ankara,Çankaya,İlkbahar,96629-707,11-04-2023,4,125,13,4,Merkezi (Pay Ölçer),28,Eşyalı,2,Betonarme,Sıfır,Boş,350,"Güney, Doğu","40,000",Doğalgaz,Evet,"20,000",,,,,
21,Ankara,Çankaya,Kavaklıdere,26985-2656,11-04-2023,4,150,1,19,Merkezi,4,Eşyalı,1,Betonarme,İkinci El,Boş,800,"Güney, Doğu, Batı","9,500",Doğalgaz,Evet,"14,500",,,,,
22,Ankara,Çankaya,Beytepe,56708-811,11-04-2023,2,84,2,5,Merkezi (Pay Ölçer),20,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,"1,900","Güney, Doğu","11,500",Doğalgaz,Evet,"11,500",Mıavıta Beytepe Rezidans,,,,
23,Ankara,Çankaya,Yukarı Bahçelievler,1124-5557,11-04-2023,3,90,1,7,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Batı","12,000",Doğalgaz,Evet,"12,000",,,,,
24,Ankara,Yenimahalle,Emniyet,4005-557,11-04-2023,3,130,21 ve üzeri,0,Merkezi,30,Eşyalı Değil,2,Betonarme,Sıfır,Boş,1,"Güney, Doğu, Batı","20,000",Doğalgaz,Evet,"20,000",Merkez Ankara Konutları,,,,
25,Ankara,Çankaya,Emek,14347-1283,11-04-2023,2,65,2,4,Kombi,3,Eşyalı,1,Betonarme,Sıfır,Boş,150,"Güney, Batı","15,000",Doğalgaz,Evet,"13,500",,,,,
26,Ankara,Çankaya,Yukarı Dikmen,120352-433,11-04-2023,4,205,Giriş Katı,15,Kombi,5,Eşyalı,2,Betonarme,İkinci El,Boş,250,"Güney, Doğu, Batı","15,000",Doğalgaz,Evet,"12,000",,,,,
27,Ankara,Çankaya,Emek,1145-2236,11-04-2023,3,110,Yüksek Giriş,17,Kombi,4,Eşyalı Değil,1,Betonarme,İkinci El,Boş,200,"Güney, Doğu","12,500",Doğalgaz,Evet,"12,500",,,,,
28,Ankara,Çankaya,Cevizlidere,10557-3143,11-04-2023,5,180,8,22,Kombi,9,Eşyalı Değil,2,Betonarme,İkinci El,Boş,500,"Güney, Doğu","14,000",Doğalgaz,,"14,000",,,,,
29,Ankara,Keçiören,Emrah,95656-1261,11-04-2023,4,135,En Üst Kat,25,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,,80,"Güney, Batı","11,000",Doğalgaz,Evet,"11,000",,,,,
30,Ankara,Mamak,Cengizhan,3620-9729,11-04-2023,3,125,7,2,Merkezi (Pay Ölçer),8,Eşyalı Değil,2,Betonarme,Sıfır,Boş,785,"Kuzey, Doğu","20,000",Doğalgaz,Evet,"13,000",AKADİAMODERN,,,,
31,Ankara,Çankaya,Alacaatlı,6310-18879,11-04-2023,3,145,7,5,Kombi,11,Eşyalı,2,Betonarme,İkinci El,Boş,"1,000","Güney, Doğu, Batı",,Doğalgaz,Evet,"20,000",Sinpaş İncek Green,,,,
32,Ankara,Çankaya,Yukarı Öveçler,3920-10000,11-04-2023,2,65,8,16,Merkezi (Pay Ölçer),9,,1,Betonarme,,,500,Batı,,Doğalgaz,Evet,"9,000",,,,,
33,Ankara,Çankaya,Birlik,69567-1278,11-04-2023,4,135,3,25,Kombi,3,Eşyalı Değil,1,,İkinci El,Boş,100,"Doğu, Batı","12,500",Doğalgaz,Evet,"11,500",,,,,
34,Ankara,Mamak,Balkiraz,129644-7833,11-04-2023,3,85,Yüksek Giriş,25,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,80,Güney,"4,750",Doğalgaz,Evet,"4,750",,,,,
35,Ankara,Çankaya,Çukurambar,12670-3076,11-04-2023,5,190,4,25,Kombi,6,Eşyalı,2,Betonarme,İkinci El,Boş,900,"Güney, Doğu","44,000",Doğalgaz,Evet,"19,000",,,,,
36,Ankara,Çankaya,Bayraktar,18887-7487,11-04-2023,4,155,2,30,Kombi,3,Eşyalı,1,Ahşap,İkinci El,Boş,200,"Kuzey, Güney, Doğu, Batı","14,000",Doğalgaz,Evet,"14,000",,,,,
37,Ankara,Etimesgut,Altay,53646-6960,11-04-2023,2,60,13,8,Merkezi (Pay Ölçer),16,Eşyalı,1,Betonarme,İkinci El,Boş,690,Güney,"9,250",Doğalgaz,Evet,"9,250",,,,,
38,Ankara,Çankaya,Büyükesat,43014-2708,11-04-2023,3,110,Ara Kat,6,Merkezi (Pay Ölçer),35,Eşyalı,2,Betonarme,,Boş,,Doğu,,,Evet,"30,000",Mesa Koza 66,,,,
39,Ankara,Çankaya,Osman Temiz,95616-230,11-04-2023,4,115,Ara Kat,30,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Belirtilmemiş,50,"Kuzey, Batı","9,000",Doğalgaz,Evet,"9,000",,,,,
40,Ankara,Çankaya,Mutlukent,73240-2231,11-04-2023,11,"1,250",,10,Kombi,5,Eşyalı Değil,5,Betonarme,Sıfır,Boş,50,"Kuzey, Güney, Doğu, Batı","200,000",Doğalgaz,Evet,"200,000",,,,,
41,Ankara,Çankaya,Balgat,44819-1954,11-04-2023,3,100,Kot 1,31,Merkezi,2,Eşyalı,1,Betonarme,İkinci El,Boş,980,"Güney, Doğu","9,750",Doğalgaz,Evet,"9,500",,,,,
42,Ankara,Çankaya,Güvenevler,11065-1926,11-04-2023,4,120,4,45,Merkezi,5,Eşyalı Değil,1,Betonarme,İkinci El,Boş,900,"Kuzey, Doğu","20,000",Doğalgaz,Evet,"12,000",,,,,
43,Ankara,Mamak,Ege,25673-6825,11-04-2023,3,85,Bahçe Katı,10,Kombi,10,Eşyalı Değil,1,Betonarme,İkinci El,,,"Güney, Batı","3,500",Doğalgaz,Evet,"3,500",,,,,
44,Ankara,Keçiören,Yeşiltepe,5338-7338,11-04-2023,5,160,5,15,Merkezi,6,Eşyalı Değil,2,Betonarme,İkinci El,Boş,300,Batı,"10,000",Doğalgaz,Evet,"9,700",,,,,
45,Ankara,Keçiören,İncirli,17616-765,11-04-2023,4,110,En Üst Kat,30,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50,Batı,"2,500",Doğalgaz,Evet,"10,000",,,,,
46,Ankara,Çankaya,Güvenevler,7092-1413,11-04-2023,4,135,3,40,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Boş,150,"Güney, Doğu","11,500",Doğalgaz,Evet,"11,500",,,,,
47,Ankara,Çankaya,Mürsel Uluç,6310-19000,11-04-2023,2,75,1,5,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Boş,150,Batı,"11,000",Doğalgaz,Evet,"11,000",,,,,
48,Ankara,Yenimahalle,Ergazi,41980-1559,11-04-2023,2,55,3,3,Merkezi (Pay Ölçer),12,Eşyalı Değil,1,Betonarme,Sıfır,Boş,695,Batı,"8,500",Doğalgaz,Evet,"8,500",,,,,
49,Ankara,Çankaya,Aziziye,8006-792,11-04-2023,3,85,Teras Katı,0,Merkezi (Pay Ölçer),5,Eşyalı Değil,1,Betonarme,Sıfır,,410,"Güney, Doğu, Batı","12,500",Doğalgaz,Evet,"14,500",,,,,
50,Ankara,Etimesgut,Altay,53646-6959,11-04-2023,2,60,9,8,Merkezi (Pay Ölçer),16,Eşyalı Değil,1,Betonarme,İkinci El,Boş,690,Güney,"7,250",Doğalgaz,Evet,"7,250",Fırat Life Style,,,,
51,Ankara,Keçiören,Kafkas,126448-188,11-04-2023,4,120,1,25,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,50,Güney,"5,500",Doğalgaz,Evet,"5,500",,,,,
52,Ankara,Gölbaşı,İncek,43014-2443,11-04-2023,8,700,,8,Merkezi (Pay Ölçer),3,Eşyalı Değil,5,,,,,,,,Evet,"78,000",Evet (Site Adı Belirtilmemiş),,,,
53,Ankara,Yenimahalle,Ragıp Tüzün,106733-438,11-04-2023,3,75,1,26,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100,Güney,"6,600",Doğalgaz,Evet,"6,100",,,,,
54,Ankara,Çankaya,Büyükesat,18887-7489,11-04-2023,3,110,Bahçe Katı,28,Merkezi,4,Eşyalı,1,Ahşap,İkinci El,Boş,"1,800","Kuzey, Güney, Doğu, Batı","9,500",Doğalgaz,Evet,"9,500",,,,,
55,Ankara,Keçiören,Etlik,135323-84,11-04-2023,4,122,3,20,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50,"Güney, Doğu, Batı","6,900",Doğalgaz,Evet,"6,900",,,,,
56,Ankara,Sincan,Mareşal Çakmak,16429-683,11-04-2023,4,115,1,0,Kombi,4,Eşyalı Değil,1,Betonarme,Sıfır,Boş,150,"Güney, Doğu","9,000",Doğalgaz,Evet,"9,000",,,,,
57,Ankara,Çankaya,Oğuzlar,5554-4695,11-04-2023,4,115,En Üst Kat,30,Merkezi,2,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Batı,"10,000",Doğalgaz,Evet,"10,000",,,,,
58,Ankara,Yenimahalle,Turgut Özal,118279-335,11-04-2023,2,65,16,4,Merkezi (Pay Ölçer),16,Eşyalı Değil,1,,Sıfır,Boş,"1,028","Güney, Doğu","20,000",Elektrik,Evet,"10,000",,,,,
59,Ankara,Çankaya,Mürsel Uluç,6310-18999,11-04-2023,4,120,9,30,Kombi,9,Eşyalı,1,Betonarme,İkinci El,Boş,150,"Doğu, Batı","11,000",Doğalgaz,Evet,"11,000",Türkop Sitesi,,,,
60,Ankara,Çankaya,İşçi Blokları,99741-734,11-04-2023,3,100,4,4,Yerden Isıtma,13,Eşyalı,2,Betonarme,İkinci El,Kiracılı,"1,650","Kuzey, Güney, Batı","20,000",Doğalgaz,Evet,"19,000",,,,,
61,Ankara,Yenimahalle,Demetlale,6391-4365,11-04-2023,3,95,2,35,Kombi,5,Eşyalı,1,Betonarme,İkinci El,Boş,55,Güney,"8,500",Doğalgaz,,"8,500",,,,,
62,Ankara,Çankaya,Birlik,15736-2899,11-04-2023,5,190,1,20,Kombi,3,Eşyalı Değil,2,,,Boş,100,,,,,"11,500",,,,,
63,Ankara,Çankaya,Emek,73240-2230,11-04-2023,5,185,3,30,Kombi,3,Eşyalı,2,Betonarme,İkinci El,Boş,250,Güney,"18,000",Doğalgaz,Evet,"18,000",,,,,
64,Ankara,Çankaya,Aşağı Öveçler,6171-6544,11-04-2023,3,110,1,24,Kombi,4,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Doğu","9,500",Doğalgaz,Evet,"9,500",,,,,
65,Ankara,Mamak,Demirlibahçe,129644-7881,11-04-2023,2,90,Kot 1,16,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Doğu",,Doğalgaz,,"6,000",,,,,
66,Ankara,Çankaya,İncesu,6391-4322,11-04-2023,4,90,1,33,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,55,Doğu,"5,250",Doğalgaz,Evet,"5,250",,,,,
67,Ankara,Çankaya,Anıttepe,5505-2658,11-04-2023,3,80,2,4,Kombi,4,,1,Betonarme,İkinci El,Boş,250,,"7,500",Doğalgaz,Evet,"7,500",,,,,
68,Ankara,Çankaya,Aziziye,16814-6948,11-04-2023,3,100,Teras Katı,0,Merkezi (Pay Ölçer),4,Eşyalı,1,Betonarme,Sıfır,Boş,"1,200","Güney, Doğu, Batı","25,000",Doğalgaz,Evet,"25,000",,,,,
69,Ankara,Etimesgut,Yeni Bağlıca,114071-368,11-04-2023,5,180,3,5,Merkezi (Pay Ölçer),8,Eşyalı Değil,2,,,Boş,900,"Kuzey, Doğu, Batı",,,,"13,000",Evet (Site Adı Belirtilmemiş),Uygun değil,,,
70,Ankara,Çankaya,Ata,3286-8354,11-04-2023,4,140,3,10,Kombi,4,Eşyalı Değil,1,Betonarme,İkinci El,,100,"Güney, Doğu","14,500",Doğalgaz,Evet,"14,500",,,,,
71,Ankara,Keçiören,Şehit Kubilay,106043-170,10-04-2023,5,185,10,3,Merkezi (Pay Ölçer),21,Eşyalı Değil,2,Betonarme,İkinci El,Boş,400,"Kuzey, Doğu, Batı","12,000",Doğalgaz,Evet,"12,000",Alya Park Etlik,,,,
72,Ankara,Çankaya,İlkbahar,136366-66,11-04-2023,7,300,1,15,Kombi,10,Eşyalı,2,Betonarme,İkinci El,Boş,750,"Güney, Doğu, Batı","50,000",Doğalgaz,,"35,000",,,,,
73,Ankara,Çankaya,Keklik Pınarı,38385-639,11-04-2023,3,95,Ara Kat,25,Merkezi,9,Eşyalı,1,Betonarme,İkinci El,Boş,,"Kuzey, Batı","28,000",Doğalgaz,,"14,000",Turtaş Sitesi,,,,
74,Ankara,Keçiören,Kamil Ocak,121272-374,11-04-2023,4,100,Yüksek Giriş,15,Kombi,4,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğu,"5,500",Doğalgaz,Evet,"5,500",,,,,
75,Ankara,Mamak,Abidinpaşa,131828-302,10-04-2023,4,115,2,22,Kombi,2,Eşyalı,1,Betonarme,İkinci El,Boş,50,Güney,"9,500",Doğalgaz,Evet,"9,500",,,,,
76,Ankara,Yenimahalle,Karacakaya,111334-3663,11-04-2023,4,183,5,4,Merkezi (Pay Ölçer),13,Eşyalı Değil,2,Betonarme,İkinci El,Boş,"1,100","Güney, Batı","20,000",Doğalgaz,Evet,"9,900",Mebuskent Konutları G Blok,,,,
77,Ankara,Çankaya,İlker,46649-9892,11-04-2023,5,275,3,18,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Batı","16,000",Doğalgaz,Evet,"16,000",,,,,
78,Ankara,Etimesgut,Topçu,16407-10352,11-04-2023,6,240,3,16,Kombi,3,Eşyalı Değil,2,Betonarme,İkinci El,Boş,50,"Güney, Doğu","10,500",Doğalgaz,Evet,"10,500",,,,,
79,Ankara,Çankaya,Söğütözü,133274-88,11-04-2023,6,450,11,11,Merkezi,11,Eşyalı Değil,3,,,Boş,Feb-45,"Kuzey, Güney, Doğu",,,,"30,000",,Uygun değil,,,
80,Ankara,Keçiören,Ayvalı,137087-1,11-04-2023,5,160,En Üst Kat,20,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Boş,250,"Güney, Doğu, Batı","12,750",Doğalgaz,Evet,"12,750",,,,,
81,Ankara,Keçiören,Kuşcağız,134216-104,10-04-2023,5,195,7,2,Kombi,14,,2,Betonarme,Sıfır,Boş,250,"Güney, Doğu, Batı","20,000",Doğalgaz,Evet,"20,000",,,,,
82,Ankara,Mamak,Tuzluçayır,104775-4812,10-04-2023,3,105,Kot 3,18,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Boş,35,"Kuzey, Güney, Doğu, Batı","7,500",Doğalgaz,Evet,"7,500",,,,,
83,Ankara,Altındağ,Aydınlıkevler,8767-2708,11-04-2023,4,125,2,25,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Batı,,Doğalgaz,Evet,"9,250",,,,,
84,Ankara,Çankaya,Tınaztepe,72190-1355,11-04-2023,4,130,3,15,Kombi,5,Eşyalı,1,Betonarme,,Boş,200,"Güney, Batı","9,750",Doğalgaz,Evet,"9,750",,,,,
85,Ankara,Keçiören,Emrah,4901-4364,10-04-2023,4,120,2,15,Kombi,8,Eşyalı,1,Betonarme,İkinci El,Mülk Sahibi,100,"Kuzey, Güney, Doğu, Batı","9,000",Doğalgaz,Evet,"9,000",,,,,
86,Ankara,Keçiören,Etlik,16149-3094,11-04-2023,5,165,Yüksek Giriş,30,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100,"Güney, Doğu, Batı",,Doğalgaz,,"8,000",,,,,
87,Ankara,Yenimahalle,Anadolu,96259-495,11-04-2023,3,90,Kot 1,25,Kombi,6,Eşyalı,1,Betonarme,İkinci El,Boş,30,"Güney, Doğu","7,500",Doğalgaz,Evet,"7,500",,,,,
88,Ankara,Yenimahalle,Güventepe,134984-73,11-04-2023,4,30,1,99,Kombi,3,Eşyalı Değil,1,Yığma,İkinci El,Boş,50,"Kuzey, Güney, Doğu, Batı","5,000",Doğalgaz,Evet,"5,000",,,,,
89,Ankara,Altındağ,Gültepe,130309-144,11-04-2023,5,200,4,5,Merkezi (Pay Ölçer),10,Eşyalı Değil,2,Betonarme,İkinci El,Boş,700,"Güney, Doğu","20,000",Doğalgaz,Evet,"14,500",,,,,
90,Ankara,Çankaya,Büyükesat,2603-4497,11-04-2023,5,190,4,10,Merkezi (Pay Ölçer),10,Eşyalı Değil,2,Betonarme,İkinci El,Boş,"1,500",Güney,,Doğalgaz,Evet,"25,000",,,,,
91,Ankara,Çankaya,Metin Oktay,90726-1191,10-04-2023,4,120,Ara Kat,20,Kombi,6,Eşyalı,1,Betonarme,İkinci El,Boş,30,"Güney, Doğu, Batı","20,000",Doğalgaz,Evet,"10,000",,,,,
92,Ankara,Çankaya,İşçi Blokları,88053-4997,11-04-2023,3,90,3,31,Kombi,13,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,200,"Güney, Batı","12,000",Doğalgaz,,"9,500",13.YILDIZ EVLERİ,,,,
93,Ankara,Çankaya,İlkadım,16761-31377,11-04-2023,4,125,3,25,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,100,"Kuzey, Batı","11,000",Doğalgaz,Evet,"10,750",,,,,
94,Ankara,Altındağ,Aydınlıkevler,28040-1424,11-04-2023,3,100,3,44,Kombi,4,Eşyalı,1,Betonarme,İkinci El,Boş,,Güney,"15,000",Doğalgaz,Evet,"8,000",,,,,
95,Ankara,Keçiören,İncirli,692549-1680,10-04-2023,2,70,Kot 1,30,Kombi,4,Eşyalı,1,Betonarme,İkinci El,Boş,50,Batı,"6,500",Doğalgaz,Evet,"6,500",,,,,
96,Ankara,Çankaya,Oran,130591-357,10-04-2023,3,110,Ara Kat,5,Merkezi (Pay Ölçer),6,Eşyalı,2,,İkinci El,Boş,,"Güney, Doğu, Batı",,,Evet,"26,000",Parkoran sitesi,,,,
97,Ankara,Çankaya,Mutlukent,46377-7566,10-04-2023,7,389,,16,Kombi,3,Eşyalı,3,,,Boş,500,"Kuzey, Güney, Doğu, Batı","100,000",,,"65,000",Angora Evleri,,,,
98,Ankara,Çankaya,Oran,67934-3998,10-04-2023,5,216,20,11,Merkezi (Pay Ölçer),30,Eşyalı,2,,,Boş,,,,,,"41,000",Park Oran Konutları,Uygun değil,,,
99,Ankara,Çankaya,Küçükesat,4180-8176,11-04-2023,2,60,Yüksek Giriş,20,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Kiracılı,20,Batı,"10,000",Doğalgaz,Evet,"7,500",,,,,
100,Ankara,Çankaya,Oran,39997-4491,11-04-2023,5,217,Bahçe Katı,15,Merkezi (Pay Ölçer),30,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,"4,200","Güney, Batı","66,000",Doğalgaz,Evet,"31,500",,,,,
101,Ankara,Çankaya,Birlik,15736-2898,11-04-2023,4,140,Kot 1,15,Kombi,3,Eşyalı Değil,1,,,Boş,,,,,,"20,000",,,,,
102,Ankara,Keçiören,Aşağı Eğlence,24197-551,11-04-2023,4,120,Kot 1,30,Kombi,3,Eşyalı,1,Betonarme,İkinci El,,75,"Kuzey, Güney, Doğu, Batı","13,000",Doğalgaz,Evet,"13,000",,,,,
103,Ankara,Çankaya,İlkbahar,121733-963,10-04-2023,2,59,21 ve üzeri,3,Merkezi (Pay Ölçer),30,Eşyalı,1,,,Boş,700,Doğu,,,,"13,000",Sinpaş Marina Ankara,Uygun değil,,,
104,Ankara,Çankaya,Remzi Oğuz Arık,1354-2375,11-04-2023,4,130,3,45,Merkezi,4,Eşyalı Değil,1,Betonarme,,Boş,850,"Kuzey, Batı","15,000",Doğalgaz,Evet,"13,500",,,,,
105,Ankara,Çankaya,Yukarı Bahçelievler,99741-735,11-04-2023,4,120,1,30,Kombi,4,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,150,"Güney, Doğu","11,000",Doğalgaz,Evet,"11,000",,,,,
106,Ankara,Etimesgut,Devlet,692609-4988,11-04-2023,2,70,21 ve üzeri,1,Merkezi (Pay Ölçer),31,Eşyalı Değil,1,Betonarme,İkinci El,Boş,500,Batı,"8,750",Doğalgaz,Evet,"8,750",,,,,
107,Ankara,Keçiören,Bağlarbaşı,121794-519,11-04-2023,4,125,Yüksek Giriş,30,Kombi,5,Eşyalı,1,Betonarme,İkinci El,Boş,,"Güney, Doğu","9,000",Doğalgaz,Evet,"9,000",,,,,
108,Ankara,Etimesgut,Şeyh Şamil,46640-5347,10-04-2023,2,56,3,26,Merkezi,7,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğu,"9,000",Doğalgaz,Evet,"9,000",,,,,
109,Ankara,Çankaya,Kırkkonaklar,126183-367,11-04-2023,5,140,En Üst Kat,26,Kombi,4,Eşyalı Değil,3,Betonarme,İkinci El,Boş,150,Doğu,"9,500",Doğalgaz,Evet,"9,500",,,,,
110,Ankara,Çankaya,Güvenevler,5462-3303,11-04-2023,4,115,3,45,Merkezi,4,Eşyalı Değil,1,Betonarme,,Boş,"1,500","Kuzey, Doğu","7,500",Doğalgaz,Evet,"7,750",,,,,
111,Ankara,Çankaya,Malazgirt,4036-1086,11-04-2023,5,170,2,19,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100,"Güney, Batı","12,000",Doğalgaz,Evet,"11,500",,,,,
112,Ankara,Gölbaşı,Tulumtaş,8174-2864,11-04-2023,4,130,Ara Kat,13,Kombi,11,Eşyalı Değil,1,Betonarme,İkinci El,Boş,150,"Kuzey, Doğu, Batı","10,000",Doğalgaz,Evet,"5,000",,,,,
113,Ankara,Çankaya,Şehit Cevdet Özdemir,119869-630,11-04-2023,3,100,Kot 2,26,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Boş,50,"Güney, Doğu, Batı","12,000",Doğalgaz,Evet,"12,000",,,,,
114,Ankara,Etimesgut,Eryaman,30302-2528,11-04-2023,2,80,7,6,Merkezi,10,Eşyalı,1,Betonarme,İkinci El,Boş,850,Doğu,"10,000",Doğalgaz,Evet,"10,000",,,,,
115,Ankara,Çankaya,Ümit,1732-664,11-04-2023,4,140,9,15,Kombi,10,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,650,"Güney, Doğu, Batı","16,000",Doğalgaz,Evet,"16,000",,,,,
116,Ankara,Çankaya,Aziziye,4181-730,11-04-2023,4,140,2,35,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Boş,250,"Kuzey, Doğu, Batı","20,000",Doğalgaz,Evet,"15,000",,,,,
