ID,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net ,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Cephe,Depozito,Yakıt Tipi,Yetkili Ofis,Rent,Site İçerisinde,Krediye Uygunluk,Tapu Durumu,Takas,Kira Getirisi
1391,Ankara,Çankaya,Aziziye,96373-1233,22-03-2023,3,140,6,5,Merkezi (Pay Ölçer),30,Eşyalı,2,,,Boş,3-Jun,"Güney, Doğu, Batı",,,,"28,000",Portakal Çiçeği Residence,Uygun değil,,,
1392,Ankara,Çankaya,Çukurambar,13861-2463,27-03-2023,3,94,4,0,Yerden Isıtma,5,Eşyalı,1,,,Kiracılı,2,,,,,"28,000",,Uygun değil,,,
1393,Ankara,Altındağ,Hacettepe,121208-47,07-04-2023,4,130,5,3,Kombi,6,Eşyalı Değil,1,,,,100,Güney,"6,000",Doğalgaz,,"10,000",,,,,
1394,Ankara,Çankaya,Büyükesat,11098-1956,16-03-2023,3,110,Kot 1,0,Kombi,3,Eşyalı Değil,2,Betonarme,Sıfır,Boş,400,"Güney, Doğu","12,000",Doğalgaz,Evet,"11,500",,,,,
1395,Ankara,Çankaya,Dodurga,102968-2579,27-03-2023,5,238,8,1,Merkezi (Pay Ölçer),20,Eşyalı Değil,2,,,Boş,,Güney,,,,"19,000",Evrensel Yaşam Konutları,Uygun değil,,,
1396,Ankara,Çankaya,Kızılay,32660-1141,09-04-2023,3,100,3,10,Kombi,4,Eşyalı,1,Betonarme,İkinci El,,,"Güney, Doğu","1,000",Doğalgaz,,"15,000",,,,,
1397,Ankara,Çankaya,Alacaatlı,3044-3980,10-04-2023,5,204,21 ve üzeri,0,Merkezi (Pay Ölçer),27,,2,Betonarme,İkinci El,Boş,,,"58,000",Doğalgaz,Evet,"29,000",Park Mozaik Konutları,,,,
1398,Ankara,Gölbaşı,Eymir,114754-1011,01-04-2023,3,80,Ara Kat,10,Merkezi (Pay Ölçer),3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,300,"Doğu, Batı","7,000",Doğalgaz,Evet,"7,000",,,,,
1399,Ankara,Çankaya,Kazım Özalp,4337-3118,10-04-2023,3,120,2,50,Merkezi,6,Eşyalı,1,Betonarme,İkinci El,Boş,500,Doğu,"23,500",Doğalgaz,,"23,500",,,,,
1400,Ankara,Gölbaşı,Hacılar,18887-7472,25-03-2023,10,600,Bahçe Katı,2,Yerden Isıtma,2,Eşyalı,5,,,Mülk Sahibi,,"Kuzey, Güney, Doğu, Batı",,,,"220,000",,Uygun değil,,,
1401,Ankara,Çankaya,Gaziosmanpaşa,43014-2031,29-03-2023,5,160,21 ve üzeri,2,Merkezi (Pay Ölçer),36,Eşyalı,2,,,,,Güney,,,Evet,"39,000",MESA KOZA 66,,,,
1402,Ankara,Keçiören,Esertepe,135916-27,08-04-2023,7,300,3,20,Kombi,3,Eşyalı Değil,2,Betonarme,İkinci El,Boş,60,Güney,"7,750",Doğalgaz,Evet,"7,750",,,,,
1403,Ankara,Mamak,Bahçeleriçi,0-40439787,29-03-2023,4,100,1,15,Kombi,5,Eşyalı Değil,1,Betonarme,İkinci El,Boş,15,,"25,000",Doğalgaz,,"8,000",,,,,
1404,Ankara,Çankaya,Beytepe,129922-112,10-04-2023,5,280,Bahçe Katı,0,Yerden Isıtma,4,Eşyalı Değil,4,,,Boş,,"Güney, Doğu, Batı",,,,"45,000",Allora Garden,Uygun değil,,,
1405,Ankara,Yenimahalle,Ragıp Tüzün,0-40427436,05-04-2023,2,75,1,1,Kombi,3,Eşyalı Değil,1,Betonarme,Sıfır,Boş,525,"Güney, Batı","6,500",Doğalgaz,,"6,500",Seyran plaza,,,,
1406,Ankara,Çankaya,Birlik,0-40427513,04-04-2023,4,140,En Üst Kat,15,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Boş,150,Güney,"32,000",Doğalgaz,,"13,500",,,,,
1407,Ankara,Gölbaşı,Taşpınar,88014-188,10-04-2023,5,196,21 ve üzeri,1,Yerden Isıtma,30,Eşyalı Değil,2,,,Boş,1-Mar,"Kuzey, Güney, Doğu, Batı",,,,"17,500",İkra Towers,Uygun değil,,,
1408,Ankara,Çankaya,Birlik,0-40402862,16-03-2023,4,160,1,24,Kombi,4,Eşyalı Değil,2,Betonarme,,Boş,150,,,Doğalgaz,,"14,500",,,,,
1409,Ankara,Gölbaşı,Taşpınar,25305-86,10-04-2023,4,100,Çatı Katı,0,Kombi,3,Eşyalı Değil,2,,,Boş,,"Güney, Batı",,,,"12,500",,Uygun değil,,,
1410,Ankara,Çankaya,Beytepe,85335-774,26-02-2023,5,210,6,0,Merkezi (Pay Ölçer),35,Eşyalı,2,Betonarme,İkinci El,Mülk Sahibi,"1,900","Güney, Doğu","50,000",Doğalgaz,Evet,"25,000",Seyi,,,,
1411,Ankara,Çankaya,Çiğdem,0-40358717,26-02-2023,5,250,,35,Kombi,2,Eşyalı Değil,2,Betonarme,İkinci El,Boş,1,"Güney, Doğu, Batı","40,000",Doğalgaz,,"25,000",Ortadoğu Konutları,,,,
1412,Ankara,Sincan,Alcı,134873-49,01-04-2023,4,150,3,0,Kombi,7,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,,Doğalgaz,Evet,"3,500",,,,,
1413,Ankara,Yenimahalle,Çarşı,132929-18,07-04-2023,4,135,Ara Kat,25,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50,"Kuzey, Güney, Batı","10,000",Doğalgaz,Evet,"9,500",,,,,
1414,Ankara,Çankaya,Aziziye,96373-1233,22-03-2023,3,140,6,5,Merkezi (Pay Ölçer),30,Eşyalı,2,,,Boş,3-Jun,"Güney, Doğu, Batı",,,,"28,000",Portakal Çiçeği Residence,Uygun değil,,,
1415,Ankara,Çankaya,Çukurambar,13861-2463,27-03-2023,3,94,4,0,Yerden Isıtma,5,Eşyalı,1,,,Kiracılı,2,,,,,"28,000",,Uygun değil,,,
1416,Ankara,Altındağ,Hacettepe,121208-47,07-04-2023,4,130,5,3,Kombi,6,Eşyalı Değil,1,,,,100,Güney,"6,000",Doğalgaz,,"10,000",,,,,
1417,Ankara,Çankaya,Büyükesat,11098-1956,16-03-2023,3,110,Kot 1,0,Kombi,3,Eşyalı Değil,2,Betonarme,Sıfır,Boş,400,"Güney, Doğu","12,000",Doğalgaz,Evet,"11,500",,,,,
1418,Ankara,Çankaya,Dodurga,102968-2579,27-03-2023,5,238,8,1,Merkezi (Pay Ölçer),20,Eşyalı Değil,2,,,Boş,,Güney,,,,"19,000",Evrensel Yaşam Konutları,Uygun değil,,,
1419,Ankara,Sincan,Alcı,0-40477932,17-03-2023,4,140,3,1,Kombi,5,Eşyalı Değil,2,,Sıfır,Boş,200,"Güney, Doğu","20,000",Doğalgaz,,"5,000",,,,,
1420,Ankara,Etimesgut,Şehit Osman Avcı,4537-9710,21-03-2023,3,100,Yüksek Giriş,9,Merkezi (Pay Ölçer),8,Eşyalı Değil,1,Betonarme,İkinci El,Boş,600,Batı,"15,000",Doğalgaz,Evet,"10,000",inci life etimesgut,,,,
1421,Ankara,Keçiören,Yakacık,114617-441,03-04-2023,3,105,Kot 1,35,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50,Doğu,"5,000",Doğalgaz,,"5,000",,,,,
1422,Ankara,Çankaya,Yıldızevler,1612-3091,21-02-2023,4,170,12,4,Merkezi (Pay Ölçer),33,Eşyalı,2,,,Boş,,,,,Evet,"36,500","Kumru Ankara Rezidans (Ankara, Çankaya, Yıldızevler)",,,,
1423,Ankara,Altındağ,Hacettepe,125384-155,28-03-2023,9,380,,1,Kombi,2,Eşyalı Değil,1,Ahşap,Sıfır,Boş,,"Kuzey, Doğu, Batı",100,Doğalgaz,Evet,"45,000",,,,,
1424,Ankara,Çankaya,Kavaklıdere,95770-1769,20-03-2023,2,47,1,0,Merkezi (Pay Ölçer),5,Eşyalı Değil,1,Betonarme,Sıfır,,300,"Kuzey, Güney, Doğu","20,000",Doğalgaz,Evet,"10,500",,,,,
1425,Ankara,Çankaya,Bahçelievler,3584-27232,06-04-2023,3,130,2,35,Merkezi,4,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,"Kuzey, Güney, Doğu",,Doğalgaz,Evet,"14,000",,,,,
1426,Ankara,Çankaya,Yücetepe,118360-731,28-03-2023,3,80,Yüksek Giriş,50,Merkezi,4,Eşyalı,1,Betonarme,,Boş,650,"Güney, Doğu","10,000",Doğalgaz,Evet,"9,750",,,,,
1427,Ankara,Çankaya,İlkbahar,6115-5,24-03-2023,3,75,1,4,Merkezi (Pay Ölçer),10,Eşyalı,1,Betonarme,İkinci El,Boş,430,,"11,000",Doğalgaz,Evet,"11,000",Evet (Site Adı Belirtilmemiş),,,,
1428,Ankara,Çankaya,Büyükesat,16602-1608,01-04-2023,5,230,1,30,Kat Kaloriferi,7,Eşyalı Değil,2,,,,"1,500",,,Doğalgaz,,"28,000",,,,,
1429,Ankara,Çankaya,Maltepe,1920-1730,08-04-2023,3,85,3,1,Kombi,5,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,"Güney, Doğu","12,000",Doğalgaz,Evet,"12,000",,,,,
1430,Ankara,Etimesgut,Turkuaz,123623-870,31-03-2023,3,100,3,0,Merkezi (Pay Ölçer),5,Eşyalı,1,,,Kiracılı,1,,,,,"10,250",,Uygun değil,,,
1431,Ankara,Çankaya,Kırkkonaklar,61156-5775,09-04-2023,2,55,Giriş Katı,2,Kombi,4,Eşyalı Değil,1,Betonarme,İkinci El,Boş,150,"Güney, Batı","10,000",Doğalgaz,Evet,"9,750",,,,,
1432,Ankara,Çankaya,Mebusevleri,12371-1850,08-04-2023,4,130,3,35,Merkezi,4,Eşyalı,1,Betonarme,İkinci El,Boş,"2,000","Güney, Doğu","25,000",Doğalgaz,Evet,"15,750",,,,,
1433,Ankara,Yenimahalle,Yuvaköy,110538-1895,04-04-2023,5,200,12,0,Merkezi (Pay Ölçer),26,,2,Betonarme,Sıfır,Boş,,,,Doğalgaz,,"15,000",,,,,
1434,Ankara,Çankaya,Sancak,6632-1815,31-03-2023,4,125,1,30,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Boş,150,,"20,000",Doğalgaz,Evet,"11,000",,,,,
1435,Ankara,Yenimahalle,Emniyet,122234-316,26-03-2023,2,82,2,0,Merkezi (Pay Ölçer),8,Eşyalı Değil,1,,Sıfır,Boş,,"Kuzey, Doğu",,,Evet,"12,000",,,,,
1436,Ankara,Çankaya,Kavaklıdere,7566-77,04-04-2023,3,100,3,40,Kombi,3,,1,,,Boş,150,"Güney, Doğu","10,000",Doğalgaz,,"8,500",,,,,
1437,Ankara,Çankaya,Kırkkonaklar,83743-282,27-03-2023,4,250,Ara Kat,10,Merkezi (Pay Ölçer),10,Eşyalı Değil,3,,,,,,"28,000",,,"28,000",,,,,
1438,Ankara,Çankaya,Cevizlidere,3240-13478,09-04-2023,5,140,Yüksek Giriş,10,Kombi,4,,2,Betonarme,,Boş,150,Güney,"20,000",Doğalgaz,Evet,"11,750",,,,,
1439,Ankara,Çankaya,Harbiye,5554-4689,08-04-2023,3,85,Yüksek Giriş,26,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Kiracılı,150,"Kuzey, Güney, Doğu, Batı","15,000",Doğalgaz,Evet,"9,000",,,,,
1440,Ankara,Çankaya,Yukarı Dikmen,7677-4620,06-04-2023,3,136,21 ve üzeri,3,Merkezi (Pay Ölçer),30,Eşyalı,1,,İkinci El,Mülk Sahibi,,"Güney, Doğu","40,000",,,"20,500",Sinpaş Ege Vadisi,,,,
1441,Ankara,Çankaya,Birlik,39108-7158,06-04-2023,4,105,Kot 1,22,Kombi,3,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100,,"7,100",Doğalgaz,Evet,"7,100",,,,,
1442,Ankara,Çankaya,Büyükesat,40002-2077,07-04-2023,2,65,Kot 3,0,Kombi,3,Eşyalı Değil,1,Betonarme,Sıfır,Boş,300,"Doğu, Batı","8,500",Doğalgaz,Evet,"8,500",,,,,
1443,Ankara,Çankaya,Oran,77882-903,25-03-2023,5,200,20,7,Merkezi,25,Eşyalı,2,,,,,,,Doğalgaz,Evet,"30,000",,,,,
1444,Ankara,Çankaya,Kazım Özalp,4129-1892,11-04-2023,5,200,Kot 1,15,Merkezi,5,Eşyalı Değil,2,,,,,,"20,800",,,"25,000",,,,,
1445,Ankara,Çankaya,Hilal,58419-3146,10-04-2023,5,180,3,20,Kombi,4,Eşyalı Değil,2,Betonarme,İkinci El,Boş,100,,"28,000",Doğalgaz,,"14,000",,,,,
1446,Ankara,Çankaya,Oran,69052-4533,31-03-2023,3,110,5,13,Merkezi (Pay Ölçer),6,Eşyalı,1,Betonarme,İkinci El,Boş,"1,800",,,Doğalgaz,Evet,"26,000",Park Oran Konutları,,,,
1447,Ankara,Çankaya,İlkadım,10249-3889,09-04-2023,5,220,9,15,Kombi,25,Eşyalı,2,Betonarme,İkinci El,Boş,,"Güney, Doğu",30,Doğalgaz,Evet,"23,900","Park Vadi Evleri (Ankara, Çankaya, Güzeltepe)",,,,
1448,Ankara,Çankaya,Oran,43014-2005,03-04-2023,5,280,21 ve üzeri,1,Merkezi (Pay Ölçer),46,Eşyalı Değil,3,,,,,"Kuzey, Güney, Doğu, Batı",,,Evet,"60,000",KUZU EFFECT,,,,
1449,Ankara,Çankaya,Güzeltepe,132621-109,04-04-2023,5,200,3,31,Kombi,3,Eşyalı Değil,1,,,Boş,200,"Güney, Doğu, Batı",,,,"16,900",,Uygun değil,,,
1450,Ankara,Çankaya,Yıldızevler,90982-541,29-03-2023,3,140,7,5,Yerden Isıtma,7,Eşyalı,2,,,Boş,1-Feb,,,,,"25,000",Evet (Site Adı Belirtilmemiş),Uygun değil,,,
1451,Ankara,Keçiören,Ayvalı,134609-294,10-04-2023,5,339,21 ve üzeri,3,Merkezi (Pay Ölçer),27,Eşyalı Değil,4,,,Boş,1-Feb,"Güney, Batı",,,,"25,000",Antares Konutları,Uygun değil,,,
1452,Ankara,Gölbaşı,Hacılar,14041-5887,16-03-2023,4,110,17,5,Merkezi (Pay Ölçer),26,Eşyalı,2,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",,Doğalgaz,Evet,"19,500",İncek Loft Konutları,,,,
1453,Ankara,Altındağ,Güneşevler,95902-15,25-02-2023,5,140,2,10,Kombi,4,Eşyalı,3,Betonarme,İkinci El,Boş,100,"Kuzey, Güney, Doğu, Batı","15,000",Doğalgaz,Evet,"15,000",,,,,
1454,Ankara,Keçiören,Şenlik,135949-23,01-04-2023,4,110,2,30,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Boş,,"Kuzey, Doğu, Batı","10,000",Doğalgaz,,"10,000",,,,,
1455,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,97196-366,28-03-2023,9,500,,2,Kombi,4,Eşyalı Değil,4,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı","35,000",Doğalgaz,Evet,"67,000",,,,,
1456,Ankara,Çankaya,Emek,90447-434,10-04-2023,2,65,Ara Kat,5,Kombi,4,Eşyalı,1,Betonarme,İkinci El,Boş,100,,"15,000",Doğalgaz,,"13,500",,,,,
1457,Ankara,Yenimahalle,Yeni Batı,132483-202,09-03-2023,2,60,14,2,Merkezi (Pay Ölçer),16,Eşyalı,1,,,Boş,570,Batı,,,,"9,500",AP İstWay,Uygun değil,,,
1458,Ankara,Çankaya,Seyranbağları,0-40386891,13-03-2023,3,100,En Üst Kat,30,Kombi,4,Eşyalı,1,Taş Bina,İkinci El,Kiracılı,100,Güney,"2,800",Doğalgaz,,"2,800",,,,,
1459,Ankara,Çankaya,Oran,130591-351,10-04-2023,2,110,8,11,Merkezi (Pay Ölçer),30,Eşyalı,1,Betonarme,İkinci El,Boş,,"Kuzey, Doğu, Batı",,,Evet,"17,000",Parkoran sitesi,,,,
1460,Ankara,Çankaya,Gaziosmanpaşa,4068-2914,04-04-2023,4,160,Ara Kat,30,Merkezi,4,Eşyalı,2,Betonarme,İkinci El,Boş,"1,100",Güney,"15,000",Doğalgaz,Evet,"14,500",,,,,
1461,Ankara,Çankaya,Yıldızevler,120582-8,17-03-2023,5,220,1,10,Merkezi,10,Eşyalı Değil,2,Betonarme,Sıfır,Boş,"3,500",,"12,000",Doğalgaz,Evet,"25,000",,,,,
1462,Ankara,Gölbaşı,Hacılar,102968-2583,03-04-2023,5,160,21 ve üzeri,0,Merkezi (Pay Ölçer),28,Eşyalı Değil,2,,,Boş,,"Kuzey, Doğu",,,,"15,500",,,,,
1463,Ankara,Etimesgut,Bağlıca,97798-1176,05-04-2023,2,45,7,0,Merkezi (Pay Ölçer),9,Eşyalı,1,,,Boş,,"Kuzey, Güney, Doğu, Batı",,,,"8,000",,,,,
1464,Ankara,Yenimahalle,Emniyet,1124-5526,11-04-2023,2,70,17,0,Merkezi (Pay Ölçer),17,Eşyalı Değil,1,Betonarme,Sıfır,Boş,"2,700",Kuzey,"15,000",Doğalgaz,Evet,"15,000",,,,,
1465,Ankara,Çankaya,Bahçelievler,6664-1625,09-04-2023,1,40,1,0,Yerden Isıtma,3,Eşyalı,1,Betonarme,Sıfır,Boş,,"Güney, Doğu","18,000",Doğalgaz,Evet,"9,350",,,,,
1466,Ankara,Çankaya,Bayraktar,132681-101,05-04-2023,4,135,En Üst Kat,21,Kombi,5,Eşyalı Değil,1,Betonarme,İkinci El,Boş,60,Doğu,"7,500",Doğalgaz,Evet,"7,500",,,,,
1467,Ankara,Mamak,Ege,25673-6816,28-03-2023,5,165,15,3,Kombi,17,Eşyalı Değil,2,Betonarme,İkinci El,Boş,200,"Kuzey, Batı","13,000",Doğalgaz,Evet,"13,000",,,,,
1468,Ankara,Çankaya,Remzi Oğuz Arık,7433-4290,23-03-2023,4,120,2,40,Merkezi,4,Eşyalı,1,Betonarme,İkinci El,Boş,"2,000",Doğu,"15,000",Doğalgaz,Evet,"15,000",,,,,
1469,Ankara,Çankaya,Büyükesat,0-40321392,08-03-2023,4,130,Kot 3,25,Kombi,7,Eşyalı,1,Betonarme,,Kiracılı,,Kuzey,"3,500",Doğalgaz,,"2,500",,,,,
1470,Ankara,Çankaya,Malazgirt,111268-119,13-03-2023,3,110,Yüksek Giriş,16,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Boş,150,Güney,"20,000",Doğalgaz,Evet,"10,000",,,,,
1471,Ankara,Yenimahalle,Yuvaköy,110538-1894,04-04-2023,5,200,Bahçe Katı,0,Merkezi (Pay Ölçer),26,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,,Doğalgaz,Evet,"13,500",,,,,
1472,Ankara,Altındağ,Hacettepe,121733-810,09-04-2023,5,200,,20,Kombi,2,Eşyalı Değil,,Taş Bina,İkinci El,Boş,,"Kuzey, Güney, Doğu","75,000",Doğalgaz,Evet,"30,000",,,,,
1473,Ankara,Yenimahalle,Emniyet,122234-227,31-03-2023,2,83,5,0,Merkezi (Pay Ölçer),17,Eşyalı Değil,1,,Sıfır,Boş,,"Kuzey, Güney",,,,"12,500",,,,,
1474,Ankara,Çankaya,Kazım Özalp,17215-656,02-04-2023,4,140,Giriş Katı,30,Merkezi,5,,1,,,,"1,500",,"12,000",,,"12,000",,,,,
1475,Ankara,Çankaya,Bahçelievler,3584-27242,11-04-2023,4,125,Yüksek Giriş,0,Kombi,3,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,,Doğalgaz,,"19,000",,,,,
1476,Ankara,Çankaya,Ön Cebeci,60186-3646,11-04-2023,4,100,1,0,Kombi,4,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100,"Güney, Doğu","20,000",Doğalgaz,Evet,"12,000",,,,,
1477,Ankara,Çankaya,Birlik,4744-11007,19-03-2023,4,250,Bahçe Katı,1,Merkezi (Pay Ölçer),10,Eşyalı,3,Betonarme,İkinci El,Mülk Sahibi,"2,100","Güney, Doğu","38,000",Doğalgaz,Evet,"38,000",We Çankaya,,,,
1478,Ankara,Çankaya,Büyükesat,18887-7479,27-03-2023,3,100,13,4,Merkezi (Pay Ölçer),30,Eşyalı,2,,,Boş,,"Güney, Doğu",,,,"25,500",Mesa Koza 66,Uygun değil,,,
1479,Ankara,Yenimahalle,Tepealtı,0-40566072,08-04-2023,3,90,Yüksek Giriş,22,Kombi,4,Eşyalı Değil,1,,,Boş,,"Kuzey, Güney","7,250",Doğalgaz,,"7,250",,,,,
1480,Ankara,Çankaya,Aziziye,119128-242,18-02-2023,4,150,3,25,Merkezi,5,Eşyalı,1,Betonarme,İkinci El,Boş,750,"Kuzey, Doğu, Batı","40,000",Doğalgaz,Evet,"20,000",,,,,
1481,Ankara,Çankaya,Öveçler,5554-4688,07-04-2023,5,190,7,11,Jeotermal Isıtma,10,Eşyalı Değil,2,,İkinci El,Boş,400,"Kuzey, Güney, Doğu, Batı","40,000",Doğalgaz,Evet,"20,000",,,,,
1482,Ankara,Etimesgut,Orhun,1612-3080,04-03-2023,2,60,6,1,Merkezi,11,Eşyalı,1,Betonarme,Sıfır,Boş,100,"Güney, Doğu, Batı","15,000",Doğalgaz,Evet,"9,000",as residence,,,,
1483,Ankara,Çankaya,Kırkkonaklar,5679-2138,11-04-2023,5,160,1,18,Kombi,3,Eşyalı,1,,İkinci El,,150,"Güney, Batı","35,000",Doğalgaz,Evet,"15,000",,,,,
1484,Ankara,Çankaya,Yıldızevler,77297-270,18-03-2023,4,135,1,15,Kombi,4,Eşyalı Değil,1,Betonarme,İkinci El,Boş,120,Batı,"15,000",Doğalgaz,Evet,"7,500",,,,,
1485,Ankara,Çankaya,Çukurambar,13861-2461,27-03-2023,2,75,1,0,Yerden Isıtma,5,Eşyalı,1,,,Kiracılı,2,,,,,"22,000",,,,,
1486,Ankara,Mamak,Şahintepe,63484-4498,08-04-2023,4,145,3,15,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Boş,,"Güney, Doğu",,Doğalgaz,Evet,"10,500",,,,,
1487,Ankara,Çankaya,Çiğdem,6171-6531,28-03-2023,4,250,,35,Kombi,2,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı","40,000",Doğalgaz,Evet,"25,000",,,,,
1488,Ankara,Yenimahalle,Ata,3685-3004,08-04-2023,5,201,12,3,Merkezi (Pay Ölçer),15,Eşyalı Değil,2,Betonarme,Sıfır,Boş,"1,000",Güney,,Doğalgaz,Evet,"14,000",,,,,
1489,Ankara,Çankaya,Güvenevler,9998-2518,08-03-2023,4,175,Teras Katı,0,Kombi,4,,2,,,,250,"Kuzey, Doğu, Batı","40,000",,,"25,000",,,,,
1490,Ankara,Çankaya,Balgat,90982-536,10-04-2023,2,65,3,0,Merkezi,5,Eşyalı,1,,,Boş,,"Kuzey, Güney, Doğu, Batı",,,,"12,000",,Uygun değil,,,
1491,Ankara,Gölbaşı,Karşıyaka,123154-189,07-03-2023,8,"1,200",,0,Yerden Isıtma,3,Eşyalı,6,Betonarme,Sıfır,Boş,,"Kuzey, Güney, Doğu, Batı",,,Evet,"200,000",,,,,
1492,Ankara,Çankaya,Aziziye,26985-2828,21-03-2023,4,200,4,25,Merkezi (Pay Ölçer),15,Eşyalı,1,Betonarme,İkinci El,Boş,"3,000","Güney, Doğu, Batı","25,000",Doğalgaz,Evet,"25,000",,,,,
1493,Ankara,Çankaya,Kızılırmak,2332-2468,11-04-2023,6,370,21 ve üzeri,9,Merkezi (Pay Ölçer),29,Eşyalı,3,Betonarme,Sıfır,Boş,"1,500","Kuzey, Güney, Doğu, Batı","40,000",Doğalgaz,Evet,"40,000",,,,,
1494,Ankara,Çankaya,Yukarı Dikmen,14041-5784,04-03-2023,7,700,,18,Kombi,3,Eşyalı Değil,4,Betonarme,İkinci El,Boş,"1,100","Kuzey, Güney, Doğu, Batı","85,000",Doğalgaz,Evet,"85,000",,,,,
1495,Ankara,Çankaya,Büyükesat,16602-1607,01-04-2023,5,260,En Üst Kat,30,Kombi,3,Eşyalı,2,,,,500,,,Doğalgaz,,"29,000",,,,,
1496,Ankara,Çankaya,Mürsel Uluç,3191-10801,07-04-2023,2,45,Yüksek Giriş,16,Merkezi,3,,1,,,,950,,,,,"8,250",,,,,
1497,Ankara,Çankaya,Büyükesat,4129-1848,11-04-2023,5,200,Ara Kat,20,Merkezi,12,Eşyalı Değil,2,Betonarme,,Boş,"3,000",,"24,000",,Evet,"24,000",,,,,
1498,Ankara,Çankaya,Keklik Pınarı,4036-1112,08-04-2023,4,130,Yüksek Giriş,12,Kombi,3,Eşyalı,2,Betonarme,İkinci El,Boş,150,"Güney, Doğu","12,000",Doğalgaz,Evet,"12,000",,,,,
1499,Ankara,Çankaya,Yukarı Dikmen,7677-4621,06-04-2023,3,136,21 ve üzeri,3,Merkezi (Pay Ölçer),30,,1,,İkinci El,Mülk Sahibi,,"Güney, Doğu","36,000",,,"18,500",Sinpaş Ege Vadisi,,,,
1500,Ankara,Sincan,Alcı,131346-310,25-03-2023,2,70,Ara Kat,4,Merkezi (Pay Ölçer),7,Eşyalı,1,Betonarme,İkinci El,Boş,250,"Doğu, Batı","7,250",Doğalgaz,Evet,"3,650",TEMELLİ TOKİ,,,,
1501,Ankara,Keçiören,Pınarbaşı,126448-181,25-03-2023,4,120,1,30,Kombi,3,Eşyalı,1,Betonarme,İkinci El,Boş,50,Güney,50,Doğalgaz,Evet,"8,000",,,,,
1502,Ankara,Yenimahalle,Ergazi,57012-6553,11-04-2023,2,65,3,3,Merkezi (Pay Ölçer),11,Eşyalı,1,Betonarme,İkinci El,Boş,,Batı,,Doğalgaz,Evet,"10,500",,,,,
1503,Ankara,Çankaya,Konutkent,102968-2563,30-03-2023,2,47,18,1,Merkezi (Pay Ölçer),30,Eşyalı Değil,1,,,Boş,Jan-35,Doğu,,,,"9,145",Elmar Towers,Uygun değil,,,
1504,Ankara,Keçiören,Kavacık Subayevleri,4469-1588,08-04-2023,4,85,1,35,Kombi,2,Eşyalı Değil,1,Betonarme,,Boş,,"Güney, Doğu",,,Evet,"6,500",,,,,
1505,Ankara,Altındağ,Gültepe,84203-184,25-03-2023,4,110,Ara Kat,5,Kombi,8,Eşyalı Değil,1,Betonarme,İkinci El,Boş,400,Güney,"6,000",Doğalgaz,Evet,"7,000","Mevlana Sitesi (Ankara, Çubuk, Yıldırım Beyazıt)",,,,
1506,Ankara,Keçiören,Köşk,2380-2029,22-03-2023,3,90,Kot 1,10,Kombi,4,Eşyalı Değil,1,,İkinci El,Boş,60,Doğu,"16,000",Doğalgaz,Evet,"8,000",,,,,
1507,Ankara,Etimesgut,Şehit Osman Avcı,3412-683,11-04-2023,3,82,1,28,Merkezi,3,Eşyalı,1,Betonarme,İkinci El,Boş,305,"Güney, Doğu","6,000",Doğalgaz,Evet,"6,000",,,,,
1508,Ankara,Yenimahalle,Emniyet,126667-122,09-04-2023,1,30,Yüksek Giriş,0,Merkezi,3,Eşyalı,1,Betonarme,Sıfır,Boş,,,"18,000",Doğalgaz,Evet,"7,750",,,,,
1509,Ankara,Çankaya,Meşrutiyet,1248-2190,08-04-2023,1,50,3,20,Merkezi,5,Eşyalı,1,Betonarme,İkinci El,Boş,,Güney,"7,500",Doğalgaz,,"7,500",,,,,
1510,Ankara,Çankaya,Oran,9609-4152,03-04-2023,5,160,21 ve üzeri,12,Merkezi (Pay Ölçer),30,Eşyalı,2,Betonarme,İkinci El,Boş,350,"Kuzey, Batı","70,000",Doğalgaz,Evet,"35,000",,,,,
