,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Cephe,Yakıt Tipi,Yetkili Ofis,Rent,Tapu Durumu,Takas,Kira Getirisi,Site İçerisinde
0,Ankara,Yenimahalle,Turgut Özal,22551-1037,13-04-2023,3 + 1,135 m2,5. Kat,8 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,200 TL,"Kuzey, Batı",Doğalgaz,Evet,2.450.000 TL,,,,
1,Ankara,Çankaya,Murat,24468-1363,13-04-2023,2 + 1,120 m2,Ara Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,50 TL,Batı,Doğalgaz,Evet,1.500.000 TL,Kat Mülkiyeti,Hayır,5.000 TL,
2,Ankara,Çankaya,Sokullu Mehmet Paşa,119869-647,13-04-2023,2 + 1,100 m2,Kot 1,27 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Kuzey, Doğu",Doğalgaz,Evet,1.890.000 TL,Kat Mülkiyeti,Hayır,7.000 TL,
3,Ankara,Sincan,Pınarbaşı,112240-510,13-04-2023,3 + 1,130 m2,3. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Mülk Sahibi,,"Güney, Batı",,,1.149.000 TL,Kat Mülkiyeti,Hayır,,
4,Ankara,Keçiören,Bademlik,85346-323,13-04-2023,6 + 1,380 m2,3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Mülk Sahibi,,"Güney, Doğu",,,2.600.000 TL,Kat Mülkiyeti,Hayır,,
5,Ankara,Çankaya,Bahçelievler,5152-1243,13-04-2023,3 + 1,125 m2,Ara Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Güney,Doğalgaz,Evet,3.625.000 TL,Kat İrtifakı,Hayır,18.000 TL,
6,Ankara,Gölbaşı,Tulumtaş,10249-3896,13-04-2023,5 + 1,300 m2,,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,7.175.000 TL,Kat Mülkiyeti,,,"Komkent Sitesi (Ankara, Gölbaşı, Tulumtaş)"
7,Ankara,Çubuk,Yıldırım Beyazıt,117361-706,13-04-2023,2 + 1,70 m2,En Üst Kat,Sıfır Bina,Yerden Isıtma,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,"Güney, Doğu",Doğalgaz,Evet,990.000 TL,Kat İrtifakı,Evet,,
8,Ankara,Çankaya,Sokullu Mehmet Paşa,5438-24337,13-04-2023,3 + 1,135 m2,Giriş Katı,33 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,Batı,Doğalgaz,Evet,1.189.000 TL,Kat Mülkiyeti,Evet,5.000 TL,
9,Ankara,Mamak,Şehit Cengiz Topel,101720-360,13-04-2023,3 + 1,110 m2,Yüksek Giriş,7 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,10 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,1.650.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
10,Ankara,Çankaya,Birlik,80588-1483,13-04-2023,3 + 1,150 m2,Yüksek Giriş,15 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,2.100 TL,"Doğu, Batı",Doğalgaz,Evet,4.100.000 TL,Kat Mülkiyeti,Hayır,20.000 TL,
11,Ankara,Keçiören,İncirli,129057-157,12-04-2023,3 + 1,120 m2,Giriş Katı,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,"Kuzey, Batı",Doğalgaz,Evet,1.390.000 TL,Kat Mülkiyeti,Hayır,,
12,Ankara,Yenimahalle,Gayret,89176-2644,13-04-2023,3 + 1,130 m2,9. Kat,40 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,100 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,1.475.000 TL,Kat Mülkiyeti,Hayır,5.000 TL,
13,Ankara,Çankaya,Mebusevleri,39194-1617,13-04-2023,3 + 1,130 m2,3. Kat,40 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,660 TL,"Güney, Batı",Doğalgaz,Evet,3.600.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
14,Ankara,Çankaya,Keklik Pınarı,17943-1546,13-04-2023,3 + 1,135 m2,4. Kat,40 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,"Doğu, Batı",Doğalgaz,Evet,1.750.000 TL,Kat Mülkiyeti,Hayır,7.500 TL,
15,Ankara,Mamak,General Zeki Doğan,63484-4532,13-04-2023,2 + 1,122 m2,3. Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kiracılı,,"Güney, Doğu",Doğalgaz,Evet,1.450.000 TL,Kat Mülkiyeti,Hayır,,
16,Ankara,Çankaya,Emek,1170-5676,13-04-2023,4 + 1,150 m2,4. Kat,35 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,"Kuzey, Doğu, Batı",Doğalgaz,Evet,4.000.000 TL,Kat Mülkiyeti,Hayır,,
17,Ankara,Çankaya,100. Yıl,6453-2651,13-04-2023,4 + 1,220 m2,1. Kat,20 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,150 TL,"Güney, Doğu",Doğalgaz,Evet,4.500.000 TL,Kat Mülkiyeti,Hayır,15.000 TL,
18,Ankara,Çankaya,Karapınar,53453-2354,13-04-2023,3 + 1,100 m2,Giriş Katı,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,"Doğu, Batı",Doğalgaz,Evet,1.950.000 TL,Kat Mülkiyeti,Hayır,5.000 TL,
19,Ankara,Çankaya,Aşağı Öveçler,20743-2036,13-04-2023,3 + 1,115 m2,1. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,100 TL,Batı,Doğalgaz,Evet,2.200.000 TL,Kat Mülkiyeti,Hayır,5.000 TL,
20,Ankara,Akyurt,Yıldırım,92718-41,12-04-2023,3 + 1,145 m2,En Üst Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,50 TL,Batı,Doğalgaz,Evet,1.615 TL,Kat İrtifakı,Evet,5.000 TL,
21,Ankara,Çankaya,İlkbahar,16177-1335,13-04-2023,3 + 1,120 m2,4. Kat,2 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,1.250 TL,Batı,Doğalgaz,Evet,3.850.000 TL,Kat Mülkiyeti,Hayır,12.000 TL,
22,Ankara,Çankaya,Bağcılar,95188-351,13-04-2023,6 + 1,240 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",Doğalgaz,,2.250.000 TL,Kat Mülkiyeti,,4.000 TL,
23,Ankara,Sincan,Fatih,7331-1259,12-04-2023,3 + 1,120 m2,,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,,"Güney, Doğu, Batı",Doğalgaz,Evet,4.750.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
24,Ankara,Çankaya,Doğuş,42363-1053,13-04-2023,3 + 1,110 m2,1. Kat,45 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,50 TL,"Güney, Batı",Doğalgaz,Evet,1.780.000 TL,Kat Mülkiyeti,Hayır,7.500 TL,
25,Ankara,Etimesgut,Topçu,68360-1516,13-04-2023,5 + 1,230 m2,3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Kiracılı,50 TL,Doğu,Doğalgaz,Evet,1.850.000 TL,Kat Mülkiyeti,Hayır,,
26,Ankara,Çankaya,Gökkuşağı,6493-2757,13-04-2023,4 + 1,170 m2,2. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,200 TL,Batı,Doğalgaz,Evet,3.400.000 TL,Kat Mülkiyeti,,7.000 TL,
27,Ankara,Çankaya,Maltepe,69912-651,13-04-2023,3 + 1,125 m2,1. Kat,35 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,,750 TL,"Güney, Doğu",Doğalgaz,Evet,2.800.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
28,Ankara,Çankaya,İlker,15746-977,13-04-2023,3 + 1,145 m2,3. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,80 TL,"Doğu, Batı",Doğalgaz,Evet,1.450.000 TL,Kat İrtifakı,Hayır,8.500 TL,
29,Ankara,Sincan,Mareşal Çakmak,97141-10822,13-04-2023,3 + 1,165 m2,1. Kat,4 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,100 TL,"Güney, Batı",Doğalgaz,Evet,1.950.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
30,Ankara,Yenimahalle,Çiğdemtepe,64542-13010,13-04-2023,4 + 1,165 m2,2. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,100 TL,"Güney, Doğu",Doğalgaz,Evet,2.390.000 TL,Kat Mülkiyeti,Evet,10.000 TL,Evet (Site Adı Belirtilmemiş)
31,Ankara,Mamak,Ekin,88358-1156,12-04-2023,3 + 1,140 m2,2. Kat,2 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kiracılı,150 TL,"Kuzey, Güney, Doğu",Doğalgaz,Evet,1.435.000 TL,Kat Mülkiyeti,Hayır,7.500 TL,
32,Ankara,Yenimahalle,Ata,115933-417,13-04-2023,4 + 1,185 m2,21 ve üzeri,5 Yaşında,Yerden Isıtma,32 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Kiracılı,1.200 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,3.975.000 TL,Kat Mülkiyeti,Hayır,16.000 TL,
33,Ankara,Çankaya,Muhsin Ertuğrul,40002-2082,13-04-2023,3 + 1,150 m2,En Üst Kat,40 Yaşında,Kombi,3 Katlı,Uygun,,1,Betonarme,İkinci El,Kiracılı,50 TL,Doğu,Doğalgaz,Evet,2.900.000 TL,Kat Mülkiyeti,Hayır,3.250 TL,
34,Ankara,Keçiören,Ayvalı,121721-361,13-04-2023,3 + 1,120 m2,2. Kat,23 Yaşında,Kombi,4 Katlı,Uygun,,1,Betonarme,İkinci El,Kiracılı,,"Güney, Doğu",Doğalgaz,Evet,1.880.000 TL,Kat Mülkiyeti,,,
35,Ankara,Gölbaşı,Kızılcaşar,10479-134,13-04-2023,4 + 2,380 m2,,Sıfır Bina,Yerden Isıtma,3 Katlı,Uygun,Eşyalı Değil,5,,Sıfır,Boş,,"Güney, Doğu, Batı",,Evet,10.850.000 TL,Kat Mülkiyeti,Hayır,,
36,Ankara,Pursaklar,Tevfik İleri,0-40630455,13-04-2023,4 + 1,200 m2,1. Kat,6 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Mülk Sahibi,500 TL,Kuzey,Doğalgaz,,2.475.000 TL,,Evet,11.000 TL,Sterliçya Konutları
37,Ankara,Sincan,Menderes,0-40629610,13-04-2023,3 + 1,135 m2,1. Kat,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Mülk Sahibi,100 TL,"Kuzey, Güney, Doğu",Doğalgaz,,1.685.000 TL,,Evet,,
38,Ankara,Yenimahalle,İlkyerleşim,114256-251,13-04-2023,3 + 1,160 m2,,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,150 TL,"Kuzey, Güney",Doğalgaz,Evet,2.600.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,Özyöremiz Sitesi
39,Ankara,Keçiören,Yükseltepe,136463-4,13-04-2023,3 + 1,155 m2,Ara Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,150 TL,"Kuzey, Doğu, Batı",Doğalgaz,Evet,1.670.000 TL,Kat Mülkiyeti,Hayır,,
40,Ankara,Yenimahalle,Batı Sitesi,41980-1562,13-04-2023,3 + 1,125 m2,3. Kat,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,200 TL,"Kuzey, Güney",Doğalgaz,Evet,1.850.000 TL,Kat Mülkiyeti,,,
41,Ankara,Pursaklar,Yunus Emre,67369-3864,12-04-2023,3 + 1,145 m2,Kot 1,10 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Mülk Sahibi,,Doğu,Doğalgaz,Evet,1.825.000 TL,Kat Mülkiyeti,Hayır,,
42,Ankara,Pursaklar,Mimar Sinan,2703-19228,13-04-2023,4 + 1,190 m2,2. Kat,4 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,,,Doğalgaz,Evet,2.590.000 TL,Kat Mülkiyeti,Hayır,,
43,Ankara,Etimesgut,Alsancak,1920-1796,12-04-2023,5 + 1,170 m2,En Üst Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,250 TL,"Kuzey, Güney, Doğu",Doğalgaz,Evet,2.100.000 TL,,Hayır,4.500 TL,
44,Ankara,Keçiören,Bağlarbaşı,24371-363,13-04-2023,3 + 1,145 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,"Güney, Doğu, Batı",Doğalgaz,Evet,1.325.000 TL,Kat Mülkiyeti,Evet,5.500 TL,
45,Ankara,Çankaya,Huzur,5422-3072,13-04-2023,3 + 1,125 m2,Kot 1,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,75 TL,"Güney, Doğu, Batı",Doğalgaz,,1.580.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
46,Ankara,Mamak,Boğaziçi,137265-3,13-04-2023,3 + 1,130 m2,Yüksek Giriş,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,70 TL,"Güney, Doğu",Doğalgaz,,1.200.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
47,Ankara,Mamak,Derbent,136759-66,13-04-2023,2 + 1,95 m2,Kot 1,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Güney,Doğalgaz,Evet,950.000 TL,,Evet,,
48,Ankara,Pursaklar,Merkez,20040-210,13-04-2023,3 + 1,150 m2,Ara Kat,8 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,"Güney, Doğu",Doğalgaz,Evet,2.295.000 TL,Kat Mülkiyeti,Hayır,,
49,Ankara,Mamak,Boğaziçi,137265-3,13-04-2023,3 + 1,130 m2,Yüksek Giriş,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,70 TL,"Güney, Doğu",Doğalgaz,,1.200.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
50,Ankara,Pursaklar,Yunus Emre,66315-1548,13-04-2023,4 + 1,190 m2,1. Kat,4 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,,,Doğu,Doğalgaz,Evet,2.350.000 TL,Kat Mülkiyeti,Hayır,10.000 TL,
51,Ankara,Mamak,Cengizhan,137174-11,13-04-2023,3 + 1,125 m2,2. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Doğu",Doğalgaz,Evet,1.370.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
52,Ankara,Çankaya,Metin Akkuş,3483-5969,13-04-2023,3 + 1,110 m2,Kot 1,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,75 TL,"Güney, Doğu",Doğalgaz,Evet,1.235.000 TL,Kat Mülkiyeti,Hayır,5.500 TL,
53,Ankara,Pursaklar,Merkez,5430-1592,13-04-2023,2 + 1,125 m2,Yüksek Giriş,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Boş,,,,Evet,1.420.000 TL,Kat Mülkiyeti,Hayır,,
54,Ankara,Gölbaşı,Bahçelievler,134558-67,13-04-2023,3 + 1,168 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,Güney,Doğalgaz,,3.300.000 TL,Kat Mülkiyeti,,,
55,Ankara,Etimesgut,Topçu,114352-245,13-04-2023,3 + 1,165 m2,3. Kat,1 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,,,Boş,450 TL,"Güney, Doğu",,,3.250.000 TL,Kat Mülkiyeti,Hayır,,Evet (Site Adı Belirtilmemiş)
56,Ankara,Mamak,Tuzluçayır,15126-4127,13-04-2023,3 + 1,120 m2,Ara Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,Batı,Doğalgaz,Evet,1.380.000 TL,Kat Mülkiyeti,Hayır,,
57,Ankara,Mamak,Peyami Safa,121892-1397,13-04-2023,3 + 1,150 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,"Güney, Batı",Doğalgaz,Evet,1.900.000 TL,Kat Mülkiyeti,Hayır,,
58,Ankara,Mamak,Abidinpaşa,131733-466,13-04-2023,3 + 1,110 m2,3. Kat,27 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,50 TL,"Güney, Doğu",Doğalgaz,Evet,1.450.000 TL,Kat Mülkiyeti,Hayır,7.000 TL,
59,Ankara,Keçiören,Yayla,137003-10,13-04-2023,3 + 1,138 m2,1. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,,1,Betonarme,İkinci El,Boş,70 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,1.800.000 TL,Kat Mülkiyeti,Hayır,7.500 TL,
60,Ankara,Çankaya,Şehit Cengiz Karaca,3286-8359,13-04-2023,3 + 1,125 m2,1. Kat,25 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,100 TL,"Güney, Doğu",Doğalgaz,Evet,2.450.000 TL,Kat Mülkiyeti,Hayır,12.000 TL,
61,Ankara,Çankaya,İlkadım,16761-31468,13-04-2023,3 + 1,135 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu",Doğalgaz,Evet,2.450.000 TL,Kat Mülkiyeti,Hayır,7.500 TL,
62,Ankara,Mamak,Çağlayan,112265-1531,13-04-2023,4 + 1,250 m2,3. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,100 TL,"Güney, Doğu",Doğalgaz,Evet,1.750.000 TL,Kat Mülkiyeti,Hayır,5.000 TL,
63,Ankara,Sincan,Mareşal Çakmak,69365-3896,13-04-2023,3 + 1,130 m2,1. Kat,23 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,Betonarme,Boş,30 TL,"Güney, Doğu",Doğalgaz,,1.429.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
64,Ankara,Çankaya,Mürsel Uluç,3493-29380,13-04-2023,6 + 2,250 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,50 TL,"Güney, Doğu",Doğalgaz,Evet,3.150.000 TL,Kat Mülkiyeti,Hayır,,
65,Ankara,Sincan,29 Ekim,128082-1201,13-04-2023,4 + 1,160 m2,1. Kat,Sıfır Bina,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,"Güney, Doğu",Doğalgaz,Evet,2.600.000 TL,Kat Mülkiyeti,Hayır,,
66,Ankara,Çankaya,Keklik Pınarı,6310-19006,13-04-2023,4 + 1,200 m2,11. Kat,17 Yaşında,Merkezi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,1.250 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,4.950.000 TL,Kat Mülkiyeti,Hayır,12.000 TL,
67,Ankara,Çankaya,Harbiye,36856-607,13-04-2023,3 + 1,125 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,50 TL,"Güney, Doğu",Doğalgaz,Evet,2.490.000 TL,Kat Mülkiyeti,Hayır,7.500 TL,
68,Ankara,Çankaya,Sokullu Mehmet Paşa,2602-9423,13-04-2023,3 + 1,120 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,75 TL,"Güney, Batı",Doğalgaz,Evet,1.585.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
69,Ankara,Çankaya,Aydınlar,14072-12638,13-04-2023,3 + 1,125 m2,1. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,50 TL,"Güney, Doğu",Doğalgaz,Evet,2.290.000 TL,Kat Mülkiyeti,Hayır,13.000 TL,
70,Ankara,Mamak,Abidinpaşa,60527-23,13-04-2023,3 + 1,95 m2,Giriş Katı,30 Yaşında,Kombi,3 Katlı,Uygun,,1,,,Kiracılı,50 TL,,Doğalgaz,Evet,1.350.000 TL,Kat Mülkiyeti,,7.000 TL,
71,Ankara,Altındağ,Battalgazi,133292-185,13-04-2023,3 + 1,120 m2,Giriş Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,50 TL,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,1.020.000 TL,Kat Mülkiyeti,Hayır,3.500 TL,
72,Ankara,Keçiören,Etlik,75812-739,13-04-2023,4 + 1,200 m2,10. Kat,2 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,"Güney, Batı",Doğalgaz,Evet,3.650.000 TL,Kat Mülkiyeti,Evet,10.000 TL,
73,Ankara,Çankaya,İlkadım,1181-13695,13-04-2023,2 + 1,100 m2,4. Kat,26 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,900 TL,"Doğu, Batı",Doğalgaz,Evet,2.100.000 TL,Kat Mülkiyeti,Hayır,6.500 TL,
74,Ankara,Altındağ,Beşikkaya,129169-457,13-04-2023,3 + 1,115 m2,Yüksek Giriş,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,60 TL,Doğu,Doğalgaz,Evet,849.000 TL,,Hayır,3.250 TL,
75,Ankara,Keçiören,Ayvalı,31522-13757,13-04-2023,5 + 1,225 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,2.520.000 TL,Kat Mülkiyeti,Hayır,12.000 TL,
76,Ankara,Yenimahalle,Özevler,89814-4142,12-04-2023,3 + 1,155 m2,3. Kat,11 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,Boş,1 TL,"Güney, Doğu, Batı",,,1.875.000 TL,Kat Mülkiyeti,Hayır,,
77,Ankara,Keçiören,Ayvalı,56045-5533,12-04-2023,3 + 1,135 m2,1. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,,"Güney, Batı",Doğalgaz,Evet,1.820.000 TL,Kat Mülkiyeti,Evet,,
78,Ankara,Altındağ,Karapürçek,134634-155,12-04-2023,3 + 1,125 m2,Bahçe Katı,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,50 TL,,Doğalgaz,Evet,810.000 TL,Kat Mülkiyeti,Hayır,4.000 TL,
79,Ankara,Keçiören,Atapark,129992-205,12-04-2023,3 + 1,140 m2,Yüksek Giriş,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,75 TL,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,1.950.000 TL,Kat Mülkiyeti,Evet,10.000 TL,
80,Ankara,Keçiören,Karşıyaka,101486-1987,12-04-2023,4 + 1,165 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun değil,,2,Betonarme,Sıfır,Boş,100 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,2.938.000 TL,Kat Mülkiyeti,Evet,7.000 TL,
81,Ankara,Altındağ,Battalgazi,133103-86,12-04-2023,3 + 1,135 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,2,,,Boş,50 TL,"Kuzey, Güney, Doğu, Batı",,,2.100.000 TL,Kat Mülkiyeti,Hayır,,
82,Ankara,Etimesgut,Tunahan,103499-273,12-04-2023,1 + 1,55 m2,4. Kat,26 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı,1,,,Kiracılı,,"Güney, Doğu, Batı",,,1.350.000 TL,Kat Mülkiyeti,Hayır,,Evet (Site Adı Belirtilmemiş)
83,Ankara,Sincan,İstasyon,72714-385,12-04-2023,4 + 1,140 m2,1. Kat,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,,"Güney, Batı",Doğalgaz,,1.950.000 TL,Kat Mülkiyeti,Hayır,,
84,Ankara,Keçiören,Yükseltepe,121003-2289,13-04-2023,3 + 1,140 m2,1. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,100 TL,"Güney, Batı",Doğalgaz,Evet,1.750.000 TL,Kat Mülkiyeti,Evet,7.500 TL,
