,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Cephe,Yakıt Tipi,Yetkili Ofis,Rent,Tapu Durumu,Takas,Kira Getirisi,Site İçerisinde
2421,Ankara,Çankaya,Aşıkpaşa,23233-2018,07-04-2023,2 + 1,100 m2,1. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,100 TL,"Güney, Doğu",Doğalgaz,Evet,1.995.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
2422,Ankara,Çankaya,Akpınar,5978-6020,13-04-2023,3 + 1,130 m2,5. Kat,23 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.000 TL,Batı,Doğalgaz,,2.625.000 TL,Kat Mülkiyeti,,10.000 TL,
2423,Ankara,Keçiören,Kavacık Subayevleri,98484-540,13-04-2023,3 + 1,110 m2,Kot 2,12 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Mülk Sahibi,,"Güney, Doğu",Doğalgaz,Evet,1.400.000 TL,Kat Mülkiyeti,Hayır,,
2424,Ankara,Çankaya,Aşıkpaşa,95799-840,12-04-2023,2 + 1,100 m2,Kot 1,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,100 TL,"Kuzey, Güney, Doğu",Doğalgaz,,1.450.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
2425,Ankara,Çankaya,Kazım Özalp,1300-5613,07-04-2023,3 + 1,145 m2,Giriş Katı,30 Yaşında,Merkezi,3 Katlı,Uygun,,1,Betonarme,İkinci El,Kiracılı,820 TL,"Kuzey, Batı",Doğalgaz,,2.750.000 TL,Kat Mülkiyeti,,5.000 TL,
2426,Ankara,Çankaya,Konutkent,7524-5221,12-04-2023,4 + 2,300 m2,,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,250 TL,"Doğu, Batı",Doğalgaz,Evet,5.700.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
2427,Ankara,Etimesgut,30 Ağustos,117162-652,13-04-2023,4 + 1,150 m2,3. Kat,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,,"Güney, Doğu, Batı",Doğalgaz,Evet,1.500.000 TL,Kat Mülkiyeti,Hayır,,
2428,Ankara,Keçiören,Kuşcağız,40052-954,09-04-2023,3 + 1,130 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,70 TL,"Güney, Doğu",Doğalgaz,Evet,2.250.000 TL,Kat Mülkiyeti,Hayır,5.000 TL,
2429,Ankara,Pursaklar,Saray Cumhuriyet,692606-947,08-04-2023,3 + 1,125 m2,Ara Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı,1,Betonarme,Sıfır,Boş,100 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,1.600 TL,Kat Mülkiyeti,Evet,7 TL,
2430,Ankara,Etimesgut,Topçu,114352-240,13-04-2023,3 + 1,135 m2,1. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,50 TL,"Güney, Doğu",,,1.739.000 TL,Kat Mülkiyeti,Hayır,,
2431,Ankara,Keçiören,Sancaktepe,137123-7,13-04-2023,4 + 1,195 m2,10. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,4.400.000 TL,Kat Mülkiyeti,,,
2432,Ankara,Altındağ,Karapürçek,133103-80,12-04-2023,2 + 1,105 m2,Giriş Katı,1 Yaşında,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,2,,,Boş,50 TL,Batı,,,1.049.999 TL,Kat Mülkiyeti,Hayır,,
2433,Ankara,Keçiören,Karakaya,101486-1955,13-04-2023,4 + 1,200 m2,5. Kat,Sıfır Bina,Merkezi,13 Katlı,Uygun,Eşyalı,2,Betonarme,Sıfır,Boş,200 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,2.650.000 TL,Kat Mülkiyeti,Evet,8.000 TL,
2434,Ankara,Çankaya,Naci Çakır,3483-5880,13-04-2023,3 + 1,125 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,100 TL,"Güney, Doğu",Doğalgaz,Evet,2.185.000 TL,Kat Mülkiyeti,Hayır,,
2435,Ankara,Çankaya,Huzur,10557-3442,13-04-2023,4 + 1,211 m2,1. Kat,5 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,,,Boş,350 TL,"Güney, Batı",,,3.500.000 TL,Kat Mülkiyeti,Hayır,,
2436,Ankara,Gölbaşı,İncek,129251-257,13-04-2023,1 + 1,45 m2,Yüksek Giriş,Sıfır Bina,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,Yapım Aşamasında,Boş,,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,1.300.000 TL,Kat İrtifakı,Evet,6.000 TL,
2437,Ankara,Gölbaşı,Eymir,59648-2414,13-04-2023,3 + 1,140 m2,Ara Kat,10 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,260 TL,Batı,Doğalgaz,Evet,1.950.000 TL,Kat Mülkiyeti,Hayır,,
2438,Ankara,Etimesgut,Yeşilova,14072-12640,13-04-2023,2 + 1,90 m2,18. Kat,2 Yaşında,Merkezi (Pay Ölçer),22 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,750 TL,"Güney, Doğu",Doğalgaz,Evet,2.850.000 TL,Kat Mülkiyeti,Hayır,12.000 TL,Mevaşehir
2439,Ankara,Mamak,Tuzluçayır,112265-1524,12-04-2023,3 + 1,130 m2,1. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,,100 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,1.170.000 TL,Kat Mülkiyeti,Hayır,7.000 TL,
2440,Ankara,Altındağ,Örnek,131346-317,13-04-2023,3 + 1,120 m2,En Üst Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,50 TL,"Güney, Doğu",Doğalgaz,Evet,850.000 TL,Kat Mülkiyeti,Hayır,2.500 TL,
2441,Ankara,Etimesgut,Bağlıca,97798-1188,11-04-2023,4 + 1,170 m2,1. Kat,Sıfır Bina,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,,,Boş,,"Kuzey, Güney, Doğu, Batı",,,3.950.000 TL,Kat Mülkiyeti,Hayır,,Evet (Site Adı Belirtilmemiş)
2442,Ankara,Etimesgut,Alsancak,89801-1121,11-04-2023,2 + 1,100 m2,1. Kat,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Mülk Sahibi,70 TL,"Kuzey, Doğu",,,1.859.000 TL,Kat Mülkiyeti,Hayır,,
2443,Ankara,Keçiören,Atapark,121676-410,07-04-2023,3 + 1,120 m2,Yüksek Giriş,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,50 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,1.299.000 TL,Kat Mülkiyeti,Hayır,4.500 TL,
2444,Ankara,Çankaya,Bahçelievler,4537-9687,11-04-2023,4 + 1,135 m2,3. Kat,1 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,Batı,Doğalgaz,Evet,5.450.000 TL,,Hayır,,
2445,Ankara,Çankaya,Emek,14347-1293,11-04-2023,3 + 1,120 m2,1. Kat,35 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,500 TL,"Güney, Doğu",Doğalgaz,Evet,2.600.000 TL,Kat Mülkiyeti,,12.000 TL,
2446,Ankara,Elmadağ,Hasanoğlan Bahçelievler,124025-456,12-04-2023,3 + 1,155 m2,5. Kat,17 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,200 TL,"Kuzey, Doğu",Doğalgaz,Evet,2.150.000 TL,Kat İrtifakı,Hayır,3.000 TL,
2447,Ankara,Çankaya,Kızılay,1457-3327,09-04-2023,2 + 1,130 m2,8. Kat,20 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Boş,,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,2.000.000 TL,Kat Mülkiyeti,Evet,10.000 TL,
2448,Ankara,Çankaya,Alacaatlı,3191-10796,06-04-2023,4 + 1,200 m2,19. Kat,Sıfır Bina,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,2,,,,,,,,6.270.000 TL,,Hayır,,Natura Alacaatlı
2449,Ankara,Çankaya,Yukarı Dikmen,130591-65,10-04-2023,4 + 1,160 m2,Ara Kat,30 Yaşında,Merkezi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,4.200.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,AKTÜRK SİTESİ
2450,Ankara,Çankaya,Emek,2332-2539,10-04-2023,3 + 1,120 m2,10. Kat,40 Yaşında,Merkezi,15 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kiracılı,1.500 TL,"Doğu, Batı",Doğalgaz,Evet,3.750.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
2451,Ankara,Mamak,Durali Alıç,14070-572,10-04-2023,3 + 1,150 m2,8. Kat,Sıfır Bina,Kombi,16 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,Sıfır,Boş,100 TL,Güney,Doğalgaz,Evet,2.850.000 TL,Kat İrtifakı,Evet,5.000 TL,
2452,Ankara,Çankaya,Seyranbağları,9937-2647,08-04-2023,3 + 1,130 m2,1. Kat,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,Doğu,Doğalgaz,,1.800.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
2453,Ankara,Keçiören,Tepebaşı,109296-449,08-04-2023,3 + 1,105 m2,2. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,50 TL,Doğu,,Evet,1.450.000 TL,Kat Mülkiyeti,Hayır,5.000 TL,
2454,Ankara,Altındağ,Aydınlıkevler,121272-375,11-04-2023,3 + 1,130 m2,Ara Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,,"Güney, Doğu, Batı",Doğalgaz,Evet,3.750.000 TL,,Hayır,10.000 TL,
2455,Ankara,Çankaya,Remzi Oğuz Arık,53653-2276,13-04-2023,2 + 1,110 m2,Kot 1,36 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,850 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,1.420.000 TL,Kat Mülkiyeti,Hayır,7.500 TL,
2456,Ankara,Çankaya,Yukarı Bahçelievler,1170-5691,13-04-2023,1 + 1,60 m2,Kot 1,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,,İkinci El,Boş,,"Kuzey, Batı",Doğalgaz,Evet,1.650.000 TL,Kat Mülkiyeti,Hayır,,
2457,Ankara,Yenimahalle,Emniyet,122234-341,12-04-2023,1 + 1,84 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),17 Katlı,Uygun değil,Eşyalı Değil,1,,Sıfır,Boş,,"Kuzey, Doğu",,Evet,4.400.000 TL,Kat İrtifakı,Hayır,,Merkez Ankara Konutları
2458,Ankara,Sincan,Mareşal Çakmak,33371-5414,10-04-2023,3 + 1,135 m2,En Üst Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,"Kuzey, Doğu",Doğalgaz,Evet,1.299.000 TL,Kat Mülkiyeti,Hayır,7.000 TL,
2459,Ankara,Mamak,Durali Alıç,82418-1415,13-04-2023,3 + 1,130 m2,2. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Doğu,Doğalgaz,Evet,1.549.500 TL,Kat Mülkiyeti,Hayır,6.500 TL,
2460,Ankara,Etimesgut,Güzelkent,37957-15904,09-04-2023,3 + 1,125 m2,2. Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,200 TL,"Doğu, Batı",Doğalgaz,Evet,1.690.000 TL,Kat Mülkiyeti,Hayır,7.000 TL,
2461,Ankara,Etimesgut,Güzelkent,66658-1309,10-04-2023,4 + 2,210 m2,,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,1 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,3.150.000 TL,Kat Mülkiyeti,Hayır,15.000 TL,
2462,Ankara,Gölbaşı,İncek,10479-145,07-04-2023,2 + 1,120 m2,1. Kat,11 Yaşında,Merkezi (Pay Ölçer),18 Katlı,Uygun,Eşyalı Değil,2,,,Mülk Sahibi,1.9 TL,"Güney, Batı",,,3.520.000 TL,Kat Mülkiyeti,Hayır,,
2463,Ankara,Çankaya,İşçi Blokları,56844-970,12-04-2023,3 + 1,150 m2,6. Kat,25 Yaşında,Merkezi,11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,,,Doğalgaz,Evet,3.150.000 TL,Kat İrtifakı,Hayır,,Evet (Site Adı Belirtilmemiş)
2464,Ankara,Çankaya,İşçi Blokları,15279-570,07-04-2023,2 + 1,100 m2,5. Kat,40 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kiracılı,,"Doğu, Batı",Doğalgaz,,2.100.000 TL,Kat Mülkiyeti,,,
2465,Ankara,Çankaya,Aşıkpaşa,58275-1081,12-04-2023,3 + 1,130 m2,2. Kat,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Mülk Sahibi,,"Güney, Doğu, Batı",,,1.850.000 TL,Kat Mülkiyeti,Evet,,
2466,Ankara,Çankaya,Bahçelievler,6792-4004,07-04-2023,1 + 1,60 m2,Bahçe Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,100 TL,"Güney, Doğu",Doğalgaz,Evet,2.500.000 TL,Kat Mülkiyeti,Hayır,10.000 TL,
2467,Ankara,Sincan,Alcı,125471-33,12-04-2023,4 + 1,160 m2,6. Kat,1 Yaşında,Kombi,8 Katlı,Uygun,,1,Betonarme,Sıfır,Boş,150 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,1.350.000 TL,Kat Mülkiyeti,Hayır,,
2468,Ankara,Çankaya,Emek,4229-4824,12-04-2023,3 + 1,110 m2,Bahçe Katı,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,100 TL,"Güney, Doğu",Doğalgaz,Evet,2.450.000 TL,Kat Mülkiyeti,Hayır,,
2469,Ankara,Etimesgut,Yeşilova,102781-628,11-04-2023,3 + 1,150 m2,En Üst Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,Batı,Doğalgaz,Evet,2.450.000 TL,Kat Mülkiyeti,Hayır,7.000 TL,
2470,Ankara,Çankaya,Harbiye,16761-31436,13-04-2023,3 + 1,120 m2,Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,100 TL,"Güney, Doğu",Doğalgaz,Evet,2.300.000 TL,Kat Mülkiyeti,Evet,7.000 TL,
2471,Ankara,Etimesgut,Yeşilova,111334-3668,12-04-2023,2 + 1,90 m2,7. Kat,2 Yaşında,Merkezi (Pay Ölçer),23 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,500 TL,Batı,Doğalgaz,Evet,2.600.000 TL,Kat Mülkiyeti,Hayır,10.000 TL,"Mevaşehir (Ankara, Etimesgut, Yeşilova)"
2472,Ankara,Pursaklar,Yunus Emre,1350-5845,13-04-2023,3 + 1,150 m2,6. Kat,13 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,,,,Doğalgaz,Evet,1.695.000 TL,Kat Mülkiyeti,Hayır,,
2473,Ankara,Çankaya,Yukarı Dikmen,62574-2994,12-04-2023,4 + 1,185 m2,1. Kat,21 Yaşında,Merkezi,9 Katlı,Uygun değil,Eşyalı Değil,2,,,Kiracılı,1.5 TL,"Doğu, Batı",,,4.950.000 TL,Kat Mülkiyeti,Hayır,,Örmes Sitesi
2474,Ankara,Sincan,Atatürk,123987-374,07-04-2023,3 + 1,120 m2,Ara Kat,12 Yaşında,Kombi,4 Katlı,Uygun,,1,Betonarme,İkinci El,Mülk Sahibi,,"Güney, Batı",Doğalgaz,Evet,1.258.000 TL,Kat Mülkiyeti,Hayır,,
2475,Ankara,Etimesgut,Yeni Bağlıca,123106-468,07-04-2023,3 + 1,320 m2,Yüksek Giriş,4 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Mülk Sahibi,500 TL,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,3.990.000 TL,Kat Mülkiyeti,,14.000 TL,
2476,Ankara,Çankaya,Alacaatlı,6890-6751,09-04-2023,2 + 1,103 m2,Ara Kat,6 Yaşında,Merkezi (Pay Ölçer),33 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Kiracılı,850 TL,"Güney, Doğu",Doğalgaz,,4.425.000 TL,,Hayır,,İncek Prestij Konutları
2477,Ankara,Etimesgut,Turkuaz,91324-4589,07-04-2023,2 + 1,95 m2,1. Kat,15 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,300 TL,"Kuzey, Doğu",Doğalgaz,Evet,1.300.000 TL,Kat Mülkiyeti,Hayır,10.000 TL,TOKİ Turkuaz Konutları
2478,Ankara,Çankaya,Aşağı Öveçler,6974-4150,12-04-2023,2 + 1,100 m2,Yüksek Giriş,24 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,175 TL,"Güney, Doğu, Batı",Doğalgaz,Evet,1.450.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
2479,Ankara,Sincan,Akşemsettin,68766-4435,09-04-2023,3 + 1,125 m2,2. Kat,21 Yaşında,Kombi,4 Katlı,Uygun,,1,,,Boş,,"Kuzey, Doğu",Doğalgaz,,1.369.000 TL,Kat Mülkiyeti,Hayır,,
2480,Ankara,Çankaya,Ertuğrulgazi,80588-1453,09-04-2023,4 + 1,200 m2,Teras Katı,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,70 TL,"Güney, Batı",Doğalgaz,Evet,2.250.000 TL,Kat Mülkiyeti,Hayır,5.000 TL,
2481,Ankara,Yenimahalle,Susuz,1612-3043,07-04-2023,5 + 1,350 m2,,15 Yaşında,Fancoil Ünitesi,3 Katlı,Bilinmiyor,,3,Betonarme,İkinci El,Mülk Sahibi,,"Kuzey, Güney, Doğu, Batı",Akaryakıt,Evet,15.000.000 TL,Arsa,Hayır,,
2482,Ankara,Çankaya,Remzi Oğuz Arık,7433-4295,10-04-2023,3 + 1,130 m2,3. Kat,40 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,800 TL,Güney,Doğalgaz,Evet,3.100.000 TL,Kat Mülkiyeti,Hayır,,
2483,Ankara,Gölbaşı,Seğmenler,49844-2827,12-04-2023,3 + 1,160 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,"Güney, Batı",Doğalgaz,Evet,3.275.000 TL,Kat Mülkiyeti,Hayır,,
2484,Ankara,Mamak,Abidinpaşa,8168-2509,13-04-2023,3 + 1,110 m2,2. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,50 TL,"Güney, Batı",Doğalgaz,,1.110.000 TL,Kat Mülkiyeti,Hayır,5.000 TL,
2485,Ankara,Keçiören,Ovacık,79757-290,10-04-2023,3 + 1,150 m2,4. Kat,Sıfır Bina,Merkezi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,1 TL,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,3.750.000 TL,Kat Mülkiyeti,Hayır,15.000 TL,
2486,Ankara,Çankaya,Güvenevler,77297-285,09-04-2023,2 + 1,115 m2,Kot 1,45 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,657 TL,"Doğu, Batı",Doğalgaz,Evet,1.500.000 TL,Kat Mülkiyeti,Hayır,,
2487,Ankara,Çankaya,Esatoğlu,15143-377,07-04-2023,2 + 1,125 m2,1. Kat,38 Yaşında,Kombi,3 Katlı,Uygun,,1,,İkinci El,Mülk Sahibi,50 TL,,Doğalgaz,Evet,1.900.000 TL,,Hayır,,
2488,Ankara,Keçiören,Atapark,129992-205,12-04-2023,3 + 1,140 m2,Yüksek Giriş,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,75 TL,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,1.950.000 TL,Kat Mülkiyeti,Evet,10.000 TL,
2489,Ankara,Altındağ,Karapürçek,129169-456,12-04-2023,3 + 1,140 m2,1. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,60 TL,Doğu,Doğalgaz,Evet,1.550.000 TL,Kat Mülkiyeti,Hayır,6.000 TL,
2490,Ankara,Keçiören,Kanuni,135446-178,12-04-2023,3 + 1,135 m2,Yüksek Giriş,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,90 TL,"Güney, Doğu",Doğalgaz,Evet,1.199.000 TL,Kat Mülkiyeti,Evet,5.500 TL,
2491,Ankara,Mamak,Akşemsettin,133335-489,12-04-2023,3 + 1,135 m2,En Üst Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,,"Güney, Doğu",Doğalgaz,Evet,1.719.000 TL,Kat Mülkiyeti,Evet,,
2492,Ankara,Mamak,Kutlu,132505-413,12-04-2023,3 + 1,115 m2,2. Kat,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu",Doğalgaz,Evet,1.575.000 TL,Kat Mülkiyeti,Hayır,5.000 TL,
2493,Ankara,Keçiören,Etlik,16354-23848,12-04-2023,4 + 1,219 m2,3. Kat,10 Yaşında,Merkezi,13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,,"Güney, Doğu, Batı",Doğalgaz,,7.995.000 TL,Kat Mülkiyeti,,,
2494,Ankara,Yenimahalle,Yeşilevler,89814-4135,12-04-2023,3 + 1,155 m2,5. Kat,5 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,,,Boş,,"Güney, Doğu",,,3.045.000 TL,Kat Mülkiyeti,Hayır,,Marka Evleri
2495,Ankara,Çankaya,Alacaatlı,8316-3783,12-04-2023,4 + 2,400 m2,,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,1.900 TL,"Kuzey, Güney, Doğu, Batı",Doğalgaz,Evet,8.975.000 TL,Kat Mülkiyeti,Hayır,25.000 TL,
2496,Ankara,Etimesgut,Ahi Mesut,28880-4400,12-04-2023,4 + 1,180 m2,6. Kat,8 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,,"Kuzey, Doğu, Batı",Doğalgaz,Evet,4.200.000 TL,Kat Mülkiyeti,,,
2497,Ankara,Keçiören,Yükseltepe,135323-97,12-04-2023,4 + 1,200 m2,10. Kat,2 Yaşında,Kombi,13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,200 TL,"Güney, Doğu",Doğalgaz,Evet,3.500.000 TL,Kat Mülkiyeti,Evet,14.000 TL,
2498,Ankara,Mamak,Mutlu,134545-84,11-04-2023,3 + 1,135 m2,3. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,60 TL,"Doğu, Batı",Doğalgaz,Evet,1.270.000 TL,Kat Mülkiyeti,Evet,5.500 TL,
2499,Ankara,Pursaklar,Mimar Sinan,66315-1546,12-04-2023,3 + 1,125 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracılı,,,Doğalgaz,Evet,1.400.000 TL,Kat Mülkiyeti,Hayır,7.000 TL,
2500,Ankara,Mamak,Cengizhan,38683-1826,11-04-2023,3 + 1,140 m2,7. Kat,6 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,50 TL,"Güney, Batı",Doğalgaz,Evet,2.400.000 TL,Kat Mülkiyeti,Hayır,10.000 TL,
2501,Ankara,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,4846-5024,11-04-2023,2 + 1,130 m2,Yüksek Giriş,16 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,Boş,500 TL,"Güney, Batı",,,3.500.000 TL,Kat Mülkiyeti,Hayır,,Tüskop Sitesi
2502,Ankara,Gölbaşı,Hacılar,131108-90,11-04-2023,3 + 1,755 m2,Bahçe Katı,Sıfır Bina,Yerden Isıtma,2 Katlı,Uygun,Eşyalı Değil,3,,,Boş,,"Kuzey, Güney, Doğu, Batı",,,13.000.000 TL,Kat İrtifakı,Evet,,
2503,Ankara,Keçiören,Etlik,131987-972,11-04-2023,3 + 1,130 m2,4. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Güney, Doğu",Doğalgaz,Evet,1.799.000 TL,Kat Mülkiyeti,Evet,6.500 TL,
2504,Ankara,Çankaya,Birlik,120352-443,12-04-2023,2 + 1,68 m2,1. Kat,11 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracılı,50 TL,"Güney, Batı",Doğalgaz,Evet,1.500.000 TL,Kat Mülkiyeti,Hayır,8.000 TL,
2505,Ankara,Sincan,29 Ekim,131739-223,11-04-2023,3 + 1,140 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,"Güney, Batı",Doğalgaz,Evet,1.700.000 TL,Kat Mülkiyeti,Hayır,6.500 TL,
