,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Kullanım Durumu,Takas,Cephe,Rent,Tapu Durumu,Yapı Tipi,Yapının Durumu,Aidat,Kira Getirisi,Yakıt Tipi,Yetkili Ofis,Site İçerisinde
0,Ankara,Gölbaşı,Hacılar,90947-44,05-04-2023,7 + 2,550 m2,Bahçe Katı,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,6,Boş,Hayır,"Kuzey, Güney, Doğu, Batı",17.700.000 TL,,,,,,,,
1,Ankara,Yenimahalle,Çiğdemtepe,56045-5538,13-04-2023,3 + 1,130 m2,3. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,,1,Kiracılı,,,1.250.000 TL,Kat Mülkiyeti,,,,,,,
2,Ankara,Keçiören,Kanuni,56045-5537,13-04-2023,4 + 1,250 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),17 Katlı,Uygun,,2,Boş,,,4.245.000 TL,Kat Mülkiyeti,,,,,,,
3,Ankara,Yenimahalle,Yunus Emre,56045-5536,13-04-2023,3 + 1,105 m2,2. Kat,28 Yaşında,Kombi,2 Katlı,Uygun,,1,Boş,,,1.629.000 TL,Kat Mülkiyeti,,,,,,,
4,Ankara,Keçiören,Etlik,16354-23813,13-04-2023,3 + 1,145 m2,2. Kat,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Kuzey, Güney, Doğu, Batı",2.790.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,10.000 TL,Doğalgaz,Evet,
5,Ankara,Etimesgut,Yeni Bağlıca,134072-34,23-03-2023,8 + 0,375 m2,,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,3,Kiracılı,Hayır,"Kuzey, Güney, Doğu, Batı",6.650.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,200 TL,19.000 TL,Doğalgaz,Evet,
6,Ankara,Çankaya,Birlik,134072-17,13-04-2023,6 + 2,340 m2,4. Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Boş,Hayır,"Güney, Doğu, Batı",4.450.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,600 TL,15.000 TL,Doğalgaz,Evet,
7,Ankara,Etimesgut,Yeni Bağlıca,136890-14,02-04-2023,5 + 2,400 m2,,Sıfır Bina,Yerden Isıtma,3 Katlı,Uygun,Eşyalı,4,Boş,Evet,"Kuzey, Güney, Doğu, Batı",9.450.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,40.000 TL,Doğalgaz,Evet,
8,Ankara,Keçiören,Ovacık,4901-4399,12-04-2023,4 + 1,215 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Kuzey, Güney, Doğu, Batı",4.350.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,500 TL,15.000 TL,Doğalgaz,Evet,
9,Ankara,Keçiören,Etlik,4901-4400,12-04-2023,3 + 1,110 m2,Kot 2,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Evet,"Kuzey, Güney, Doğu, Batı",1.249.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,7.000 TL,Doğalgaz,Evet,
10,Ankara,Çankaya,Keklik Pınarı,129560-75,13-04-2023,3 + 1,120 m2,1. Kat,26 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Batı",2.445.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,400 TL,13.000 TL,Doğalgaz,Evet,
11,Ankara,Etimesgut,Bağlıca,136681-1,12-04-2023,4 + 1,210 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),21 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Kuzey, Güney, Doğu, Batı",4.950.000 TL,Kat İrtifakı,Betonarme,Yapım Aşamasında,,10.000 TL,Doğalgaz,Evet,
12,Ankara,Çankaya,Emek,1170-5688,13-04-2023,4 + 1,147 m2,3. Kat,30 Yaşında,Merkezi,11 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Kuzey, Güney, Doğu",4.100.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,2.000 TL,,Doğalgaz,Evet,
13,Ankara,Çankaya,Naci Çakır,129560-63,13-04-2023,3 + 1,125 m2,1. Kat,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Doğu",2.185.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,100 TL,,Doğalgaz,Evet,
14,Ankara,Çankaya,Alacaatlı,77882-921,07-04-2023,7 + 2,660 m2,,10 Yaşında,Kombi,3 Katlı,Uygun,,3,Mülk Sahibi,Hayır,,46.000.000 TL,Kat Mülkiyeti,,İkinci El,,,Doğalgaz,Evet,
15,Ankara,Çankaya,Mutlukent,77882-909,11-04-2023,6 + 1,400 m2,,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Boş,Hayır,"Kuzey, Güney, Doğu, Batı",21.750.000 TL,,,,,,Doğalgaz,Evet,
16,Ankara,Yenimahalle,Demetevler,96594-3900,10-04-2023,3 + 1,125 m2,1. Kat,30 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Batı",1.399.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,,Doğalgaz,Evet,
17,Ankara,Çankaya,Huzur,5438-24236,13-04-2023,4 + 1,350 m2,Teras Katı,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Mülk Sahibi,Hayır,Batı,3.048.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,8.000 TL,Doğalgaz,Evet,
18,Ankara,Çankaya,Alacaatlı,3191-10737,22-03-2023,4 + 2,400 m2,,5 Yaşında,Kombi,4 Katlı,Uygun,,4,,,"Kuzey, Doğu, Batı",15.750.000 TL,,,,,,,,
19,Ankara,Çankaya,Kızılırmak,3191-10409,10-04-2023,5 + 1,380 m2,21 ve üzeri,4 Yaşında,Merkezi (Pay Ölçer),26 Katlı,Uygun,Eşyalı Değil,3,Boş,Hayır,,11.500.000 TL,Kat Mülkiyeti,,,,,,,1071 Çukurambar
20,Ankara,Çankaya,Mustafa Kemal,3191-10577,11-04-2023,4 + 1,245 m2,1. Kat,6 Yaşında,Merkezi (Pay Ölçer),24 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,,8.175.000 TL,Kat Mülkiyeti,,,1.500 TL,,,Evet,Mahall Ankara
21,Ankara,Çankaya,Akpınar,3191-10710,29-03-2023,3 + 1,180 m2,1. Kat,17 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Doğu",3.250.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,,Doğalgaz,Evet,
22,Ankara,Gölbaşı,İncek,3191-10782,04-04-2023,3 + 1,176 m2,Giriş Katı,8 Yaşında,Merkezi (Pay Ölçer),24 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Kuzey, Doğu",3.080.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.250 TL,,Doğalgaz,,
23,Ankara,Çankaya,Alacaatlı,3191-10757,27-03-2023,4 + 1,350 m2,,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,3,Boş,Hayır,"Kuzey, Güney, Doğu, Batı",17.500.000 TL,Kat Mülkiyeti,,İkinci El,2.000 TL,40.000 TL,Doğalgaz,Evet,İlk Flora Evleri
24,Ankara,Çankaya,Beytepe,3191-10394,10-04-2023,7 + 2,430 m2,20. Kat,5 Yaşında,Yerden Isıtma,20 Katlı,Uygun,Eşyalı Değil,4,Boş,Hayır,"Kuzey, Güney, Doğu",8.950.000 TL,Kat Mülkiyeti,,,,,,,
25,Ankara,Etimesgut,Bağlıca,3191-10565,12-04-2023,3 + 1,180 m2,6. Kat,6 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Kuzey, Doğu, Batı",3.050.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
26,Ankara,Çankaya,Kırkkonaklar,3191-10808,13-04-2023,3 + 1,135 m2,4. Kat,9 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Batı",3.850.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,300 TL,,Doğalgaz,Evet,
27,Ankara,Çankaya,Mutlukent,3191-10420,21-03-2023,3 + 1,185 m2,7. Kat,16 Yaşında,Kombi,10 Katlı,Uygun değil,Eşyalı Değil,2,Kiracılı,Hayır,"Kuzey, Doğu",4.400.000 TL,Kat Mülkiyeti,,,,,,,
28,Ankara,Gölbaşı,Karşıyaka,3191-10654,21-02-2023,5 + 1,275 m2,,25 Yaşında,Kombi,4 Katlı,Uygun,,2,,,Güney,6.500.000 TL,,,,,,,Evet,
29,Ankara,Pursaklar,Mimar Sinan,25298-3767,08-04-2023,4 + 1,185 m2,8. Kat,5 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,Batı,2.590.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,8.000 TL,Doğalgaz,Evet,
30,Ankara,Keçiören,Atapark,129992-201,09-04-2023,3 + 1,135 m2,1. Kat,7 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Evet,"Güney, Doğu, Batı",1.445.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,7.500 TL,Doğalgaz,Evet,
31,Ankara,Etimesgut,Yeni Bağlıca,123854-80,09-04-2023,4 + 1,260 m2,6. Kat,Sıfır Bina,Merkezi,10 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Doğu",4.990.000 TL,Kat İrtifakı,Betonarme,Sıfır,980 TL,12.500 TL,Doğalgaz,Evet,
32,Ankara,Etimesgut,Yeni Bağlıca,123854-82,08-04-2023,4 + 1,260 m2,Ara Kat,Sıfır Bina,Merkezi,10 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Batı",5.175.000 TL,Kat İrtifakı,Betonarme,Sıfır,980 TL,12.500 TL,Doğalgaz,Evet,
33,Ankara,Çankaya,Kızılırmak,113821-744,06-04-2023,4 + 1,185 m2,8. Kat,15 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,1,Boş,,"Güney, Doğu",5.150.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
34,Ankara,Yenimahalle,Anadolu,137121-3,06-04-2023,3 + 1,138 m2,5. Kat,2 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,,2.175.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,6.500 TL,Doğalgaz,Evet,
35,Ankara,Yenimahalle,Mehmet Akif Ersoy,113821-776,06-04-2023,4 + 1,185 m2,13. Kat,6 Yaşında,Merkezi (Pay Ölçer),40 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,,,5.750.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
36,Ankara,Çankaya,İncesu,26491-3313,10-04-2023,3 + 1,125 m2,2. Kat,35 Yaşında,Kombi,3 Katlı,Bilinmiyor,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu, Batı",1.950.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,6.000 TL,Doğalgaz,Evet,
37,Ankara,Çankaya,Arka Topraklık,26491-3306,10-04-2023,2 + 1,80 m2,2. Kat,40 Yaşında,Kombi,3 Katlı,Bilinmiyor,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Batı",1.300.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,5.000 TL,Doğalgaz,Evet,
38,Ankara,Gölbaşı,Karşıyaka,41553-6841,16-03-2023,5 + 1,475 m2,,15 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Kuzey, Güney, Doğu, Batı",24.950.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
39,Ankara,Yenimahalle,Tepealtı,56045-5483,06-04-2023,2 + 1,105 m2,2. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Kiracılı,Evet,"Kuzey, Güney",1.730.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
40,Ankara,Etimesgut,Bağlıca,111267-1227,13-04-2023,4 + 1,170 m2,4. Kat,7 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Evet,"Kuzey, Batı",3.400.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,200 TL,,Doğalgaz,Evet,
41,Ankara,Etimesgut,Yeni Bağlıca,111267-1216,13-04-2023,4 + 1,170 m2,8. Kat,8 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Evet,"Kuzey, Doğu, Batı",3.299.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,10.000 TL,Doğalgaz,Evet,
42,Ankara,Keçiören,Yakacık,136607-16,13-04-2023,3 + 1,130 m2,13. Kat,25 Yaşında,Merkezi,14 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Kuzey, Batı",2.250.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,700 TL,12.000 TL,Doğalgaz,Evet,
43,Ankara,Çankaya,Sokullu Mehmet Paşa,129560-68,13-04-2023,2 + 1,95 m2,Kot 1,26 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Batı",1.890.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,50 TL,8.000 TL,Doğalgaz,Evet,
44,Ankara,Çankaya,Osman Temiz,129560-69,13-04-2023,4 + 1,175 m2,2. Kat,24 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu",3.250.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,150 TL,15.000 TL,Doğalgaz,Evet,
45,Ankara,Çankaya,Şehit Cevdet Özdemir,129560-71,13-04-2023,2 + 1,95 m2,Kot 1,28 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Kiracılı,Hayır,Doğu,1.400.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,8.500 TL,Doğalgaz,Evet,
46,Ankara,Etimesgut,Bağlıca,92647-2947,13-04-2023,4 + 1,190 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Boş,,,3.949.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,,
47,Ankara,Etimesgut,Bağlıca,92647-2941,13-04-2023,4 + 1,190 m2,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),9 Katlı,Uygun,,2,Boş,,,4.399.000 TL,Kat Mülkiyeti,,Sıfır,,,,,
48,Ankara,Gölbaşı,Seğmenler,137266-1,13-04-2023,4 + 1,145 m2,Ara Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Güney, Doğu, Batı",3.680.000.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,100 TL,7.500 TL,Doğalgaz,Evet,
49,Ankara,Etimesgut,Bağlıca,114844-1244,13-04-2023,5 + 1,450 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,,3,Boş,,,8.599.000 TL,Kat Mülkiyeti,,Sıfır,,,,,
50,Ankara,Etimesgut,Bağlıca,114844-1265,13-04-2023,4 + 1,190 m2,4. Kat,4 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,,2,Boş,Hayır,,4.095.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,700 TL,,,Evet,
51,Ankara,Etimesgut,Bağlıca,136681-3,13-04-2023,4 + 1,215 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),21 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Kuzey, Güney",5.280.000 TL,Kat İrtifakı,Betonarme,Yapım Aşamasında,,10.000 TL,Doğalgaz,Evet,
52,Ankara,Etimesgut,Bağlıca,136681-2,13-04-2023,2 + 1,110 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,Doğu,4.100.000 TL,Kat İrtifakı,Betonarme,Yapım Aşamasında,,8.000 TL,Doğalgaz,Evet,
53,Ankara,Etimesgut,Bağlıca,136681-5,13-04-2023,4 + 1,209 m2,9. Kat,Sıfır Bina,Merkezi (Pay Ölçer),21 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Batı",5.720.000 TL,Kat İrtifakı,Betonarme,Yapım Aşamasında,,15.000 TL,Doğalgaz,Evet,
54,Ankara,Çankaya,Meşrutiyet,133559-63,13-04-2023,1 + 1,60 m2,4. Kat,35 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı,1,Boş,Evet,"Güney, Batı",1.090.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,8.000 TL,Doğalgaz,Evet,
55,Ankara,Keçiören,Ovacık,5116-781,13-04-2023,4 + 1,200 m2,14. Kat,2 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Evet,"Güney, Doğu, Batı",3.099.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,250 TL,10.000 TL,Doğalgaz,Evet,
56,Ankara,Çankaya,Kırkkonaklar,95188-532,13-04-2023,6 + 1,350 m2,3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Batı",4.750.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,150 TL,,Doğalgaz,Evet,
57,Ankara,Çankaya,Kırkkonaklar,95188-532,13-04-2023,6 + 1,350 m2,3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Batı",4.750.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,150 TL,,Doğalgaz,Evet,
58,Ankara,Keçiören,Ayvalı,16354-23846,12-04-2023,3 + 1,160 m2,3. Kat,Sıfır Bina,Merkezi,6 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Kuzey, Güney, Doğu, Batı",2.250.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,,
59,Ankara,Etimesgut,Yeni Bağlıca,134072-40,08-04-2023,4 + 1,200 m2,10. Kat,10 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Batı",4.250.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.000 TL,14.000 TL,Doğalgaz,Evet,
60,Ankara,Altındağ,Aydınlıkevler,121272-360,13-04-2023,4 + 1,160 m2,Ara Kat,22 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Batı",2.250.000 TL,Kat Mülkiyeti,Betonarme,,,7.000 TL,Doğalgaz,Evet,
61,Ankara,Çankaya,Büyükesat,41662-1215,10-04-2023,3 + 1,140 m2,Yüksek Giriş,30 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Kuzey, Güney, Batı",3.150.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,10.000 TL,Doğalgaz,,
62,Ankara,Çankaya,Emek,2644-3778,13-04-2023,2 + 1,85 m2,Kot 1,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",2.700.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,200 TL,10.000 TL,Doğalgaz,,
63,Ankara,Keçiören,Ovacık,135949-11,13-04-2023,5 + 1,320 m2,1. Kat,1 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Kuzey, Güney, Doğu, Batı",2.699.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,16.000 TL,Doğalgaz,,
64,Ankara,Çankaya,Sokullu Mehmet Paşa,4380-10996,12-04-2023,3 + 1,125 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",2.150.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,8.000 TL,Doğalgaz,Evet,
65,Ankara,Etimesgut,Bağlıca,28888-1028,13-04-2023,5 + 2,270 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Boş,,"Kuzey, Güney, Doğu, Batı",8.800.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
66,Ankara,Etimesgut,Bağlıca,28888-1050,13-04-2023,4 + 1,175 m2,8. Kat,5 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,,"Kuzey, Doğu, Batı",3.300.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
67,Ankara,Etimesgut,Bağlıca,28888-961,13-04-2023,4 + 1,175 m2,7. Kat,3 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Doğu, Batı",4.749.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,15.000 TL,Doğalgaz,Evet,
68,Ankara,Yenimahalle,Yeni Batı,28880-4395,13-04-2023,1 + 1,65 m2,6. Kat,6 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı,1,Boş,,Güney,2.100.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,350 TL,13.000 TL,Doğalgaz,Evet,
69,Ankara,Etimesgut,Bağlıca,28880-4384,13-04-2023,4 + 1,195 m2,6. Kat,6 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,,"Güney, Doğu, Batı",4.399.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,700 TL,15.000 TL,Doğalgaz,Evet,
70,Ankara,Etimesgut,Bağlıca,28880-4381,13-04-2023,4 + 1,165 m2,5. Kat,Sıfır Bina,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Boş,,"Kuzey, Güney, Doğu",3.790.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,12.000 TL,Doğalgaz,Evet,
71,Ankara,Çankaya,Sokullu Mehmet Paşa,39746-875,06-04-2023,2 + 1,100 m2,Kot 1,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,Doğu,1.890.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,100 TL,12.000 TL,Doğalgaz,,
72,Ankara,Çankaya,Naci Çakır,39746-862,08-04-2023,2 + 1,110 m2,Kot 1,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Kiracılı,Evet,"Güney, Doğu",1.795.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,10.000 TL,Doğalgaz,Evet,
73,Ankara,Yenimahalle,Kayalar,5116-874,12-04-2023,3 + 1,165 m2,3. Kat,7 Yaşında,Merkezi,16 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Evet,"Güney, Doğu, Batı",2.849.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,350 TL,10.000 TL,Doğalgaz,Evet,
74,Ankara,Keçiören,Ovacık,5116-877,13-04-2023,4 + 1,230 m2,3. Kat,2 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı,2,Mülk Sahibi,Evet,"Güney, Doğu, Batı",6.249.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,350 TL,10.000 TL,Doğalgaz,Evet,
75,Ankara,Etimesgut,Bağlıca,86972-1777,13-04-2023,4 + 1,180 m2,1. Kat,Sıfır Bina,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu, Batı",3.990.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,13.000 TL,Doğalgaz,Evet,
76,Ankara,Etimesgut,Bağlıca,86972-1656,13-04-2023,4 + 1,185 m2,1. Kat,Sıfır Bina,Yerden Isıtma,6 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Doğu, Batı",4.200.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,9.000 TL,Doğalgaz,Evet,
77,Ankara,Etimesgut,Bağlıca,86972-1779,13-04-2023,4 + 1,215 m2,3. Kat,4 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Kuzey, Güney, Batı",4.220.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,750 TL,14.000 TL,Doğalgaz,Evet,
78,Ankara,Çankaya,Naci Çakır,53453-2387,13-04-2023,3 + 1,135 m2,2. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Boş,,"Güney, Doğu, Batı",4.150.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,10.000 TL,Kömür-Odun,Evet,
79,Ankara,Çankaya,Barbaros,4181-734,13-04-2023,3 + 1,130 m2,Ara Kat,45 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Doğu, Batı",3.750.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.000 TL,15.000 TL,Doğalgaz,Evet,
80,Ankara,Keçiören,Esertepe,24092-3110,13-04-2023,3 + 1,120 m2,1. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,,1.720.000 TL,,,,,,,,
81,Ankara,Keçiören,Ufuktepe,45620-649,17-03-2023,3 + 1,125 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Batı",2.650.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,50 TL,7.000 TL,Doğalgaz,Evet,
82,Ankara,Sincan,Fevzi Çakmak,128869-67,13-04-2023,3 + 1,120 m2,Yüksek Giriş,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,Kuzey,1.235.000 TL,Kat İrtifakı,Betonarme,Sıfır,,2.500 TL,Doğalgaz,Evet,Evet (Site Adı Belirtilmemiş)
83,Ankara,Çankaya,Naci Çakır,129560-73,12-04-2023,3 + 1,120 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Doğu",1.779.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,75 TL,8.000 TL,Doğalgaz,Evet,
84,Ankara,Çankaya,Harbiye,129560-72,12-04-2023,3 + 1,120 m2,2. Kat,29 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Batı",2.340.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.000 TL,10.000 TL,Doğalgaz,Evet,
