,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Kullanım Durumu,Takas,Cephe,Rent,Tapu Durumu,Yapı Tipi,Yapının Durumu,Aidat,Kira Getirisi,Yakıt Tipi,Yetkili Ofis,Site İçerisinde
611,Ankara,Çankaya,Mürsel Uluç,3493-29380,13-04-2023,6 + 2,250 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Doğu",3.150.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,,Doğalgaz,Evet,
612,Ankara,Çankaya,Sokullu Mehmet Paşa,36856-608,13-04-2023,4 + 1,165 m2,4. Kat,22 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Kuzey, Doğu",3.600.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.500 TL,12.000 TL,Doğalgaz,Evet,
613,Ankara,Mamak,General Zeki Doğan,134545-87,13-04-2023,3 + 1,145 m2,2. Kat,14 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Evet,Güney,1.525.000 TL,Kat İrtifakı,Betonarme,İkinci El,70 TL,7.500 TL,Doğalgaz,,
614,Ankara,Yenimahalle,Ata,29364-19774,13-04-2023,4 + 1,155 m2,4. Kat,4 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Kuzey, Güney, Batı",3.350.000 TL,Kat Mülkiyeti,,,,,,,Panorama Prestij
615,Ankara,Mamak,Durali Alıç,15126-4128,13-04-2023,3 + 1,130 m2,Ara Kat,12 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,Batı,2.750.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
616,Ankara,Altındağ,Karapürçek,133103-88,12-04-2023,3 + 1,145 m2,1. Kat,3 Yaşında,Kombi,5 Katlı,Uygun değil,Eşyalı Değil,2,Mülk Sahibi,Hayır,Güney,1.864.000 TL,Kat Mülkiyeti,,,,,,,
617,Ankara,Yenimahalle,Demetlale,89814-4151,12-04-2023,3 + 1,130 m2,6. Kat,26 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Kuzey, Güney, Doğu, Batı",1.249.000 TL,Kat Mülkiyeti,,,1 TL,,,,
618,Ankara,Keçiören,Kafkas,129992-206,12-04-2023,5 + 1,340 m2,9. Kat,12 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,4,Mülk Sahibi,Evet,"Kuzey, Güney, Doğu, Batı",2.499.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,75 TL,15.000 TL,Doğalgaz,Evet,
619,Ankara,Çankaya,Büyükesat,95656-1270,13-04-2023,3 + 1,120 m2,2. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Batı",1.890.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,2.000 TL,Doğalgaz,Evet,
620,Ankara,Keçiören,Atapark,125509-27,12-04-2023,3 + 1,130 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,,Batı,1.725.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,6.000 TL,Doğalgaz,Evet,
621,Ankara,Sincan,Fevzi Çakmak,57329-2061,13-04-2023,3 + 1,150 m2,Ara Kat,2 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Evet,"Kuzey, Batı",1.610.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,6.000 TL,Doğalgaz,Evet,
622,Ankara,Keçiören,Ayvalı,56045-5533,12-04-2023,3 + 1,135 m2,1. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Evet,"Güney, Batı",1.820.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
623,Ankara,Çankaya,Kırkkonaklar,0-40629315,12-04-2023,6 + 1,300 m2,En Üst Kat,Sıfır Bina,Kombi,17 Katlı,Uygun,Eşyalı Değil,3,Kiracılı,,,4.250.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,,
624,Ankara,Etimesgut,Göksu,42144-6878,12-04-2023,4 + 1,182 m2,14. Kat,5 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Doğu",4.300.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,700 TL,15.000 TL,Doğalgaz,Evet,
625,Ankara,Sincan,Mareşal Çakmak,120171-1128,12-04-2023,3 + 1,120 m2,Yüksek Giriş,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Doğu, Batı",1.249.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,35 TL,6.000 TL,Doğalgaz,Evet,
626,Ankara,Çubuk,Cumhuriyet,133455-80,12-04-2023,4 + 1,165 m2,Ara Kat,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,Hayır,,2.600.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,5.000 TL,Doğalgaz,Evet,
627,Ankara,Keçiören,Bademlik,132036-426,12-04-2023,3 + 1,140 m2,En Üst Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Doğu, Batı",1.349.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,10.000 TL,Doğalgaz,Evet,
628,Ankara,Çankaya,Mebusevleri,131459-133,12-04-2023,4 + 1,165 m2,Giriş Katı,33 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Kuzey, Güney, Batı",4.000.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.500 TL,,Doğalgaz,Evet,
629,Ankara,Mamak,Hüseyingazi,121128-2008,13-04-2023,3 + 1,140 m2,4. Kat,8 Yaşında,Kombi,1 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,Güney,1.280.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
630,Ankara,Etimesgut,Tunahan,103499-274,12-04-2023,3 + 1,133 m2,10. Kat,21 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Kuzey, Güney, Batı",2.300.000 TL,Kat Mülkiyeti,,,1.29 TL,,,,Sarıgül Sitesi
631,Ankara,Yenimahalle,Mehmet Akif Ersoy,4156-1155,13-04-2023,3 + 1,135 m2,10. Kat,13 Yaşında,Merkezi,15 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Güney, Batı",3.950.000 TL,Kat İrtifakı,Betonarme,İkinci El,1.400 TL,15.000 TL,Doğalgaz,Evet,
632,Ankara,Sincan,İstasyon,72714-385,12-04-2023,4 + 1,140 m2,1. Kat,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Güney, Batı",1.950.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,,
633,Ankara,Altındağ,Karapürçek,0-40628571,12-04-2023,3 + 1,125 m2,Ara Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,Doğu,1.675.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,5.000 TL,Doğalgaz,,
634,Ankara,Çankaya,İlkbahar,135323-98,13-04-2023,3 + 1,120 m2,6. Kat,3 Yaşında,Kombi,17 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Evet,"Güney, Doğu",3.749.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,20.000 TL,Doğalgaz,Evet,mühye vadi
635,Ankara,Çankaya,Metin Akkuş,36851-23407,12-04-2023,3 + 1,110 m2,Kot 1,18 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",1.235.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,6.000 TL,Doğalgaz,Evet,
636,Ankara,Sincan,Pınarbaşı,136364-68,12-04-2023,3 + 1,110 m2,2. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Doğu",1.460.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
637,Ankara,Yenimahalle,Varlık,76287-2075,12-04-2023,5 + 1,180 m2,2. Kat,18 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Kuzey, Batı",3.500.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,150 TL,15.000 TL,Doğalgaz,,
638,Ankara,Çankaya,Alacaatlı,3044-3983,13-04-2023,5 + 1,250 m2,21 ve üzeri,1 Yaşında,Merkezi (Pay Ölçer),27 Katlı,Uygun,,3,Boş,Hayır,"Kuzey, Güney, Batı",6.350.000 TL,,,,1.000 TL,,,Evet,Vent Alacaatlı Konutları
639,Ankara,Yenimahalle,Yeşilevler,131107-390,12-04-2023,4 + 1,220 m2,8. Kat,Sıfır Bina,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Boş,,"Güney, Doğu, Batı",3.500.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,10.000 TL,Doğalgaz,Evet,
640,Ankara,Çankaya,Kazım Özalp,95770-1800,12-04-2023,7 + 1,225 m2,Yüksek Giriş,26 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,4,Mülk Sahibi,Hayır,,5.250.000 TL,Kat Mülkiyeti,Betonarme,,1.350 TL,25.000 TL,Doğalgaz,Evet,
641,Ankara,Altındağ,Karapürçek,130104-738,12-04-2023,3 + 1,120 m2,2. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Doğu, Batı",1.250.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
642,Ankara,Mamak,Akdere,692546-1807,12-04-2023,3 + 1,140 m2,2. Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Doğu, Batı",1.650.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
643,Ankara,Mamak,General Zeki Doğan,133310-89,12-04-2023,3 + 1,90 m2,Kot 1,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,Doğu,765.000 TL,Kat İrtifakı,Betonarme,İkinci El,50 TL,3.000 TL,Doğalgaz,,
644,Ankara,Sincan,Mareşal Çakmak,15487-2639,13-04-2023,3 + 1,120 m2,Yüksek Giriş,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Batı",1.249.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,6.500 TL,Doğalgaz,Evet,
645,Ankara,Çankaya,Naci Çakır,63021-7606,12-04-2023,3 + 1,130 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu",2.185.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,50 TL,10.000 TL,Doğalgaz,Evet,
646,Ankara,Etimesgut,Alsancak,135930-44,12-04-2023,4 + 1,260 m2,Çatı Katı,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Mülk Sahibi,Hayır,"Kuzey, Güney, Doğu",2.150.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
647,Ankara,Sincan,Mareşal Çakmak,133773-138,12-04-2023,2 + 1,105 m2,3. Kat,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Doğu, Batı",1.580.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,,
648,Ankara,Çankaya,Keklik Pınarı,99900-1247,13-04-2023,3 + 1,165 m2,3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Güney, Doğu, Batı",2.490.000 TL,,Betonarme,İkinci El,75 TL,12.000 TL,Doğalgaz,Evet,
649,Ankara,Altındağ,Karapürçek,62044-4177,13-04-2023,5 + 2,250 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Boş,Hayır,"Güney, Batı",1.795.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
650,Ankara,Etimesgut,Şeyh Şamil,47803-3905,12-04-2023,3 + 1,145 m2,6. Kat,20 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Güney, Batı",2.227.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,600 TL,12.000 TL,Doğalgaz,Evet,
651,Ankara,Altındağ,Aydınlıkevler,8767-2713,13-04-2023,3 + 1,160 m2,En Üst Kat,Sıfır Bina,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,2,Boş,Hayır,Batı,3.300.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,Evet,
652,Ankara,Keçiören,Karakaya,103562-131,13-04-2023,3 + 1,130 m2,En Üst Kat,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Evet,"Kuzey, Güney, Doğu, Batı",1.249.000 TL,Kat İrtifakı,Betonarme,İkinci El,,,Doğalgaz,Evet,
653,Ankara,Keçiören,Ovacık,34705-850,13-04-2023,4 + 1,200 m2,14. Kat,2 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Kuzey, Güney, Batı",5.900.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,750 TL,15.000 TL,Doğalgaz,Evet,
654,Ankara,Çankaya,Aziziye,5462-3312,13-04-2023,2 + 1,115 m2,Yüksek Giriş,45 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Kuzey, Güney, Doğu",2.350.000 TL,Kat Mülkiyeti,Betonarme,,1.200 TL,,Doğalgaz,Evet,
655,Ankara,Keçiören,Osmangazi,113450-610,13-04-2023,3 + 1,140 m2,1. Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Batı",1.590.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,6.000 TL,Doğalgaz,Evet,
656,Ankara,Çankaya,Malazgirt,5733-6619,13-04-2023,3 + 1,130 m2,3. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Kuzey, Batı",3.100.000 TL,Kat İrtifakı,Betonarme,Sıfır,150 TL,10.000 TL,Doğalgaz,Evet,
657,Ankara,Altındağ,Karapürçek,115850-688,13-04-2023,3 + 1,140 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,Güney,1.670.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,50 TL,,Doğalgaz,Evet,
658,Ankara,Etimesgut,Bağlıca,26775-2189,13-04-2023,3 + 1,175 m2,5. Kat,8 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Kuzey, Doğu",3.500.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,650 TL,10.000 TL,Doğalgaz,Evet,
659,Ankara,Etimesgut,Şeker,127957-145,13-04-2023,3 + 1,120 m2,1. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Kuzey, Doğu",1.595.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,6.000 TL,Doğalgaz,Evet,
660,Ankara,Yenimahalle,Batı Sitesi,124908-144,12-04-2023,3 + 1,135 m2,2. Kat,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,"Güney, Doğu, Batı",2.650.000 TL,Kat Mülkiyeti,,,550 TL,10.000 TL,Doğalgaz,Evet,
661,Ankara,Çankaya,Seyranbağları,72190-1359,13-04-2023,2 + 1,110 m2,En Üst Kat,45 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,,"Güney, Doğu, Batı",1.450.000 TL,Kat Mülkiyeti,Betonarme,,1.200 TL,6.000 TL,Doğalgaz,Evet,
662,Ankara,Çankaya,Cebeci,128501-710,13-04-2023,3 + 1,120 m2,1. Kat,27 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Doğu, Batı",1.429.000 TL,Kat İrtifakı,Betonarme,İkinci El,50 TL,10.000 TL,Doğalgaz,,
663,Ankara,Mamak,Mutlu,7847-1726,13-04-2023,3 + 1,130 m2,Ara Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Güney, Doğu",1.580.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
664,Ankara,Keçiören,Ufuktepe,129829-142,13-04-2023,3 + 2,360 m2,3. Kat,6 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,3,Mülk Sahibi,Hayır,"Güney, Doğu, Batı",2.950.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,8.000 TL,Doğalgaz,Evet,
665,Ankara,Sincan,Mareşal Çakmak,135894-19,13-04-2023,3 + 1,115 m2,4. Kat,23 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Mülk Sahibi,Hayır,"Kuzey, Batı",995.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,6.500 TL,Doğalgaz,Evet,
666,Ankara,Etimesgut,Turkuaz,111334-3651,13-04-2023,4 + 1,400 m2,,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,4,Boş,Evet,Güney,8.650.000 TL,Kat İrtifakı,Betonarme,Yapım Aşamasında,1 TL,,Doğalgaz,Evet,
667,Ankara,Yenimahalle,Kardelen,136629-12,13-04-2023,3 + 1,135 m2,2. Kat,17 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı,1,Kiracılı,Hayır,"Güney, Doğu",2.475.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,400 TL,7.000 TL,Doğalgaz,Evet,
668,Ankara,Etimesgut,Atakent,16407-10344,13-04-2023,3 + 1,125 m2,1. Kat,17 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Kuzey, Doğu",1.789.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,50 TL,8.000 TL,Doğalgaz,Evet,
669,Ankara,Mamak,Türközü,14777-4920,13-04-2023,3 + 1,170 m2,3. Kat,4 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,,,2.850.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,13.000 TL,Doğalgaz,Evet,
670,Ankara,Keçiören,Kuşcağız,134216-102,12-04-2023,4 + 1,220 m2,15. Kat,3 Yaşında,Kombi,15 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu, Batı",2.990.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,100 TL,15.000 TL,Doğalgaz,Evet,Yükselen City
671,Ankara,Etimesgut,Yeşilova,133028-15,12-04-2023,4 + 1,160 m2,Ara Kat,1 Yaşında,Merkezi,22 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Evet,"Güney, Doğu",4.250.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,1.150 TL,18.000 TL,Doğalgaz,Evet,
672,Ankara,Pursaklar,Mimar Sinan,65431-11615,13-04-2023,4 + 1,185 m2,2. Kat,3 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,,3.380.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
673,Ankara,Sincan,Mustafa Kemal,102398-495,13-04-2023,3 + 1,120 m2,Yüksek Giriş,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Kuzey, Doğu, Batı",1.199.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,5.500 TL,Doğalgaz,Evet,
674,Ankara,Çankaya,Yıldızevler,119791-642,13-04-2023,3 + 1,170 m2,1. Kat,16 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu, Batı",3.985.000 TL,Kat Mülkiyeti,,,200 TL,,Doğalgaz,Evet,
675,Ankara,Altındağ,Başpınar,10214-2619,12-04-2023,3 + 1,155 m2,4. Kat,3 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Kuzey, Doğu",1.750.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,2.500 TL,Doğalgaz,Evet,
676,Ankara,Keçiören,Aşağı Eğlence,39672-9389,13-04-2023,4 + 1,200 m2,3. Kat,7 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Kiracılı,Hayır,"Güney, Batı",4.150.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
677,Ankara,Keçiören,Etlik,119539-115,13-04-2023,3 + 1,130 m2,Yüksek Giriş,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Evet,"Güney, Doğu, Batı",1.595.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,10.000 TL,Doğalgaz,Evet,
678,Ankara,Keçiören,Karakaya,103562-129,06-04-2023,3 + 1,130 m2,Ara Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,,"Kuzey, Güney, Doğu, Batı",1.199.000 TL,Kat İrtifakı,Betonarme,İkinci El,,,Doğalgaz,Evet,
679,Ankara,Çankaya,Sancak,136366-62,13-04-2023,2 + 1,105 m2,1. Kat,35 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,"Kuzey, Doğu, Batı",1.900.000 TL,,Betonarme,İkinci El,70 TL,,Doğalgaz,,
680,Ankara,Çankaya,Remzi Oğuz Arık,16814-6936,13-04-2023,3 + 1,150 m2,3. Kat,40 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu, Batı",2.950.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,1.500 TL,12.000 TL,Doğalgaz,Evet,
681,Ankara,Etimesgut,Bağlıca,137059-6,12-04-2023,6 + 1,330 m2,,13 Yaşında,Kat Kaloriferi,3 Katlı,Uygun,Eşyalı Değil,3,Boş,Evet,"Kuzey, Güney, Doğu, Batı",5.990.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,20.000 TL,Doğalgaz,Evet,
682,Ankara,Yenimahalle,Uğur Mumcu,121320-417,13-04-2023,4 + 2,205 m2,Bahçe Katı,31 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Evet,"Kuzey, Güney, Doğu, Batı",2.970.000 TL,Kat Mülkiyeti,,,,,,,Evet (Site Adı Belirtilmemiş)
683,Ankara,Çankaya,Yıldızevler,18865-3584,13-04-2023,4 + 1,250 m2,12. Kat,13 Yaşında,Merkezi,12 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Kuzey, Güney",5.950.000 TL,,Betonarme,,2.200 TL,,Doğalgaz,Evet,
684,Ankara,Keçiören,Ayvalı,5837-5811,13-04-2023,2 + 1,112 m2,Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu",2.250.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,,,Doğalgaz,Evet,
685,Ankara,Çankaya,Kazım Özalp,4367-5726,13-04-2023,3 + 1,135 m2,Giriş Katı,35 Yaşında,Merkezi,2 Katlı,Uygun,Eşyalı Değil,1,Kiracılı,Hayır,,2.950.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,3.080 TL,,Doğalgaz,Evet,
686,Ankara,Keçiören,Adnan Menderes,79717-1307,12-04-2023,5 + 1,180 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,Güney,1.699.000 TL,Kat Mülkiyeti,Betonarme,,50 TL,9.000 TL,Doğalgaz,Evet,
687,Ankara,Çankaya,Yücetepe,5934-3347,13-04-2023,2 + 1,80 m2,2. Kat,45 Yaşında,Kombi,3 Katlı,Uygun,,1,,Hayır,"Güney, Doğu",1.800.000 TL,Kat Mülkiyeti,,,,,Doğalgaz,Evet,
688,Ankara,Mamak,Durali Alıç,135950-129,13-04-2023,3 + 1,155 m2,5. Kat,5 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Boş,Hayır,"Güney, Batı",1.875.000 TL,Kat Mülkiyeti,Betonarme,,,,Doğalgaz,,
689,Ankara,Etimesgut,Piyade,28851-15494,12-04-2023,3 + 1,155 m2,Giriş Katı,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Kuzey, Güney, Doğu",1.595.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,30 TL,,Doğalgaz,Evet,
690,Ankara,Gölbaşı,Bahçelievler,53653-2272,13-04-2023,5 + 2,350 m2,,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Belirtilmemiş,Hayır,"Güney, Doğu, Batı",6.000.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,200 TL,40.000 TL,Doğalgaz,Evet,
691,Ankara,Sincan,Menderes,132236-223,12-04-2023,3 + 1,138 m2,Ara Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Boş,Evet,"Güney, Doğu",1.790.000 TL,Kat Mülkiyeti,Betonarme,Sıfır,,,Doğalgaz,,
692,Ankara,Keçiören,Kanuni,136351-62,12-04-2023,3 + 1,130 m2,2. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Boş,Hayır,"Güney, Doğu, Batı",1.588.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,6.500 TL,Doğalgaz,Evet,
693,Ankara,Sincan,Plevne,129583-359,13-04-2023,5 + 1,300 m2,Giriş Katı,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Kuzey, Batı",1.890.000 TL,Kat Mülkiyeti,,,50 TL,,,,
694,Ankara,Keçiören,İncirli,35785-2315,13-04-2023,6 + 1,350 m2,4. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Mülk Sahibi,,Güney,2.750.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,8.000 TL,Doğalgaz,,
695,Ankara,Çankaya,Karapınar,14984-3986,13-04-2023,3 + 1,120 m2,Kot 1,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Mülk Sahibi,Hayır,"Kuzey, Batı",1.500.000 TL,Kat Mülkiyeti,Betonarme,İkinci El,100 TL,6.000 TL,Doğalgaz,Evet,
