,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Tapu Durumu,Site İçerisinde,Yakıt Tipi,Yetkili Ofis,Metro İstasyonu,Durak (Otobüs),Durak (Minibüs),Otogar,Hastane,Acil Servis,Aile Sağlığı Merkezi,Sağlık Kurumları/Diğer,Üniversite,Üniversite Kampüs,İlkokul,Lise,Zincir Marketler,Bakkal/Market,Alışveriş Merkezi,Şarküteri,Rent,Kullanım Durumu,Takas,Kira Getirisi,Aidat,Cephe,Havaalanı,Gar,Poliklinik,Yüksek Okul/Akademi,Ortaokul,Gıda Satış Noktaları,Kapalı Alan M2,Açık Alan M2,Bina Sayısı,Tren İstasyonu/Şehiriçi,Tren İstasyonu/Şehirlerarası,Veteriner,Kreş/Gündüz Bakımevi
536,Ankara,Altındağ,Baraj,123073-200,10-05-2023,4 + 1,146 m2,Kot 1,13 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,3 km",120 m,"3,2 km",,3 km,3 km,"1,7 km","2,4 km","6,5 km",4 km,121 m,632 m,691 m,801 m,4 km,"1,7 km",990.000 TL,Kiracılı,Evet,2.500 TL,250 TL,"Doğu, Batı","14,1 km",,,,,,,,,,,,
537,Ankara,Çankaya,Çiğdem,2450-1406,10-05-2023,3 + 1,160 m2,7. Kat,28 Yaşında,Merkezi,9 Katlı,Bilinmiyor,Eşyalı Değil,1,,Betonarme,Kat Mülkiyeti,,Doğalgaz,,"2,9 km",159 m,373 m,4 km,952 m,"1,6 km",662 m,682 m,2 km,"6,3 km",81 m,71 m,217 m,165 m,662 m,165 m,3.750.000 TL,Kiracılı,Hayır,7.000 TL,1.600 TL,"Kuzey, Güney, Batı",,,,,,,,,,,,,
538,Ankara,Keçiören,Kalaba,132204-63,10-05-2023,3 + 1,120 m2,En Üst Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,,,,,,,,,,,,,,,,,1.380.000 TL,Boş,Hayır,8.000 TL,50 TL,"Kuzey, Doğu, Batı",,,,,,,,,,,,,
539,Ankara,Altındağ,Aydınlıkevler,129829-92,10-05-2023,3 + 1,155 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,881 m,90 m,"2,4 km",,696 m,704 m,131 m,"1,5 km","2,2 km","2,8 km",136 m,325 m,66 m,104 m,"1,6 km",48 m,2.800.000 TL,Mülk Sahibi,Hayır,5.000 TL,100 TL,"Güney, Doğu, Batı","19,7 km",,,,,,,,,,,,
540,Ankara,Çankaya,Gökkuşağı,121379-215,10-05-2023,3 + 1,161 m2,3. Kat,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,4 km,163 m,972 m,"4,9 km","1,7 km","1,3 km",613 m,792 m,"2,8 km","7,2 km",709 m,341 m,209 m,90 m,"1,4 km",369 m,3.050.000 TL,Mülk Sahibi,Hayır,7.500 TL,100 TL,"Kuzey, Batı",,,,,,,,,,,,,
541,Ankara,Çankaya,Alacaatlı,97196-408,10-05-2023,5 + 2,470 m2,,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,,,,,,,,,,,,,,,,,12.750.000 TL,Boş,Hayır,20.000 TL,200 TL,"Kuzey, Güney, Doğu, Batı",,,,,,,,,,,,,
542,Ankara,Çankaya,Bahçelievler,3897-1674,10-05-2023,3 + 1,155 m2,Bahçe Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kat İrtifakı,,Doğalgaz,Evet,888 m,83 m,"2,2 km","1,4 km",277 m,390 m,286 m,189 m,"1,3 km","2,1 km",318 m,227 m,63 m,44 m,"1,8 km",45 m,3.500.000 TL,Boş,Hayır,12.500 TL,150 TL,"Kuzey, Doğu",,,,,,,,,,,,,
543,Ankara,Etimesgut,Topçu,113388-1566,10-05-2023,3 + 1,160 m2,Bahçe Katı,2 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,2 km",327 m,"1,6 km","16,4 km","1,2 km","1,2 km",600 m,850 m,"5,6 km","6,4 km",358 m,182 m,501 m,149 m,"2,5 km",589 m,1.990.000 TL,Mülk Sahibi,Evet,4.000 TL,150 TL,"Güney, Doğu",,,,,,,,,,,,,
544,Ankara,Ayaş,Şeyhmuhittin,51676-4687,10-05-2023,4 + 1,200 m2,,Sıfır Bina,Kat Kaloriferi,2 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,,,Akaryakıt,Evet,"17,9 km","3,6 km",,,"4,6 km",,"3,7 km","17,8 km",,"17,7 km","3,5 km","3,4 km","3,4 km","3,4 km",16 km,"3,4 km",3.500.000 TL,Boş,Evet,,,"Kuzey, Güney, Doğu, Batı",,,"3,7 km","3,8 km",,,,,,"13,4 km","14,6 km",,
545,Ankara,Çankaya,Ön Cebeci,30908-687,10-05-2023,5 + 1,280 m2,5. Kat,17 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,361 m,61 m,843 m,"4,4 km",481 m,705 m,129 m,295 m,577 m,578 m,286 m,192 m,54 m,59 m,"1,3 km",50 m,4.500.000 TL,Boş,Hayır,15.000 TL,100 TL,"Güney, Doğu, Batı",,,,,,,,,,,,,
546,Ankara,Etimesgut,Bağlıca,128212-91,10-05-2023,4 + 1,175 m2,Ara Kat,11 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,,,,,,,,,,,,,,,,,4.200.000 TL,Kiracılı,Hayır,8.500 TL,1.350 TL,"Kuzey, Doğu",,,,,,,,,,,,,
547,Ankara,Sincan,Selçuklu,47846-1604,10-05-2023,5 + 1,295 m2,Teras Katı,6 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,2 km",117 m,"1,1 km","18,7 km","1,1 km","1,1 km",308 m,"1,3 km","7,8 km","4,4 km",73 m,494 m,164 m,90 m,"1,5 km",420 m,2.250.000 TL,Mülk Sahibi,Hayır,5.000 TL,50 TL,"Güney, Doğu",,,,,,,,,,,,,
548,Ankara,Çankaya,Karapınar,115933-365,10-05-2023,5 + 1,280 m2,4. Kat,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,,,,,Doğalgaz,,"4,4 km",170 m,712 m,"5,3 km","1,8 km","1,1 km",663 m,890 m,"3,1 km","7,4 km",431 m,488 m,129 m,193 m,"1,9 km",364 m,2.980.000 TL,Kiracılı,,,300 TL,"Güney, Doğu",,,,,,,,,,,,,
549,Ankara,Yenimahalle,Yeni Batı,9434-2828,10-05-2023,1 + 1,87 m2,2. Kat,3 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,1,,,Kat Mülkiyeti,,,,,,,,,,,,,,,,,,,,2.150.000 TL,Boş,Hayır,,350 TL,"Güney, Doğu",,,,,,,,,,,,,
550,Ankara,Çankaya,Emek,5497-6256,10-05-2023,2 + 1,115 m2,1. Kat,38 Yaşında,Merkezi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,571 m,247 m,"2,7 km",718 m,1 km,690 m,691 m,574 m,"1,9 km","2,7 km",283 m,137 m,187 m,128 m,"1,1 km",191 m,2.150.000 TL,Kiracılı,Hayır,5.000 TL,490 TL,"Güney, Batı",,,,,,,,,,,,,
551,Ankara,Çankaya,Söğütözü,47569-486,10-05-2023,6 + 1,207 m2,Giriş Katı,40 Yaşında,Merkezi,11 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,689 m,97 m,"2,7 km","1,1 km",427 m,408 m,903 m,922 m,815 m,"3,6 km",396 m,862 m,270 m,90 m,718 m,984 m,5.950.000 TL,Kiracılı,Hayır,15.000 TL,750 TL,"Güney, Batı",,,,,,,,,,,,,
552,Ankara,Etimesgut,Bağlıca,114841-1160,10-05-2023,5 + 1,450 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,,3,,Sıfır,Kat Mülkiyeti,,,,"5,6 km",220 m,"6,1 km","16,7 km","4,2 km",6 km,6 m,"2,5 km","2,7 km","8,8 km",42 m,171 m,122 m,"2,2 km","4,9 km",386 m,8.599.000 TL,Boş,,,,,,,,,,,,,,,,,
553,Ankara,Keçiören,Aşağı Eğlence,19104-1432,10-05-2023,3 + 1,120 m2,En Üst Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,6 km",394 m,"1,8 km","1,9 km",357 m,357 m,564 m,746 m,"1,4 km",972 m,306 m,20 m,303 m,67 m,"1,5 km",199 m,1.650.000 TL,Kiracılı,Hayır,5.000 TL,30 TL,Batı,,,,,,,,,,,,,
554,Ankara,Altındağ,Aydınlıkevler,123227-154,10-05-2023,3 + 1,140 m2,Ara Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,Doğalgaz,Evet,"1,3 km",101 m,2 km,,290 m,298 m,449 m,"1,9 km","2,6 km",3 km,506 m,567 m,84 m,166 m,"1,5 km",173 m,2.300.000 TL,Kiracılı,Hayır,6.000 TL,,Doğu,"19,5 km",,,,,,,,,,,,
555,Ankara,Etimesgut,Yavuz Selim,29364-19795,10-05-2023,3 + 1,145 m2,1. Kat,20 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,Evet (Site Adı Belirtilmemiş),Doğalgaz,Evet,2 km,119 m,"4,9 km","18,6 km","3,4 km","2,3 km",469 m,"2,3 km","8,3 km","8,7 km",570 m,578 m,460 m,463 m,994 m,495 m,2.195.000 TL,Boş,Hayır,,,"Güney, Doğu",,,,,,,,,,,,,
556,Ankara,Mamak,Misket,125989-2407,10-05-2023,3 + 1,125 m2,2. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,3 km",111 m,"1,8 km","7,2 km",640 m,646 m,101 m,"1,3 km","4,5 km","3,5 km",294 m,468 m,53 m,103 m,3 km,206 m,1.565.000 TL,Kiracılı,Hayır,,,"Güney, Batı",,,,,,,,,,,,,
557,Ankara,Çankaya,Çayyolu,3191-10831,10-05-2023,5 + 1,260 m2,,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,2 km",148 m,"3,5 km",11 km,"1,7 km","1,7 km",782 m,678 m,"3,7 km","3,7 km",560 m,388 m,654 m,491 m,929 m,485 m,8.650.000 TL,Mülk Sahibi,Hayır,,750 TL,"Kuzey, Güney, Doğu",,,,,,,,,,,,,
558,Ankara,Çankaya,Yıldızevler,4581-6830,10-05-2023,4 + 1,240 m2,11. Kat,15 Yaşında,Merkezi,13 Katlı,Bilinmiyor,Eşyalı Değil,2,,İkinci El,Kat Mülkiyeti,,Doğalgaz,,"4,4 km",268 m,"1,7 km","5,9 km",652 m,972 m,563 m,466 m,"2,1 km",6 km,421 m,225 m,363 m,366 m,"1,1 km",449 m,7.950.000 TL,Boş,Evet,,2.750 TL,,,,,,,,,,,,,,
559,Ankara,Yenimahalle,Turgut Özal,38672-2768,10-05-2023,3 + 1,145 m2,9. Kat,15 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,,"2,2 km",301 m,2 km,"10,9 km","2,4 km","2,5 km",337 m,"2,3 km","2,8 km","9,1 km",113 m,275 m,344 m,379 m,"1,9 km",781 m,2.675.000 TL,Boş,Hayır,10.000 TL,300 TL,"Kuzey, Doğu",,,,,,,,,,,,,
560,Ankara,Çankaya,Kırkkonaklar,10943-3056,10-05-2023,2 + 1,115 m2,1. Kat,15 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,7 km",96 m,"2,1 km","7,3 km","1,3 km","1,3 km",250 m,160 m,"2,8 km","4,8 km",526 m,57 m,30 m,161 m,"1,8 km",421 m,2.975.000 TL,Boş,Evet,10.000 TL,,"Güney, Doğu",,,,,,,,,,,,,
561,Ankara,Yenimahalle,Turgut Özal,111749-1058,10-05-2023,6 + 2,380 m2,7. Kat,10 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,3 km",42 m,"1,6 km","11,4 km","2,8 km","2,9 km",424 m,"2,6 km","3,4 km","9,5 km",220 m,112 m,175 m,479 m,"2,3 km",404 m,5.600.000 TL,Kiracılı,Evet,10.000 TL,,"Güney, Batı",,,,,,,,,,,,,
562,Ankara,Çankaya,Remzi Oğuz Arık,11065-1873,10-05-2023,3 + 1,136 m2,2. Kat,42 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,2 km",75 m,"1,3 km","3,8 km",271 m,270 m,492 m,462 m,937 m,"2,5 km",549 m,256 m,71 m,146 m,"1,1 km",199 m,3.200.000 TL,Kiracılı,Hayır,7.500 TL,1.750 TL,"Kuzey, Batı",,,,,,,,,,,,,
563,Ankara,Etimesgut,Topçu,68360-1444,10-05-2023,5 + 2,300 m2,Teras Katı,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"3,7 km",140 m,"1,2 km",17 km,"1,1 km",444 m,238 m,741 m,"6,1 km","5,9 km",414 m,449 m,119 m,64 m,"2,2 km",141 m,2.750.000 TL,Mülk Sahibi,Hayır,6.000 TL,35 TL,Güney,,,,,,,,,,,,,
564,Ankara,Çankaya,Kırkkonaklar,121565-105,10-05-2023,3 + 1,140 m2,Ara Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,1 km",8 m,"2,1 km",7 km,"1,1 km","1,6 km",495 m,502 m,"2,5 km","4,1 km",127 m,656 m,28 m,39 m,"2,2 km",602 m,2.500.000 TL,Mülk Sahibi,Hayır,8.000 TL,100 TL,"Kuzey, Güney, Doğu",,,,,,,,,,,,,
565,Ankara,Etimesgut,30 Ağustos,115027-353,10-05-2023,3 + 1,115 m2,Kot 1,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,1 km",67 m,"4,5 km","13,6 km",939 m,917 m,231 m,870 m,"2,7 km","8,5 km",490 m,245 m,201 m,47 m,386 m,212 m,1.190.000 TL,Mülk Sahibi,Evet,4.000 TL,,"Güney, Batı",,,,,,,,,,,,,
566,Ankara,Keçiören,Ayvalı,93678-8621,10-05-2023,4 + 1,200 m2,2. Kat,14 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,,Kahvecioğlu Sitesi,Doğalgaz,Evet,"1,8 km",84 m,"2,5 km","2,1 km",785 m,"1,2 km",683 m,491 m,661 m,100 m,150 m,170 m,95 m,207 m,556 m,450 m,4.900.000 TL,Boş,Evet,17.000 TL,900 TL,"Güney, Doğu",,,,,,,,,,,,,
567,Ankara,Etimesgut,Şeyh Şamil,43480-9197,10-05-2023,2 + 1,100 m2,4. Kat,27 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,4 km",128 m,"5,1 km","17,7 km","3,2 km","2,9 km",396 m,2 km,"7,5 km","8,9 km",355 m,647 m,357 m,422 m,"1,2 km",366 m,2.100.000 TL,Mülk Sahibi,Hayır,8.000 TL,300 TL,"Doğu, Batı",,,,,,,,,,,,,
568,Ankara,Mamak,Şafaktepe,121128-1948,10-05-2023,3 + 1,130 m2,1. Kat,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"1,3 km",146 m,2 km,"4,7 km",600 m,769 m,380 m,658 m,"3,1 km","1,9 km",355 m,176 m,123 m,104 m,"3,8 km",225 m,1.400.000 TL,Boş,Hayır,,,Güney,,,,,,,,,,,,,
569,Ankara,Çankaya,Mustafa Kemal,4937-5432,10-05-2023,4 + 1,225 m2,Çatı Katı,16 Yaşında,Kombi,12 Katlı,Uygun değil,,3,Betonarme,İkinci El,Kat İrtifakı,,Doğalgaz,Evet,403 m,42 m,"2,7 km","4,3 km",952 m,"1,1 km",289 m,280 m,"2,1 km",3 km,145 m,161 m,249 m,183 m,"1,2 km","3,4 km",10.650.000 TL,Boş,,25.000 TL,1.900 TL,"Kuzey, Doğu",,,,,,,,,,,,,
570,Ankara,Etimesgut,İstasyon,115718-374,10-05-2023,3 + 1,125 m2,2. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"4,9 km",178 m,"4,8 km","13,2 km","1,4 km","1,4 km",198 m,"1,3 km","2,8 km","7,8 km",397 m,173 m,313 m,71 m,1 km,301 m,1.650.000 TL,Mülk Sahibi,Hayır,,50 TL,"Güney, Doğu",,,,,,,,,,,,,
571,Ankara,Çankaya,Kırkkonaklar,70180-3793,10-05-2023,5 + 1,235 m2,3. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"4,5 km",157 m,"2,4 km",7 km,925 m,917 m,587 m,356 m,"2,4 km","4,7 km",469 m,334 m,197 m,390 m,"1,5 km",177 m,3.750.000 TL,Boş,Hayır,14.000 TL,75 TL,"Doğu, Batı",,,,,,,,,,,,,
572,Ankara,Çankaya,Kırkkonaklar,61156-5717,10-05-2023,4 + 1,299 m2,13. Kat,Sıfır Bina,Merkezi (Pay Ölçer),29 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"3,8 km",34 m,"2,2 km","6,8 km",999 m,"1,9 km",874 m,521 m,"2,4 km","3,7 km",510 m,764 m,269 m,14 m,2 km,670 m,6.000.000 TL,Boş,Hayır,,,"Güney, Doğu, Batı",,,,,,,,,,,,,
573,Ankara,Çankaya,Yücetepe,4757-2192,10-05-2023,2 + 1,80 m2,Bahçe Katı,2 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,734 m,124 m,"1,2 km","2,4 km",692 m,719 m,378 m,696 m,680 m,"1,8 km",360 m,484 m,196 m,266 m,"1,2 km",224 m,3.000.000 TL,Kiracılı,Hayır,6.500 TL,300 TL,Güney,,,,,,,,,,,,,
574,Ankara,Çankaya,Sokullu Mehmet Paşa,5438-24336,10-05-2023,3 + 1,125 m2,Kot 1,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Ahşap,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,9 km",147 m,"1,6 km","3,7 km","1,6 km","1,7 km",352 m,387 m,2 km,"4,9 km",119 m,393 m,159 m,22 m,"1,9 km",168 m,1.139.000 TL,Kiracılı,Evet,4.000 TL,,Batı,,,,,,,,,,,,,
575,Ankara,Çankaya,Bahçelievler,76287-2047,10-05-2023,4 + 1,220 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,,489 m,17 m,"2,4 km","1,6 km",140 m,443 m,327 m,531 m,927 m,"1,7 km",278 m,312 m,53 m,100 m,"1,6 km",127 m,7.500.000 TL,Boş,Hayır,25.000 TL,100 TL,"Güney, Doğu",,,,,,,,,,,,,
576,Ankara,Keçiören,Aşağı Eğlence,5974-1375,10-05-2023,3 + 1,175 m2,7. Kat,32 Yaşında,Merkezi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,Doğalgaz,Evet,,,,,,,,,,,,,,,,,3.650.000 TL,Boş,Hayır,9.000 TL,1.925 TL,"Güney, Batı",,,,,,,,,,,,,
577,Ankara,Çankaya,İşçi Blokları,6567-3044,10-05-2023,3 + 1,120 m2,4. Kat,40 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,2 km",103 m,83 m,"3,5 km",1 km,886 m,604 m,984 m,"1,4 km","5,6 km",261 m,540 m,328 m,150 m,"1,1 km",79 m,2.600.000 TL,Kiracılı,Hayır,5.000 TL,50 TL,"Doğu, Batı",,,,,,,,,,,,,
578,Ankara,Çankaya,Öveçler,62574-2940,10-05-2023,5 + 1,215 m2,En Üst Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"2,8 km",32 m,"1,6 km","3,6 km","1,6 km","1,9 km",95 m,681 m,"1,6 km","5,1 km",61 m,499 m,59 m,60 m,"1,6 km",105 m,3.750.000 TL,Mülk Sahibi,Hayır,10.000 TL,100 TL,"Güney, Doğu",,,,,,,,,,,,,
579,Ankara,Yenimahalle,Tepealtı,42238-615,10-05-2023,4 + 1,180 m2,Teras Katı,21 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,619 m,144 m,"2,5 km",4 km,369 m,372 m,318 m,215 m,"1,5 km","2,1 km",449 m,379 m,182 m,30 m,544 m,274 m,2.375.000 TL,Boş,Hayır,8.000 TL,50 TL,"Güney, Doğu, Batı",,,,,,,,,,,,,
580,Ankara,Etimesgut,Tunahan,131615-43,10-05-2023,3 + 1,96 m2,4. Kat,25 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,802 m,334 m,"4,9 km","17,1 km","2,5 km","2,5 km",710 m,"1,6 km","6,8 km","8,7 km",135 m,384 m,445 m,449 m,913 m,738 m,2.250.000 TL,Mülk Sahibi,Hayır,10.000 TL,,"Kuzey, Güney",,,,,,,,,,,,,
581,Ankara,Gölbaşı,Kızılcaşar,0-40764747,09-05-2023,4 + 1,230 m2,1. Kat,2 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Uygun değil,Eşyalı Değil,2,,,Kat Mülkiyeti,Atabilge İncek Konutları,,,,,,,,,,,,,,,,,,,5.700.000 TL,Kiracılı,Hayır,,560 TL,"Güney, Batı",,,,,,,,,,,,,
582,Ankara,Çankaya,Huzur,41304-2664,10-05-2023,3 + 1,125 m2,Yüksek Giriş,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,4 km,86 m,856 m,"4,9 km","1,3 km",973 m,440 m,598 m,"2,7 km","6,9 km",367 m,149 m,213 m,51 m,"1,5 km",199 m,1.800.000 TL,Kiracılı,Hayır,3.000 TL,75 TL,,,,,,,,,,,,,,
583,Ankara,Sincan,Ahi Evran,62871-819,10-05-2023,3 + 1,110 m2,3. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,öncü Ensa sitesi,Doğalgaz,Evet,"1,9 km",190 m,"1,3 km",,972 m,"1,5 km",421 m,"1,1 km","10,5 km","3,4 km",605 m,436 m,379 m,212 m,"2,5 km",643 m,1.350.000 TL,Mülk Sahibi,Hayır,5.000 TL,100 TL,Doğu,,"5,3 km",,,,,,,,,,,
584,Ankara,Etimesgut,Bağlıca,97798-1183,10-05-2023,6 + 1,450 m2,Bahçe Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,,,Kat Mülkiyeti,Evet (Site Adı Belirtilmemiş),,,"4,3 km",177 m,"6,5 km","15,4 km","3,1 km","4,9 km","1,2 km","1,4 km","1,4 km","8,3 km",870 m,700 m,207 m,1 km,"3,6 km",677 m,8.800.000 TL,Boş,Evet,,,"Güney, Doğu",,,,,,,,,,,,,
585,Ankara,Çankaya,Dodurga,115697-490,10-05-2023,4 + 1,240 m2,,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,"7,2 km",141 m,"7,8 km","16,7 km","4,9 km","4,9 km","2,5 km","5,5 km","5,9 km","6,2 km",863 m,"2,8 km",347 m,342 m,"6,3 km","1,4 km",5.500.000 TL,Mülk Sahibi,Hayır,,350 TL,Batı,,,,,,,,,,,,,
586,Ankara,Çankaya,Bahçelievler,4537-9687,10-05-2023,4 + 1,135 m2,3. Kat,1 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,,,Doğalgaz,Evet,284 m,58 m,"2,3 km","1,7 km",369 m,218 m,521 m,526 m,720 m,"1,5 km",265 m,120 m,127 m,70 m,"1,5 km",313 m,5.450.000 TL,Boş,Hayır,,,Batı,,,,,,,,,,,,,
587,Ankara,Çankaya,Kırkkonaklar,19538-3447,10-05-2023,7 + 1,350 m2,Yüksek Giriş,12 Yaşında,Kombi,3 Katlı,Uygun,,2,,,Kat Mülkiyeti,,,Evet,"4,7 km",76 m,2 km,"7,3 km","1,3 km","1,3 km",260 m,211 m,"2,8 km","4,8 km",569 m,96 m,31 m,144 m,"1,8 km",469 m,3.250.000 TL,,,,,Doğu,,,,,,,,,,,,,
588,Ankara,Etimesgut,Elvan,57329-2019,10-05-2023,3 + 1,130 m2,En Üst Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kat Mülkiyeti,,Doğalgaz,Evet,,,,,,,,,,,,,,,,,1.345.000 TL,Boş,Hayır,3.500 TL,30 TL,"Kuzey, Doğu",,,,,,,,,,,,,
589,Ankara,Çankaya,Keklik Pınarı,24251-11,10-05-2023,3 + 1,170 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Kat Mülkiyeti,,Doğalgaz,Evet,"5,3 km",274 m,456 m,"6,2 km","1,6 km",679 m,408 m,515 m,"2,1 km","7,9 km",648 m,987 m,244 m,79 m,2 km,321 m,2.625.000 TL,Boş,Hayır,,,Batı,,,,,,,,,,,,,
