,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Cephe,Depozito,Yakıt Tipi,Yetkili Ofis,Rent,Site İçerisinde,Krediye Uygunluk,Tapu Durumu,Takas,Kira Getirisi
501,Ankara,Çankaya,Bahçelievler,113999-10,11-04-2023,2 + 1,90 m2,1. Kat,40 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Kagir,İkinci El,Boş,200 TL,"Kuzey, Doğu",10.000 TL,Doğalgaz,Evet,9.000 TL,,,,,
502,Ankara,Çankaya,Büyükesat,1248-2224,05-04-2023,2 + 1,95 m2,21 ve üzeri,5 Yaşında,Merkezi (Pay Ölçer),33 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,"Kuzey, Doğu",23.000 TL,Doğalgaz,,23.000 TL,,,,,
503,Ankara,Çankaya,Yaşamkent,15279-580,10-04-2023,1 + 1,65 m2,3. Kat,6 Yaşında,Kombi,3 Katlı,Eşyalı,1,,,Boş,,,10.000 TL,Doğalgaz,,8.500 TL,,,,,
504,Ankara,Çankaya,Emek,32665-1257,08-04-2023,3 + 1,125 m2,2. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,150 TL,,12.500 TL,Doğalgaz,Evet,12.500 TL,,,,,
505,Ankara,Yenimahalle,25 Mart,6948-7012,06-04-2023,3 + 1,125 m2,Ara Kat,32 Yaşında,Kombi,10 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,500 TL,"Güney, Doğu",10.000 TL,Doğalgaz,,9.750 TL,,,,,
506,Ankara,Çankaya,Yukarı Bahçelievler,2250-3118,11-04-2023,2 + 1,75 m2,Bahçe Katı,Sıfır Bina,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,"Kuzey, Güney, Batı",12.000 TL,Doğalgaz,Evet,12.500 TL,,,,,
507,Ankara,Çankaya,Eti,122234-338,09-04-2023,1 + 1,85 m2,18. Kat,Sıfır Bina,Merkezi (Pay Ölçer),26 Katlı,Eşyalı Değil,1,,Sıfır,Boş,,"Güney, Batı",,,Evet,12.250 TL,,,,,
508,Ankara,Çankaya,Gaziosmanpaşa,4581-6732,10-04-2023,5 + 1,350 m2,Giriş Katı,27 Yaşında,Merkezi,3 Katlı,Eşyalı Değil,2,,İkinci El,Mülk Sahibi,,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,,32.000 TL,,,,,
509,Ankara,Çankaya,Büyükesat,58419-3434,07-04-2023,3 + 1,320 m2,Ara Kat,Sıfır Bina,Merkezi,4 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,,2.000 TL,"Güney, Doğu, Batı",37.600 TL,Doğalgaz,Evet,37.600 TL,,,,,
510,Ankara,Çankaya,Cevizlidere,4110-2325,10-04-2023,3 + 1,130 m2,Yüksek Giriş,12 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,160 TL,"Güney, Batı",17.500 TL,Doğalgaz,Evet,17.500 TL,,,,,
511,Ankara,Mamak,Bahçeleriçi,125989-2304,09-04-2023,3 + 1,125 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Batı",8.000 TL,Doğalgaz,Evet,8.000 TL,,,,,
512,Ankara,Çankaya,Bahçelievler,12371-1860,10-04-2023,2 + 1,90 m2,Ara Kat,40 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Doğu,25.000 TL,Doğalgaz,,13.250 TL,,,,,
513,Ankara,Polatlı,Mehmet Akif,119286-965,09-04-2023,2 + 1,90 m2,6. Kat,20 Yaşında,Kombi,7 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,"Kuzey, Doğu",4.750 TL,Doğalgaz,Evet,4.750 TL,Evet (Site Adı Belirtilmemiş),,,,
514,Ankara,Altındağ,Aydınlıkevler,20665-1264,10-04-2023,2 + 1,99 m2,En Üst Kat,45 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Kagir,İkinci El,Boş,30 TL,"Kuzey, Güney, Batı",4.000 TL,Doğalgaz,Evet,4.000 TL,,,,,
515,Ankara,Etimesgut,Turkuaz,76781-1811,05-04-2023,2 + 1,95 m2,Yüksek Giriş,13 Yaşında,Merkezi,10 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,350 TL,"Güney, Batı",6.250 TL,Doğalgaz,Evet,6.250 TL,Evet (Site Adı Belirtilmemiş),,,,
516,Ankara,Çankaya,Kırkkonaklar,39108-7161,05-04-2023,3 + 1,145 m2,Yüksek Giriş,12 Yaşında,Kombi,3 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,200 TL,"Kuzey, Doğu, Batı",13.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
517,Ankara,Etimesgut,Turkuaz,46578-473,11-04-2023,2 + 1,100 m2,En Üst Kat,10 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Eşyalı,1,,,Boş,350 TL,Güney,,,Evet,7.000 TL,,,,,
518,Ankara,Çubuk,Esenboğa Merkez,112435-3780,08-04-2023,2 + 1,110 m2,1. Kat,Sıfır Bina,Kombi,2 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,"Güney, Batı",,Doğalgaz,Evet,5.000 TL,,,,,
519,Ankara,Yenimahalle,Yunus Emre,10345-5219,05-04-2023,3 + 1,125 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Kuzey, Doğu, Batı",12.500 TL,Doğalgaz,Evet,12.500 TL,,,,,
520,Ankara,Gölbaşı,İncek,39997-4514,10-04-2023,4 + 1,248 m2,21 ve üzeri,Sıfır Bina,Merkezi (Pay Ölçer),31 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,Boş,1.200 TL,"Güney, Doğu, Batı",17.200 TL,Doğalgaz,Evet,16.200 TL,,,,,
521,Ankara,Çankaya,Karapınar,4036-1033,07-04-2023,5 + 1,300 m2,4. Kat,14 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,100 TL,"Kuzey, Doğu, Batı",14.000 TL,Doğalgaz,,14.000 TL,,,,,
522,Ankara,Keçiören,Aşağı Eğlence,1955-6305,09-04-2023,3 + 1,125 m2,Kot 1,25 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,25 TL,Güney,12.500 TL,Doğalgaz,Evet,12.500 TL,,,,,
523,Ankara,Keçiören,Yakacık,109062-826,07-04-2023,3 + 1,111 m2,Giriş Katı,33 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,,8.500 TL,Doğalgaz,Evet,8.500 TL,,,,,
524,Ankara,Mamak,Demirlibahçe,42575-617,05-04-2023,3 + 1,110 m2,1. Kat,35 Yaşında,Kombi,3 Katlı,Eşyalı,1,Kagir,İkinci El,Boş,,"Kuzey, Güney, Doğu",10.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
525,Ankara,Çankaya,Remzi Oğuz Arık,1345-1921,10-04-2023,3 + 1,130 m2,2. Kat,40 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,750 TL,"Kuzey, Güney, Batı",30.000 TL,Doğalgaz,,17.500 TL,,,,,
526,Ankara,Altındağ,Gültepe,3420-9245,08-04-2023,2 + 1,100 m2,1. Kat,14 Yaşında,Merkezi,7 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,270 TL,,,Doğalgaz,Evet,7.500 TL,,,,,
527,Ankara,Keçiören,Güçlükaya,117981-101,05-04-2023,3 + 1,125 m2,En Üst Kat,25 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,,600 TL,"Güney, Doğu",18.000 TL,Doğalgaz,Evet,8.000 TL,,,,,
528,Ankara,Sincan,Gökçek,67191-3537,09-04-2023,2 + 1,90 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),5 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,350 TL,,8.600 TL,Doğalgaz,Evet,8.600 TL,laves park,,,,
529,Ankara,Çankaya,Murat,22997-449,10-04-2023,3 + 1,125 m2,Yüksek Giriş,30 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,20 TL,Batı,25.000 TL,Doğalgaz,Evet,10.000 TL,,,Kat Mülkiyeti,,
530,Ankara,Çankaya,İşçi Blokları,4629-4952,10-04-2023,2 + 1,89 m2,7. Kat,39 Yaşında,Kombi,14 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,150 TL,"Güney, Batı",15.000 TL,Doğalgaz,Evet,10.250 TL,,,,,
531,Ankara,Çankaya,Harbiye,10249-3738,09-04-2023,3 + 1,120 m2,Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,"Kuzey, Güney",4.100 TL,Doğalgaz,Evet,7.000 TL,,,,,
532,Ankara,Etimesgut,Bağlıca,86972-1780,09-04-2023,3 + 1,155 m2,8. Kat,15 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,"Güney, Doğu",8.000 TL,Doğalgaz,Evet,8.000 TL,,,,,
533,Ankara,Çankaya,100. Yıl,25690-1298,06-04-2023,3 + 1,125 m2,Yüksek Giriş,42 Yaşında,Merkezi,2 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.050 TL,Doğu,9.750 TL,Doğalgaz,Evet,9.750 TL,,,,,
534,Ankara,Keçiören,Bağlarbaşı,114617-443,06-04-2023,3 + 1,115 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu",7.000 TL,Doğalgaz,,7.000 TL,,,,,
535,Ankara,Çankaya,Ayrancı,2603-4482,10-04-2023,4 + 1,160 m2,Giriş Katı,37 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,500 TL,"Güney, Batı",30.000 TL,Doğalgaz,Evet,15.500 TL,,,,,
536,Ankara,Etimesgut,Atayurt,77293-4863,07-04-2023,2 + 1,94 m2,Giriş Katı,10 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,425 TL,"Kuzey, Doğu",5.250 TL,Doğalgaz,Evet,5.250 TL,,,,,
537,Ankara,Çankaya,Emek,76287-2070,06-04-2023,1 + 1,55 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,300 TL,"Doğu, Batı",15.000 TL,Doğalgaz,Evet,11.000 TL,,,,,
538,Ankara,Çankaya,Birlik,3535-4324,08-04-2023,3 + 1,149 m2,4. Kat,22 Yaşında,Merkezi,7 Katlı,,2,Betonarme,İkinci El,Boş,1.150 TL,Güney,30.000 TL,Doğalgaz,Evet,14.500 TL,,,,,
539,Ankara,Çankaya,Üniversiteler,7677-4624,07-04-2023,1 + 1,80 m2,Bahçe Katı,25 Yaşında,Merkezi,12 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,830 TL,,,Doğalgaz,,10.900 TL,"Ufuk Sitesi (Ankara, Çankaya, Üniversiteler)",,,,
540,Ankara,Çankaya,Emek,4209-2243,08-04-2023,2 + 1,80 m2,Giriş Katı,40 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,150 TL,"Kuzey, Batı",20.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
541,Ankara,Çankaya,Emek,73240-2234,11-04-2023,1 + 1,65 m2,Ara Kat,6 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,200 TL,"Kuzey, Batı",11.000 TL,Doğalgaz,Evet,11.000 TL,,,,,
542,Ankara,Etimesgut,Altay,47803-3902,11-04-2023,1 + 1,56 m2,4. Kat,25 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,300 TL,"Güney, Batı",7.000 TL,Doğalgaz,Evet,7.000 TL,,,,,
543,Ankara,Yenimahalle,25 Mart,6948-7012,06-04-2023,3 + 1,125 m2,Ara Kat,32 Yaşında,Kombi,10 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,500 TL,"Güney, Doğu",10.000 TL,Doğalgaz,,9.750 TL,,,,,
544,Ankara,Çankaya,Yukarı Bahçelievler,2250-3118,11-04-2023,2 + 1,75 m2,Bahçe Katı,Sıfır Bina,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,"Kuzey, Güney, Batı",12.000 TL,Doğalgaz,Evet,12.500 TL,,,,,
545,Ankara,Çankaya,Eti,122234-338,09-04-2023,1 + 1,85 m2,18. Kat,Sıfır Bina,Merkezi (Pay Ölçer),26 Katlı,Eşyalı Değil,1,,Sıfır,Boş,,"Güney, Batı",,,Evet,12.250 TL,,,,,
546,Ankara,Çankaya,Gaziosmanpaşa,4581-6732,10-04-2023,5 + 1,350 m2,Giriş Katı,27 Yaşında,Merkezi,3 Katlı,Eşyalı Değil,2,,İkinci El,Mülk Sahibi,,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,,32.000 TL,,,,,
547,Ankara,Çankaya,Büyükesat,58419-3434,07-04-2023,3 + 1,320 m2,Ara Kat,Sıfır Bina,Merkezi,4 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,,2.000 TL,"Güney, Doğu, Batı",37.600 TL,Doğalgaz,Evet,37.600 TL,,,,,
548,Ankara,Çankaya,Cevizlidere,4110-2325,10-04-2023,3 + 1,130 m2,Yüksek Giriş,12 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,160 TL,"Güney, Batı",17.500 TL,Doğalgaz,Evet,17.500 TL,,,,,
549,Ankara,Mamak,Bahçeleriçi,125989-2304,09-04-2023,3 + 1,125 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Batı",8.000 TL,Doğalgaz,Evet,8.000 TL,,,,,
550,Ankara,Çankaya,Bahçelievler,12371-1860,10-04-2023,2 + 1,90 m2,Ara Kat,40 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Doğu,25.000 TL,Doğalgaz,,13.250 TL,,,,,
551,Ankara,Polatlı,Mehmet Akif,119286-965,09-04-2023,2 + 1,90 m2,6. Kat,20 Yaşında,Kombi,7 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,"Kuzey, Doğu",4.750 TL,Doğalgaz,Evet,4.750 TL,Evet (Site Adı Belirtilmemiş),,,,
552,Ankara,Altındağ,Aydınlıkevler,20665-1264,10-04-2023,2 + 1,99 m2,En Üst Kat,45 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Kagir,İkinci El,Boş,30 TL,"Kuzey, Güney, Batı",4.000 TL,Doğalgaz,Evet,4.000 TL,,,,,
553,Ankara,Etimesgut,Turkuaz,76781-1811,05-04-2023,2 + 1,95 m2,Yüksek Giriş,13 Yaşında,Merkezi,10 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,350 TL,"Güney, Batı",6.250 TL,Doğalgaz,Evet,6.250 TL,Evet (Site Adı Belirtilmemiş),,,,
554,Ankara,Çankaya,Kırkkonaklar,39108-7161,05-04-2023,3 + 1,145 m2,Yüksek Giriş,12 Yaşında,Kombi,3 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,200 TL,"Kuzey, Doğu, Batı",13.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
555,Ankara,Etimesgut,Turkuaz,46578-473,11-04-2023,2 + 1,100 m2,En Üst Kat,10 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Eşyalı,1,,,Boş,350 TL,Güney,,,Evet,7.000 TL,,,,,
556,Ankara,Çubuk,Esenboğa Merkez,112435-3780,08-04-2023,2 + 1,110 m2,1. Kat,Sıfır Bina,Kombi,2 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,"Güney, Batı",,Doğalgaz,Evet,5.000 TL,,,,,
557,Ankara,Yenimahalle,Yunus Emre,10345-5219,05-04-2023,3 + 1,125 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,"Kuzey, Doğu, Batı",12.500 TL,Doğalgaz,Evet,12.500 TL,,,,,
558,Ankara,Gölbaşı,İncek,39997-4514,10-04-2023,4 + 1,248 m2,21 ve üzeri,Sıfır Bina,Merkezi (Pay Ölçer),31 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,Boş,1.200 TL,"Güney, Doğu, Batı",17.200 TL,Doğalgaz,Evet,16.200 TL,,,,,
559,Ankara,Çankaya,Karapınar,4036-1033,07-04-2023,5 + 1,300 m2,4. Kat,14 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,100 TL,"Kuzey, Doğu, Batı",14.000 TL,Doğalgaz,,14.000 TL,,,,,
560,Ankara,Keçiören,Aşağı Eğlence,1955-6305,09-04-2023,3 + 1,125 m2,Kot 1,25 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,25 TL,Güney,12.500 TL,Doğalgaz,Evet,12.500 TL,,,,,
561,Ankara,Keçiören,Yakacık,109062-826,07-04-2023,3 + 1,111 m2,Giriş Katı,33 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,,8.500 TL,Doğalgaz,Evet,8.500 TL,,,,,
562,Ankara,Mamak,Demirlibahçe,42575-617,05-04-2023,3 + 1,110 m2,1. Kat,35 Yaşında,Kombi,3 Katlı,Eşyalı,1,Kagir,İkinci El,Boş,,"Kuzey, Güney, Doğu",10.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
563,Ankara,Çankaya,Remzi Oğuz Arık,1345-1921,10-04-2023,3 + 1,130 m2,2. Kat,40 Yaşında,Merkezi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,750 TL,"Kuzey, Güney, Batı",30.000 TL,Doğalgaz,,17.500 TL,,,,,
564,Ankara,Altındağ,Gültepe,3420-9245,08-04-2023,2 + 1,100 m2,1. Kat,14 Yaşında,Merkezi,7 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,270 TL,,,Doğalgaz,Evet,7.500 TL,,,,,
565,Ankara,Keçiören,Güçlükaya,117981-101,05-04-2023,3 + 1,125 m2,En Üst Kat,25 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,,600 TL,"Güney, Doğu",18.000 TL,Doğalgaz,Evet,8.000 TL,,,,,
566,Ankara,Sincan,Gökçek,67191-3537,09-04-2023,2 + 1,90 m2,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),5 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,350 TL,,8.600 TL,Doğalgaz,Evet,8.600 TL,laves park,,,,
567,Ankara,Çankaya,Murat,22997-449,10-04-2023,3 + 1,125 m2,Yüksek Giriş,30 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,20 TL,Batı,25.000 TL,Doğalgaz,Evet,10.000 TL,,,Kat Mülkiyeti,,
568,Ankara,Çankaya,İşçi Blokları,4629-4952,10-04-2023,2 + 1,89 m2,7. Kat,39 Yaşında,Kombi,14 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,150 TL,"Güney, Batı",15.000 TL,Doğalgaz,Evet,10.250 TL,,,,,
569,Ankara,Çankaya,Harbiye,10249-3738,09-04-2023,3 + 1,120 m2,Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,"Kuzey, Güney",4.100 TL,Doğalgaz,Evet,7.000 TL,,,,,
570,Ankara,Etimesgut,Bağlıca,86972-1780,09-04-2023,3 + 1,155 m2,8. Kat,15 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,"Güney, Doğu",8.000 TL,Doğalgaz,Evet,8.000 TL,,,,,
571,Ankara,Çankaya,100. Yıl,25690-1298,06-04-2023,3 + 1,125 m2,Yüksek Giriş,42 Yaşında,Merkezi,2 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.050 TL,Doğu,9.750 TL,Doğalgaz,Evet,9.750 TL,,,,,
572,Ankara,Keçiören,Bağlarbaşı,114617-443,06-04-2023,3 + 1,115 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,"Güney, Doğu",7.000 TL,Doğalgaz,,7.000 TL,,,,,
573,Ankara,Çankaya,Ayrancı,2603-4482,10-04-2023,4 + 1,160 m2,Giriş Katı,37 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,500 TL,"Güney, Batı",30.000 TL,Doğalgaz,Evet,15.500 TL,,,,,
574,Ankara,Etimesgut,Atayurt,77293-4863,07-04-2023,2 + 1,94 m2,Giriş Katı,10 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,425 TL,"Kuzey, Doğu",5.250 TL,Doğalgaz,Evet,5.250 TL,,,,,
575,Ankara,Çankaya,Emek,76287-2070,06-04-2023,1 + 1,55 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,300 TL,"Doğu, Batı",15.000 TL,Doğalgaz,Evet,11.000 TL,,,,,
576,Ankara,Çankaya,Birlik,3535-4324,08-04-2023,3 + 1,149 m2,4. Kat,22 Yaşında,Merkezi,7 Katlı,,2,Betonarme,İkinci El,Boş,1.150 TL,Güney,30.000 TL,Doğalgaz,Evet,14.500 TL,,,,,
577,Ankara,Çankaya,Üniversiteler,7677-4624,07-04-2023,1 + 1,80 m2,Bahçe Katı,25 Yaşında,Merkezi,12 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,830 TL,,,Doğalgaz,,10.900 TL,"Ufuk Sitesi (Ankara, Çankaya, Üniversiteler)",,,,
578,Ankara,Çankaya,Emek,4209-2243,08-04-2023,2 + 1,80 m2,Giriş Katı,40 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,150 TL,"Kuzey, Batı",20.000 TL,Doğalgaz,Evet,10.000 TL,,,,,
579,Ankara,Çankaya,Emek,73240-2234,11-04-2023,1 + 1,65 m2,Ara Kat,6 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,200 TL,"Kuzey, Batı",11.000 TL,Doğalgaz,Evet,11.000 TL,,,,,
580,Ankara,Etimesgut,Altay,47803-3902,11-04-2023,1 + 1,56 m2,4. Kat,25 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,300 TL,"Güney, Batı",7.000 TL,Doğalgaz,Evet,7.000 TL,,,,,
581,Ankara,Sincan,Alcı,125471-39,07-04-2023,4 + 1,160 m2,3. Kat,1 Yaşında,Kombi,8 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,"Güney, Doğu, Batı",8.000 TL,Doğalgaz,Evet,4.000 TL,,,,,
582,Ankara,Etimesgut,Devlet,14072-12633,10-04-2023,2 + 1,90 m2,21 ve üzeri,2 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,500 TL,"Güney, Doğu",25.000 TL,Doğalgaz,Evet,12.500 TL,,,,,
583,Ankara,Yenimahalle,Emniyet,21161-2556,10-04-2023,3 + 1,167 m2,14. Kat,Sıfır Bina,Merkezi (Pay Ölçer),34 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,Boş,2.040 TL,Doğu,20.000 TL,Doğalgaz,Evet,20.000 TL,,,,,
584,Ankara,Çankaya,Çiğdem,4129-1885,11-04-2023,5 + 1,400 m2,,20 Yaşında,Kombi,3 Katlı,Eşyalı Değil,4,Betonarme,,Boş,,,61.250 TL,Doğalgaz,Evet,62.500 TL,,,,,
585,Ankara,Yenimahalle,Yeşilevler,89814-4131,08-04-2023,3 + 1,150 m2,9. Kat,8 Yaşında,Merkezi,12 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,700 TL,"Güney, Doğu",13.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
586,Ankara,Çankaya,Aziziye,10601-1857,07-04-2023,4 + 1,170 m2,2. Kat,30 Yaşında,Merkezi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,1.500 TL,"Kuzey, Güney, Doğu",12.000 TL,Doğalgaz,Evet,12.000 TL,,,,,
587,Ankara,Çankaya,100. Yıl,2412-2806,06-04-2023,2 + 1,90 m2,Bahçe Katı,44 Yaşında,Kombi,2 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Batı,15.000 TL,Doğalgaz,Evet,9.000 TL,,,,,
588,Ankara,Çankaya,Balgat,6567-3053,08-04-2023,3 + 1,115 m2,Giriş Katı,40 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,150 TL,Doğu,10.000 TL,Doğalgaz,Evet,10.500 TL,,,,,
589,Ankara,Yenimahalle,Kentkoop,52847-2298,10-04-2023,3 + 1,117 m2,6. Kat,28 Yaşında,Merkezi,10 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.000 TL,"Doğu, Batı",11.500 TL,Doğalgaz,Evet,11.000 TL,,,,,
590,Ankara,Etimesgut,Devlet,88893-479,10-04-2023,1 + 1,65 m2,4. Kat,2 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,500 TL,Batı,20.000 TL,,Evet,10.000 TL,,,,,
591,Ankara,Çankaya,Gaziosmanpaşa,20419-848,10-04-2023,2 + 1,85 m2,1. Kat,55 Yaşında,Kombi,4 Katlı,Eşyalı,1,Kagir,İkinci El,Boş,150 TL,"Güney, Batı",15.000 TL,Doğalgaz,Evet,13.000 TL,,,,,
592,Ankara,Altındağ,Aydınlıkevler,123227-539,09-04-2023,3 + 1,150 m2,1. Kat,23 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,"Güney, Doğu, Batı",11.500 TL,Doğalgaz,Evet,11.500 TL,,,,,
593,Ankara,Etimesgut,Atayurt,97895-1380,09-04-2023,2 + 1,95 m2,1. Kat,10 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,300 TL,"Güney, Batı",7.000 TL,Doğalgaz,Evet,7.000 TL,,,,,
594,Ankara,Gölbaşı,Kızılcaşar,133274-96,09-04-2023,4 + 1,220 m2,Bahçe Katı,11 Yaşında,Kombi,2 Katlı,Eşyalı,1,,,Boş,,"Kuzey, Güney, Doğu, Batı",,,,35.000 TL,,Uygun değil,,,
