,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Cephe,Site İçerisinde,Kira Getirisi,Yakıt Tipi,Rent,Yetkili Ofis,Kapalı Alan M2,Açık Alan M2,Bina Sayısı,Depozito
3607,Ankara,Keçiören,Atapark,14431-10284,12-04-2023,4 + 1,175 m2,2. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Boş,Kat Mülkiyeti,,,"Güney, Doğu, Batı",,10.000 TL,Doğalgaz,2.150.000 TL,Evet,,,,
3608,Ankara,Etimesgut,İstasyon,89801-1061,11-04-2023,2 + 1,100 m2,Yüksek Giriş,5 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,50 TL,Hayır,"Güney, Doğu",,,,1.550.000 TL,,,,,
3609,Ankara,Keçiören,Sancaktepe,10345-5200,23-03-2023,3 + 1,125 m2,3. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Kuzey, Güney, Doğu, Batı",,8.000 TL,Doğalgaz,1.675.000 TL,Evet,,,,
3610,Ankara,Gölbaşı,Taşpınar,117073-208,13-04-2023,1 + 1,50 m2,Yüksek Giriş,Sıfır Bina,Yerden Isıtma,3 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,Güney,,7.500 TL,Doğalgaz,1.750.000 TL,Evet,,,,
3611,Ankara,Mamak,Fahri Korutürk,76138-1230,23-03-2023,3 + 1,120 m2,1. Kat,8 Yaşında,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,40 TL,Evet,Güney,,,Doğalgaz,1.299.000 TL,Evet,,,,
3612,Ankara,Yenimahalle,Karşıyaka,34908-1387,12-02-2023,3 + 1,165 m2,6. Kat,32 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,125 TL,Evet,"Güney, Doğu",,3.500 TL,Doğalgaz,1.499 TL,Evet,,,,
3613,Ankara,Keçiören,Osmangazi,101486-1976,08-04-2023,3 + 1,140 m2,1. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Evet,"Güney, Doğu, Batı",,6.500 TL,Doğalgaz,1.649.000 TL,Evet,,,,
3614,Ankara,Mamak,Ortaköy,70180-3855,14-04-2023,3 + 1,140 m2,1. Kat,7 Yaşında,Kombi,4 Katlı,Uygun,,1,Betonarme,İkinci El,Mülk Sahibi,,100 TL,Hayır,"Kuzey, Doğu, Batı",,5.000 TL,Doğalgaz,1.200.000 TL,Evet,,,,
3615,Ankara,Çankaya,Yukarı Bahçelievler,21161-2574,31-03-2023,3 + 1,120 m2,Ara Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,"Kuzey, Doğu",,,Doğalgaz,2.675.000 TL,Evet,,,,
3616,Ankara,Mamak,Peyami Safa,125989-2286,12-04-2023,3 + 1,125 m2,Kot 2,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,,Doğalgaz,860.000 TL,Evet,,,,
3617,Ankara,Etimesgut,Göksu,95879-405,10-03-2023,3 + 1,140 m2,12. Kat,9 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,150 TL,Hayır,"Güney, Doğu, Batı",,1.400 TL,Doğalgaz,2.950.000 TL,,,,,
3618,Ankara,Yenimahalle,Anadolu,6024-2944,22-02-2023,4 + 1,165 m2,5. Kat,5 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,150 TL,Hayır,,,3.500 TL,Doğalgaz,3.175.000 TL,Evet,,,,
3619,Ankara,Polatlı,Zafer,130657-302,29-03-2023,4 + 1,195 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,,2,,,,,,,"Kuzey, Güney, Doğu, Batı",,,,1.750.000 TL,,,,,
3620,Ankara,Çankaya,Yıldızevler,52225-7659,10-04-2023,2 + 1,75 m2,4. Kat,31 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,,Hayır,Güney,,,,1.860.000 TL,,,,,
3621,Ankara,Altındağ,Aydınlıkevler,135372-31,31-03-2023,2 + 1,110 m2,2. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,50 TL,Evet,"Güney, Doğu",,4.000 TL,Doğalgaz,1.300.000 TL,Evet,,,,
3622,Ankara,Polatlı,Zafer,129638-53,06-04-2023,3 + 1,130 m2,Ara Kat,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Mülk Sahibi,Arsa,1 TL,Evet,Kuzey,,6.500 TL,,985.000 TL,Evet,,,,
3623,Ankara,Çankaya,İlkadım,19169-11615,13-04-2023,2 + 1,120 m2,3. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,,,,Doğalgaz,2.200.000 TL,,,,,
3624,Ankara,Keçiören,Sancaktepe,2841-28459,10-04-2023,3 + 1,150 m2,3. Kat,Sıfır Bina,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Hayır,"Kuzey, Doğu",,4.000 TL,Doğalgaz,2.600.000 TL,Evet,,,,
3625,Ankara,Keçiören,Sancaktepe,123826-671,14-04-2023,3 + 1,130 m2,1. Kat,11 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,,İkinci El,Boş,Kat Mülkiyeti,,Hayır,,,,Doğalgaz,1.340.000 TL,Evet,,,,
3626,Ankara,Etimesgut,Süvari,130591-340,01-03-2023,3 + 1,200 m2,12. Kat,10 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,,300 TL,Evet,"Güney, Batı",Royal Park Evleri Sitesi,,Doğalgaz,2.700.000 TL,Evet,,,,
3627,Ankara,Çankaya,Harbiye,39746-877,06-04-2023,3 + 1,130 m2,2. Kat,29 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,1.000 TL,Hayır,Doğu,,7.000 TL,Doğalgaz,2.340.000 TL,Evet,,,,
3628,Ankara,Çankaya,Göktürk,40002-2041,29-03-2023,4 + 1,155 m2,Yüksek Giriş,14 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,,,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Kuzey, Doğu",,,Doğalgaz,1.790.000 TL,Evet,,,,
3629,Ankara,Çankaya,Huzur,121733-919,03-04-2023,2 + 1,130 m2,Giriş Katı,2 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,250 TL,Hayır,"Kuzey, Doğu",,,Doğalgaz,2.930.000 TL,Evet,,,,
3630,Ankara,Çankaya,Maltepe,7655-1450,03-04-2023,2 + 1,190 m2,3. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu",,6.000 TL,Doğalgaz,2.350.000 TL,Evet,,,,
3631,Ankara,Mamak,Mutlu,32358-5362,01-04-2023,3 + 1,135 m2,2. Kat,Sıfır Bina,Kombi,5 Katlı,Uygun,,2,,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Güney,,8.000 TL,Doğalgaz,1.950.000 TL,Evet,,,,
3632,Ankara,Altındağ,Aydınlıkevler,3620-9600,02-04-2023,3 + 1,125 m2,2. Kat,23 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,50 TL,Hayır,"Kuzey, Doğu, Batı",,4.000 TL,Doğalgaz,1.250.000 TL,Evet,,,,
3633,Ankara,Çankaya,Beytepe,2412-2810,10-04-2023,5 + 1,350 m2,Villa Katı,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,1.900 TL,Hayır,"Kuzey, Güney, Doğu",,25.000 TL,Doğalgaz,6.900.000 TL,Evet,,,,
3634,Ankara,Etimesgut,Atayurt,3044-3957,04-04-2023,3 + 1,121 m2,12. Kat,11 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kiracılı,Kat Mülkiyeti,420 TL,Hayır,Batı,,,Doğalgaz,1.350.000 TL,Evet,,,,
3635,Ankara,Keçiören,Şenlik,111549-1097,11-04-2023,3 + 1,115 m2,1. Kat,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,,Hayır,,,,Doğalgaz,2.550.000 TL,Evet,,,,
3636,Ankara,Mamak,Hüseyingazi,3101-2381,01-04-2023,2 + 1,100 m2,Kot 2,4 Yaşında,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,1,,,Boş,,,Hayır,,,,,965.000 TL,,,,,
3637,Ankara,Çankaya,Kırkkonaklar,63728-2887,11-04-2023,3 + 1,130 m2,Kot 1,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,,Hayır,,,,,2.100.000 TL,,,,,
3638,Ankara,Etimesgut,Şehit Osman Avcı,7677-4612,13-04-2023,4 + 1,165 m2,Çatı Katı,5 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,,2,,,,,,,,,,,3.500.000 TL,,,,,
3639,Ankara,Çankaya,Birlik,3535-4269,24-03-2023,4 + 1,175 m2,2. Kat,14 Yaşında,Kombi,3 Katlı,Uygun değil,,2,,,,,,,,,,,4.000.000 TL,,,,,
3640,Ankara,Keçiören,Kuşcağız,130688-74,30-03-2023,2 + 1,90 m2,Giriş Katı,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu",,4.500 TL,Doğalgaz,889.000 TL,Evet,,,,
3641,Ankara,Çankaya,Mutlukent,130178-44,20-03-2023,5 + 2,630 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,5,Betonarme,Sıfır,Boş,Arsa,1.600 TL,Hayır,"Kuzey, Güney, Doğu",,,Doğalgaz,14.800.000 TL,Evet,,,,
3642,Ankara,Çankaya,Birlik,33976-635,28-03-2023,3 + 1,115 m2,3. Kat,22 Yaşında,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Doğu,,4.000 TL,Doğalgaz,1.550.000 TL,Evet,,,,
3643,Ankara,Çankaya,Beytepe,2412-2810,10-04-2023,5 + 1,350 m2,Villa Katı,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,1.900 TL,Hayır,"Kuzey, Güney, Doğu",,25.000 TL,Doğalgaz,6.900.000 TL,Evet,,,,
3644,Ankara,Etimesgut,Atayurt,3044-3957,04-04-2023,3 + 1,121 m2,12. Kat,11 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Kiracılı,Kat Mülkiyeti,420 TL,Hayır,Batı,,,Doğalgaz,1.350.000 TL,Evet,,,,
3645,Ankara,Keçiören,Şenlik,111549-1097,11-04-2023,3 + 1,115 m2,1. Kat,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,,Hayır,,,,Doğalgaz,2.550.000 TL,Evet,,,,
3646,Ankara,Mamak,Hüseyingazi,3101-2381,01-04-2023,2 + 1,100 m2,Kot 2,4 Yaşında,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,1,,,Boş,,,Hayır,,,,,965.000 TL,,,,,
3647,Ankara,Çankaya,Kırkkonaklar,63728-2887,11-04-2023,3 + 1,130 m2,Kot 1,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,,Hayır,,,,,2.100.000 TL,,,,,
3648,Ankara,Etimesgut,Şehit Osman Avcı,7677-4612,13-04-2023,4 + 1,165 m2,Çatı Katı,5 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,,2,,,,,,,,,,,3.500.000 TL,,,,,
3649,Ankara,Çankaya,Birlik,3535-4269,24-03-2023,4 + 1,175 m2,2. Kat,14 Yaşında,Kombi,3 Katlı,Uygun değil,,2,,,,,,,,,,,4.000.000 TL,,,,,
3650,Ankara,Keçiören,Kuşcağız,130688-74,30-03-2023,2 + 1,90 m2,Giriş Katı,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu",,4.500 TL,Doğalgaz,889.000 TL,Evet,,,,
3651,Ankara,Çankaya,Mutlukent,130178-44,20-03-2023,5 + 2,630 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,5,Betonarme,Sıfır,Boş,Arsa,1.600 TL,Hayır,"Kuzey, Güney, Doğu",,,Doğalgaz,14.800.000 TL,Evet,,,,
3652,Ankara,Çankaya,Birlik,33976-635,28-03-2023,3 + 1,115 m2,3. Kat,22 Yaşında,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Doğu,,4.000 TL,Doğalgaz,1.550.000 TL,Evet,,,,
3653,Ankara,Yenimahalle,Kuzey Yıldızı,65959-683,18-01-2023,5 + 1,340 m2,,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Doğu, Batı",,7.000 TL,Doğalgaz,3.200.000 TL,Evet,,,,
3654,Ankara,Gölbaşı,Karşıyaka,28250-2276,06-02-2023,8 + 4,1.400 m2,,6 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,6,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Evet,"Kuzey, Güney, Doğu, Batı",,,Doğalgaz,20.000.000 TL,Evet,,,,
3655,Ankara,Keçiören,Kuşcağız,111476-1336,09-04-2023,3 + 1,110 m2,Giriş Katı,15 Yaşında,Kombi,4 Katlı,Uygun,,1,,,,Kat Mülkiyeti,,Hayır,,,,,975.000 TL,,,,,
3656,Ankara,Mamak,Şirintepe,110339-1047,06-04-2023,3 + 1,105 m2,Kot 1,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,20 TL,Evet,"Güney, Batı",,6.000 TL,Doğalgaz,779.000 TL,,,,,
3657,Ankara,Keçiören,19 Mayıs,35785-2296,02-04-2023,3 + 1,125 m2,1. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,50 TL,Hayır,Güney,,5.500 TL,Doğalgaz,1.425.000 TL,,,,,
3658,Ankara,Çankaya,Bademlidere,43014-2734,18-03-2023,4 + 1,200 m2,Ara Kat,1 Yaşında,Merkezi (Pay Ölçer),27 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,"Güney, Batı",Vadi Ankara Sitesi,,,5.500.000 TL,Evet,,,,
3659,Ankara,Gölbaşı,İncek,88053-4988,10-04-2023,2 + 1,90 m2,En Üst Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,1 TL,,"Güney, Batı",,10.000 TL,Doğalgaz,2.650.000 TL,Evet,,,,
3660,Ankara,Altındağ,Aydınlıkevler,0-40461209,23-03-2023,3 + 1,131 m2,1. Kat,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Güney,,,Doğalgaz,3.000.000 TL,,,,,
3661,Ankara,Pursaklar,Tevfik İleri,135489-26,16-03-2023,4 + 1,170 m2,En Üst Kat,20 Yaşında,Kombi,3 Katlı,Bilinmiyor,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Evet,,,,Doğalgaz,1.100.000 TL,Evet,,,,
3662,Ankara,Çankaya,Çamlıtepe,0-40321223,19-02-2023,3 + 1,110 m2,3. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Güney,,,Doğalgaz,1.650.000 TL,,,,,
3663,Ankara,Mamak,Durali Alıç,0-40191404,25-01-2023,3 + 1,140 m2,1. Kat,4 Yaşında,Kombi,15 Katlı,Bilinmiyor,Eşyalı Değil,2,,,Mülk Sahibi,Kat İrtifakı,100 TL,Hayır,,,,,1.500.000 TL,,,,,
3664,Ankara,Etimesgut,İstasyon,0-40178909,23-01-2023,3 + 1,125 m2,Ara Kat,11 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,50 TL,Hayır,"Kuzey, Güney, Batı",,,Doğalgaz,1.475.000 TL,,,,,
3665,Ankara,Mamak,Mehtap,0-40135921,14-01-2023,3 + 1,130 m2,2. Kat,12 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,50 TL,Hayır,"Güney, Batı",,2.500 TL,Doğalgaz,1.950.000 TL,,,,,
3666,Ankara,Keçiören,Esertepe,0-40020580,23-03-2023,3 + 1,120 m2,2. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,Kuzey,,7.000 TL,Doğalgaz,1.750.000 TL,,,,,
3667,Ankara,Çankaya,Aşıkpaşa,0-39369690,21-03-2023,3 + 1,145 m2,1. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,30 TL,Evet,,,6.000 TL,Doğalgaz,2.450.000 TL,,,,,
3668,Ankara,Mamak,Şahintepe,113702-177,07-04-2023,3 + 1,135 m2,2. Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,150 TL,Hayır,"Kuzey, Güney",,1.750 TL,Doğalgaz,1.520.000 TL,Evet,,,,
3669,Ankara,Çankaya,Bayraktar,134185-13,23-03-2023,2 + 1,101 m2,Ara Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,Güney,,5.000 TL,Doğalgaz,1.600.000 TL,Evet,,,,
3670,Ankara,Keçiören,Pınarbaşı,84577-3,12-03-2023,3 + 1,135 m2,2. Kat,29 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Güney,,6.000 TL,Doğalgaz,1.395.000 TL,Evet,,,,
3671,Ankara,Altındağ,Doğantepe,136521-2,13-03-2023,3 + 1,145 m2,1. Kat,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,100 TL,Hayır,Güney,,5.000 TL,Doğalgaz,1.330.000 TL,Evet,,,,
3672,Ankara,Kahramankazan,Kanuni Sultan Süleyman,131470-144,03-03-2023,3 + 1,120 m2,2. Kat,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,,,,Doğalgaz,850.000 TL,Evet,,,,
3673,Ankara,Çankaya,Kavaklıdere,126793-30,30-03-2023,2 + 1,85 m2,1. Kat,35 Yaşında,Kat Kaloriferi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,60 TL,Hayır,Batı,,8.000 TL,Doğalgaz,2.130.000 TL,Evet,,,,
3674,Ankara,Mamak,Türközü,119289-122,24-02-2023,3 + 1,135 m2,Kot 1,6 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,,,Mülk Sahibi,Kat Mülkiyeti,,,"Güney, Doğu, Batı",,4.000 TL,Doğalgaz,1.400.000 TL,Evet,,,,
3675,Ankara,Sincan,Alcı,82917-10320,22-03-2023,3 + 1,155 m2,5. Kat,Sıfır Bina,Kombi,11 Katlı,Uygun değil,,2,,,Boş,,,Hayır,"Kuzey, Güney, Doğu, Batı",,,,1.300.000 TL,,,,,
3676,Ankara,Gölbaşı,Şafak,25010-12,24-03-2023,3 + 1,120 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,"Kuzey, Güney, Doğu, Batı",,,Doğalgaz,2.250.000 TL,Evet,,,,
3677,Ankara,Mamak,Akşemsettin,135384-56,06-04-2023,7 + 2,275 m2,15. Kat,Sıfır Bina,Kombi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,"Güney, Doğu, Batı",….,25.000 TL,Doğalgaz,5.250.000 TL,Evet,,,,
3678,Ankara,Çankaya,Cevizlidere,0-17977608,11-04-2023,3 + 1,105 m2,Giriş Katı,19 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,70 TL,Hayır,"Güney, Doğu",,5.000 TL,Doğalgaz,1.850.000 TL,,,,,
3679,Ankara,Güdül,Çağa,25137-980,21-03-2023,13 + 1,3.000 m2,Bahçe Katı,5 Yaşında,Soba,1 Katlı,Uygun,,20,,,,,,,,,,,2.400.000 TL,Evet,,,,
3680,Ankara,Etimesgut,Bağlıca,2626-10505,01-04-2023,4 + 1,185 m2,6. Kat,Sıfır Bina,Merkezi,11 Katlı,Uygun,,2,,Sıfır,Boş,,,,Doğu,,12.000 TL,,4.750.000 TL,,,,,
3681,Ankara,Çankaya,Yukarı Bahçelievler,79773-740,19-01-2023,3 + 1,100 m2,Ara Kat,45 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Çelik,İkinci El,Mülk Sahibi,,100 TL,Hayır,"Güney, Batı",,7.500 TL,Doğalgaz,3.100.000 TL,Evet,,,,
3682,Ankara,Mamak,Abidinpaşa,123019-1481,01-04-2023,2 + 1,80 m2,Giriş Katı,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,50 TL,Hayır,Doğu,,5.000 TL,Doğalgaz,849.000 TL,Evet,,,,
3683,Ankara,Mamak,Durali Alıç,128501-683,25-03-2023,3 + 1,140 m2,Yüksek Giriş,4 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,150 TL,,"Doğu, Batı",,7.000 TL,Doğalgaz,1.489.000 TL,,,,,
3684,Ankara,Yenimahalle,Gazi,16512-2325,13-04-2023,2 + 1,100 m2,Giriş Katı,25 Yaşında,Kombi,4 Katlı,Uygun,,1,,,,,,,,,,,1.550.000 TL,,,,,
3685,Ankara,Çankaya,Yukarı Bahçelievler,15515-476,17-02-2023,3 + 1,120 m2,Yüksek Giriş,45 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,80 TL,Hayır,"Kuzey, Güney, Doğu",,10.000 TL,Doğalgaz,2.500.000 TL,Evet,,,,
3686,Ankara,Polatlı,Şentepe,65106-1073,10-04-2023,3 + 1,155 m2,3. Kat,6 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,1 TL,Hayır,"Kuzey, Batı",,5.000 TL,Doğalgaz,1.900.000 TL,Evet,,,,
3687,Ankara,Çankaya,Bayraktar,16349-1146,23-01-2023,2 + 1,120 m2,Kot 2,30 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,120 TL,Hayır,,,7.500 TL,Doğalgaz,2.180.000 TL,Evet,,,,
3688,Ankara,Etimesgut,Elvan,121018-297,22-03-2023,2 + 1,90 m2,Bahçe Katı,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,,Evet,"Güney, Batı",,,,830.000 TL,,,,,
3689,Ankara,Gölbaşı,Kızılcaşar,90329-203,25-03-2023,6 + 1,330 m2,,11 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,,,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Kuzey, Güney, Doğu",,,,16.500.000 TL,,,,,
3690,Ankara,Ayaş,Hacımemi,48228-1992,20-03-2023,5 + 0,600 m2,Bahçe Katı,Sıfır Bina,Isıtma Yok,2 Katlı,Uygun değil,,3,,,,,,Hayır,"Güney, Batı",,,,17.000.000 TL,,,,,
3691,Ankara,Sincan,Menderes,66658-1289,11-03-2023,3 + 1,150 m2,11. Kat,Sıfır Bina,Kombi,13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,550 TL,Evet,"Güney, Doğu, Batı",,10.000 TL,Doğalgaz,2.128.000 TL,Evet,,,,
3692,Ankara,Polatlı,Şehitlik,119286-917,28-03-2023,5 + 1,200 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,,"Güney, Doğu",,3.000 TL,Doğalgaz,1.600.000 TL,Evet,,,,
3693,Ankara,Çankaya,Aşıkpaşa,15143-347,22-01-2023,3 + 1,150 m2,1. Kat,20 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Kiracılı,Kat İrtifakı,100 TL,Hayır,Güney,,,Doğalgaz,1.990.000 TL,Evet,,,,
