,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Cephe,Site İçerisinde,Kira Getirisi,Yakıt Tipi,Rent,Yetkili Ofis,Kapalı Alan M2,Açık Alan M2,Bina Sayısı,Depozito
0,Ankara,Keçiören,Karşıyaka,0-40200221,08-02-2023,3 + 1,137 m2,7. Kat,3 Yaşında,Kombi,13 Katlı,Bilinmiyor,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Arsa,300 TL,Hayır,"Güney, Doğu, Batı",Bahar Sitesi,3.000 TL,Doğalgaz,1.075.000 TL,,,,,
1,Ankara,Yenimahalle,Özevler,0-40197894,26-01-2023,3 + 1,155 m2,4. Kat,12 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,400 TL,Hayır,"Güney, Doğu",Kaldera 1 Evleri,5.000 TL,Doğalgaz,3.250.000 TL,,,,,
2,Ankara,Çankaya,Kültür,0-40197843,18-02-2023,3 + 1,120 m2,2. Kat,30 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Güney,,9.000 TL,Doğalgaz,2.250.000 TL,,,,,
3,Ankara,Yenimahalle,Yakacık,0-40195702,25-01-2023,3 + 1,147 m2,Ara Kat,7 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu, Batı",,5.000 TL,Doğalgaz,2.000.000 TL,,,,,
4,Ankara,Yenimahalle,Pamuklar,0-40194885,25-01-2023,3 + 1,155 m2,3. Kat,9 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Bilinmiyor,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,500 TL,Hayır,Güney,Evet (Site Adı Belirtilmemiş),7.000 TL,Doğalgaz,3.100.000 TL,,,,,
5,Ankara,Yenimahalle,Tepealtı,0-40194024,25-01-2023,3 + 1,132 m2,3. Kat,23 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Evet,Batı,,7.000 TL,Doğalgaz,2.500.000 TL,,,,,
6,Ankara,Çankaya,Birlik,0-40194936,25-01-2023,3 + 1,155 m2,En Üst Kat,16 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Kiracılı,,100 TL,Evet,"Kuzey, Batı",,,Doğalgaz,4.150.000 TL,,,,,
7,Ankara,Keçiören,Ayvalı,0-40197024,01-04-2023,3 + 1,120 m2,4. Kat,24 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Kuzey, Doğu",,6.500 TL,Doğalgaz,2.000.000 TL,,,,,
8,Ankara,Etimesgut,Tunahan,0-40197384,27-01-2023,3 + 1,110 m2,4. Kat,21 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,Güney,"Soyak Blokları (Ankara, Etimesgut, Tunahan)",5.000 TL,Doğalgaz,2.100.000 TL,,,,,
9,Ankara,Keçiören,Ayvalı,0-40186128,10-04-2023,3 + 1,130 m2,Ara Kat,15 Yaşında,Kombi,5 Katlı,Bilinmiyor,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Güney, Doğu, Batı",,7.000 TL,Doğalgaz,2.260.000 TL,,,,,
10,Ankara,Keçiören,Adnan Menderes,0-40185183,24-01-2023,3 + 1,130 m2,Ara Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,60 TL,Hayır,,,4.000 TL,Doğalgaz,2.075.000 TL,,,,,
11,Ankara,Çankaya,Naci Çakır,0-40176747,10-04-2023,5 + 1,202 m2,En Üst Kat,23 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,1.700 TL,Hayır,"Kuzey, Batı","Mimar Sinan Sitesi (Ankara, Çankaya, Naci Çakır)",15.000 TL,Doğalgaz,4.300.000 TL,,,,,
12,Ankara,Çankaya,Barbaros,10975-1345,14-04-2023,3 + 1,130 m2,3. Kat,45 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,365 TL,Hayır,"Kuzey, Doğu, Batı",,9.000 TL,Doğalgaz,3.250.000 TL,Evet,,,,
13,Ankara,Sincan,Mareşal Çakmak,0-40167772,19-02-2023,5 + 1,200 m2,Çatı Katı,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,Güney,,5.000 TL,Doğalgaz,2.000.000 TL,,,,,
14,Ankara,Etimesgut,Bağlıca,0-40167645,20-01-2023,4 + 1,190 m2,7. Kat,7 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,500 TL,Evet,Güney,Bahçem Evleri Sitesi 2,10.000 TL,Doğalgaz,4.449.000 TL,,,,,
15,Ankara,Çankaya,Ayrancı,0-40163947,17-02-2023,3 + 1,105 m2,Teras Katı,25 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,1.100 TL,Hayır,Doğu,,7.000 TL,Doğalgaz,3.100.000 TL,,,,,
16,Ankara,Yenimahalle,Kuzey Yıldızı,0-40158174,16-03-2023,5 + 1,320 m2,,3 Yaşında,Kombi,4 Katlı,Uygun,,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,200 TL,,,Evet (Site Adı Belirtilmemiş),,Doğalgaz,6.350.000 TL,,,,,
17,Ankara,Etimesgut,Atayurt,0-40157119,06-04-2023,4 + 1,195 m2,8. Kat,10 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Bilinmiyor,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,400 TL,Hayır,"Kuzey, Batı","TOKİ Yapracık Konutları (Ankara, Etimesgut, Atayurt)",10.000 TL,Doğalgaz,2.650.000 TL,,,,,
18,Ankara,Çankaya,Balgat,0-40152035,18-01-2023,3 + 1,120 m2,En Üst Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Mülk Sahibi,,,Evet,"Kuzey, Doğu",,10.000 TL,Doğalgaz,2.222.000 TL,,,,,
19,Ankara,Çubuk,Cumhuriyet,131082-27,23-02-2023,2 + 1,110 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,"Kuzey, Batı",,,Doğalgaz,620.000 TL,Evet,,,,
20,Ankara,Mamak,Şahintepe,0-40144421,05-04-2023,3 + 1,135 m2,Yüksek Giriş,10 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,30 TL,Hayır,"Güney, Batı",,5.500 TL,Doğalgaz,1.200.000 TL,,,,,
21,Ankara,Keçiören,Aşağı Eğlence,0-40141569,04-04-2023,4 + 1,160 m2,Giriş Katı,25 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Batı,,,Doğalgaz,2.650.000 TL,,,,,
22,Ankara,Çankaya,Güvenevler,0-40140869,27-03-2023,3 + 1,130 m2,4. Kat,45 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Evet,"Kuzey, Güney",,15.000 TL,Doğalgaz,3.650.000 TL,,,,,
23,Ankara,Yenimahalle,25 Mart,0-40139700,17-02-2023,2 + 1,85 m2,Giriş Katı,25 Yaşında,Kat Kaloriferi,5 Katlı,Uygun,Eşyalı Değil,1,Yığma,İkinci El,Kiracılı,Kat Mülkiyeti,20 TL,Evet,Güney,"SSK Blokları (Ankara, Yenimahalle, 25 Mart)",4.000 TL,Doğalgaz,1.650 TL,,,,,
24,Ankara,Keçiören,Kafkas,0-40139613,25-03-2023,3 + 1,140 m2,Yüksek Giriş,10 Yaşında,Kombi,4 Katlı,Bilinmiyor,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,60 TL,Hayır,"Kuzey, Güney, Doğu",,,Doğalgaz,1.100.000 TL,,,,,
25,Ankara,Çankaya,Çankaya,0-40139013,15-03-2023,3 + 1,125 m2,Yüksek Giriş,38 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,,"Kuzey, Güney, Doğu",,,Doğalgaz,2.950.000 TL,,,,,
26,Ankara,Çankaya,Öveçler,0-40132957,22-02-2023,6 + 1,300 m2,4. Kat,17 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,500 TL,Evet,"Kuzey, Güney, Batı",,15.000 TL,Doğalgaz,4.100.000 TL,,,,,
27,Ankara,Pursaklar,Saray Cumhuriyet,130210-161,22-02-2023,5 + 2,400 m2,Bahçe Katı,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,,,Mülk Sahibi,Kat Mülkiyeti,,Evet,"Kuzey, Güney, Doğu, Batı",,,,4.100.000 TL,,,,,
28,Ankara,Mamak,Mutlu,0-40125203,16-03-2023,3 + 1,140 m2,1. Kat,9 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,50 TL,Hayır,Doğu,,5.000 TL,Doğalgaz,1.460.000 TL,,,,,
29,Ankara,Mamak,Kutlu,0-40120567,04-03-2023,3 + 1,100 m2,Kot 1,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Evet,,,5.000 TL,Doğalgaz,880.000 TL,,,,,
30,Ankara,Sincan,İstasyon,0-40117714,08-03-2023,3 + 1,120 m2,1. Kat,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Evet,"Kuzey, Batı",,5.000 TL,Doğalgaz,1.290.000 TL,,,,,
31,Ankara,Yenimahalle,Demetevler,0-40117447,22-03-2023,3 + 1,135 m2,2. Kat,30 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,50 TL,Hayır,Güney,demsa sitesi d blok,4.000 TL,Doğalgaz,1.250.000 TL,,,,,
32,Ankara,Yenimahalle,Pamuklar,0-40115770,06-02-2023,2 + 1,100 m2,Ara Kat,10 Yaşında,Merkezi,14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,495 TL,Hayır,"Güney, Batı","Pamuklar Manzara Evleri (Ankara, Yenimahalle, Pamuklar)",,Doğalgaz,1.925.000 TL,,,,,
33,Ankara,Etimesgut,Tunahan,0-40116085,14-03-2023,3 + 1,130 m2,5. Kat,15 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,600 TL,Hayır,,Tunahan Sitesi,8.000 TL,Doğalgaz,3.000.000 TL,,,,,
34,Ankara,Yenimahalle,Çiğdemtepe,0-40110752,15-03-2023,3 + 1,145 m2,3. Kat,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,30 TL,Evet,"Kuzey, Güney, Doğu, Batı",,5.000 TL,Doğalgaz,2.150.000 TL,,,,,
35,Ankara,Sincan,Pınarbaşı,0-40099583,26-03-2023,5 + 1,185 m2,En Üst Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Evet,"Güney, Batı",,,Doğalgaz,1.500.000 TL,,,,,
36,Ankara,Çankaya,Kavaklıdere,0-40098728,16-02-2023,3 + 1,140 m2,4. Kat,39 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Kuzey, Güney, Doğu",,8.000 TL,Doğalgaz,2.380.000 TL,,,,,
37,Ankara,Mamak,Lalahan,0-40097086,01-04-2023,3 + 1,140 m2,5. Kat,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat İrtifakı,20 TL,Evet,"Güney, Doğu",Görmezler Konut Sitesi,3.000 TL,Doğalgaz,975.000 TL,,,,,
38,Ankara,Etimesgut,Devlet,0-40093653,23-01-2023,3 + 1,120 m2,7. Kat,1 Yaşında,Merkezi (Pay Ölçer),25 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,900 TL,Evet,Kuzey,Referans Ankara,10.000 TL,Doğalgaz,3.500.000 TL,,,,,
39,Ankara,Keçiören,Yükseltepe,0-40090767,07-02-2023,3 + 1,150 m2,1. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Evet,"Güney, Doğu, Batı",,5.000 TL,Doğalgaz,1.750.000 TL,,,,,
40,Ankara,Yenimahalle,Yunus Emre,0-40084436,24-01-2023,3 + 1,125 m2,1. Kat,17 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,30 TL,Evet,"Güney, Batı",,5.000 TL,Doğalgaz,1.950.000 TL,,,,,
41,Ankara,Yenimahalle,Ata,0-40084779,18-03-2023,4 + 1,180 m2,Ara Kat,5 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Mülk Sahibi,Kat Mülkiyeti,400 TL,Hayır,Güney,Siyah Beyaz Evleri,6.500 TL,Doğalgaz,2.950.000 TL,,,,,
42,Ankara,Çankaya,Aziziye,0-40083489,02-03-2023,3 + 1,125 m2,Ara Kat,30 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı,1,Kagir,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Batı",,15.000 TL,Doğalgaz,5.500.000 TL,,,,,
43,Ankara,Altındağ,Güneşevler,0-40084643,09-04-2023,3 + 1,135 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,Güney,,4.000 TL,Doğalgaz,1.700.000 TL,,,,,
44,Ankara,Çankaya,Yıldızevler,0-40084248,02-04-2023,3 + 1,200 m2,Ara Kat,20 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat İrtifakı,900 TL,Evet,Güney,Alkazar Evleri,,Doğalgaz,5.200.000 TL,,,,,
45,Ankara,Çankaya,Anıttepe,36118-15438,14-03-2023,3 + 1,130 m2,1. Kat,31 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,,,2.475.000 TL,,,,,
46,Ankara,Etimesgut,Bağlıca,0-40065650,28-02-2023,4 + 1,190 m2,5. Kat,4 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,3,,İkinci El,Mülk Sahibi,Kat Mülkiyeti,650 TL,,"Doğu, Batı",Koru Konsept,,,4.750.000 TL,,,,,
47,Ankara,Keçiören,Şefkat,0-40060097,28-01-2023,4 + 1,220 m2,4. Kat,14 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,250 TL,Hayır,Batı,,10.000 TL,Doğalgaz,5.750.000 TL,,,,,
48,Ankara,Etimesgut,Ahi Mesut,0-40058812,08-04-2023,3 + 1,127 m2,Ara Kat,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Boş,Kat Mülkiyeti,,Evet,"Kuzey, Güney, Doğu",,6.000 TL,Doğalgaz,1.747.750 TL,,,,,
49,Ankara,Mamak,Ege,0-40054673,26-02-2023,3 + 1,140 m2,2. Kat,7 Yaşında,Kombi,9 Katlı,Bilinmiyor,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,100 TL,Evet,"Güney, Doğu, Batı",Evet (Site Adı Belirtilmemiş),7.000 TL,Doğalgaz,3.199.000 TL,,,,,
50,Ankara,Çankaya,Balgat,0-40051004,12-04-2023,3 + 1,100 m2,1. Kat,28 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,Güney,,8.000 TL,Doğalgaz,2.750.000 TL,,,,,
51,Ankara,Gölbaşı,Bahçelievler,0-40049495,04-04-2023,2 + 1,100 m2,,6 Yaşında,Soba,1 Katlı,Uygun değil,Eşyalı,1,,İkinci El,Mülk Sahibi,,,Evet,Güney,,,Kömür-Odun,6.500.000 TL,,,,,
52,Ankara,Çankaya,Alacaatlı,0-40048722,07-04-2023,2 + 1,81 m2,11. Kat,2 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Çelik,Sıfır,Mülk Sahibi,Kat Mülkiyeti,450 TL,Evet,"Güney, Batı",Relax Yaşamkent,14.000 TL,Doğalgaz,3.120.000 TL,,,,,
53,Ankara,Kalecik,Halitcevriaslangil,0-40046528,17-03-2023,2 + 1,114 m2,6. Kat,1 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Boş,Kat Mülkiyeti,,Hayır,Güney,Evet (Site Adı Belirtilmemiş),2.500 TL,Doğalgaz,1.475.000 TL,,,,,
54,Ankara,Keçiören,Karakaya,0-40046988,23-02-2023,3 + 1,150 m2,4. Kat,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,"Güney, Batı",,5.000 TL,Doğalgaz,1.550.000 TL,,,,,
55,Ankara,Mamak,Kutlu,0-40037049,25-01-2023,5 + 1,250 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,20 TL,Hayır,"Kuzey, Güney, Batı",,,Doğalgaz,1.300.000 TL,,,,,
56,Ankara,Yenimahalle,Kentkoop,0-40029010,10-04-2023,3 + 1,150 m2,7. Kat,20 Yaşında,Kombi,7 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,200 TL,Hayır,"Kuzey, Doğu, Batı",EMEKDAYANIŞMA SİTESİ,6.500 TL,Doğalgaz,2.845.000 TL,,,,,
57,Ankara,Yenimahalle,Yukarı Yahyalar,0-40022668,16-03-2023,3 + 1,160 m2,4. Kat,6 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat İrtifakı,,Hayır,"Kuzey, Doğu",,5.000 TL,Doğalgaz,1.925.000 TL,,,,,
58,Ankara,Etimesgut,Yavuz Selim,0-40020700,09-03-2023,6 + 2,290 m2,,22 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,,Boş,Kat Mülkiyeti,,Hayır,"Kuzey, Güney, Doğu, Batı",Karköy Villaları,11.000 TL,Doğalgaz,5.200.000 TL,,,,,
59,Ankara,Etimesgut,Bağlıca,0-40008544,12-04-2023,4 + 1,200 m2,1. Kat,7 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Mülk Sahibi,Kat Mülkiyeti,500 TL,Hayır,Güney,BAĞYAKA,15.000 TL,Doğalgaz,3.700.000 TL,,,,,
60,Ankara,Mamak,Peyami Safa,0-40005052,02-04-2023,3 + 1,140 m2,3. Kat,14 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,Kat Mülkiyeti,50 TL,Hayır,"Kuzey, Batı",,6.000 TL,Doğalgaz,1.900.000 TL,,,,,
61,Ankara,Altındağ,Aydınlıkevler,0-40001027,26-02-2023,3 + 1,167 m2,En Üst Kat,28 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,600 TL,Evet,Doğu,,3.000 TL,Doğalgaz,2.250.000 TL,,,,,
62,Ankara,Yenimahalle,Ata,121376-334,08-03-2023,4 + 1,145 m2,3. Kat,16 Yaşında,Kombi,11 Katlı,Uygun değil,Eşyalı Değil,2,,,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Kuzey, Batı",,,,2.000.000 TL,,,,,
63,Ankara,Keçiören,Pınarbaşı,0-39994616,22-03-2023,4 + 1,130 m2,En Üst Kat,28 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,,,4.500 TL,Doğalgaz,1.275.000 TL,,,,,
64,Ankara,Polatlı,Zafer,0-39992661,11-03-2023,3 + 1,118 m2,Bahçe Katı,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Kuzey, Doğu, Batı",,,Doğalgaz,665.000 TL,,,,,
65,Ankara,Etimesgut,Turkuaz,0-39990527,21-01-2023,2 + 1,145 m2,1. Kat,1 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Mülk Sahibi,Kat İrtifakı,300 TL,Hayır,"Kuzey, Güney, Doğu, Batı",Golfkent Sitesi,4.500 TL,Doğalgaz,1.750.000 TL,,,,,
66,Ankara,Mamak,Abidinpaşa,0-39983374,16-02-2023,2 + 1,85 m2,Yüksek Giriş,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,50 TL,Hayır,Güney,,2.500 TL,Doğalgaz,810.000 TL,,,,,
67,Ankara,Ayaş,Gökler,0-39980654,03-04-2023,2 + 1,64 m2,,Sıfır Bina,Soba,1 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Evet,,Evet (Site Adı Belirtilmemiş),,Kömür-Odun,910.000 TL,,,,,
68,Ankara,Gölbaşı,Seğmenler,0-39956822,25-01-2023,3 + 1,220 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,100 TL,Evet,"Güney, Doğu",,,Doğalgaz,2.875.000 TL,,,,,
69,Ankara,Çankaya,Naci Çakır,0-39934836,05-03-2023,3 + 1,130 m2,2. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,"Kuzey, Güney, Batı",,7.500 TL,Doğalgaz,2.275.000 TL,,,,,
70,Ankara,Sincan,Türkobası,0-39939012,30-01-2023,2 + 1,115 m2,,4 Yaşında,Isıtma Yok,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,"Kuzey, Güney, Doğu, Batı",,,,1.250.000 TL,,,,,
71,Ankara,Etimesgut,Devlet,0-39921384,26-03-2023,3 + 1,130 m2,5. Kat,19 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kiracılı,Kat Mülkiyeti,200 TL,Hayır,"Güney, Doğu, Batı",Arslanlar Sitesi,5.000 TL,Doğalgaz,1.800.000 TL,,,,,
72,Ankara,Mamak,Akşemsettin,0-39920986,03-03-2023,2 + 1,115 m2,Giriş Katı,7 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,50 TL,Evet,Güney,,3.000 TL,Doğalgaz,960.000 TL,,,,,
73,Ankara,Altındağ,Gültepe,0-39920205,01-04-2023,3 + 1,121 m2,6. Kat,15 Yaşında,Kombi,13 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,300 TL,Hayır,"Güney, Batı","Mevlana Sitesi (Ankara, Altındağ, Gültepe)",7.000 TL,Doğalgaz,2.080.000 TL,,,,,
74,Ankara,Sincan,29 Ekim,0-39916182,06-04-2023,3 + 1,124 m2,6. Kat,13 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,200 TL,Hayır,Güney,İlksan Toki konutları,3.500 TL,Doğalgaz,1.349.000 TL,,,,,
75,Ankara,Çankaya,Harbiye,0-39912647,05-04-2023,3 + 1,150 m2,1. Kat,40 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,1.100 TL,Hayır,"Güney, Doğu, Batı",,13.000 TL,Doğalgaz,3.650.000 TL,,,,,
76,Ankara,Mamak,Zirvekent,0-39910930,14-03-2023,2 + 1,70 m2,2. Kat,10 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,180 TL,Hayır,"Güney, Batı",,3.000 TL,Doğalgaz,720.000 TL,,,,,
77,Ankara,Çankaya,Kocatepe,0-39907365,31-03-2023,4 + 1,180 m2,8. Kat,30 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,300 TL,Evet,Güney,,8.000 TL,Doğalgaz,2.650.000 TL,,,,,
78,Ankara,Sincan,Akşemsettin,0-39901106,05-04-2023,3 + 1,125 m2,1. Kat,23 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Evet,"Kuzey, Doğu",,,Doğalgaz,1.100.000 TL,,,,,
79,Ankara,Çankaya,Emek,0-39895845,18-02-2023,3 + 1,110 m2,1. Kat,25 Yaşında,Kombi,12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,300 TL,Hayır,"Doğu, Batı",Evet (Site Adı Belirtilmemiş),10.000 TL,Doğalgaz,3.500.000 TL,,,,,
80,Ankara,Mamak,Şahap Gürler,0-39889824,03-04-2023,4 + 2,260 m2,En Üst Kat,7 Yaşında,Kombi,7 Katlı,Bilinmiyor,Eşyalı Değil,2,,,Mülk Sahibi,Kat Mülkiyeti,50 TL,Hayır,,,,,1.275.000 TL,,,,,
