,City,District,Neighborhood,İlan no,Son Güncelleme Tarihi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Takas,Cephe,Kira Getirisi,Yakıt Tipi,Yetkili Ofis,Rent,Aidat,Site İçerisinde,Depozito
3884,Ankara,Çankaya,Birlik,13344-1171,04-04-2023,3 + 1,137 m2,2. Kat,23 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Batı",7.000 TL,Doğalgaz,Evet,2.100.000 TL,150 TL,,
3885,Ankara,Çankaya,Kocatepe,6453-2657,16-03-2023,3 + 1,135 m2,6. Kat,40 Yaşında,Merkezi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",6.000 TL,Doğalgaz,Evet,2.000.000 TL,1.100 TL,,
3886,Ankara,Çankaya,Şehit Cengiz Karaca,5422-3060,01-04-2023,3 + 1,135 m2,1. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,Hayır,"Güney, Batı",12.000 TL,Doğalgaz,,2.500.000 TL,100 TL,,
3887,Ankara,Sincan,İstasyon,123775-408,10-04-2023,3 + 1,125 m2,2. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Kuzey, Doğu",7.000 TL,Doğalgaz,Evet,1.369.000 TL,,,
3888,Ankara,Keçiören,Çiçekli,95656-1242,18-03-2023,3 + 1,110 m2,Giriş Katı,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Hayır,"Kuzey, Doğu, Batı",4.500 TL,Doğalgaz,Evet,990.000 TL,80 TL,,
3889,Ankara,Mamak,Aşık Veysel,112265-1488,04-04-2023,4 + 1,260 m2,3. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",8.000 TL,Doğalgaz,Evet,1.350.000 TL,50 TL,,
3890,Ankara,Keçiören,Esertepe,115614-1475,07-04-2023,3 + 1,135 m2,1. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu",4.500 TL,Doğalgaz,Evet,1.399.000 TL,50 TL,,
3891,Ankara,Pursaklar,Mimar Sinan,73018-4787,12-04-2023,4 + 1,180 m2,2. Kat,4 Yaşında,Merkezi (Pay Ölçer),8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,,,Doğalgaz,Evet,2.750.000 TL,,,
3892,Ankara,Pursaklar,Fatih,5430-1574,11-04-2023,3 + 1,125 m2,3. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,,,,Evet,1.400.000 TL,,,
3893,Ankara,Çankaya,Harbiye,22114-2416,13-04-2023,3 + 1,130 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",8.000 TL,Doğalgaz,Evet,1.850.000 TL,50 TL,,
3894,Ankara,Çankaya,Öveçler,36851-23369,11-04-2023,3 + 1,150 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",15.000 TL,Doğalgaz,Evet,3.750.000 TL,200 TL,,
3895,Ankara,Pursaklar,Saray Fatih,1350-5831,10-04-2023,3 + 1,150 m2,4. Kat,7 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,1.880.000 TL,,,
3896,Ankara,Sincan,Plevne,69365-3875,12-04-2023,3 + 1,140 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,,Betonarme,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",7.000 TL,Doğalgaz,,2.250.000 TL,50 TL,,
3897,Ankara,Etimesgut,İstasyon,37640-8666,13-04-2023,4 + 1,185 m2,1. Kat,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Batı",,Doğalgaz,Evet,3.549.000 TL,,,
3898,Ankara,Keçiören,Etlik,31522-13753,07-04-2023,3 + 1,145 m2,3. Kat,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu",10.000 TL,Doğalgaz,Evet,2.390.000 TL,50 TL,,
3899,Ankara,Keçiören,Ovacık,4901-4379,07-04-2023,4 + 1,270 m2,9. Kat,4 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu, Batı",10.000 TL,Doğalgaz,Evet,4.100.000 TL,500 TL,,
3900,Ankara,Çankaya,Naci Çakır,1181-13655,13-04-2023,3 + 1,150 m2,9. Kat,23 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,Doğu,,Doğalgaz,Evet,3.599.000 TL,1.450 TL,,
3901,Ankara,Çankaya,Aydınlar,16761-31422,12-04-2023,3 + 1,130 m2,2. Kat,27 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Batı",10.000 TL,Doğalgaz,Evet,2.500.000 TL,100 TL,,
3902,Ankara,Sincan,Malazgirt,130172-2645,12-04-2023,3 + 1,130 m2,4. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,Betonarme,Mülk Sahibi,Kat Mülkiyeti,Hayır,Güney,6.000 TL,Doğalgaz,,1.490.000 TL,50 TL,,
3903,Ankara,Keçiören,Esertepe,132036-361,12-04-2023,3 + 1,130 m2,1. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu, Batı",,,,1.600.000 TL,50 TL,,
3904,Ankara,Keçiören,Etlik,75812-660,10-04-2023,6 + 1,365 m2,21 ve üzeri,Sıfır Bina,Merkezi (Pay Ölçer),27 Katlı,Uygun,Eşyalı Değil,3,Betonarme,,Boş,Kat Mülkiyeti,Evet,Güney,20.000.000 TL,Doğalgaz,Evet,5.000.000 TL,,,
3905,Ankara,Altındağ,Beşikkaya,130104-718,11-04-2023,3 + 1,135 m2,4. Kat,12 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",,Doğalgaz,Evet,1.165.000 TL,,,
3906,Ankara,Pursaklar,Merkez,4480-23406,07-04-2023,3 + 1,170 m2,4. Kat,7 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,,,Doğalgaz,,2.500.000 TL,,,
3907,Ankara,Çankaya,Şehit Cengiz Karaca,3493-29278,13-04-2023,4 + 1,170 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu, Batı",10.000 TL,,Evet,2.850.000 TL,50 TL,,
3908,Ankara,Mamak,Cengizhan,133335-416,09-04-2023,4 + 1,240 m2,2. Kat,Sıfır Bina,Yerden Isıtma,23 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,3.699.000 TL,,,
3909,Ankara,Çankaya,Keklik Pınarı,63021-7550,08-04-2023,5 + 1,240 m2,4. Kat,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu, Batı",15.000 TL,Doğalgaz,Evet,3.000.000 TL,100 TL,,
3910,Ankara,Mamak,Akşemsettin,128870-367,07-04-2023,3 + 1,120 m2,1. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,1.300.000 TL,,,
3911,Ankara,Altındağ,Güneşevler,65739-18140,11-04-2023,3 + 1,165 m2,15. Kat,3 Yaşında,Kombi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Batı",10.000 TL,Doğalgaz,Evet,3.300.000 TL,,,
3912,Ankara,Mamak,Kutlu,134545-53,12-04-2023,3 + 1,150 m2,Giriş Katı,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,Güney,3.500 TL,Doğalgaz,Evet,1.300.000 TL,100 TL,,
3913,Ankara,Mamak,Tuzluçayır,122317-425,06-04-2023,3 + 1,135 m2,5. Kat,1 Yaşında,Kombi,13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,Hayır,"Güney, Doğu, Batı",,Doğalgaz,Evet,2.250.000 TL,500 TL,,
3914,Ankara,Pursaklar,Fatih,20040-61,12-04-2023,3 + 1,125 m2,1. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,1.595.000 TL,,,
3915,Ankara,Polatlı,Zafer,136645-14,13-04-2023,5 + 1,250 m2,3. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Boş,,Hayır,"Kuzey, Batı",,,,1.465.000 TL,,,
3916,Ankara,Mamak,Şirintepe,135371-64,16-03-2023,3 + 1,120 m2,1. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,Hayır,"Güney, Doğu",5.000 TL,Doğalgaz,,1.320.000 TL,45 TL,,
3917,Ankara,Mamak,Durali Alıç,135303-46,18-03-2023,2 + 1,90 m2,Kot 1,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",4.500 TL,Doğalgaz,Evet,795.000 TL,40 TL,,
3918,Ankara,Gölbaşı,İncek,49545-3517,10-04-2023,6 + 1,550 m2,Bahçe Katı,Sıfır Bina,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,3,,,Boş,,Evet,"Kuzey, Güney, Doğu, Batı",,,,19.750.000 TL,,,
3919,Ankara,Etimesgut,Şeker,131459-127,05-04-2023,2 + 1,95 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,Hayır,"Kuzey, Güney, Doğu, Batı",8.500 TL,,Evet,2.499.000 TL,,,
3920,Ankara,Bala,Beynam,692685-1300,10-04-2023,5 + 1,870 m2,Bahçe Katı,16 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı,4,,,Mülk Sahibi,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu, Batı",,,,40.000.000 TL,,,
3921,Ankara,Altındağ,Karapürçek,131828-280,13-03-2023,3 + 1,130 m2,3. Kat,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,Güney,5.000 TL,Doğalgaz,Evet,1.528.000 TL,50 TL,,
3922,Ankara,Çankaya,Aşağı Öveçler,41751-114,17-03-2023,3 + 1,148 m2,4. Kat,18 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Belirtilmemiş,Kat Mülkiyeti,,"Güney, Doğu",8.000 TL,,Evet,2.400.000 TL,150 TL,,
3923,Ankara,Keçiören,Yükseltepe,131717-131,19-03-2023,3 + 1,125 m2,1. Kat,11 Yaşında,Kombi,1 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu, Batı",,,,1.349.000 TL,,,
3924,Ankara,Çankaya,İlkbahar,91324-4582,10-04-2023,3 + 1,145 m2,2. Kat,21 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",4.250 TL,Doğalgaz,Evet,3.100.000 TL,80 TL,,
3925,Ankara,Sincan,Selçuklu,130027-161,09-03-2023,3 + 1,135 m2,En Üst Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Evet,"Güney, Doğu",,Doğalgaz,,1.089.000 TL,,,
3926,Ankara,Çankaya,Huzur,5449-2898,14-03-2023,3 + 1,125 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",10.000 TL,Doğalgaz,Evet,2.580.000 TL,100 TL,,
3927,Ankara,Yenimahalle,Yeni Batı,132483-199,11-04-2023,4 + 1,190 m2,15. Kat,4 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,,,Kiracılı,Kat Mülkiyeti,Hayır,Doğu,,,,4.750.000 TL,,GreenPark Evleri,
3928,Ankara,Keçiören,Sancaktepe,134670-68,12-04-2023,6 + 1,280 m2,4. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu, Batı",,Doğalgaz,Evet,2.790.000 TL,,,
3929,Ankara,Gölbaşı,Örencik,25010-66,10-03-2023,4 + 1,160 m2,Ara Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,3.500.000 TL,,,
3930,Ankara,Çankaya,Muhsin Ertuğrul,135171-31,11-04-2023,3 + 1,115 m2,En Üst Kat,35 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,"Güney, Batı",12.000 TL,Doğalgaz,Evet,2.530.000 TL,,,
3931,Ankara,Etimesgut,Bağlıca,28888-1029,08-03-2023,4 + 1,180 m2,1. Kat,Sıfır Bina,Kombi,8 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,"Kuzey, Güney, Doğu, Batı",13.000 TL,Doğalgaz,Evet,4.600.000 TL,,,
3932,Ankara,Çankaya,Söğütözü,6666-2928,29-03-2023,3 + 1,135 m2,4. Kat,31 Yaşında,Merkezi,13 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Batı",,Doğalgaz,Evet,3.600.000 TL,750 TL,,
3933,Ankara,Çankaya,Dodurga,83868-2340,06-03-2023,4 + 1,220 m2,16. Kat,Sıfır Bina,Merkezi (Pay Ölçer),19 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",15.000 TL,Doğalgaz,Evet,4.800.000 TL,,lion 114,
3934,Ankara,Sincan,Akşemsettin,132524-71,05-03-2023,3 + 1,140 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,,1,Betonarme,,Kiracılı,Kat İrtifakı,Evet,"Güney, Doğu",5.000 TL,Doğalgaz,Evet,985.000 TL,50 TL,,
3935,Ankara,Sincan,Tandoğan,132545-145,04-03-2023,3 + 1,115 m2,Ara Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",4.000 TL,Doğalgaz,Evet,810.000 TL,,,
3936,Ankara,Sincan,Tandoğan,132545-145,04-03-2023,3 + 1,115 m2,Ara Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",4.000 TL,Doğalgaz,Evet,810.000 TL,,,
3937,Ankara,Etimesgut,İstasyon,115718-380,13-03-2023,3 + 1,140 m2,3. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,,Kat Mülkiyeti,Hayır,"Kuzey, Batı",,Doğalgaz,Evet,1.819.000 TL,50 TL,,
3938,Ankara,Keçiören,Etlik,135949-35,05-03-2023,3 + 1,150 m2,1. Kat,20 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,"Güney, Batı",,Doğalgaz,,3.249.000 TL,,,
3939,Ankara,Çankaya,Birlik,136366-20,14-04-2023,4 + 1,200 m2,2. Kat,23 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Hayır,"Kuzey, Doğu, Batı",,Doğalgaz,,3.125.000 TL,150 TL,,
3940,Ankara,Sincan,İstasyon,132847-112,03-03-2023,3 + 1,130 m2,2. Kat,20 Yaşında,Kombi,4 Katlı,Uygun,,1,,,,,,"Güney, Doğu",,,,989.000 TL,,,
3941,Ankara,Keçiören,Yükseltepe,75968-1376,29-03-2023,4 + 1,195 m2,8. Kat,4 Yaşında,Kombi,14 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",,Doğalgaz,Evet,4.250.000 TL,750 TL,,
3942,Ankara,Sincan,Menderes,132740-59,02-03-2023,4 + 1,175 m2,3. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,"Kuzey, Batı",8.000 TL,Doğalgaz,,2.100.000 TL,,,
3943,Ankara,Çankaya,Alacaatlı,133272-140,22-03-2023,2 + 1,67 m2,3. Kat,5 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun değil,Eşyalı Değil,1,,,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu",,,,2.690.000 TL,500 TL,,
3944,Ankara,Mamak,Kazım Orbay,128443-361,31-03-2023,3 + 1,120 m2,2. Kat,15 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Batı",5.000 TL,Doğalgaz,Evet,1.350.000 TL,,,
3945,Ankara,Çankaya,Mutlukent,4018-4163,11-04-2023,5 + 2,540 m2,Bahçe Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı,5,,,Boş,Kat Mülkiyeti,Hayır,"Doğu, Batı",,,,19.750.000 TL,1.6 TL,Mavi Ladin,
3946,Ankara,Gölbaşı,Tulumtaş,114754-961,06-04-2023,7 + 2,300 m2,,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,3,Betonarme,,Mülk Sahibi,,Evet,"Kuzey, Güney, Doğu, Batı",20.000.000 TL,Doğalgaz,Evet,11.900.000 TL,850 TL,,
3947,Ankara,Mamak,Ekin,134239-50,17-02-2023,2 + 1,160 m2,Teras Katı,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,Hayır,"Güney, Batı",4.000 TL,Doğalgaz,Evet,1.550.000 TL,45 TL,,
3948,Ankara,Çankaya,Birlik,24453-6419,09-03-2023,5 + 2,320 m2,4. Kat,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,4,,,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",,,,6.700.000 TL,200 TL,,
3949,Ankara,Etimesgut,Göksu,42144-6832,24-02-2023,4 + 1,178 m2,15. Kat,6 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu",12.000 TL,Doğalgaz,Evet,4.300.000 TL,700 TL,,
3950,Ankara,Mamak,Şafaktepe,130873-84,06-04-2023,3 + 1,110 m2,2. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,Güney,4.000 TL,Doğalgaz,Evet,1.050.000 TL,,,
3951,Ankara,Sincan,29 Ekim,135907-27,07-03-2023,3 + 1,150 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu, Batı",5.000 TL,Doğalgaz,Evet,1.750.000 TL,50 TL,,
3952,Ankara,Yenimahalle,Serhat,14912-3673,10-04-2023,3 + 1,130 m2,1. Kat,7 Yaşında,Kombi,14 Katlı,Uygun,,2,,,Boş,Kat Mülkiyeti,Evet,"Kuzey, Doğu",7.000 TL,,Evet,2.150.000 TL,300 TL,,
3953,Ankara,Çankaya,Zafertepe,112578-177,16-02-2023,2 + 1,100 m2,Yüksek Giriş,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Batı",6.000 TL,Doğalgaz,Evet,1.625.000 TL,150 TL,,
3954,Ankara,Sincan,Fevzi Çakmak,124319-424,05-04-2023,4 + 1,175 m2,1. Kat,1 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,"Güney, Doğu",5.000 TL,Doğalgaz,Evet,1.849.000 TL,100 TL,,
3955,Ankara,Çubuk,Yıldırım Beyazıt,691877-446,04-03-2023,4 + 1,175 m2,2. Kat,Sıfır Bina,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,"Güney, Doğu",6.000 TL,Doğalgaz,Evet,2.250.000 TL,100 TL,,
3956,Ankara,Keçiören,Karakaya,135561-31,22-02-2023,4 + 1,170 m2,Yüksek Giriş,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Mülk Sahibi,Kat Mülkiyeti,Evet,"Güney, Doğu, Batı",,,,1.475.000 TL,,,
3957,Ankara,Mamak,Bahçeleriçi,129644-7264,09-04-2023,5 + 1,235 m2,3. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,"Güney, Doğu",,Doğalgaz,Evet,1.500.000 TL,,,
3958,Ankara,Mamak,Küçük Kayaş,135651-5,21-03-2023,2 + 1,110 m2,Zemin,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Evet,Güney,3.000 TL,Doğalgaz,Evet,735.000 TL,50 TL,,
3959,Ankara,Pursaklar,Mimar Sinan,3202-1036,07-04-2023,4 + 1,200 m2,9. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun,,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Hayır,Batı,7.000 TL,Doğalgaz,Evet,2.950.000 TL,,,
3960,Ankara,Çankaya,Korkutreis,131752-76,13-03-2023,2 + 1,110 m2,4. Kat,25 Yaşında,Merkezi,5 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat İrtifakı,Hayır,,3.000 TL,,Evet,1.975.000 TL,400 TL,,
3961,Ankara,Mamak,Mutlu,121892-1074,11-04-2023,3 + 1,135 m2,1. Kat,7 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",5.850 TL,Doğalgaz,Evet,2.000.000 TL,50 TL,,
3962,Ankara,Etimesgut,Ayyıldız,134960-15,26-03-2023,4 + 1,175 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,Evet,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,Evet,3.550.000 TL,,,
3963,Ankara,Etimesgut,Kazım Karabekir,134381-12,10-03-2023,3 + 1,120 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,Hayır,"Güney, Doğu, Batı",5.000 TL,Doğalgaz,Evet,2.150.000 TL,,,
3964,Ankara,Mamak,Tuzluçayır,122265-962,12-04-2023,3 + 1,120 m2,1. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Güney, Doğu, Batı",,Doğalgaz,Evet,995.000 TL,,,
3965,Ankara,Mamak,Şahintepe,98072-19,12-03-2023,5 + 1,220 m2,4. Kat,5 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,"Güney, Batı",7.500 TL,Doğalgaz,,1.600.000 TL,50 TL,,
3966,Ankara,Pursaklar,Sirkeli Yeşilova,117547-291,04-03-2023,1 + 1,100 m2,,Sıfır Bina,Soba,1 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Arsa,Evet,"Güney, Doğu, Batı",,Kömür-Odun,Evet,1.020.000 TL,,,
3967,Ankara,Yenimahalle,Esentepe,134928-12,12-04-2023,3 + 1,160 m2,Ara Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,Hayır,"Kuzey, Güney, Batı",12.000 TL,Doğalgaz,Evet,2.925.000 TL,50 TL,,
3968,Ankara,Altındağ,Aydınlıkevler,129829-93,28-03-2023,3 + 1,104 m2,3. Kat,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,Hayır,"Kuzey, Batı",4.500 TL,Doğalgaz,Evet,2.600.000 TL,75 TL,,
