,District,Neighborhood,Num_Of_Room,Area,Floor,Age,Heat_type,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Usage,Price
5216,Mamak,Şahintepe,4,125.0,interstage,13.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1215000.0
5217,Çankaya,Emek,3,80.0,interstage,18.0,Kombi,4.0,1.0,0,1.0,Kiracılı,2000000.0
5218,Pursaklar,Yunus Emre,5,185.0,interstage,7.0,Merkezi (Pay Ölçer),10.0,1.0,0,2.0,Boş,2790000.0
5219,Altındağ,Karapürçek,4,150.0,interstage,7.0,Kombi,4.0,1.0,0,2.0,Mülk Sahibi,1450000.0
5220,Gölbaşı,Tulumtaş,3,100.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,2150000.0
5221,Sincan,Malazgirt,4,125.0,interstage,16.0,Kombi,4.0,1.0,0,1.0,Boş,1235000.0
5222,Çankaya,Ön Cebeci,4,100.0,interstage,40.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1600000.0
5223,Yenimahalle,Avcılar,4,150.0,interstage,5.0,Kombi,9.0,1.0,0,1.0,Boş,2050000.0
5224,Çankaya,Umut,4,100.0,interstage,32.0,Kombi,2.0,1.0,0,1.0,Boş,1300000.0
5225,Mamak,Bahçelerüstü,4,105.0,interstage,13.0,Kombi,5.0,1.0,0,2.0,Mülk Sahibi,1450000.0
5226,Çankaya,Aşağı Öveçler,3,110.0,interstage,29.0,Kombi,2.0,1.0,0,1.0,Kiracılı,1250000.0
5227,Sincan,İstasyon,4,125.0,interstage,7.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1650000.0
5228,Mamak,Demirlibahçe,4,115.0,interstage,25.0,Kombi,3.0,1.0,0,2.0,Kiracılı,1100000.0
5229,Mamak,Akşemsettin,4,110.0,interstage,11.0,Kombi,5.0,1.0,0,1.0,Mülk Sahibi,1900000.0
5230,Polatlı,İstiklal,2,55.0,interstage,2.0,Kombi,11.0,1.0,0,1.0,Boş,880000.0
5231,Çankaya,Güvenevler,3,115.0,interstage,35.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,2150000.0
5232,Etimesgut,Şehit Osman Avcı,4,96.0,interstage,30.0,Merkezi (Pay Ölçer),15.0,1.0,0,1.0,Mülk Sahibi,2000000.0
5233,Çubuk,Yıldırım Beyazıt,4,135.0,interstage,25.0,Kombi,5.0,1.0,0,1.0,Mülk Sahibi,1030000.0
5234,Çankaya,Harbiye,4,130.0,interstage,30.0,Merkezi (Pay Ölçer),3.0,1.0,0,1.0,Boş,3275000.0
5235,Çankaya,Malazgirt,4,140.0,interstage,16.0,Kombi,5.0,0.0,0,2.0,Mülk Sahibi,2100000.0
5236,Çankaya,Naci Çakır,4,120.0,interstage,25.0,Kombi,2.0,1.0,0,1.0,Kiracılı,2150000.0
5237,Çankaya,Ayrancı,4,125.0,interstage,40.0,Merkezi,4.0,1.0,0,1.0,Kiracılı,2600000.0
5238,Gölbaşı,İncek,4,170.0,interstage,7.0,Merkezi (Pay Ölçer),14.0,1.0,0,2.0,Kiracılı,3850000.0
5239,Yenimahalle,Kardelen,4,110.0,interstage,30.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,2175000.0
5240,Keçiören,İncirli,4,105.0,interstage,25.0,Kombi,2.0,1.0,0,1.0,Boş,1250000.0
5241,Etimesgut,Topçu,4,150.0,interstage,12.0,Kombi,9.0,1.0,0,2.0,Kiracılı,2150000.0
5242,Etimesgut,Atakent,5,220.0,interstage,18.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,2200000.0
5243,Çankaya,Emek,4,100.0,interstage,40.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,2000000.0
5244,Keçiören,Aşağı Eğlence,4,135.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,3250000.0
5245,Mamak,Abidinpaşa,3,100.0,interstage,26.0,Kombi,3.0,1.0,0,1.0,Kiracılı,685000.0
5246,Mamak,Türközü,4,150.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,1799000.0
5247,Çankaya,Naci Çakır,4,130.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,1845000.0
5248,Sincan,Tandoğan,4,130.0,interstage,7.0,Kombi,3.0,1.0,0,1.0,Boş,1089000.0
5249,Pursaklar,Yunus Emre,4,125.0,interstage,15.0,Kombi,4.0,1.0,0,1.0,Boş,1380000.0
5250,Keçiören,Çaldıran,4,115.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Kiracılı,980000.0
5251,Yenimahalle,Turgut Özal,5,185.0,interstage,4.0,Merkezi (Pay Ölçer),18.0,1.0,0,2.0,Mülk Sahibi,4940000.0
5252,Keçiören,Yükseltepe,5,215.0,interstage,0.0,Merkezi (Pay Ölçer),30.0,1.0,0,2.0,Boş,4490000.0
5253,Keçiören,19 Mayıs,4,110.0,interstage,30.0,Kombi,2.0,1.0,0,1.0,Mülk Sahibi,850000.0
5254,Keçiören,Aşağı Eğlence,4,140.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Boş,3250000.0
5255,Keçiören,Karakaya,4,150.0,interstage,4.0,Kombi,13.0,0.0,0,2.0,Kiracılı,2419000.0
5256,Altındağ,Gültepe,4,125.0,interstage,15.0,Kombi,13.0,1.0,0,1.0,Mülk Sahibi,1630000.0
5257,Keçiören,Yükseltepe,5,200.0,interstage,2.0,Kombi,13.0,1.0,0,2.0,Kiracılı,2949000.0
5258,Keçiören,Esertepe,4,170.0,interstage,5.0,Kombi,14.0,1.0,0,2.0,Mülk Sahibi,2760000.0
5259,Keçiören,Şehit Kubilay,4,140.0,interstage,4.0,Kombi,5.0,1.0,0,2.0,Boş,1599000.0
5260,Mamak,Durali Alıç,4,145.0,interstage,6.0,Kombi,9.0,1.0,0,2.0,Boş,1779000.0
5261,Etimesgut,Topçu,7,240.0,interstage,13.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,2500000.0
5262,Sincan,Malazgirt,4,135.0,interstage,15.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1420000.0
5263,Etimesgut,Elvan,4,125.0,interstage,16.0,Kombi,3.0,1.0,0,1.0,Boş,1675000.0
5264,Yenimahalle,Kayalar,5,205.0,interstage,0.0,Kombi,13.0,1.0,0,2.0,Boş,3200000.0
5265,Mamak,Akdere,3,70.0,interstage,25.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,999000.0
5266,Sincan,Ulubatlı Hasan,4,110.0,interstage,25.0,Kombi,5.0,1.0,0,1.0,Mülk Sahibi,1290000.0
5267,Keçiören,Şehit Kubilay,4,125.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,1925000.0
5268,Mamak,Kutlu,4,120.0,interstage,18.0,Kombi,3.0,1.0,0,1.0,Boş,1035000.0
5269,Keçiören,Kuşcağız,4,135.0,interstage,11.0,Kombi,3.0,1.0,0,1.0,Boş,1665000.0
5270,Altındağ,Karapürçek,4,150.0,interstage,3.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,2200000.0
5271,Çankaya,Aziziye,4,130.0,interstage,45.0,Merkezi,3.0,1.0,0,1.0,Kiracılı,2750000.0
5272,Etimesgut,Ahi Mesut,5,195.0,interstage,0.0,Merkezi (Pay Ölçer),10.0,1.0,0,2.0,Boş,3600000.0
5273,Yenimahalle,Ata,5,185.0,interstage,0.0,Merkezi (Pay Ölçer),10.0,0.0,0,2.0,Boş,4770000.0
5274,Altındağ,Örnek,3,105.0,interstage,3.0,Merkezi,11.0,1.0,0,1.0,Mülk Sahibi,1500000.0
5275,Etimesgut,Bağlıca,5,180.0,interstage,0.0,Merkezi (Pay Ölçer),13.0,1.0,0,2.0,Boş,4950000.0
5276,Keçiören,Aşağı Eğlence,4,140.0,interstage,30.0,Kombi,3.0,1.0,1,1.0,Kiracılı,1800000.0
5277,Keçiören,Aşağı Eğlence,4,140.0,interstage,30.0,Kombi,3.0,1.0,1,1.0,Kiracılı,1800000.0
5278,Sincan,Gazi Osmanpaşa,4,120.0,interstage,25.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1050000.0
5279,Gölbaşı,İncek,5,150.0,interstage,1.0,Other,3.0,1.0,0,2.0,Boş,4250000.0
5280,Mamak,Mehtap,4,140.0,interstage,8.0,Kombi,6.0,1.0,0,1.0,Kiracılı,2270000.0
5281,Keçiören,Karakaya,4,165.0,interstage,0.0,Kombi,5.0,1.0,0,2.0,Boş,1599999.0
5282,Mamak,Cengizhan,4,125.0,interstage,0.0,Kombi,3.0,1.0,1,2.0,Boş,2250000.0
5283,Çankaya,Aziziye,5,275.0,interstage,13.0,Merkezi (Pay Ölçer),32.0,1.0,0,3.0,Kiracılı,10650000.0
5284,Yenimahalle,Özevler,4,135.0,interstage,10.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,2100000.0
5285,Sincan,Akşemsettin,4,115.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Kiracılı,850000.0
5286,Gölbaşı,İncek,2,50.0,interstage,0.0,Kombi,2.0,1.0,0,1.0,Boş,1400000.0
5287,Etimesgut,Topçu,4,110.0,interstage,11.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1550000.0
5289,Mamak,Abidinpaşa,3,85.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Kiracılı,725000.0
5290,Çubuk,Esenboğa Merkez,5,185.0,interstage,0.0,Kombi,4.0,1.0,0,2.0,Boş,1645000.0
5291,Çankaya,İlkadım,3,120.0,interstage,22.0,Merkezi,15.0,1.0,1,1.0,Kiracılı,2950000.0
5292,Pursaklar,Fatih,4,140.0,interstage,12.0,Kombi,3.0,1.0,0,2.0,Boş,1390000.0
5293,Çankaya,Kızılay,4,140.0,interstage,9.0,Kombi,9.0,1.0,0,2.0,Kiracılı,2400000.0
5294,Çankaya,Ayrancı,4,125.0,interstage,30.0,Merkezi,4.0,1.0,0,1.0,Kiracılı,2050000.0
5295,Mamak,Hürel,4,110.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1000000.0
5296,Keçiören,Ovacık,5,190.0,interstage,0.0,Merkezi,17.0,1.0,0,2.0,Boş,3850000.0
5298,Çankaya,Mutlukent,4,179.0,interstage,22.0,Merkezi,11.0,1.0,0,2.0,Mülk Sahibi,5270000.0
5299,Çankaya,Aydınlar,4,120.0,interstage,26.0,Kombi,2.0,1.0,0,1.0,Kiracılı,1550000.0
5300,Çankaya,Gökkuşağı,4,140.0,interstage,6.0,Kombi,7.0,1.0,0,1.0,Mülk Sahibi,3250000.0
5301,Etimesgut,Yeşilova,4,150.0,interstage,6.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1949999.0
5302,Etimesgut,Piyade,3,115.0,interstage,15.0,Kombi,4.0,1.0,0,1.0,Kiracılı,865000.0
5303,Çankaya,Alacaatlı,6,245.0,interstage,0.0,Merkezi (Pay Ölçer),16.0,1.0,0,2.0,Kiracılı,5300000.0
5304,Etimesgut,Piyade,3,115.0,interstage,15.0,Kombi,4.0,1.0,0,1.0,Kiracılı,865000.0
5305,Çankaya,Alacaatlı,6,245.0,interstage,0.0,Merkezi (Pay Ölçer),16.0,1.0,0,2.0,Kiracılı,5300000.0
5306,Çankaya,Keklik Pınarı,5,220.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,2350000.0
5307,Yenimahalle,Demetgül,4,145.0,interstage,29.0,Kombi,10.0,1.0,0,1.0,Kiracılı,1200000.0
5308,Çankaya,Emek,4,130.0,interstage,30.0,Merkezi,3.0,1.0,0,1.0,Boş,2450000.0
5309,Mamak,Şahintepe,4,120.0,interstage,9.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1750000.0
5310,Keçiören,Aşağı Eğlence,4,125.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,1625000.0
5311,Keçiören,Karakaya,5,160.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,1900000.0
5312,Mamak,Zirvekent,2,65.0,interstage,10.0,Kombi,3.0,1.0,0,1.0,Boş,559000.0
5313,Çankaya,Beytepe,6,375.0,interstage,5.0,Merkezi (Pay Ölçer),15.0,1.0,0,3.0,Kiracılı,8750000.0
5314,Yenimahalle,Kardelen,5,200.0,interstage,2.0,Merkezi (Pay Ölçer),16.0,1.0,0,2.0,Mülk Sahibi,7150000.0
5315,Çankaya,Akpınar,6,200.0,interstage,10.0,Kombi,5.0,1.0,0,4.0,Kiracılı,3950000.0
5316,Sincan,Plevne,4,120.0,interstage,22.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,969000.0
5317,Keçiören,Etlik,4,115.0,interstage,0.0,Kombi,4.0,1.0,0,1.0,Boş,1699000.0
5318,Keçiören,Etlik,4,159.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,2699000.0
5319,Altındağ,Baraj,4,165.0,interstage,4.0,Merkezi (Pay Ölçer),9.0,0.0,0,2.0,Mülk Sahibi,2125000.0
5320,Mamak,Başak,4,140.0,interstage,8.0,Kombi,3.0,1.0,0,1.0,Boş,1245000.0
5321,Çankaya,Maltepe,5,185.0,interstage,0.0,Kombi,4.0,1.0,0,2.0,Boş,6250000.0
5322,Mamak,Şafaktepe,3,95.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Kiracılı,688000.0
5323,Çankaya,Osman Temiz,4,150.0,interstage,22.0,Merkezi (Pay Ölçer),3.0,1.0,0,1.0,Mülk Sahibi,1895000.0
5324,Keçiören,Sancaktepe,4,125.0,interstage,8.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1675000.0
5325,Gölbaşı,Taşpınar,2,50.0,interstage,0.0,Yerden Isıtma,3.0,0.0,0,1.0,Boş,1750000.0
5326,Mamak,Fahri Korutürk,4,120.0,interstage,8.0,Kombi,3.0,0.0,0,1.0,Mülk Sahibi,1299000.0
5327,Yenimahalle,Karşıyaka,4,165.0,interstage,32.0,Kombi,6.0,1.0,0,1.0,Kiracılı,1499.0
5328,Keçiören,Osmangazi,4,140.0,interstage,11.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1649000.0
5329,Çankaya,Yukarı Bahçelievler,4,120.0,interstage,40.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,2675000.0
5330,Mamak,Peyami Safa,4,125.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Kiracılı,860000.0
5331,Etimesgut,Göksu,4,140.0,interstage,9.0,Kombi,12.0,1.0,0,1.0,Mülk Sahibi,2950000.0
5332,Altındağ,Aydınlıkevler,3,110.0,interstage,35.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1300000.0
5333,Keçiören,Sancaktepe,4,150.0,interstage,0.0,Kombi,7.0,1.0,0,2.0,Boş,2600000.0
5334,Çankaya,Harbiye,4,130.0,interstage,29.0,Merkezi,3.0,1.0,0,1.0,Kiracılı,2340000.0
5335,Çankaya,Huzur,3,130.0,interstage,2.0,Merkezi (Pay Ölçer),14.0,1.0,0,2.0,Mülk Sahibi,2930000.0
5336,Çankaya,Maltepe,3,190.0,interstage,30.0,Kombi,3.0,1.0,0,1.0,Boş,2350000.0
5337,Altındağ,Aydınlıkevler,4,125.0,interstage,23.0,Kombi,2.0,1.0,0,1.0,Kiracılı,1250000.0
5338,Çankaya,Beytepe,6,350.0,interstage,20.0,Kombi,4.0,1.0,0,3.0,Mülk Sahibi,6900000.0
5339,Keçiören,Kuşcağız,3,90.0,interstage,16.0,Kombi,3.0,1.0,0,1.0,Boş,889000.0
5340,Çankaya,Birlik,4,115.0,interstage,22.0,Kombi,3.0,0.0,0,1.0,Boş,1550000.0
5341,Çankaya,Beytepe,6,350.0,interstage,20.0,Kombi,4.0,1.0,0,3.0,Mülk Sahibi,6900000.0
5342,Keçiören,Kuşcağız,3,90.0,interstage,16.0,Kombi,3.0,1.0,0,1.0,Boş,889000.0
5343,Çankaya,Birlik,4,115.0,interstage,22.0,Kombi,3.0,0.0,0,1.0,Boş,1550000.0
5344,Mamak,Şirintepe,4,105.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,779000.0
5345,Keçiören,19 Mayıs,4,125.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1425000.0
5346,Çankaya,Bademlidere,5,200.0,interstage,1.0,Merkezi (Pay Ölçer),27.0,1.0,0,2.0,Boş,5500000.0
5347,Altındağ,Aydınlıkevler,4,131.0,interstage,20.0,Kombi,4.0,1.0,0,1.0,Boş,3000000.0
5348,Çankaya,Çamlıtepe,4,110.0,interstage,40.0,Kombi,3.0,1.0,0,1.0,Boş,1650000.0
5349,Etimesgut,İstasyon,4,125.0,interstage,11.0,Kombi,5.0,1.0,0,1.0,Kiracılı,1475000.0
5350,Mamak,Mehtap,4,130.0,interstage,12.0,Kombi,7.0,1.0,0,1.0,Kiracılı,1950000.0
5351,Keçiören,Esertepe,4,120.0,interstage,11.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1750000.0
5352,Çankaya,Bayraktar,3,101.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1600000.0
5353,Keçiören,Pınarbaşı,4,135.0,interstage,29.0,Kombi,3.0,1.0,0,1.0,Boş,1395000.0
5354,Altındağ,Doğantepe,4,145.0,interstage,3.0,Kombi,4.0,1.0,0,2.0,Kiracılı,1330000.0
5355,Çankaya,Kavaklıdere,3,85.0,interstage,35.0,Other,4.0,1.0,0,1.0,Kiracılı,2130000.0
5356,Mamak,Akşemsettin,9,275.0,interstage,0.0,Kombi,15.0,1.0,0,2.0,Boş,5250000.0
5357,Çankaya,Cevizlidere,4,105.0,interstage,19.0,Kombi,6.0,1.0,0,1.0,Kiracılı,1850000.0
5358,Mamak,Abidinpaşa,3,80.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Kiracılı,849000.0
5359,Mamak,Durali Alıç,4,140.0,interstage,4.0,Kombi,10.0,1.0,0,2.0,Mülk Sahibi,1489000.0
5360,Çankaya,Yukarı Bahçelievler,4,120.0,interstage,45.0,Kombi,3.0,1.0,0,1.0,Boş,2500000.0
5361,Sincan,Menderes,4,150.0,interstage,0.0,Kombi,13.0,1.0,0,2.0,Mülk Sahibi,2128000.0
5362,Polatlı,Şehitlik,6,200.0,interstage,15.0,Kombi,3.0,1.0,1,2.0,Mülk Sahibi,1600000.0
5363,Keçiören,İncirli,4,120.0,interstage,17.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1500000.0
5364,Çankaya,Emek,2,75.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,2600000.0
5365,Mamak,Akdere,4,100.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Boş,1275000.0
5366,Mamak,Şafaktepe,4,130.0,interstage,22.0,Kombi,3.0,1.0,0,1.0,Kiracılı,800000.0
5367,Çankaya,Harbiye,4,125.0,interstage,19.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1450000.0
5368,Çankaya,Muhsin Ertuğrul,4,125.0,interstage,40.0,Merkezi,3.0,1.0,0,1.0,Boş,1980000.0
5369,Mamak,Mutlu,4,130.0,interstage,7.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1300000.0
5370,Etimesgut,Süvari,9,400.0,interstage,10.0,Kombi,8.0,1.0,0,3.0,Mülk Sahibi,7000000.0
5371,Yenimahalle,Demetgül,3,90.0,interstage,30.0,Kombi,6.0,1.0,0,1.0,Boş,595000.0
5372,Çankaya,Oran,4,130.0,interstage,26.0,Merkezi,13.0,1.0,0,1.0,Boş,2625000.0
5373,Çankaya,Karapınar,5,175.0,interstage,12.0,Kombi,4.0,1.0,0,2.0,Kiracılı,2800000.0
5374,Keçiören,Ovacık,5,205.0,interstage,1.0,Merkezi (Pay Ölçer),24.0,1.0,0,2.0,Boş,3900000.0
5375,Mamak,Akdere,4,100.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Boş,1275000.0
5376,Mamak,Şafaktepe,4,130.0,interstage,22.0,Kombi,3.0,1.0,0,1.0,Kiracılı,800000.0
5377,Çankaya,Harbiye,4,125.0,interstage,19.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1450000.0
5378,Çankaya,Muhsin Ertuğrul,4,125.0,interstage,40.0,Merkezi,3.0,1.0,0,1.0,Boş,1980000.0
5379,Mamak,Mutlu,4,130.0,interstage,7.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1300000.0
5380,Etimesgut,Süvari,9,400.0,interstage,10.0,Kombi,8.0,1.0,0,3.0,Mülk Sahibi,7000000.0
5381,Yenimahalle,Demetgül,3,90.0,interstage,30.0,Kombi,6.0,1.0,0,1.0,Boş,595000.0
5382,Çankaya,Oran,4,130.0,interstage,26.0,Merkezi,13.0,1.0,0,1.0,Boş,2625000.0
5383,Çankaya,Karapınar,5,175.0,interstage,12.0,Kombi,4.0,1.0,0,2.0,Kiracılı,2800000.0
5384,Keçiören,Ovacık,5,205.0,interstage,1.0,Merkezi (Pay Ölçer),24.0,1.0,0,2.0,Boş,3900000.0
5385,Çankaya,Zafertepe,4,130.0,interstage,1.0,Kombi,7.0,1.0,0,1.0,Boş,2000000.0
5386,Çankaya,Murat,4,100.0,interstage,35.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1150000.0
5387,Altındağ,Güneşevler,4,165.0,interstage,4.0,Kombi,3.0,1.0,1,1.0,Mülk Sahibi,1950000.0
5388,Çankaya,İncesu,4,130.0,interstage,12.0,Kombi,6.0,1.0,0,1.0,Kiracılı,1900000.0
5389,Etimesgut,Elvan,2,90.0,interstage,10.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1000000.0
5390,Pursaklar,Fatih,4,140.0,interstage,1.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1748000.0
5391,Gölbaşı,Karşıyaka,4,115.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1850000.0
5392,Etimesgut,Kazım Karabekir,3,115.0,interstage,1.0,Kombi,3.0,0.0,0,2.0,Boş,2149000.0
5393,Etimesgut,Turkuaz,5,155.0,interstage,7.0,Merkezi (Pay Ölçer),10.0,1.0,0,2.0,Mülk Sahibi,3480000.0
5394,Keçiören,Atapark,5,187.0,interstage,3.0,Merkezi (Pay Ölçer),22.0,1.0,0,2.0,Boş,3750000.0
5395,Sincan,Mareşal Çakmak,4,130.0,interstage,10.0,Kombi,4.0,1.0,0,1.0,Boş,1289000.0
5396,Çankaya,Cevizlidere,4,125.0,interstage,0.0,Merkezi,5.0,1.0,0,2.0,Boş,3950000.0
5397,Keçiören,Uyanış,5,155.0,interstage,6.0,Kombi,5.0,1.0,1,2.0,Boş,2380000.0
5398,Keçiören,Bağlarbaşı,4,135.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1000000.0
5399,Yenimahalle,Aşağı Yahyalar,4,110.0,interstage,40.0,Kombi,3.0,0.0,0,1.0,Boş,700000.0
5400,Etimesgut,Süvari,4,120.0,interstage,15.0,Kombi,4.0,1.0,0,1.0,Boş,1470000.0
5401,Çankaya,Malazgirt,5,160.0,interstage,20.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,2750000.0
5402,Etimesgut,Bağlıca,5,190.0,interstage,0.0,Merkezi (Pay Ölçer),5.0,1.0,1,2.0,Boş,5250000.0
5403,Keçiören,Yakacık,4,120.0,interstage,30.0,Kombi,3.0,1.0,1,1.0,Boş,1045000.0
5404,Sincan,Fevzi Çakmak,5,160.0,interstage,0.0,Kombi,4.0,1.0,0,2.0,Boş,1850000.0
5405,Polatlı,Zafer,4,130.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,775000.0
5406,Çankaya,Çayyolu,7,550.0,interstage,15.0,Kombi,4.0,1.0,0,5.0,Mülk Sahibi,12770000.0
5407,Çankaya,Kavaklıdere,5,185.0,interstage,0.0,Kombi,4.0,1.0,0,2.0,Boş,4750000.0
5408,Çankaya,Kızılay,4,115.0,interstage,35.0,Kombi,5.0,1.0,0,1.0,Boş,2050000.0
5409,Keçiören,Ayvalı,4,135.0,interstage,4.0,Kombi,7.0,1.0,0,2.0,Mülk Sahibi,1549000.0
5410,Sincan,Mustafa Kemal,4,200.0,interstage,5.0,Kombi,3.0,1.0,0,1.0,Boş,795000.0
5411,Sincan,Ulubatlı Hasan,4,125.0,interstage,23.0,Kombi,11.0,1.0,0,1.0,Boş,1339000.0
5412,Etimesgut,İstasyon,5,155.0,interstage,6.0,Kombi,1.0,1.0,0,1.0,Mülk Sahibi,1600000.0
5413,Sincan,Alcı,4,155.0,interstage,0.0,Kombi,7.0,1.0,0,2.0,Boş,2550000.0
5414,Çankaya,Keklik Pınarı,4,120.0,interstage,25.0,Merkezi,10.0,1.0,0,1.0,Boş,2445000.0
5415,Çankaya,Aydınlar,4,130.0,interstage,23.0,Kombi,2.0,1.0,0,1.0,Mülk Sahibi,2200000.0
5416,Sincan,İstasyon,4,120.0,interstage,20.0,Kombi,4.0,1.0,1,1.0,Boş,939000.0
5417,Çankaya,Osman Temiz,5,180.0,interstage,26.0,Kombi,2.0,1.0,0,2.0,Boş,3250000.0
5418,Altındağ,Örnek,3,100.0,interstage,25.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,859000.0
5419,Çankaya,Naci Çakır,4,125.0,interstage,25.0,Kombi,3.0,1.0,0,2.0,Boş,2185000.0
5420,Keçiören,Etlik,5,175.0,interstage,0.0,Kombi,6.0,1.0,0,2.0,Boş,3400000.0
5421,Keçiören,Etlik,4,135.0,interstage,20.0,Kombi,4.0,1.0,1,2.0,Boş,2490000.0
5422,Sincan,Tandoğan,4,120.0,interstage,12.0,Kombi,4.0,1.0,0,1.0,Boş,1289000.0
5423,Mamak,Kutlu,3,95.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Boş,1150000.0
5424,Keçiören,Hisar,4,140.0,interstage,4.0,Kombi,4.0,1.0,0,2.0,Boş,1379000.0
5425,Çankaya,Gökkuşağı,4,155.0,interstage,15.0,Kombi,1.0,1.0,0,1.0,Kiracılı,2850000.0
5426,Sincan,Selçuklu,4,125.0,interstage,20.0,Kombi,4.0,1.0,0,1.0,Boş,1399000.0
5427,Altındağ,Karapürçek,5,175.0,interstage,10.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,2100000.0
5428,Mamak,Durali Alıç,4,130.0,interstage,8.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1440000.0
5429,Etimesgut,Yeni Bağlıca,5,185.0,interstage,7.0,Merkezi (Pay Ölçer),11.0,1.0,0,2.0,Mülk Sahibi,4150000.0
5430,Sincan,Saraycık,3,97.0,interstage,2.0,Merkezi (Pay Ölçer),8.0,1.0,0,1.0,Boş,1350000.0
5431,Mamak,Mutlu,5,200.0,interstage,0.0,Kombi,4.0,1.0,0,2.0,Boş,2500000.0
5432,Etimesgut,Bağlıca,5,190.0,interstage,0.0,Merkezi (Pay Ölçer),6.0,1.0,0,2.0,Boş,5150000.0
5433,Etimesgut,Bağlıca,5,190.0,interstage,5.0,Merkezi (Pay Ölçer),18.0,1.0,0,2.0,Mülk Sahibi,5750000.0
5434,Yenimahalle,Yeni Batı,4,160.0,interstage,12.0,Kombi,12.0,1.0,0,2.0,Mülk Sahibi,3250000.0
5435,Etimesgut,Bağlıca,5,180.0,interstage,0.0,Merkezi (Pay Ölçer),16.0,1.0,0,2.0,Boş,4600000.0
5436,Yenimahalle,Yeni Batı,4,152.0,interstage,8.0,Kombi,10.0,1.0,0,2.0,Kiracılı,3500000.0
5437,Çankaya,Harbiye,3,95.0,interstage,30.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1225000.0
5438,Etimesgut,Elvan,4,145.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,2749000.0
