,District,Neighborhood,Num_Of_Room,Area,Floor,Age,Heat_type,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Usage,Price
16307,Sincan,İstasyon,4,130.0,interstage,22.0,Kombi,3.0,1.0,0,1.0,Boş,1090000.0
16308,Çankaya,Aziziye,3,100.0,interstage,50.0,Merkezi,5.0,1.0,0,1.0,Kiracılı,1980000.0
16309,Çankaya,Metin Akkuş,4,110.0,interstage,24.0,Kombi,3.0,1.0,0,1.0,Boş,1550000.0
16310,Çankaya,Esatoğlu,2,40.0,interstage,55.0,Kombi,4.0,1.0,1,1.0,Boş,890000.0
16311,Yenimahalle,Turgut Özal,4,145.0,interstage,14.0,Kombi,6.0,1.0,0,2.0,Kiracılı,2249000.0
16312,Etimesgut,Şehit Osman Avcı,3,110.0,interstage,6.0,Merkezi (Pay Ölçer),13.0,1.0,0,2.0,Kiracılı,2600000.0
16313,Çankaya,Mimar Sinan,4,90.0,interstage,25.0,Kombi,4.0,1.0,0,1.0,Kiracılı,950000.0
16314,Çankaya,Emek,4,95.0,interstage,35.0,Kombi,3.0,1.0,1,1.0,Kiracılı,2500000.0
16315,Mamak,Peyami Safa,4,140.0,interstage,19.0,Kombi,3.0,1.0,0,1.0,Boş,1260000.0
16316,Çankaya,Keklik Pınarı,6,320.0,interstage,15.0,Kombi,4.0,1.0,0,3.0,Mülk Sahibi,3550000.0
16317,Çankaya,Ertuğrulgazi,4,115.0,interstage,37.0,Kombi,4.0,1.0,1,1.0,Boş,1600000.0
16318,Gölbaşı,İncek,4,95.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,2750000.0
16319,Çankaya,Çiğdem,4,110.0,interstage,30.0,Merkezi,11.0,1.0,0,1.0,Kiracılı,2750000.0
16320,Keçiören,Ufuktepe,4,130.0,interstage,10.0,Kombi,3.0,1.0,0,1.0,Boş,1496000.0
16321,Sincan,Yeniçimşit,5,170.0,interstage,1.0,Kombi,6.0,1.0,0,2.0,Kiracılı,2250000.0
16322,Etimesgut,İstasyon,4,128.0,interstage,15.0,Kombi,3.0,1.0,1,1.0,Mülk Sahibi,1440000.0
16323,Yenimahalle,Emniyet,4,125.0,interstage,25.0,Kombi,2.0,1.0,0,1.0,Kiracılı,2075000.0
16324,Gölbaşı,Karşıyaka,4,125.0,interstage,2.0,Kombi,4.0,1.0,0,2.0,Kiracılı,2350000.0
16325,Keçiören,İncirli,4,120.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1875000.0
16326,Çankaya,Şehit Cevdet Özdemir,4,120.0,interstage,27.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1850000.0
16327,Çankaya,Cebeci,2,75.0,interstage,2.0,Kombi,3.0,1.0,1,1.0,Boş,2250000.0
16328,Çankaya,Kırkkonaklar,4,160.0,interstage,16.0,Kombi,3.0,1.0,0,2.0,Boş,3625000.0
16329,Çankaya,Zafertepe,4,120.0,interstage,0.0,Kombi,6.0,1.0,0,1.0,Boş,2850000.0
16330,Çankaya,Güvenevler,3,105.0,interstage,35.0,Merkezi,4.0,1.0,0,1.0,Kiracılı,2250000.0
16331,Çankaya,Yıldızevler,4,120.0,interstage,28.0,Kombi,5.0,1.0,0,1.0,Boş,3450000.0
16332,Çankaya,Aşağı Öveçler,4,120.0,interstage,3.0,Kombi,4.0,1.0,0,2.0,Mülk Sahibi,3500000.0
16333,Mamak,Zirvekent,2,55.0,interstage,8.0,Kombi,3.0,1.0,1,1.0,Boş,597000.0
16334,Altındağ,Hacettepe,4,110.0,interstage,25.0,Kombi,5.0,0.0,0,1.0,Kiracılı,999000.0
16335,Çankaya,Beytepe,5,210.0,interstage,0.0,Merkezi (Pay Ölçer),34.0,1.0,0,2.0,Boş,6745000.0
16336,Yenimahalle,Susuz,5,195.0,interstage,0.0,Kombi,14.0,1.0,0,2.0,Boş,3950000.0
16337,Etimesgut,Şehit Osman Avcı,4,110.0,interstage,20.0,Merkezi (Pay Ölçer),17.0,1.0,0,1.0,Mülk Sahibi,1750000.0
16338,Çankaya,Fakülteler,4,110.0,interstage,40.0,Kombi,4.0,0.0,0,1.0,Kiracılı,2400000.0
16339,Altındağ,Aydınlıkevler,4,110.0,interstage,35.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1550000.0
16340,Etimesgut,Bağlıca,4,170.0,interstage,12.0,Merkezi,8.0,1.0,0,1.0,Kiracılı,3150000.0
16341,Çankaya,Öveçler,4,110.0,interstage,30.0,Kombi,4.0,1.0,0,1.0,Kiracılı,2100000.0
16342,Yenimahalle,Demetgül,4,125.0,interstage,40.0,Kombi,5.0,1.0,0,1.0,Boş,1500000.0
16343,Mamak,Kazım Orbay,4,110.0,interstage,15.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1300000.0
16344,Polatlı,Kurtuluş,4,178.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,1350000.0
16345,Gölbaşı,İncek,2,45.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,1350000.0
16346,Çankaya,Akpınar,5,160.0,interstage,15.0,Kombi,4.0,1.0,0,2.0,Kiracılı,4900000.0
16347,Etimesgut,Topçu,4,110.0,interstage,20.0,Kombi,5.0,1.0,0,1.0,Kiracılı,1400000.0
16348,Çankaya,Emek,4,125.0,interstage,35.0,Merkezi,3.0,1.0,0,1.0,Mülk Sahibi,2450000.0
16349,Sincan,Plevne,4,135.0,interstage,12.0,Kombi,4.0,1.0,0,1.0,Boş,1470000.0
16350,Çankaya,Maltepe,5,200.0,interstage,0.0,Kombi,4.0,1.0,0,2.0,Boş,4250000.0
16351,Etimesgut,Bağlıca,5,175.0,interstage,0.0,Kombi,6.0,1.0,0,2.0,Boş,3950000.0
16352,Sincan,Selçuklu,6,220.0,interstage,8.0,Kombi,5.0,1.0,0,2.0,Kiracılı,2000000.0
16353,Etimesgut,Şehit Osman Avcı,4,150.0,interstage,10.0,Kombi,8.0,1.0,0,1.0,Mülk Sahibi,3000000.0
16354,Çankaya,Oran,4,180.0,interstage,30.0,Merkezi (Pay Ölçer),15.0,1.0,0,2.0,Mülk Sahibi,5500000.0
16355,Mamak,Cengizhan,4,130.0,interstage,8.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1279000.0
16356,Altındağ,Karapürçek,4,120.0,interstage,14.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1250000.0
16357,Çankaya,Harbiye,4,135.0,interstage,28.0,Merkezi,3.0,1.0,0,1.0,Mülk Sahibi,2749000.0
16358,Çankaya,Naci Çakır,4,115.0,interstage,20.0,Merkezi,4.0,1.0,0,1.0,Mülk Sahibi,2175000.0
16359,Etimesgut,Piyade,4,130.0,interstage,8.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,2100000.0
16360,Mamak,Mutlu,4,125.0,interstage,14.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1235000.0
16361,Keçiören,Ovacık,5,215.0,interstage,0.0,Kombi,18.0,1.0,0,2.0,Boş,4350000.0
16362,Keçiören,Yayla,4,135.0,interstage,4.0,Kombi,4.0,1.0,0,1.0,Boş,1539000.0
16363,Mamak,Cengizhan,6,250.0,interstage,0.0,Kombi,12.0,1.0,0,2.0,Boş,2709000.0
16364,Çankaya,Harbiye,4,125.0,interstage,27.0,Kombi,3.0,1.0,0,2.0,Boş,2290000.0
16365,Yenimahalle,Tepealtı,2,60.0,interstage,15.0,Kombi,3.0,1.0,1,1.0,Boş,869000.0
16366,Çankaya,Naci Çakır,4,175.0,interstage,26.0,Kombi,2.0,1.0,0,2.0,Boş,2950000.0
16367,Çankaya,Remzi Oğuz Arık,4,150.0,interstage,40.0,Merkezi,4.0,1.0,0,1.0,Boş,2950000.0
16368,Sincan,Malazgirt,4,120.0,interstage,16.0,Kombi,3.0,1.0,0,1.0,Kiracılı,989000.0
16369,Keçiören,Etlik,4,130.0,interstage,16.0,Kombi,3.0,1.0,0,1.0,Boş,2200000.0
16370,Çankaya,Metin Akkuş,4,110.0,interstage,18.0,Kombi,2.0,1.0,0,1.0,Boş,1245000.0
16371,Keçiören,Karakaya,4,145.0,interstage,10.0,Kombi,4.0,0.0,0,1.0,Boş,1495000.0
16372,Pursaklar,Merkez,5,185.0,interstage,7.0,Kombi,12.0,1.0,0,2.0,Kiracılı,2550000.0
16373,Keçiören,Etlik,4,125.0,interstage,20.0,Kombi,7.0,1.0,0,1.0,Mülk Sahibi,2500000.0
16374,Altındağ,Feridun Çelik,7,275.0,interstage,1.0,Kombi,5.0,1.0,0,4.0,Boş,1830000.0
16375,Keçiören,Atapark,4,135.0,interstage,5.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1589000.0
16376,Etimesgut,Şehit Osman Avcı,4,140.0,interstage,18.0,Kombi,8.0,1.0,0,2.0,Boş,2240000.0
16377,Mamak,Altıağaç,4,155.0,interstage,5.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1730000.0
16378,Keçiören,Aşağı Eğlence,3,110.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Boş,1449000.0
16379,Altındağ,Yıldıztepe,4,135.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,2150000.0
16380,Keçiören,Adnan Menderes,4,130.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1490000.0
16381,Çankaya,Harbiye,3,95.0,interstage,26.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1498000.0
16382,Etimesgut,Şeker,4,135.0,interstage,4.0,Kombi,4.0,0.0,0,2.0,Mülk Sahibi,2180000.0
16383,Sincan,Mareşal Çakmak,4,135.0,interstage,11.0,Kombi,4.0,1.0,0,2.0,Mülk Sahibi,1399000.0
16384,Keçiören,Atapark,4,145.0,interstage,5.0,Kombi,3.0,1.0,0,1.0,Boş,1779000.0
16385,Keçiören,Etlik,4,120.0,interstage,15.0,Kombi,4.0,1.0,0,1.0,Boş,1590000.0
16386,Etimesgut,Devlet,4,150.0,interstage,18.0,Kombi,10.0,1.0,0,1.0,Mülk Sahibi,3000000.0
16387,Keçiören,Ayvalı,4,130.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Kiracılı,2200000.0
16388,Yenimahalle,Pamuklar,4,150.0,interstage,10.0,Kombi,10.0,1.0,0,1.0,Kiracılı,2985000.0
16389,Mamak,Kazım Orbay,4,135.0,interstage,14.0,Kombi,7.0,1.0,0,2.0,Mülk Sahibi,1850000.0
16390,Etimesgut,Oğuzlar,4,120.0,interstage,25.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1249000.0
16391,Keçiören,Etlik,4,130.0,interstage,30.0,Kombi,3.0,1.0,0,2.0,Boş,1980000.0
16392,Etimesgut,Topçu,6,270.0,interstage,15.0,Kombi,3.0,1.0,0,2.0,Boş,2061000.0
16393,Keçiören,Ovacık,5,220.0,interstage,0.0,Merkezi (Pay Ölçer),20.0,1.0,0,2.0,Boş,3575000.0
16394,Keçiören,Etlik,4,140.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1460000.0
16395,Mamak,Şahintepe,4,120.0,interstage,19.0,Kombi,3.0,1.0,0,1.0,Boş,1090000.0
16396,Yenimahalle,Yunus Emre,4,130.0,interstage,25.0,Kombi,2.0,1.0,1,1.0,Boş,1630000.0
16397,Keçiören,Esertepe,4,170.0,interstage,5.0,Kombi,14.0,1.0,0,2.0,Mülk Sahibi,2760000.0
16398,Çankaya,Erzurum,4,120.0,interstage,35.0,Kombi,7.0,1.0,0,1.0,Kiracılı,1250000.0
16399,Pursaklar,Fatih,5,200.0,interstage,4.0,Merkezi (Pay Ölçer),10.0,1.0,0,2.0,Boş,3390000.0
16400,Etimesgut,Elvan,4,130.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,2500000.0
16401,Pursaklar,Merkez,5,200.0,interstage,6.0,Merkezi,15.0,1.0,0,2.0,Boş,2190000.0
16402,Keçiören,Ayvalı,4,135.0,interstage,20.0,Kombi,5.0,1.0,0,1.0,Boş,1950000.0
16403,Keçiören,Osmangazi,3,110.0,interstage,13.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,989000.0
16404,Etimesgut,İstasyon,4,140.0,interstage,14.0,Kombi,685.0,1.0,0,1.0,Boş,975000.0
16405,Keçiören,Etlik,4,135.0,interstage,28.0,Kombi,3.0,1.0,0,2.0,Boş,2290000.0
16406,Mamak,Mutlu,4,160.0,interstage,5.0,Kombi,5.0,1.0,0,1.0,Mülk Sahibi,1560000.0
16407,Çankaya,Bahçelievler,5,220.0,interstage,0.0,Kombi,4.0,1.0,0,2.0,Boş,8000000.0
16408,Sincan,Plevne,4,120.0,interstage,20.0,Kombi,4.0,1.0,0,1.0,Boş,949000.0
16409,Keçiören,Sancaktepe,8,450.0,interstage,3.0,Merkezi (Pay Ölçer),23.0,1.0,0,4.0,Mülk Sahibi,6999000.0
16410,Keçiören,Aşağı Eğlence,4,145.0,interstage,20.0,Yerden Isıtma,3.0,1.0,0,1.0,Boş,3249000.0
16411,Altındağ,Karapürçek,4,140.0,interstage,10.0,Kombi,3.0,1.0,0,1.0,Boş,1050000.0
16412,Keçiören,Aşağı Eğlence,5,185.0,interstage,20.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,4100000.0
16413,Mamak,Çağlayan,5,250.0,interstage,6.0,Kombi,3.0,1.0,0,2.0,Kiracılı,1750000.0
16414,Çankaya,İncesu,3,100.0,interstage,29.0,Merkezi,4.0,1.0,0,1.0,Mülk Sahibi,1535000.0
16415,Etimesgut,Yeşilova,5,195.0,interstage,0.0,Kombi,4.0,1.0,0,2.0,Boş,4250000.0
16416,Yenimahalle,Yakacık,4,145.0,interstage,0.0,Kombi,7.0,1.0,0,2.0,Boş,2050000.0
16417,Sincan,Selçuklu,4,125.0,interstage,20.0,Kombi,4.0,1.0,0,1.0,Mülk Sahibi,1050000.0
16418,Keçiören,İncirli,7,340.0,interstage,11.0,Kombi,3.0,1.0,0,3.0,Mülk Sahibi,2200000.0
16419,Mamak,General Zeki Doğan,4,145.0,interstage,5.0,Kombi,16.0,1.0,0,2.0,Mülk Sahibi,2550000.0
16420,Mamak,Kutlu,4,95.0,interstage,21.0,Kombi,4.0,1.0,0,1.0,Boş,880000.0
16421,Keçiören,İncirli,4,150.0,interstage,28.0,Kombi,2.0,1.0,0,2.0,Boş,3250000.0
16422,Mamak,Harman,3,95.0,interstage,5.0,Kombi,3.0,1.0,0,1.0,Boş,690000.0
16423,Gölbaşı,İncek,3,70.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,1900000.0
16424,Keçiören,Etlik,5,250.0,interstage,8.0,Kombi,4.0,1.0,0,3.0,Mülk Sahibi,4900000.0
16425,Mamak,Bahçeleriçi,4,120.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Boş,1188000.0
16426,Çankaya,100. Yıl,4,140.0,interstage,25.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1675000.0
16427,Altındağ,Doğantepe,4,130.0,interstage,0.0,Kombi,4.0,1.0,0,1.0,Boş,1170000.0
16428,Çankaya,Cevizlidere,6,280.0,interstage,8.0,Merkezi (Pay Ölçer),6.0,1.0,0,4.0,Mülk Sahibi,5850000.0
16429,Çankaya,Yukarı Dikmen,5,320.0,interstage,15.0,Kombi,10.0,1.0,1,2.0,Boş,7250000.0
16430,Keçiören,Ovacık,5,220.0,interstage,2.0,Merkezi (Pay Ölçer),23.0,1.0,0,2.0,Kiracılı,3450000.0
16431,Keçiören,Uyanış,4,135.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1750000.0
16432,Keçiören,Yeşiltepe,5,136.0,interstage,12.0,Merkezi,17.0,1.0,0,2.0,Kiracılı,1250000.0
16433,Çankaya,Çankaya,3,95.0,interstage,45.0,Merkezi,4.0,1.0,0,1.0,Kiracılı,2075005.0
16434,Mamak,Bahçelerüstü,3,90.0,interstage,13.0,Kombi,4.0,1.0,0,1.0,Kiracılı,770000.0
16435,Çankaya,Ayrancı,4,110.0,interstage,45.0,Kombi,3.0,1.0,0,1.0,Kiracılı,2950000.0
16436,Çankaya,Maltepe,4,150.0,interstage,30.0,Kombi,6.0,1.0,0,1.0,Kiracılı,3500000.0
16437,Keçiören,Basınevleri,4,125.0,interstage,20.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1950000.0
16438,Keçiören,Karşıyaka,4,142.0,interstage,2.0,Kombi,13.0,1.0,0,1.0,Boş,1400000.0
16439,Mamak,Şafaktepe,4,100.0,interstage,30.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,850000.0
16440,Gölbaşı,Örencik,4,150.0,interstage,0.0,Kombi,3.0,0.0,0,2.0,Boş,3000000.0
16441,Çankaya,Remzi Oğuz Arık,4,145.0,interstage,36.0,Merkezi,4.0,1.0,0,1.0,Boş,2950000.0
16442,Etimesgut,Atakent,3,110.0,interstage,29.0,Merkezi,8.0,1.0,0,1.0,Mülk Sahibi,2020000.0
16443,Keçiören,Ayvalı,3,105.0,interstage,25.0,Kombi,5.0,1.0,0,1.0,Mülk Sahibi,1349000.0
16444,Etimesgut,Şeyh Şamil,4,145.0,interstage,20.0,Kombi,10.0,1.0,0,2.0,Mülk Sahibi,2610000.0
16445,Altındağ,Beşikkaya,4,125.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Kiracılı,840000.0
16446,Çankaya,Naci Çakır,4,125.0,interstage,25.0,Kombi,3.0,1.0,0,2.0,Boş,2185000.0
16447,Yenimahalle,Turgut Özal,4,115.0,interstage,0.0,Merkezi (Pay Ölçer),9.0,1.0,0,2.0,Boş,3200000.0
16448,Mamak,Hürel,4,165.0,interstage,1.0,Kombi,11.0,1.0,0,2.0,Boş,2500000.0
16449,Yenimahalle,Demetevler,4,135.0,interstage,30.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1550000.0
16450,Çankaya,Maltepe,4,120.0,interstage,35.0,Merkezi,4.0,1.0,0,1.0,Kiracılı,3400000.0
16451,Yenimahalle,Turgut Özal,4,150.0,interstage,15.0,Kombi,9.0,1.0,0,2.0,Boş,4170000.0
16452,Keçiören,Bademlik,5,170.0,interstage,8.0,Kombi,3.0,1.0,0,2.0,Boş,1989000.0
16453,Çankaya,100. Yıl,3,75.0,interstage,30.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1500000.0
16454,Mamak,General Zeki Doğan,4,130.0,interstage,10.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1499000.0
16455,Çankaya,Kızılırmak,5,210.0,interstage,12.0,Merkezi (Pay Ölçer),26.0,1.0,0,2.0,Kiracılı,7150000.0
16456,Çankaya,Cevizlidere,4,110.0,interstage,21.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,2600000.0
16457,Mamak,Şehit Cengiz Topel,3,85.0,interstage,10.0,Kombi,3.0,1.0,0,1.0,Boş,1250000.0
16458,Çankaya,Alacaatlı,4,155.0,interstage,4.0,Merkezi (Pay Ölçer),25.0,1.0,0,1.0,Kiracılı,3800000.0
16459,Çankaya,Yukarı Bahçelievler,4,125.0,interstage,35.0,Kombi,3.0,1.0,1,1.0,Kiracılı,3350000.0
16460,Yenimahalle,Avcılar,4,160.0,interstage,8.0,Merkezi (Pay Ölçer),12.0,1.0,0,2.0,Kiracılı,2075000.0
16461,Çankaya,Birlik,3,124.0,interstage,22.0,Kombi,3.0,1.0,0,1.0,Boş,1650000.0
16462,Altındağ,Aydınlıkevler,3,100.0,interstage,30.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1350000.0
16463,Çankaya,Sancak,5,235.0,interstage,25.0,Kombi,4.0,1.0,0,2.0,Mülk Sahibi,4150000.0
16464,Çankaya,Aydınlar,4,135.0,interstage,30.0,Kombi,3.0,1.0,0,1.0,Boş,2749000.0
16465,Çankaya,Ata,6,300.0,interstage,20.0,Kombi,4.0,1.0,0,2.0,Boş,3600000.0
16466,Etimesgut,Şehit Osman Avcı,4,105.0,interstage,20.0,Merkezi,14.0,1.0,0,1.0,Kiracılı,1860000.0
16467,Çankaya,Naci Çakır,4,120.0,interstage,25.0,Kombi,3.0,1.0,0,1.0,Boş,2185000.0
16468,Gölbaşı,Taşpınar,2,48.0,interstage,0.0,Kombi,4.0,1.0,0,1.0,Boş,1700000.0
16469,Çankaya,Kazım Özalp,5,170.0,interstage,30.0,Merkezi,2.0,1.0,0,2.0,Mülk Sahibi,4550000.0
16470,Çankaya,Beytepe,5,229.0,interstage,0.0,Other,33.0,1.0,0,2.0,Kiracılı,7800000.0
16471,Çankaya,Remzi Oğuz Arık,4,145.0,interstage,38.0,Merkezi,4.0,1.0,0,1.0,Boş,3850000.0
16472,Çankaya,100. Yıl,4,110.0,interstage,48.0,Kombi,5.0,1.0,0,1.0,Kiracılı,1900000.0
16473,Gölbaşı,Taşpınar,5,215.0,interstage,0.0,Other,13.0,1.0,0,2.0,Boş,4949000.0
16474,Çankaya,Ata,4,115.0,interstage,25.0,Kombi,2.0,1.0,0,1.0,Kiracılı,1750001.0
16475,Çankaya,Büyükesat,4,130.0,interstage,28.0,Kombi,2.0,1.0,0,1.0,Boş,2500000.0
16476,Keçiören,Hisar,5,150.0,interstage,4.0,Kombi,4.0,1.0,0,2.0,Boş,1960000.0
16477,Mamak,Hürel,4,180.0,interstage,13.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1400000.0
16478,Pursaklar,Mimar Sinan,4,130.0,interstage,16.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,1595000.0
16479,Çankaya,İşçi Blokları,5,180.0,interstage,21.0,Kombi,7.0,1.0,0,2.0,Kiracılı,4750000.0
16480,Altındağ,Aydınlıkevler,4,110.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,2550000.0
16481,Yenimahalle,Turgut Özal,4,160.0,interstage,10.0,Merkezi (Pay Ölçer),10.0,1.0,1,2.0,Kiracılı,3190000.0
16482,Altındağ,Karapürçek,4,137.0,interstage,11.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1040000.0
16483,Mamak,Durali Alıç,3,140.0,interstage,6.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,1184000.0
16484,Çankaya,Barbaros,3,100.0,interstage,45.0,Merkezi,3.0,1.0,1,1.0,Kiracılı,1900000.0
16485,Mamak,Harman,5,230.0,interstage,9.0,Kombi,3.0,1.0,0,2.0,Mülk Sahibi,3250000.0
16486,Çubuk,Yıldırım Beyazıt,4,125.0,interstage,17.0,Kombi,4.0,1.0,0,1.0,Kiracılı,590000.0
16487,Çankaya,Mebusevleri,5,165.0,interstage,30.0,Merkezi,4.0,1.0,0,1.0,Boş,4000000.0
16488,Çankaya,Yukarı Bahçelievler,5,279.0,interstage,20.0,Kombi,3.0,1.0,0,3.0,Mülk Sahibi,6100000.0
16489,Etimesgut,Turkuaz,5,179.0,interstage,12.0,Merkezi,14.0,0.0,0,2.0,Kiracılı,2400000.0
16490,Etimesgut,Fatih Sultan,5,210.0,interstage,0.0,Merkezi (Pay Ölçer),14.0,1.0,0,3.0,Boş,6600000.0
16491,Sincan,Menderes,3,95.0,interstage,0.0,Kombi,5.0,1.0,0,1.0,Boş,1230000.0
16492,Keçiören,Kanuni,4,130.0,interstage,6.0,Kombi,3.0,1.0,0,2.0,Boş,1675000.0
16493,Sincan,Menderes,4,100.0,interstage,0.0,Kombi,3.0,1.0,0,1.0,Boş,1095000.0
16494,Mamak,Mutlu,4,125.0,interstage,8.0,Kombi,6.0,1.0,0,1.0,Boş,1100000.0
16495,Mamak,Harman,5,190.0,interstage,14.0,Kombi,3.0,1.0,0,1.0,Boş,2049000.0
16496,Yenimahalle,Turgut Özal,5,203.0,interstage,0.0,Merkezi,27.0,1.0,0,2.0,Boş,4250000.0
16497,Etimesgut,Elvan,4,125.0,interstage,11.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1499000.0
16498,Altındağ,Gültepe,5,200.0,interstage,5.0,Merkezi (Pay Ölçer),10.0,1.0,0,2.0,Boş,6000000.0
16499,Sincan,Mustafa Kemal,4,125.0,interstage,0.0,Kombi,4.0,1.0,0,2.0,Boş,1950000.0
16500,Keçiören,Karakaya,4,130.0,interstage,5.0,Kombi,3.0,1.0,0,1.0,Mülk Sahibi,2229000.0
16501,Pursaklar,Saray Fatih,4,130.0,interstage,5.0,Kombi,5.0,1.0,0,1.0,Mülk Sahibi,2500000.0
16502,Etimesgut,İstasyon,4,120.0,interstage,0.0,Merkezi (Pay Ölçer),10.0,1.0,0,1.0,Boş,2500000.0
16503,Çankaya,Bahçelievler,2,85.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,3250000.0
16504,Çankaya,Birlik,5,175.0,interstage,16.0,Kombi,5.0,0.0,0,1.0,Mülk Sahibi,4900000.0
16505,Keçiören,Etlik,4,140.0,interstage,25.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1000000.0
16506,Çankaya,Huzur,4,120.0,interstage,30.0,Kombi,3.0,1.0,0,1.0,Boş,2680000.0
16507,Yenimahalle,Yunus Emre,4,115.0,interstage,18.0,Kombi,4.0,1.0,0,1.0,Kiracılı,2650000.0
16508,Çankaya,Harbiye,4,100.0,interstage,26.0,Merkezi,3.0,1.0,0,1.0,Boş,1580000.0
16509,Mamak,Şahintepe,5,190.0,interstage,0.0,Kombi,5.0,1.0,0,2.0,Boş,3400000.0
16510,Mamak,Şafaktepe,4,110.0,interstage,40.0,Kombi,7.0,1.0,0,1.0,Kiracılı,1225000.0
16511,Sincan,Akşemsettin,4,125.0,interstage,20.0,Kombi,4.0,1.0,0,1.0,Kiracılı,1089000.0
16512,Keçiören,Güçlükaya,6,190.0,interstage,15.0,Kombi,3.0,1.0,0,2.0,Boş,1490000.0
16513,Keçiören,Güçlükaya,6,190.0,interstage,15.0,Kombi,3.0,1.0,0,2.0,Boş,1490000.0
16514,Çankaya,Yukarı Bahçelievler,5,220.0,interstage,0.0,Kombi,4.0,1.0,0,3.0,Boş,8000000.0
16515,Çankaya,Öveçler,7,300.0,interstage,13.0,Kombi,4.0,1.0,0,2.0,Boş,4640000.0
16516,Çankaya,Yukarı Bahçelievler,5,160.0,interstage,0.0,Kombi,3.0,1.0,0,2.0,Boş,6500000.0
16517,Kızılcahamam,Akçay,4,140.0,interstage,8.0,Kombi,7.0,1.0,1,1.0,Kiracılı,1750000.0
16518,Yenimahalle,Işınlar,5,165.0,interstage,12.0,Kombi,3.0,1.0,0,1.0,Kiracılı,1850000.0
16519,Altındağ,Baraj,4,167.0,interstage,3.0,Merkezi (Pay Ölçer),9.0,1.0,0,2.0,Boş,2149000.0
16520,Yenimahalle,Ata,5,185.0,interstage,0.0,Merkezi (Pay Ölçer),10.0,1.0,0,2.0,Boş,5300000.0
16521,Mamak,Balkiraz,3,100.0,interstage,25.0,Kombi,3.0,1.0,1,1.0,Boş,1048000.0
16522,Yenimahalle,Kardelen,4,135.0,interstage,10.0,Kombi,8.0,1.0,0,2.0,Kiracılı,2800000.0
16523,Keçiören,Şehit Kubilay,4,145.0,interstage,4.0,Kombi,3.0,1.0,0,1.0,Boş,1590000.0
16524,Çankaya,Prof. Dr. Ahmet Taner Kışlalı,5,200.0,interstage,20.0,Merkezi,13.0,1.0,0,2.0,Kiracılı,8100000.0
16525,Yenimahalle,Demetgül,3,110.0,interstage,25.0,Kombi,6.0,1.0,0,1.0,Kiracılı,825000.0
16526,Mamak,Şirintepe,5,195.0,interstage,1.0,Kombi,10.0,1.0,0,3.0,Boş,1535000.0
16527,Keçiören,Kanuni,5,200.0,interstage,0.0,Merkezi,16.0,1.0,0,2.0,Boş,4000000.0
16528,Yenimahalle,Yukarı Yahyalar,5,177.0,interstage,1.0,Kombi,4.0,1.0,0,2.0,Boş,3200000.0
