iter	RMSE
1020	143626.6245
1021	143519.4019
1022	143421.2773
1023	143327.419
1024	143218.504
1025	143008.4275
1026	142911.2173
1027	142803.777
1028	142631.2912
1029	142534.347
1030	142465.3776
1031	142378.7179
1032	142237.0496
1033	142199.5947
1034	142059.677
1035	141964.9854
1036	141850.3008
1037	141784.2227
1038	141748.9911
1039	141567.7803
1040	141469.138
1041	141275.3971
1042	141180.4808
1043	141124.5119
1044	141018.3251
1045	140982.2412
1046	140831.5396
1047	140725.3178
1048	140604.1466
1049	140490.4809
1050	140322.3176
1051	140228.6786
1052	140158.0026
1053	140091.9996
1054	139985.0498
1055	139940.5578
1056	139772.4833
1057	139702.5502
1058	139592.7688
1059	139497.9631
1060	139449.359
1061	139334.8724
1062	139261.6383
1063	139100.4121
1064	139017.0656
1065	138934.3638
1066	138827.0567
1067	138766.9019
1068	138710.4415
1069	138633.2732
1070	138530.3768
1071	138418.4862
1072	138330.2361
1073	138229.1254
1074	138130.3968
1075	138021.0446
1076	137945.281
1077	137884.7299
1078	137833.8962
1079	137732.1635
1080	137613.2738
1081	137505.3673
1082	137374.8028
1083	137289.8466
1084	137195.2691
1085	137121.8174
1086	137046.9634
1087	136894.7078
1088	136837.2158
1089	136679.0656
1090	136601.5995
1091	136551.0447
1092	136461.8961
1093	136338.7217
1094	136280.4807
1095	136219.9288
1096	136185.5169
1097	136089.4166
1098	135996.576
1099	135914.0015
1100	135850.0569
1101	135701.5439
1102	135586.7787
1103	135480.1641
1104	135414.9837
1105	135346.3499
1106	135250.944
1107	135198.8326
1108	135094.4627
1109	135023.5203
1110	134916.8799
1111	134816.2954
1112	134750.913
1113	134698.8441
1114	134640.5807
1115	134524.084
1116	134446.4195
1117	134280.9525
1118	134156.8166
1119	134125.1775
1120	134011.5192
1121	133910.687
1122	133814.3574
1123	133741.3127
1124	133635.7004
1125	133577.5974
1126	133526.5928
1127	133472.8669
1128	133416.5573
1129	133310.6522
1130	133201.708
1131	133130.7199
1132	133033.7955
1133	132957.9108
1134	132908.8141
1135	132842.5057
1136	132744.6247
1137	132660.1117
1138	132537.9252
1139	132459.1881
1140	132317.1612
1141	132144.563
1142	132040.653
1143	131920.2469
1144	131832.9342
1145	131653.562
1146	131564.1541
1147	131478.216
1148	131356.0122
1149	131295.7333
1150	131175.9865
1151	131090.4046
1152	131023.2896
1153	130925.1526
1154	130834.6056
1155	130759.1094
1156	130674.4582
1157	130564.7252
1158	130497.544
1159	130322.3092
1160	130170.3711
1161	130105.4061
1162	130055.0743
1163	129933.0894
1164	129874.5685
1165	129790.5547
1166	129714.5063
1167	129638.739
1168	129549.1649
1169	129467.486
1170	129315.3736
1171	129238.3575
1172	129149.0896
1173	128961.7812
1174	128857.8276
1175	128750.1811
1176	128645.7026
1177	128578.9485
1178	128493.0595
1179	128388.5389
1180	128320.4104
1181	128188.9177
1182	128148.3261
1183	128054.8509
1184	127899.0002
1185	127762.3701
1186	127658.0773
1187	127522.7879
1188	127447.8274
1189	127339.8614
1190	127292.7521
1191	127168.5728
1192	127020.4744
1193	126919.1818
1194	126834.3895
1195	126758.223
1196	126700.0024
1197	126622.8392
1198	126509.1794
1199	126409.3209
1200	126326.04
1201	126167.0473
1202	126129.0445
1203	125985.0205
1204	125901.2136
1205	125798.7847
1206	125723.3666
1207	125597.6959
1208	125523.3372
1209	125444.1288
1210	125340.7729
1211	125281.5208
1212	125221.8117
1213	125145.9427
1214	125095.2164
1215	125052.7117
1216	124968.1883
1217	124900.5372
1218	124795.2265
1219	124720.5187
1220	124631.3106
1221	124540.1731
1222	124480.9428
1223	124375.4938
1224	124262.3883
1225	124187.0414
1226	124108.9571
1227	124021.2508
1228	123936.6987
1229	123875.8133
1230	123801.1841
1231	123703.8416
1232	123607.6479
1233	123535.9027
1234	123451.458
1235	123367.9338
1236	123235.3278
1237	123188.7976
1238	123064.5336
1239	122992.2762
1240	122864.1534
1241	122799.8814
1242	122732.5272
1243	122659.43
1244	122573.627
1245	122522.5011
1246	122472.4245
1247	122376.6394
1248	122310.5622
1249	122228.9598
1250	122183.2417
1251	122125.5665
1252	122034.989
1253	121969.514
1254	121825.6831
1255	121738.9712
1256	121626.0807
1257	121509.6289
1258	121463.05
1259	121371.979
1260	121317.695
1261	121268.5659
1262	121169.5364
1263	121077.7016
1264	121021.0984
1265	120918.9483
1266	120883.1707
1267	120838.253
1268	120798.5906
1269	120716.6356
1270	120672.5517
1271	120622.5569
1272	120562.7335
1273	120507.3029
1274	120426.3757
1275	120361.5889
1276	120271.2568
1277	120201.522
1278	120114.0874
1279	120037.2068
1280	119986.5259
1281	119900.3265
1282	119832.6867
1283	119798.626
1284	119718.2139
1285	119665.4102
1286	119601.145
1287	119521.659
1288	119467.2942
1289	119430.4484
1290	119334.8127
1291	119282.8537
1292	119215.7109
1293	119107.2203
1294	119064.026
1295	119019.7941
1296	118922.8589
1297	118861.7268
1298	118802.4242
1299	118703.1544
1300	118613.0758
1301	118511.0335
1302	118478.9157
1303	118418.4239
1304	118361.1258
1305	118261.2444
1306	118195.7898
1307	118101.3661
1308	118020.5206
1309	117901.9215
1310	117827.5551
1311	117724.0596
1312	117590.6242
1313	117513.5182
1314	117431.6721
1315	117380.8134
1316	117304.9881
1317	117233.9022
1318	117158.6964
1319	117085.207
1320	117040.3264
1321	117000.5471
1322	116949.4582
1323	116889.9913
1324	116816.1183
1325	116769.1821
1326	116714.197
1327	116632.3494
1328	116517.305
1329	116415.9255
1330	116350.7178
1331	116306.8629
1332	116270.6971
1333	116142.0703
1334	116082.6877
1335	116015.4659
1336	115973.9892
1337	115884.8679
1338	115814.2281
1339	115795.6995
1340	115709.9594
1341	115634.7212
1342	115590.6965
1343	115512.4793
1344	115437.3664
1345	115360.1053
1346	115287.2084
1347	115175.183
1348	115090.2203
1349	115065.424
1350	114972.1285
1351	114882.2891
1352	114811.4666
1353	114754.3617
1354	114672.0916
1355	114609.9918
1356	114556.9684
1357	114459.2672
1358	114391.4747
1359	114300.3712
1360	114223.3432
1361	114184.0272
1362	114092.7616
1363	114046.1515
1364	113986.7436
1365	113913.6232
1366	113768.6685
1367	113715.5518
1368	113661.3022
1369	113585.2353
1370	113524.6786
1371	113452.2785
1372	113406.8269
1373	113346.0755
1374	113240.4941
1375	113185.4688
1376	113074.1573
1377	113010.1769
1378	112955.967
1379	112912.9005
1380	112854.4936
1381	112729.8221
1382	112700.3862
1383	112628.6285
1384	112605.3909
1385	112498.6707
1386	112463.5305
1387	112413.5541
1388	112358.5893
1389	112317.1291
1390	112276.2422
1391	112190.4071
1392	112112.6092
1393	112016.4654
1394	111930.6282
1395	111894.7042
1396	111822.497
1397	111732.2603
1398	111650.666
1399	111618.3488
1400	111535.0424
1401	111462.0199
1402	111326.9588
1403	111246.6502
1404	111213.6727
1405	111171.1996
1406	111075.7108
1407	110991.6975
1408	110928.5633
1409	110877.8226
1410	110806.2133
1411	110741.029
1412	110673.2403
1413	110621.8235
1414	110563.6515
1415	110520.8328
1416	110454.2358
1417	110401.3876
1418	110357.2452
1419	110306.3477
1420	110277.7315
1421	110214.266
1422	110142.4284
1423	110065.3752
1424	109987.7092
1425	109928.8273
1426	109892.4909
1427	109839.7665
1428	109776.9953
1429	109721.5936
1430	109690.1229
1431	109638.3175
1432	109561.1257
1433	109513.0817
1434	109489.0874
1435	109434.3749
1436	109377.7213
1437	109318.4571
1438	109292.5183
1439	109200.0726
1440	109161.3139
1441	109112.0602
1442	109091.2654
1443	109011.8393
1444	108962.7064
1445	108921.5619
1446	108851.3317
1447	108742.5712
1448	108689.2382
1449	108648.7005
1450	108613.055
1451	108558.923
1452	108456.5279
1453	108404.1419
1454	108377.1318
1455	108282.8854
1456	108241.918
1457	108186.13
1458	108160.6786
1459	108114.9732
1460	108069.3697
1461	107961.7984
1462	107935.149
1463	107875.8405
1464	107838.1876
1465	107810.6053
1466	107756.2379
1467	107648.3248
1468	107591.5787
1469	107557.7326
1470	107508.1709
1471	107430.8175
1472	107368.8399
1473	107345.25
1474	107267.5344
1475	107199.5432
1476	107169.6171
1477	107136.7694
1478	107099.883
1479	107035.0758
1480	106947.1676
1481	106876.1237
1482	106802.0951
1483	106772.9793
1484	106695.5219
1485	106587.5608
1486	106552.6065
1487	106483.6667
1488	106434.4839
1489	106401.7157
1490	106346.746
1491	106312.939
1492	106251.5839
1493	106188.2086
1494	106162.6544
1495	106085.997
1496	106019.4916
1497	105930.7514
1498	105808.5644
1499	105775.2708
1500	105742.2333
1501	105627.2368
1502	105566.635
1503	105499.289
1504	105420.9114
1505	105332.1251
1506	105239.6183
1507	105184.0313
1508	105153.5553
1509	105095.2612
1510	105019.7353
1511	104956.9652
1512	104900.0929
1513	104832.9349
1514	104756.6079
1515	104692.6568
1516	104645.3679
1517	104596.2018
1518	104511.2929
1519	104448.623
1520	104394.4199
1521	104323.536
1522	104265.5155
1523	104187.94
1524	104135.8541
1525	104097.7454
1526	104043.1046
1527	103990.651
1528	103946.7878
1529	103885.8021
1530	103803.9799
1531	103745.5913
1532	103694.0451
1533	103658.1794
1534	103601.8
1535	103577.6868
1536	103527.0234
1537	103495.717
1538	103398.5748
1539	103350.8842
1540	103287.8873
1541	103221.8247
1542	103170.7357
1543	103097.6139
1544	103042.0944
1545	102994.4585
1546	102952.7466
1547	102920.3468
1548	102849.0836
1549	102779.4927
1550	102724.7138
1551	102657.7105
1552	102607.1622
1553	102518.6997
1554	102464.7099
1555	102421.0501
1556	102377.5065
1557	102335.1049
1558	102306.7705
1559	102198.3811
1560	102148.8178
1561	102075.2307
1562	102028.1885
1563	101919.3457
1564	101888.7507
1565	101813.4537
1566	101786.1069
1567	101738.5618
1568	101678.9592
1569	101627.8237
1570	101572.3035
1571	101494.5222
1572	101450.3221
1573	101395.9728
1574	101373.669
1575	101304.2358
1576	101206.8193
1577	101157.6333
1578	101088.9799
1579	101048.8616
1580	100980.6177
1581	100924.956
1582	100866.8769
1583	100818.3331
1584	100793.9971
1585	100757.7223
1586	100703.4529
1587	100675.0009
1588	100630.0069
1589	100581.1188
1590	100501.5659
1591	100466.0671
1592	100426.6172
1593	100387.6649
1594	100349.5386
1595	100284.1094
1596	100230.068
1597	100176.5028
1598	100116.8339
1599	100052.3024
1600	100001.1479
1601	99965.67308
1602	99919.0855
1603	99887.46597
1604	99819.41648
1605	99754.38605
1606	99650.71587
1607	99586.28403
1608	99541.79297
1609	99446.40508
1610	99353.24718
1611	99301.61035
1612	99259.73232
1613	99205.74964
1614	99134.55222
1615	99090.7009
1616	98979.52385
1617	98890.77412
1618	98835.83623
1619	98757.45193
1620	98721.59933
1621	98621.20948
1622	98560.05087
1623	98491.65924
1624	98466.97313
1625	98399.73928
1626	98314.01393
1627	98243.11036
1628	98198.80123
1629	98174.3689
1630	98142.70649
1631	98111.82825
1632	98015.62755
1633	97971.7512
1634	97913.24463
1635	97887.84747
1636	97847.60992
1637	97800.22548
1638	97702.94499
1639	97650.37136
1640	97582.64079
1641	97550.1355
1642	97501.44613
1643	97405.20777
1644	97362.40833
1645	97315.83097
1646	97277.37417
1647	97227.30391
1648	97122.39189
1649	97074.04875
1650	97045.59736
1651	96961.75746
1652	96898.32593
1653	96849.06211
1654	96809.37199
1655	96774.16482
1656	96755.86668
1657	96711.46003
1658	96605.90294
1659	96581.23324
1660	96548.08603
1661	96502.1659
1662	96439.07542
1663	96373.97313
1664	96324.11461
1665	96249.79811
1666	96215.97209
1667	96189.41802
1668	96106.05695
1669	96083.94975
1670	96047.95329
1671	96001.66912
1672	95927.72176
1673	95893.9961
1674	95831.84115
1675	95783.21805
1676	95674.90036
1677	95634.95149
1678	95581.50307
1679	95530.15366
1680	95497.45012
1681	95439.35073
1682	95395.58647
