iter	RMSE
1683	95376.06808
1684	95375.87942
1685	95330.00551
1686	95302.1208
1687	95268.72521
1688	95191.27286
1689	95120.59946
1690	95038.11867
1691	94976.91158
1692	94937.80236
1693	94888.41783
1694	94847.41542
1695	94818.88073
1696	94735.93336
1697	94679.03113
1698	94654.92987
1699	94632.52764
1700	94544.87039
1701	94483.64623
1702	94458.89571
1703	94337.52671
1704	94242.41496
1705	94220.52022
1706	94191.34822
1707	94137.50675
1708	94091.00732
1709	94069.49578
1710	93997.07704
1711	93935.87281
1712	93900.14702
1713	93819.5633
1714	93762.88153
1715	93752.92185
1716	93682.63071
1717	93641.62944
1718	93623.83893
1719	93568.62754
1720	93534.5307
1721	93485.82536
1722	93455.006
1723	93353.04873
1724	93290.85815
1725	93245.54173
1726	93204.66523
1727	93186.81802
1728	93133.41223
1729	93079.60424
1730	93008.48097
1731	92971.28907
1732	92879.51777
1733	92815.97199
1734	92788.70966
1735	92700.53469
1736	92655.55725
1737	92633.76739
1738	92581.07327
1739	92511.46421
1740	92415.36406
1741	92368.16816
1742	92347.91653
1743	92292.71041
1744	92234.49093
1745	92164.05937
1746	92137.81331
1747	92084.80196
1748	92038.94078
1749	91989.56281
1750	91928.51373
1751	91848.48345
1752	91835.57671
1753	91774.99309
1754	91742.84468
1755	91692.95704
1756	91666.62766
1757	91613.20909
1758	91548.61066
1759	91492.18238
1760	91446.94362
1761	91401.58036
1762	91370.88994
1763	91327.42667
1764	91270.31829
1765	91223.89995
1766	91204.51402
1767	91187.56524
1768	91142.28412
1769	91081.72775
1770	91027.81406
1771	91008.85552
1772	90961.48938
1773	90932.97485
1774	90880.05578
1775	90858.55671
1776	90782.78499
1777	90754.62921
1778	90708.44841
1779	90625.20655
1780	90596.059
1781	90566.30811
1782	90524.80207
1783	90498.74485
1784	90473.59003
1785	90423.22014
1786	90386.99762
1787	90364.04589
1788	90340.25908
1789	90301.44864
1790	90270.71251
1791	90241.32151
1792	90191.23761
1793	90149.21533
1794	90121.08653
1795	90034.74581
1796	89995.96995
1797	89970.12202
1798	89930.74009
1799	89829.91581
1800	89788.44229
1801	89729.10875
1802	89679.02373
1803	89642.81086
1804	89598.47783
1805	89567.44116
1806	89512.02076
1807	89472.52048
1808	89449.26332
1809	89420.92928
1810	89373.40131
1811	89339.28763
1812	89286.24376
1813	89252.54675
1814	89215.81081
1815	89184.82835
1816	89139.49784
1817	89063.60216
1818	89017.32698
1819	88999.06855
1820	88950.48805
1821	88896.18801
1822	88861.83884
1823	88782.84317
1824	88756.40176
1825	88717.62614
1826	88652.40005
1827	88595.31187
1828	88533.81997
1829	88492.08557
1830	88442.11674
1831	88408.64845
1832	88370.36327
1833	88321.36534
1834	88281.40882
1835	88225.48957
1836	88195.56302
1837	88148.81387
1838	88110.77036
1839	88085.3698
1840	88035.79699
1841	88007.68371
1842	87952.68682
1843	87921.22689
1844	87878.76337
1845	87837.34889
1846	87792.48343
1847	87764.86714
1848	87719.19936
1849	87690.27482
1850	87650.78632
1851	87613.16681
1852	87570.66989
1853	87535.82746
1854	87467.58212
1855	87388.70834
1856	87347.38722
1857	87297.80354
1858	87259.10683
1859	87187.8021
1860	87164.14393
1861	87139.52984
1862	87061.92576
1863	86995.82733
1864	86949.30628
1865	86900.82154
1866	86827.56599
1867	86793.97526
1868	86766.64536
1869	86743.29563
1870	86661.80685
1871	86627.78781
1872	86575.97093
1873	86519.40177
1874	86480.76865
1875	86394.60358
1876	86341.47099
1877	86282.3252
1878	86232.16717
1879	86148.1849
1880	86099.20177
1881	86032.95656
1882	85992.69031
1883	85937.00408
1884	85877.11075
1885	85850.75195
1886	85831.14331
1887	85769.66832
1888	85723.34965
1889	85692.93155
1890	85667.4083
1891	85647.24993
1892	85591.92427
1893	85572.55536
1894	85506.76789
1895	85485.86262
1896	85441.09569
1897	85378.41939
1898	85348.86682
1899	85293.69692
1900	85246.19775
1901	85207.79103
1902	85180.59186
1903	85136.63871
1904	85083.49711
1905	85056.6117
1906	85034.30849
1907	84981.56312
1908	84952.56031
1909	84905.50919
1910	84879.21147
1911	84867.30231
1912	84847.72366
1913	84758.99439
1914	84710.39434
1915	84653.07087
1916	84590.94662
1917	84573.97302
1918	84529.98584
1919	84509.61482
1920	84447.80406
1921	84370.34616
1922	84342.60785
1923	84292.64848
1924	84213.19238
1925	84166.20237
1926	84138.0353
1927	84091.77042
1928	84049.91731
1929	83954.42041
1930	83889.94876
1931	83866.91599
1932	83818.91941
1933	83769.24873
1934	83739.67385
1935	83726.07239
1936	83680.43401
1937	83639.03676
1938	83562.09061
1939	83506.89746
1940	83459.47508
1941	83415.34673
1942	83397.80136
1943	83382.02425
1944	83313.29039
1945	83268.25768
1946	83218.00391
1947	83182.02447
1948	83122.64494
1949	83081.88562
1950	83056.44739
1951	83002.52755
1952	82973.00595
1953	82924.80978
1954	82871.62038
1955	82852.47181
1956	82810.92422
1957	82785.08272
1958	82758.40934
1959	82692.64219
1960	82616.60038
1961	82580.76895
1962	82556.33811
1963	82522.75271
1964	82489.76642
1965	82460.24571
1966	82421.75006
1967	82400.72394
1968	82366.20704
1969	82324.72329
1970	82290.17566
1971	82240.49034
1972	82222.72444
1973	82182.80958
1974	82154.59213
1975	82106.30401
1976	82035.18747
1977	81977.85155
1978	81937.79143
1979	81924.76205
1980	81883.17847
1981	81830.58851
1982	81809.61228
1983	81791.10813
1984	81742.82425
1985	81700.80467
1986	81632.73979
1987	81615.34256
1988	81563.8816
1989	81529.72907
1990	81505.16726
1991	81429.15495
1992	81386.9442
1993	81334.12843
1994	81309.97079
1995	81251.72974
1996	81212.72014
1997	81173.02768
1998	81140.67711
1999	81125.45897
2000	81095.58224
2001	81035.28333
2002	80991.15349
2003	80951.12786
2004	80903.74277
2005	80842.7946
2006	80801.9908
2007	80755.4448
2008	80687.0095
2009	80651.03785
2010	80641.97252
2011	80593.09346
2012	80552.5915
2013	80536.32669
2014	80480.54548
2015	80450.08761
2016	80437.27189
2017	80354.88794
2018	80316.54504
2019	80272.65472
2020	80211.22631
2021	80179.8309
2022	80135.0875
2023	80111.6926
2024	80052.11634
2025	80018.17433
2026	80003.16513
2027	79954.03487
2028	79928.45268
2029	79873.93109
2030	79811.38481
2031	79748.88486
2032	79715.00697
2033	79693.53059
2034	79660.36193
2035	79631.51391
2036	79606.47199
2037	79561.32377
2038	79519.27613
2039	79476.50226
2040	79424.79269
2041	79402.87507
2042	79345.70475
2043	79298.66679
2044	79279.73373
2045	79226.40028
2046	79187.47183
2047	79148.55141
2048	79121.8723
2049	79105.2379
2050	79088.56493
2051	79079.12394
2052	79012.62781
2053	78976.17891
2054	78954.68989
2055	78939.90665
2056	78881.06377
2057	78832.7346
2058	78783.26667
2059	78754.85631
2060	78733.98143
2061	78701.99235
2062	78662.16362
2063	78598.21349
2064	78580.38391
2065	78561.34741
2066	78535.39512
2067	78474.2142
2068	78419.87517
2069	78401.2188
2070	78381.92934
2071	78342.12427
2072	78270.22601
2073	78229.22104
2074	78210.5698
2075	78188.86479
2076	78132.50097
2077	78091.05706
2078	78075.94468
2079	78048.707
2080	77998.249
2081	77958.23805
2082	77888.59486
2083	77825.10176
2084	77782.18232
2085	77767.57969
2086	77737.85994
2087	77702.1198
2088	77668.47025
2089	77648.68584
2090	77625.05972
2091	77578.26014
2092	77524.65139
2093	77480.81412
2094	77469.49552
2095	77434.91781
2096	77406.03809
2097	77389.56112
2098	77362.78403
2099	77291.63717
2100	77249.57922
2101	77186.48475
2102	77129.33456
2103	77063.97042
2104	76999.04826
2105	76945.63417
2106	76911.68088
2107	76872.33489
2108	76814.47528
2109	76796.50707
2110	76769.46796
2111	76737.21706
2112	76703.93786
2113	76685.75886
2114	76644.1723
2115	76617.77873
2116	76561.21857
2117	76511.98489
2118	76475.64184
2119	76452.58835
2120	76405.49664
2121	76370.51268
2122	76331.58126
2123	76304.27096
2124	76261.21499
2125	76239.3873
2126	76174.51552
2127	76133.33459
2128	76089.53823
2129	76049.60768
2130	76003.62273
2131	75944.93971
2132	75897.99753
2133	75871.56551
2134	75851.77124
2135	75833.65018
2136	75799.12596
2137	75739.66617
2138	75716.3117
2139	75675.8124
2140	75642.05045
2141	75577.69277
2142	75539.16685
2143	75521.29001
2144	75482.1499
2145	75457.35016
2146	75423.91782
2147	75383.68764
2148	75355.35368
2149	75313.42829
2150	75281.20745
2151	75211.70591
2152	75182.16376
2153	75143.9799
2154	75109.07917
2155	75081.86859
2156	75030.39259
2157	74983.56737
2158	74962.95269
2159	74941.59151
2160	74927.83909
2161	74910.66801
2162	74855.29907
2163	74810.94539
2164	74748.32466
2165	74707.73405
2166	74676.05769
2167	74607.42602
2168	74576.83879
2169	74534.20346
2170	74496.08547
2171	74484.93536
2172	74460.58459
2173	74433.41879
2174	74413.99889
2175	74377.59741
2176	74346.74224
2177	74323.92881
2178	74279.57797
2179	74242.33685
2180	74208.17097
2181	74152.49723
2182	74113.72381
2183	74065.57763
2184	74048.53667
2185	73967.79481
2186	73952.34117
2187	73914.3561
2188	73898.00528
2189	73873.14118
2190	73800.81116
2191	73764.33665
2192	73711.25014
2193	73650.73941
2194	73631.62012
2195	73617.31648
2196	73571.45552
2197	73543.91935
2198	73505.19089
2199	73487.39757
2200	73467.53501
2201	73448.03739
2202	73407.38615
2203	73367.02319
2204	73315.04779
2205	73273.72815
2206	73248.53037
2207	73231.618
2208	73193.46582
2209	73162.62286
2210	73090.80927
2211	73050.43312
2212	73021.57093
2213	72975.12207
2214	72918.41278
2215	72894.90668
2216	72845.40294
2217	72791.71449
2218	72769.38465
2219	72736.47015
2220	72716.89079
2221	72680.72357
2222	72636.76341
2223	72609.00307
2224	72592.5673
2225	72558.01986
2226	72509.36659
2227	72464.79622
2228	72433.82216
2229	72413.93783
2230	72379.02566
2231	72368.76992
2232	72328.61093
2233	72302.23297
2234	72283.76144
2235	72266.84859
2236	72224.58309
2237	72188.72049
2238	72151.48103
2239	72096.46154
2240	72076.45904
2241	72029.67435
2242	71981.44117
2243	71946.66626
2244	71921.9798
2245	71890.96802
2246	71868.31416
2247	71826.37222
2248	71795.559
2249	71773.84537
2250	71740.1377
2251	71722.90201
2252	71703.98761
2253	71683.1457
2254	71650.21898
2255	71612.58016
2256	71563.48769
2257	71513.24597
2258	71498.27439
2259	71487.45361
2260	71466.11258
2261	71451.38632
2262	71401.843
2263	71376.85244
2264	71339.66657
2265	71308.5724
2266	71264.45669
2267	71220.96861
2268	71202.09712
2269	71179.10959
2270	71157.70736
2271	71120.51434
2272	71091.5556
2273	71065.0915
2274	71064.67967
2275	71024.45782
2276	70995.18696
2277	70939.59331
2278	70890.37493
2279	70861.87407
2280	70822.66247
2281	70784.58524
2282	70738.32014
2283	70713.08732
2284	70673.74956
2285	70641.04983
2286	70609.94567
2287	70587.58711
2288	70553.76004
2289	70539.77223
2290	70494.98831
2291	70460.1144
2292	70452.22192
2293	70386.98823
2294	70345.40035
2295	70314.2473
2296	70280.71183
2297	70240.50671
2298	70223.63523
2299	70194.24539
2300	70179.46396
2301	70151.45098
2302	70133.12889
2303	70111.63577
2304	70085.01429
2305	70058.11255
2306	70029.87746
2307	69976.72536
2308	69927.48312
2309	69898.97597
2310	69869.89039
2311	69854.7696
2312	69822.64932
2313	69800.38084
2314	69779.0424
2315	69749.50892
2316	69733.13496
2317	69716.81289
2318	69693.07962
2319	69671.87387
2320	69642.24247
2321	69578.10826
2322	69551.79363
2323	69518.46896
2324	69487.428
2325	69454.39537
2326	69426.09629
2327	69385.85986
2328	69372.67333
2329	69350.41756
2330	69322.27649
2331	69304.93707
2332	69291.77687
2333	69260.89719
2334	69232.53837
2335	69189.62731
2336	69153.17989
2337	69128.01389
2338	69098.09732
2339	69056.72658
2340	69034.80456
2341	69000.58061
2342	68970.96533
2343	68931.64747
2344	68907.86093
2345	68875.19657
2346	68844.80681
2347	68830.86325
2348	68803.21769
2349	68748.79134
2350	68724.66149
2351	68693.71702
2352	68667.80129
2353	68636.09609
2354	68581.24917
2355	68552.211
2356	68529.51006
2357	68490.78168
2358	68455.04491
2359	68406.53097
2360	68359.16254
2361	68328.94431
2362	68303.13674
2363	68265.15657
2364	68254.67071
2365	68220.56995
2366	68203.19928
2367	68185.6476
2368	68150.2496
2369	68136.04348
2370	68079.47574
2371	68039.89804
2372	68022.8786
2373	67991.04983
2374	67964.36443
2375	67915.34516
2376	67882.68059
2377	67870.01292
2378	67854.36566
2379	67814.36526
2380	67785.23111
2381	67768.65202
2382	67749.8291
2383	67709.2692
2384	67676.19322
2385	67652.80189
2386	67628.82924
2387	67600.37503
2388	67533.15984
2389	67515.96751
2390	67495.27937
2391	67465.50632
2392	67436.11558
2393	67410.48236
2394	67393.78652
2395	67356.66603
2396	67343.63669
2397	67324.83989
2398	67289.26763
2399	67256.23384
2400	67213.01612
2401	67170.46797
2402	67153.0875
2403	67132.55598
2404	67106.37215
2405	67078.57242
2406	67055.68288
2407	67021.20994
2408	67013.07467
2409	67002.79689
2410	66955.6988
2411	66907.98435
2412	66879.89229
2413	66855.86235
2414	66835.45858
2415	66826.70427
2416	66812.4638
2417	66791.01493
2418	66758.60501
2419	66746.19557
2420	66725.16816
2421	66710.04877
2422	66695.57497
2423	66680.81338
2424	66660.0406
2425	66626.74934
2426	66617.20567
2427	66593.63221
2428	66540.1458
2429	66508.55056
2430	66487.51182
2431	66467.25015
2432	66446.08848
2433	66415.6821
2434	66380.60124
2435	66347.53705
2436	66310.16053
2437	66285.26813
2438	66242.07805
2439	66222.50127
2440	66181.37068
2441	66154.07586
2442	66128.31734
2443	66099.05815
2444	66083.54575
2445	66063.58234
2446	66051.15632
2447	66030.38485
2448	66012.47341
2449	65999.15836
2450	65989.51781
2451	65961.22742
2452	65940.64289
2453	65933.68013
2454	65893.92822
2455	65861.38001
2456	65814.26758
2457	65792.76149
2458	65762.72634
2459	65717.71262
2460	65678.25932
2461	65656.77222
2462	65614.32206
2463	65590.98641
2464	65579.45688
2465	65561.21856
2466	65532.70281
2467	65502.66672
2468	65476.41833
2469	65432.19395
2470	65396.13786
2471	65373.54149
2472	65364.60305
2473	65336.59839
2474	65314.78393
2475	65284.47788
2476	65266.9766
2477	65243.43729
2478	65222.44858
2479	65206.19115
2480	65180.4812
2481	65158.09039
2482	65118.47997
2483	65092.67104
2484	65068.27187
2485	65041.76265
2486	65008.94298
2487	64997.23
2488	64977.8722
2489	64942.74491
2490	64921.26579
2491	64903.17302
2492	64897.06131
2493	64856.10709
2494	64835.27913
2495	64808.40937
2496	64776.42896
2497	64733.2334
2498	64723.01755
2499	64670.56453
2500	64651.42759
2501	64599.95703
2502	64577.11868
2503	64547.3216
2504	64520.07419
2505	64498.28933
2506	64465.4075
2507	64416.5134
2508	64380.85276
2509	64360.37659
2510	64332.57911
2511	64310.76695
2512	64295.33906
2513	64260.61357
2514	64237.13995
2515	64215.03323
2516	64196.71523
2517	64180.33403
2518	64138.88653
2519	64115.61853
2520	64078.81259
2521	64027.72321
2522	63982.97064
2523	63931.00992
2524	63903.58478
2525	63862.85783
2526	63826.43432
2527	63815.84619
2528	63782.47884
2529	63751.009
2530	63722.36117
2531	63712.61122
2532	63680.98104
2533	63650.31163
2534	63608.45233
2535	63577.43315
2536	63551.05858
2537	63542.72746
2538	63532.0387
2539	63502.36292
2540	63487.55996
2541	63469.47017
2542	63445.92485
2543	63402.97182
2544	63369.97421
2545	63337.2631
2546	63313.17654
2547	63290.81379
2548	63268.31483
2549	63241.798
2550	63194.53465
2551	63175.58108
2552	63159.80552
2553	63113.87083
2554	63075.04598
2555	63061.97461
2556	63039.67909
2557	63012.73344
2558	62994.59383
2559	62969.71615
2560	62947.66824
2561	62931.23282
2562	62896.85252
2563	62872.82961
2564	62843.94411
2565	62791.16126
2566	62764.11718
2567	62745.91135
2568	62715.08707
2569	62670.90143
2570	62642.52456
2571	62614.64592
2572	62576.86327
2573	62558.54876
2574	62535.18396
2575	62503.65501
2576	62460.7628
2577	62429.07647
2578	62413.79435
2579	62377.44549
2580	62350.54073
2581	62304.2799
2582	62279.45132
2583	62251.45212
2584	62235.70296
2585	62215.56679
2586	62194.97373
2587	62172.29575
2588	62146.75803
2589	62138.00358
2590	62096.39656
2591	62046.22821
2592	62034.00919
2593	62020.01936
2594	62002.15356
2595	61963.77185
2596	61941.52756
2597	61918.5809
2598	61890.16097
2599	61863.74677
2600	61839.01599
2601	61802.62308
2602	61775.2383
2603	61748.98325
2604	61742.05371
2605	61723.54854
2606	61706.64386
2607	61668.97375
2608	61641.0577
2609	61612.98165
2610	61599.24444
2611	61587.2111
2612	61563.69389
2613	61537.30387
2614	61507.8968
2615	61462.86015
2616	61437.75847
2617	61402.56212
2618	61380.16077
2619	61362.05593
2620	61346.66778
2621	61305.12769
2622	61282.19352
2623	61249.65504
2624	61236.21668
2625	61220.5309
2626	61201.16137
2627	61188.88324
2628	61173.0726
2629	61165.99396
2630	61141.88284
2631	61125.5326
2632	61089.02965
2633	61069.17846
2634	61054.80321
2635	61032.82749
2636	61016.46494
2637	60997.09083
2638	60974.54396
2639	60916.2938
2640	60893.99401
2641	60871.92219
2642	60848.448
2643	60825.66665
2644	60793.26763
2645	60773.91011
2646	60760.07068
2647	60740.63557
2648	60684.11322
2649	60644.98554
2650	60625.13414
2651	60605.97688
2652	60586.84083
2653	60557.68047
2654	60526.35509
2655	60507.59062
2656	60472.53324
2657	60462.76965
2658	60448.27079
2659	60436.84509
2660	60415.96169
2661	60377.84948
2662	60346.0194
2663	60309.69533
2664	60261.39268
2665	60246.18524
2666	60236.28352
2667	60211.97793
2668	60176.37781
2669	60147.08695
2670	60136.92983
2671	60117.77824
2672	60094.55346
2673	60074.34032
2674	60059.13407
2675	60038.72827
2676	60006.21487
2677	59985.38796
2678	59954.65549
2679	59934.9706
2680	59917.20577
2681	59902.00409
2682	59861.90766
2683	59824.57172
2684	59807.06057
2685	59786.75418
2686	59772.21852
2687	59761.87371
2688	59750.47694
2689	59712.94513
2690	59684.09525
2691	59667.22935
2692	59651.86167
2693	59615.39673
2694	59594.22266
2695	59582.77544
2696	59573.31425
2697	59554.32888
2698	59538.6473
2699	59521.68959
2700	59475.25392
2701	59437.68878
2702	59396.22038
2703	59378.03046
2704	59369.288
2705	59334.31004
2706	59293.78973
2707	59281.46422
2708	59259.16384
2709	59208.83229
2710	59163.27696
2711	59129.40873
2712	59110.41754
2713	59075.42858
2714	59054.44043
2715	59024.50219
2716	59001.78516
2717	58978.5111
2718	58963.11274
2719	58911.68243
2720	58880.399
2721	58860.56295
2722	58834.84635
2723	58788.59965
2724	58762.24787
2725	58743.19858
2726	58698.84063
2727	58689.74615
2728	58665.49109
2729	58652.63358
2730	58612.0319
2731	58596.4683
2732	58586.72437
2733	58567.15088
2734	58535.75734
2735	58527.89915
2736	58517.55542
2737	58496.7491
2738	58462.81724
2739	58441.92076
2740	58416.96053
2741	58393.1536
2742	58371.13519
2743	58361.75013
2744	58319.81678
2745	58306.60753
2746	58287.87923
2747	58269.15076
2748	58257.37146
2749	58218.71568
2750	58212.88808
2751	58198.37901
2752	58176.78127
2753	58147.55407
2754	58100.10623
2755	58063.60044
2756	58051.28255
2757	58043.38712
2758	58008.64208
2759	57981.95936
2760	57960.79273
2761	57946.93001
2762	57932.9861
2763	57918.12762
2764	57903.79865
2765	57887.00074
2766	57848.18478
2767	57835.72788
2768	57803.67866
2769	57792.24491
2770	57780.76254
2771	57755.68744
2772	57747.56393
2773	57722.4768
2774	57700.93096
2775	57683.75587
2776	57673.6056
2777	57659.20917
2778	57648.38189
2779	57642.62598
2780	57613.66534
2781	57593.44121
2782	57551.39014
2783	57530.53315
2784	57496.92243
2785	57489.24216
2786	57461.33415
2787	57443.0868
2788	57405.17305
2789	57384.92582
2790	57367.29234
2791	57335.8845
2792	57308.14425
2793	57281.11255
2794	57270.26593
2795	57247.35385
2796	57223.45868
2797	57199.53736
2798	57169.31802
2799	57152.89384
2800	57138.07219
2801	57117.75822
2802	57095.4586
2803	57080.79318
2804	57047.90699
2805	57008.09464
2806	56997.64525
2807	56988.03145
2808	56966.1713
2809	56956.73575
2810	56920.25389
2811	56887.22196
2812	56866.21681
2813	56855.06207
2814	56843.53412
2815	56821.59561
2816	56801.13048
2817	56789.03996
2818	56773.43675
2819	56763.70726
2820	56748.72403
2821	56727.97419
2822	56712.33703
2823	56647.1026
2824	56619.99909
2825	56611.12961
2826	56600.31827
2827	56566.70691
2828	56558.09317
2829	56548.63381
2830	56527.6538
2831	56511.94689
2832	56503.36245
2833	56490.98483
2834	56470.202
2835	56454.29134
2836	56419.17897
2837	56407.60506
2838	56389.79896
2839	56382.21311
2840	56375.13999
2841	56368.40032
2842	56356.49749
2843	56347.83789
2844	56328.02545
2845	56311.8928
2846	56288.41983
2847	56260.64027
2848	56248.65861
2849	56227.55756
2850	56218.67848
2851	56204.98425
2852	56171.96396
2853	56141.03899
2854	56116.08629
2855	56107.89107
2856	56083.75536
2857	56075.32639
2858	56062.98536
2859	56047.9663
2860	56003.62214
2861	55991.65218
2862	55979.05814
2863	55967.6253
2864	55950.42158
2865	55942.7146
2866	55911.05784
2867	55893.66538
2868	55877.74936
2869	55844.39606
2870	55818.54673
2871	55803.63064
2872	55783.38469
2873	55769.66269
2874	55748.30987
2875	55739.14189
2876	55729.3832
2877	55698.75285
2878	55686.36965
2879	55661.87318
2880	55650.87816
2881	55620.92356
2882	55603.99787
2883	55589.94686
2884	55582.50632
2885	55560.39888
2886	55504.31705
2887	55487.39492
2888	55480.12076
2889	55455.26453
2890	55439.07934
2891	55421.36043
2892	55399.594
2893	55372.57831
2894	55345.41593
2895	55320.75324
2896	55306.78582
2897	55286.36034
2898	55276.14344
2899	55261.48649
2900	55241.55278
2901	55222.52558
2902	55191.09042
2903	55155.5352
2904	55128.57406
2905	55115.66731
2906	55085.15334
2907	55053.18692
2908	55037.15467
2909	55022.84462
2910	55006.51223
2911	54983.74713
2912	54966.18845
2913	54939.81086
2914	54916.42809
2915	54909.48817
2916	54884.10862
2917	54855.63037
2918	54831.75933
2919	54810.5684
2920	54795.10607
2921	54773.86924
2922	54756.04905
2923	54726.59098
2924	54703.59306
2925	54679.66495
2926	54657.87543
2927	54637.04924
2928	54617.03899
2929	54605.75389
2930	54595.00474
2931	54580.13636
2932	54543.64277
2933	54526.18803
2934	54505.83783
2935	54478.29121
2936	54461.43614
2937	54441.40389
2938	54412.70251
2939	54404.16603
2940	54385.43011
2941	54370.58609
2942	54353.49228
2943	54334.33618
2944	54318.02556
2945	54302.60716
2946	54284.4277
2947	54262.13057
2948	54239.1015
2949	54220.34032
2950	54205.00255
2951	54175.59472
2952	54159.62313
2953	54126.37437
2954	54117.19978
2955	54098.51793
2956	54087.80417
2957	54064.02209
2958	54037.95119
2959	54023.22381
2960	54002.22768
2961	53974.61712
2962	53943.57373
2963	53922.01923
2964	53902.13544
2965	53883.21983
2966	53857.60604
2967	53843.48483
2968	53826.89939
2969	53810.14647
2970	53795.44297
2971	53784.44757
2972	53767.49381
2973	53746.92069
2974	53720.52725
2975	53697.71982
2976	53678.88911
2977	53665.11519
2978	53651.16977
2979	53626.66199
2980	53613.50008
2981	53606.77582
2982	53582.82783
2983	53558.68257
2984	53542.2272
2985	53522.24868
2986	53487.03347
2987	53455.55799
2988	53446.56945
2989	53426.64513
2990	53408.24362
2991	53398.64267
2992	53380.77246
2993	53330.90185
2994	53306.56722
2995	53290.67143
2996	53250.43288
2997	53227.33885
2998	53213.12862
2999	53195.32475
3000	53188.52361
3001	53170.61142
3002	53148.73903
3003	53133.95685
3004	53120.18191
3005	53103.62863
3006	53090.38252
3007	53069.83607
3008	53042.82381
3009	53032.95356
3010	53025.24254
3011	53002.53394
3012	52992.35126
3013	52984.53827
3014	52976.52578
3015	52966.31313
3016	52934.51736
3017	52918.23558
3018	52900.42268
3019	52864.94053
3020	52854.33887
3021	52839.18288
3022	52818.84907
3023	52798.78199
3024	52776.76647
3025	52758.23954
3026	52737.02577
3027	52721.16657
3028	52691.69478
3029	52674.88081
3030	52654.89969
3031	52636.45456
3032	52614.67983
3033	52596.82713
3034	52582.67351
3035	52569.57765
3036	52553.9943
3037	52532.60675
3038	52521.75356
3039	52502.78354
3040	52485.35806
3041	52475.21048
3042	52465.48559
3043	52455.70282
3044	52433.66124
3045	52412.73489
3046	52404.49671
3047	52382.68103
3048	52355.71551
3049	52336.9127
3050	52329.94044
3051	52303.04188
3052	52274.63701
3053	52259.80043
3054	52231.24017
3055	52191.26397
3056	52184.02375
3057	52161.98213
3058	52129.62314
3059	52123.82371
3060	52110.72793
3061	52095.85355
3062	52071.3445
3063	52048.78358
3064	52024.19559
3065	52004.5735
3066	51994.87217
3067	51980.14882
3068	51972.86664
3069	51959.1804
3070	51951.59957
3071	51943.8469
3072	51927.1687
3073	51910.61889
3074	51901.10766
3075	51881.72742
3076	51865.6612
3077	51851.23774
3078	51836.38705
3079	51825.5265
3080	51804.27129
3081	51793.56569
3082	51781.7063
3083	51763.72125
3084	51732.25951
3085	51716.87319
3086	51686.85817
3087	51670.68478
3088	51646.45131
3089	51621.18052
3090	51606.94322
3091	51588.9222
3092	51560.52425
3093	51544.57409
3094	51528.13478
3095	51520.91406
3096	51498.95754
3097	51488.69989
3098	51475.91279
3099	51459.61124
3100	51441.99636
3101	51422.13287
3102	51394.84303
3103	51385.1124
3104	51356.59978
3105	51345.37094
3106	51338.15045
3107	51321.02644
3108	51307.67109
3109	51282.38351
3110	51275.79828
3111	51263.35634
3112	51249.87248
3113	51228.51326
3114	51216.67774
3115	51207.76316
3116	51179.27488
3117	51156.00793
3118	51146.33244
3119	51127.25999
3120	51114.94589
3121	51103.14888
3122	51096.748
3123	51080.56897
3124	51063.37035
3125	51035.63991
3126	51025.5013
3127	51007.91158
3128	50984.01601
3129	50976.86428
3130	50959.89648
3131	50945.17552
3132	50931.49169
3133	50905.65233
3134	50894.78345
3135	50884.81564
3136	50870.9152
3137	50841.74992
3138	50820.98254
3139	50805.70508
3140	50789.78061
3141	50767.66966
3142	50755.68549
3143	50740.42002
3144	50729.53633
3145	50708.87391
3146	50696.324
3147	50658.75716
3148	50640.10067
3149	50625.99188
3150	50609.41838
3151	50594.92857
3152	50584.86323
3153	50577.08157
3154	50564.76356
3155	50554.42925
3156	50531.94405
3157	50514.27908
3158	50495.31182
3159	50473.17675
3160	50455.9756
3161	50441.71858
3162	50428.61123
3163	50401.20468
3164	50393.0721
3165	50375.35559
3166	50367.65353
3167	50356.41421
3168	50325.81014
3169	50306.02251
3170	50290.42763
3171	50275.57116
3172	50260.72636
3173	50248.48318
3174	50232.21866
3175	50218.85568
3176	50203.08204
3177	50169.83899
3178	50143.95038
3179	50120.00218
3180	50078.48161
3181	50070.02157
3182	50048.22731
3183	50013.15392
3184	49997.1969
3185	49973.40852
3186	49951.59606
3187	49938.54796
3188	49911.19323
3189	49894.55733
3190	49876.28963
3191	49858.31339
3192	49820.47757
3193	49807.22522
3194	49783.24675
3195	49755.76911
3196	49722.31662
3197	49699.47152
3198	49683.05157
3199	49674.72801
3200	49657.96168
3201	49646.61092
3202	49626.84279
3203	49606.93825
3204	49597.61737
3205	49584.60933
3206	49559.21791
3207	49551.56066
3208	49544.37761
3209	49527.0556
3210	49507.4952
3211	49489.93716
3212	49477.90076
3213	49450.21441
3214	49434.56387
3215	49416.64828
3216	49398.3886
3217	49384.66567
3218	49366.67549
3219	49348.99054
3220	49323.15326
3221	49301.4892
3222	49292.1983
3223	49280.35058
3224	49266.32071
3225	49256.87705
3226	49229.64099
3227	49207.24164
3228	49187.11649
3229	49159.92841
3230	49149.6117
3231	49140.4793
3232	49128.12949
3233	49118.55132
3234	49103.0914
3235	49087.24415
3236	49051.01642
3237	49015.12019
3238	49006.1807
