iter	Passed	Remaining
475	1654	12245
476	1656	12237
477	1659	12229
478	1663	12224
479	1666	12217
480	1669	12215
481	1672	12208
482	1676	12206
483	1679	12198
484	1682	12194
485	1685	12187
486	1688	12183
487	1692	12178
488	1695	12175
489	1698	12168
490	1702	12164
491	1705	12158
492	1708	12154
493	1711	12149
494	1715	12143
495	1718	12138
496	1721	12133
497	1724	12127
498	1727	12121
499	1730	12115
500	1733	12107
501	1736	12103
502	1739	12095
503	1743	12090
504	1746	12086
505	1750	12084
506	1753	12078
507	1756	12075
508	1759	12069
509	1763	12067
510	1766	12063
511	1770	12060
512	1773	12055
513	1777	12054
514	1780	12046
515	1783	12042
516	1786	12035
517	1789	12030
518	1792	12024
519	1795	12018
520	1798	12011
521	1801	12004
522	1804	11999
523	1808	11993
524	1811	11989
525	1814	11982
526	1817	11977
527	1820	11970
528	1823	11965
529	1826	11959
530	1829	11953
531	1832	11945
532	1835	11939
533	1838	11935
534	1841	11928
535	1844	11922
536	1847	11917
537	1851	11911
538	1854	11905
539	1857	11899
540	1860	11893
541	1863	11886
542	1867	11886
543	1870	11881
544	1873	11877
545	1876	11872
546	1879	11867
547	1882	11860
548	1886	11859
549	1889	11853
550	1892	11848
551	1895	11841
552	1898	11836
553	1901	11829
554	1905	11824
555	1907	11818
556	1911	11812
557	1914	11806
558	1917	11801
559	1920	11795
560	1923	11789
561	1926	11787
562	1930	11784
563	1934	11783
564	1937	11780
565	1941	11779
566	1944	11775
567	1947	11769
568	1950	11763
569	1954	11761
570	1957	11756
571	1961	11755
572	1964	11749
573	1968	11747
574	1971	11741
575	1974	11738
576	1977	11732
577	1981	11729
578	1984	11723
579	1987	11720
580	1990	11713
581	1994	11710
582	1996	11703
583	2000	11698
584	2002	11692
585	2006	11687
586	2009	11684
587	2012	11677
588	2015	11674
589	2018	11668
590	2022	11665
591	2025	11659
592	2029	11657
593	2031	11650
594	2035	11647
595	2038	11643
596	2042	11640
597	2045	11634
598	2048	11629
599	2051	11623
600	2054	11619
601	2057	11613
602	2060	11607
603	2063	11604
604	2066	11598
605	2069	11593
606	2073	11588
607	2076	11584
608	2079	11578
609	2082	11573
610	2085	11567
611	2088	11564
612	2091	11557
613	2095	11554
614	2098	11548
615	2101	11541
616	2103	11536
617	2106	11530
618	2110	11525
619	2113	11519
620	2116	11516
621	2119	11510
622	2122	11507
623	2125	11501
624	2129	11497
625	2132	11492
626	2135	11486
627	2138	11481
628	2141	11475
629	2144	11471
630	2147	11465
631	2151	11465
632	2154	11462
633	2158	11459
634	2162	11457
635	2165	11454
636	2169	11451
637	2172	11446
638	2175	11441
639	2178	11436
640	2181	11432
641	2184	11428
642	2188	11423
643	2191	11419
644	2194	11414
645	2198	11412
646	2201	11408
647	2204	11405
648	2207	11399
649	2211	11398
650	2214	11393
651	2218	11390
652	2221	11385
653	2224	11381
654	2227	11375
655	2230	11369
656	2233	11363
657	2236	11357
658	2239	11353
659	2242	11348
660	2245	11344
661	2248	11338
662	2251	11333
663	2254	11327
664	2257	11322
665	2260	11317
666	2263	11311
667	2266	11307
668	2269	11300
669	2273	11297
670	2276	11295
671	2279	11291
672	2282	11285
673	2286	11280
674	2289	11275
675	2292	11272
676	2295	11266
677	2298	11262
678	2301	11257
679	2304	11251
680	2308	11249
681	2311	11244
682	2314	11241
683	2318	11240
684	2322	11238
685	2325	11235
686	2328	11230
687	2331	11224
688	2334	11219
689	2337	11215
690	2341	11211
691	2344	11206
692	2347	11203
693	2350	11197
694	2354	11195
695	2357	11189
696	2360	11186
697	2363	11181
698	2366	11176
699	2369	11171
700	2372	11165
701	2375	11161
702	2378	11155
703	2381	11151
704	2384	11145
705	2388	11142
706	2391	11137
707	2394	11134
708	2397	11128
709	2400	11123
710	2403	11118
711	2406	11114
712	2410	11110
713	2413	11106
714	2416	11102
715	2419	11098
716	2423	11094
717	2425	11089
718	2429	11085
719	2432	11080
720	2435	11076
721	2438	11070
722	2441	11066
723	2444	11061
724	2447	11056
725	2450	11051
726	2453	11045
727	2456	11041
728	2459	11035
729	2462	11032
730	2466	11028
731	2469	11024
732	2472	11019
733	2475	11015
734	2478	11009
735	2481	11004
736	2484	10998
737	2487	10993
738	2490	10989
739	2493	10985
740	2496	10980
741	2499	10975
742	2502	10971
743	2505	10966
744	2508	10961
745	2512	10957
746	2515	10952
747	2517	10947
748	2520	10941
749	2524	10937
750	2527	10932
751	2530	10928
752	2533	10924
753	2536	10919
754	2539	10914
755	2542	10909
756	2545	10903
757	2548	10898
758	2551	10894
759	2554	10889
760	2557	10886
761	2560	10882
762	2564	10879
763	2567	10874
764	2570	10870
765	2573	10865
766	2576	10860
767	2579	10855
768	2582	10850
769	2585	10845
770	2588	10840
771	2591	10836
772	2594	10831
773	2597	10828
774	2600	10823
775	2604	10818
776	2606	10813
777	2609	10808
778	2612	10803
779	2615	10798
780	2618	10794
781	2621	10788
782	2624	10784
783	2627	10779
784	2630	10773
785	2633	10769
786	2636	10763
787	2639	10759
788	2642	10754
789	2645	10750
790	2648	10745
791	2651	10741
792	2654	10737
793	2658	10735
794	2662	10732
795	2666	10731
796	2669	10728
797	2673	10727
798	2676	10723
799	2680	10721
800	2684	10719
801	2687	10717
802	2690	10713
803	2694	10710
804	2697	10707
805	2701	10704
806	2704	10701
807	2708	10698
808	2711	10695
809	2715	10692
810	2718	10689
811	2721	10685
812	2725	10682
813	2728	10680
814	2732	10677
815	2735	10674
816	2738	10670
817	2742	10667
818	2745	10664
819	2749	10662
820	2752	10658
821	2756	10655
822	2759	10652
823	2762	10648
824	2766	10645
825	2769	10641
826	2772	10636
827	2775	10633
828	2778	10628
829	2782	10626
830	2785	10622
831	2788	10619
832	2791	10614
833	2795	10610
834	2798	10605
835	2801	10602
836	2804	10597
837	2807	10594
838	2810	10590
839	2814	10586
840	2816	10581
841	2819	10576
842	2823	10572
843	2825	10567
844	2829	10563
845	2832	10558
846	2835	10555
847	2838	10551
848	2842	10548
849	2845	10543
850	2848	10539
851	2851	10535
852	2854	10530
853	2857	10525
854	2859	10520
855	2863	10518
856	2867	10515
857	2870	10512
858	2873	10507
859	2876	10503
860	2879	10498
861	2883	10495
862	2885	10490
863	2889	10488
864	2892	10482
865	2895	10479
866	2898	10474
867	2901	10470
868	2904	10465
869	2907	10461
870	2910	10457
871	2914	10453
872	2917	10450
873	2920	10446
874	2924	10443
875	2927	10438
876	2930	10436
877	2933	10431
878	2937	10428
879	2940	10424
880	2943	10421
881	2946	10417
882	2950	10414
883	2953	10411
884	2957	10408
885	2960	10404
886	2963	10401
887	2966	10397
888	2970	10394
889	2973	10389
890	2976	10384
891	2979	10379
892	2981	10374
893	2985	10371
894	2988	10366
895	2991	10364
896	2994	10359
897	2997	10355
898	3000	10351
899	3004	10347
900	3007	10342
901	3010	10338
902	3013	10333
903	3015	10328
904	3019	10324
905	3022	10320
906	3025	10316
907	3028	10311
908	3031	10309
909	3034	10304
910	3038	10301
911	3041	10298
912	3045	10295
913	3048	10292
914	3052	10291
915	3056	10289
916	3059	10287
917	3063	10283
918	3066	10282
919	3070	10278
920	3073	10275
921	3077	10272
922	3080	10269
923	3083	10265
924	3086	10261
925	3089	10256
926	3093	10253
927	3096	10249
928	3099	10245
929	3102	10240
930	3105	10236
931	3108	10231
932	3111	10227
933	3114	10223
934	3117	10218
935	3120	10215
936	3123	10210
937	3126	10207
938	3130	10204
939	3133	10201
940	3137	10198
941	3140	10194
942	3143	10191
943	3147	10188
944	3150	10185
945	3153	10181
946	3156	10177
947	3160	10174
948	3164	10172
949	3167	10170
950	3171	10166
951	3174	10163
952	3177	10160
953	3181	10157
954	3184	10153
955	3188	10151
956	3191	10147
957	3194	10144
958	3197	10139
959	3200	10135
960	3203	10130
961	3206	10126
962	3209	10121
963	3212	10117
964	3215	10113
965	3218	10108
966	3221	10105
967	3224	10100
968	3228	10097
969	3231	10092
970	3234	10088
971	3236	10083
972	3240	10079
973	3243	10075
974	3246	10071
975	3249	10068
976	3252	10063
977	3255	10060
978	3258	10056
979	3262	10052
980	3265	10048
981	3268	10044
982	3271	10039
983	3273	10034
984	3276	10030
985	3279	10025
986	3283	10022
987	3286	10018
988	3289	10014
989	3292	10011
990	3296	10008
991	3299	10004
992	3302	10000
993	3305	9996
994	3308	9992
995	3311	9987
996	3314	9982
997	3317	9978
998	3320	9973
999	3323	9969
1000	3326	9965
1001	3329	9960
1002	3332	9956
1003	3334	9951
1004	3337	9947
1005	3340	9942
1006	3343	9938
1007	3346	9933
1008	3350	9930
1009	3352	9925
1010	3355	9921
1011	3358	9917
1012	3362	9913
1013	3365	9911
1014	3368	9906
1015	3372	9903
1016	3375	9900
1017	3378	9897
1018	3381	9892
1019	3385	9889
1020	3388	9885
1021	3391	9882
1022	3394	9878
1023	3398	9876
1024	3401	9872
1025	3404	9869
1026	3407	9864
1027	3410	9860
1028	3414	9858
1029	3417	9854
1030	3420	9850
1031	3423	9847
1032	3427	9843
1033	3430	9841
1034	3434	9838
1035	3437	9834
1036	3441	9832
1037	3445	9830
1038	3448	9827
1039	3452	9825
1040	3455	9822
1041	3459	9820
1042	3462	9817
1043	3466	9816
1044	3470	9812
1045	3474	9811
1046	3477	9807
1047	3481	9805
1048	3484	9802
1049	3488	9802
1050	3492	9799
1051	3495	9796
1052	3499	9792
1053	3502	9790
1054	3506	9788
1055	3510	9785
1056	3513	9783
1057	3517	9780
1058	3520	9777
1059	3523	9773
1060	3527	9771
1061	3530	9766
1062	3534	9764
1063	3537	9760
1064	3540	9758
1065	3543	9753
1066	3547	9750
1067	3550	9747
1068	3553	9743
1069	3556	9739
1070	3560	9736
1071	3563	9733
1072	3566	9729
1073	3569	9725
1074	3572	9721
1075	3575	9717
1076	3578	9712
1077	3582	9709
1078	3584	9705
1079	3588	9701
1080	3591	9696
1081	3594	9693
1082	3597	9689
1083	3600	9685
1084	3603	9680
1085	3606	9676
1086	3609	9672
1087	3612	9667
1088	3615	9664
1089	3618	9659
1090	3621	9656
1091	3624	9651
1092	3627	9648
1093	3630	9643
1094	3633	9639
1095	3636	9635
1096	3639	9631
1097	3642	9627
1098	3645	9623
1099	3648	9619
1100	3651	9615
1101	3654	9611
1102	3657	9607
1103	3660	9603
1104	3664	9600
1105	3667	9596
1106	3670	9593
1107	3673	9588
1108	3677	9585
1109	3680	9581
1110	3683	9578
1111	3686	9574
1112	3689	9571
1113	3692	9566
1114	3696	9563
1115	3699	9559
1116	3702	9555
1117	3705	9551
1118	3708	9547
1119	3711	9544
1120	3714	9539
1121	3718	9537
1122	3721	9535
1123	3725	9533
1124	3728	9529
1125	3731	9524
1126	3734	9520
1127	3738	9517
1128	3741	9513
1129	3744	9509
1130	3747	9505
1131	3750	9502
1132	3753	9497
1133	3756	9493
1134	3759	9489
1135	3762	9485
1136	3765	9482
1137	3768	9478
1138	3772	9474
1139	3774	9470
1140	3778	9467
1141	3781	9463
1142	3784	9459
1143	3787	9455
1144	3790	9451
1145	3793	9447
1146	3797	9444
1147	3800	9441
1148	3804	9438
1149	3807	9436
1150	3811	9433
1151	3814	9429
1152	3817	9425
1153	3819	9420
1154	3822	9416
1155	3826	9412
1156	3829	9410
1157	3832	9406
1158	3835	9402
1159	3838	9398
1160	3841	9394
1161	3844	9390
1162	3847	9386
1163	3850	9381
1164	3853	9378
1165	3856	9374
1166	3860	9372
1167	3863	9368
1168	3867	9365
1169	3870	9361
1170	3873	9357
1171	3876	9353
1172	3879	9350
1173	3882	9345
1174	3885	9341
1175	3888	9337
1176	3891	9333
1177	3894	9329
1178	3897	9325
1179	3900	9321
1180	3903	9317
1181	3907	9314
1182	3909	9310
1183	3913	9307
1184	3916	9302
1185	3918	9298
1186	3921	9294
1187	3924	9290
1188	3928	9286
1189	3930	9282
1190	3934	9278
1191	3937	9274
1192	3940	9270
1193	3943	9266
1194	3946	9262
1195	3949	9258
1196	3952	9254
1197	3955	9251
1198	3958	9246
1199	3961	9243
1200	3964	9239
1201	3967	9236
1202	3971	9233
1203	3974	9230
1204	3977	9226
1205	3980	9222
1206	3983	9218
1207	3986	9214
1208	3989	9210
1209	3992	9206
1210	3996	9203
1211	3998	9198
1212	4002	9195
1213	4004	9190
1214	4007	9187
1215	4010	9183
1216	4014	9179
1217	4016	9174
1218	4019	9170
1219	4023	9167
1220	4026	9163
1221	4029	9160
1222	4032	9156
1223	4035	9153
1224	4038	9148
1225	4041	9145
1226	4044	9140
1227	4047	9137
1228	4050	9133
1229	4053	9129
1230	4056	9125
1231	4059	9121
1232	4063	9118
1233	4066	9115
1234	4069	9111
1235	4073	9108
1236	4076	9105
1237	4079	9101
1238	4082	9097
1239	4085	9093
1240	4088	9089
1241	4091	9085
1242	4094	9081
1243	4097	9077
1244	4100	9073
1245	4104	9071
1246	4107	9068
1247	4111	9065
1248	4114	9063
1249	4118	9060
1250	4121	9056
1251	4125	9054
1252	4128	9051
1253	4132	9049
1254	4135	9045
1255	4138	9042
1256	4142	9038
1257	4145	9036
1258	4148	9032
1259	4152	9030
1260	4155	9026
1261	4158	9023
1262	4162	9019
1263	4165	9017
1264	4168	9013
1265	4172	9010
1266	4175	9006
1267	4178	9002
1268	4181	8998
1269	4184	8995
1270	4187	8992
1271	4190	8988
1272	4193	8984
1273	4196	8980
1274	4200	8976
1275	4203	8972
1276	4206	8970
1277	4209	8966
1278	4213	8963
1279	4216	8960
1280	4220	8957
1281	4223	8953
1282	4226	8950
1283	4229	8946
1284	4232	8943
1285	4235	8939
1286	4238	8935
1287	4241	8931
1288	4244	8926
1289	4247	8922
1290	4250	8918
1291	4253	8915
1292	4256	8911
1293	4259	8908
1294	4263	8904
1295	4266	8901
1296	4269	8897
1297	4272	8893
1298	4275	8890
1299	4278	8886
1300	4281	8882
1301	4284	8877
1302	4287	8874
1303	4290	8870
1304	4293	8867
1305	4296	8863
1306	4300	8860
1307	4303	8856
1308	4306	8852
1309	4309	8848
1310	4312	8844
1311	4315	8840
1312	4317	8836
1313	4321	8833
1314	4324	8829
1315	4327	8826
1316	4330	8822
1317	4333	8819
1318	4336	8814
1319	4339	8810
1320	4342	8806
1321	4345	8802
1322	4348	8798
1323	4351	8794
1324	4354	8791
1325	4357	8787
1326	4361	8784
1327	4364	8781
1328	4367	8776
1329	4370	8772
1330	4372	8768
1331	4375	8765
1332	4379	8761
1333	4382	8757
1334	4385	8753
1335	4388	8751
1336	4391	8747
1337	4395	8744
1338	4397	8739
1339	4401	8736
1340	4403	8732
1341	4406	8727
1342	4410	8724
1343	4413	8721
1344	4416	8717
1345	4419	8713
1346	4422	8710
1347	4425	8706
1348	4428	8702
1349	4431	8698
1350	4434	8695
1351	4437	8691
1352	4440	8687
1353	4444	8684
1354	4447	8680
1355	4450	8677
1356	4453	8673
1357	4456	8670
1358	4459	8666
1359	4463	8663
1360	4466	8659
1361	4469	8655
1362	4471	8651
1363	4474	8648
1364	4478	8644
1365	4480	8640
1366	4483	8636
1367	4486	8632
1368	4490	8629
1369	4493	8625
1370	4496	8622
1371	4499	8618
1372	4502	8614
1373	4505	8610
1374	4508	8606
1375	4511	8603
1376	4514	8599
1377	4517	8595
1378	4520	8591
1379	4523	8588
1380	4526	8584
1381	4529	8581
1382	4532	8577
1383	4535	8573
1384	4538	8569
1385	4541	8566
1386	4545	8563
1387	4548	8559
1388	4551	8556
1389	4554	8552
1390	4558	8549
1391	4561	8545
1392	4564	8542
1393	4567	8538
1394	4570	8534
1395	4573	8530
1396	4576	8526
1397	4579	8522
1398	4582	8518
1399	4585	8515
1400	4588	8511
1401	4591	8507
1402	4594	8504
1403	4597	8500
1404	4600	8496
1405	4603	8493
1406	4606	8490
1407	4609	8486
1408	4612	8482
1409	4615	8478
1410	4619	8475
1411	4621	8471
1412	4624	8467
1413	4627	8463
1414	4630	8459
1415	4634	8456
1416	4636	8452
1417	4640	8449
1418	4642	8445
1419	4646	8441
1420	4649	8437
1421	4652	8434
1422	4655	8430
1423	4658	8426
1424	4661	8423
1425	4664	8420
1426	4667	8416
1427	4670	8412
1428	4674	8409
1429	4677	8405
1430	4680	8402
1431	4683	8398
1432	4686	8395
1433	4689	8391
1434	4692	8387
1435	4695	8383
1436	4698	8379
1437	4701	8376
1438	4704	8372
1439	4707	8368
1440	4710	8365
1441	4713	8361
1442	4716	8357
1443	4719	8353
1444	4722	8350
1445	4725	8346
1446	4728	8342
1447	4731	8339
1448	4734	8335
1449	4737	8331
1450	4740	8328
1451	4743	8324
1452	4746	8321
1453	4749	8317
1454	4753	8313
1455	4756	8310
1456	4759	8306
1457	4762	8303
1458	4765	8299
1459	4769	8296
1460	4772	8293
1461	4775	8289
1462	4778	8286
1463	4782	8284
1464	4785	8280
1465	4788	8277
1466	4791	8273
1467	4794	8269
1468	4797	8266
1469	4800	8262
1470	4803	8258
1471	4806	8255
1472	4810	8251
1473	4813	8248
1474	4816	8244
1475	4819	8241
1476	4822	8237
1477	4825	8233
1478	4828	8230
1479	4831	8226
1480	4834	8222
1481	4837	8219
1482	4840	8215
1483	4843	8211
1484	4846	8207
1485	4849	8204
1486	4852	8201
1487	4856	8198
1488	4859	8195
1489	4862	8191
1490	4865	8188
1491	4869	8186
1492	4872	8182
1493	4876	8179
1494	4879	8175
1495	4882	8171
1496	4885	8168
1497	4888	8164
1498	4891	8161
1499	4894	8157
1500	4897	8154
1501	4900	8150
1502	4903	8147
1503	4906	8143
1504	4909	8139
1505	4912	8136
1506	4915	8132
1507	4919	8128
1508	4921	8124
1509	4925	8121
1510	4928	8117
1511	4931	8114
1512	4934	8110
1513	4937	8107
1514	4940	8104
1515	4943	8100
1516	4946	8096
1517	4949	8092
1518	4952	8089
1519	4955	8085
1520	4959	8083
1521	4962	8079
1522	4965	8076
1523	4968	8072
1524	4972	8069
1525	4975	8065
1526	4978	8062
1527	4981	8058
1528	4984	8055
1529	4987	8051
1530	4990	8047
1531	4993	8044
1532	4996	8041
1533	5000	8038
1534	5003	8034
1535	5006	8030
1536	5009	8026
1537	5012	8023
1538	5015	8019
1539	5018	8016
1540	5021	8012
1541	5024	8008
1542	5027	8005
1543	5030	8001
1544	5033	7998
1545	5036	7994
1546	5039	7991
1547	5042	7987
1548	5046	7984
1549	5049	7980
1550	5052	7977
1551	5055	7974
1552	5058	7970
1553	5061	7967
1554	5064	7963
1555	5067	7959
1556	5070	7955
1557	5073	7952
1558	5076	7948
1559	5079	7945
1560	5083	7942
1561	5086	7939
1562	5090	7936
1563	5093	7933
1564	5096	7930
1565	5100	7926
1566	5103	7923
1567	5106	7920
1568	5109	7917
1569	5113	7913
1570	5116	7910
1571	5119	7907
1572	5123	7904
1573	5126	7901
1574	5129	7898
1575	5132	7894
1576	5136	7891
1577	5139	7888
1578	5142	7885
1579	5145	7881
1580	5149	7878
1581	5151	7874
1582	5155	7871
1583	5158	7867
1584	5161	7864
1585	5164	7861
1586	5167	7857
1587	5170	7853
1588	5173	7850
1589	5176	7846
1590	5179	7842
1591	5182	7839
1592	5185	7835
1593	5189	7832
1594	5192	7828
1595	5195	7825
1596	5198	7821
1597	5201	7818
1598	5204	7815
1599	5207	7811
1600	5210	7808
1601	5213	7804
1602	5216	7800
1603	5219	7797
1604	5223	7794
1605	5225	7790
1606	5229	7786
1607	5231	7782
1608	5235	7779
1609	5237	7775
1610	5240	7771
1611	5244	7768
1612	5247	7765
1613	5250	7761
1614	5253	7757
1615	5256	7754
1616	5259	7751
1617	5262	7747
1618	5265	7744
1619	5268	7740
1620	5271	7737
1621	5274	7733
1622	5277	7729
1623	5280	7726
1624	5284	7723
1625	5287	7720
1626	5291	7717
1627	5294	7714
1628	5298	7711
1629	5301	7708
1630	5304	7705
1631	5307	7701
1632	5311	7698
1633	5314	7695
1634	5317	7692
1635	5321	7688
1636	5324	7685
1637	5327	7681
1638	5329	7677
1639	5333	7674
1640	5336	7671
1641	5339	7667
1642	5342	7664
1643	5346	7661
1644	5349	7659
1645	5353	7656
1646	5357	7653
1647	5364	7655
1648	5371	7657
1649	5379	7662
1650	5386	7663
1651	5390	7661
1652	5396	7661
1653	5400	7659
1654	5403	7656
1655	5409	7656
1656	5414	7656
1657	5418	7654
1658	5422	7651
1659	5426	7649
1660	5429	7646
1661	5433	7643
1662	5437	7640
1663	5441	7638
1664	5445	7636
1665	5449	7634
1666	5454	7633
1667	5458	7631
1668	5462	7629
1669	5467	7627
1670	5471	7625
1671	5475	7623
1672	5478	7620
1673	5482	7618
1674	5485	7614
1675	5489	7611
1676	5492	7607
1677	5495	7605
1678	5499	7601
1679	5502	7598
1680	5505	7595
1681	5509	7592
1682	5512	7588
1683	5515	7585
1684	5517	7580
1685	5520	7576
1686	5523	7573
1687	5527	7570
1688	5530	7567
1689	5533	7564
1690	5537	7561
1691	5541	7558
1692	5544	7555
1693	5548	7552
1694	5551	7549
1695	5554	7546
