iter	Passed	Remaining
1696	5558	7542
1697	5561	7539
1698	5564	7536
1699	5568	7533
1700	5572	7531
1701	5575	7528
1702	5579	7526
1703	5583	7523
1704	5586	7520
1705	5590	7517
1706	5594	7514
1707	5597	7511
1708	5600	7507
1709	5603	7504
1710	5607	7501
1711	5610	7498
1712	5613	7494
1713	5617	7491
1714	5620	7488
1715	5623	7485
1716	5627	7481
1717	5630	7478
1718	5633	7475
1719	5636	7472
1720	5639	7468
1721	5643	7465
1722	5646	7462
1723	5650	7459
1724	5654	7457
1725	5658	7454
1726	5662	7452
1727	5666	7449
1728	5670	7447
1729	5674	7445
1730	5678	7443
1731	5681	7439
1732	5685	7437
1733	5688	7434
1734	5692	7431
1735	5695	7428
1736	5699	7425
1737	5703	7423
1738	5707	7420
1739	5710	7417
1740	5713	7413
1741	5716	7410
1742	5720	7407
1743	5723	7403
1744	5727	7400
1745	5730	7397
1746	5733	7394
1747	5736	7390
1748	5740	7388
1749	5743	7384
1750	5747	7382
1751	5750	7378
1752	5754	7376
1753	5758	7373
1754	5761	7370
1755	5764	7366
1756	5768	7364
1757	5771	7360
1758	5775	7357
1759	5778	7354
1760	5781	7351
1761	5785	7348
1762	5788	7344
1763	5791	7340
1764	5794	7337
1765	5797	7334
1766	5801	7331
1767	5804	7327
1768	5807	7324
1769	5810	7321
1770	5814	7318
1771	5817	7314
1772	5821	7312
1773	5824	7308
1774	5828	7305
1775	5831	7302
1776	5835	7299
1777	5838	7296
1778	5841	7293
1779	5844	7289
1780	5848	7287
1781	5852	7283
1782	5855	7280
1783	5858	7277
1784	5861	7273
1785	5864	7270
1786	5868	7267
1787	5871	7263
1788	5874	7259
1789	5877	7256
1790	5880	7252
1791	5883	7249
1792	5886	7245
1793	5889	7242
1794	5892	7238
1795	5896	7235
1796	5899	7232
1797	5902	7229
1798	5906	7226
1799	5910	7224
1800	5914	7221
1801	5918	7218
1802	5922	7216
1803	5926	7213
1804	5929	7210
1805	5932	7207
1806	5936	7205
1807	5940	7202
1808	5944	7199
1809	5948	7196
1810	5952	7194
1811	5956	7192
1812	5960	7189
1813	5963	7186
1814	5966	7182
1815	5969	7179
1816	5972	7176
1817	5975	7172
1818	5978	7168
1819	5981	7165
1820	5984	7161
1821	5987	7157
1822	5990	7154
1823	5993	7150
1824	5996	7146
1825	5999	7142
1826	6003	7140
1827	6006	7136
1828	6009	7133
1829	6012	7129
1830	6015	7126
1831	6018	7122
1832	6021	7119
1833	6025	7115
1834	6028	7112
1835	6031	7109
1836	6034	7105
1837	6037	7102
1838	6040	7098
1839	6043	7094
1840	6046	7091
1841	6049	7087
1842	6053	7084
1843	6056	7080
1844	6063	7082
1845	6069	7081
1846	6075	7082
1847	6082	7082
1848	6088	7083
1849	6092	7080
1850	6096	7078
1851	6100	7076
1852	6105	7073
1853	6109	7072
1854	6113	7069
1855	6117	7066
1856	6121	7063
1857	6124	7060
1858	6127	7057
1859	6131	7054
1860	6134	7051
1861	6138	7047
1862	6141	7044
1863	6144	7041
1864	6148	7038
1865	6151	7035
1866	6155	7031
1867	6158	7029
1868	6162	7026
1869	6165	7023
1870	6168	7019
1871	6172	7016
1872	6175	7013
1873	6179	7009
1874	6182	7007
1875	6185	7003
1876	6189	7000
1877	6193	6997
1878	6196	6994
1879	6199	6990
1880	6202	6986
1881	6205	6983
1882	6208	6980
1883	6212	6977
1884	6216	6974
1885	6219	6971
1886	6223	6968
1887	6225	6964
1888	6229	6961
1889	6232	6957
1890	6235	6954
1891	6238	6950
1892	6241	6947
1893	6244	6943
1894	6247	6940
1895	6250	6936
1896	6253	6932
1897	6256	6929
1898	6259	6925
1899	6262	6921
1900	6265	6918
1901	6268	6914
1902	6271	6911
1903	6275	6908
1904	6278	6904
1905	6281	6901
1906	6284	6897
1907	6287	6893
1908	6290	6890
1909	6293	6886
1910	6296	6883
1911	6300	6880
1912	6303	6877
1913	6306	6873
1914	6309	6870
1915	6313	6867
1916	6317	6864
1917	6320	6860
1918	6323	6857
1919	6326	6854
1920	6330	6850
1921	6332	6846
1922	6336	6843
1923	6339	6840
1924	6342	6836
1925	6345	6833
1926	6348	6829
1927	6352	6826
1928	6354	6822
1929	6358	6819
1930	6360	6815
1931	6364	6812
1932	6367	6808
1933	6370	6805
1934	6373	6802
1935	6377	6799
1936	6380	6795
1937	6384	6792
1938	6386	6788
1939	6390	6785
1940	6393	6781
1941	6396	6778
1942	6399	6775
1943	6402	6771
1944	6406	6768
1945	6410	6765
1946	6413	6762
1947	6417	6759
1948	6420	6756
1949	6424	6753
1950	6427	6750
1951	6431	6747
1952	6435	6744
1953	6438	6741
1954	6442	6739
1955	6446	6736
1956	6450	6733
1957	6454	6731
1958	6458	6728
1959	6461	6725
1960	6466	6723
1961	6469	6720
1962	6473	6717
1963	6476	6714
1964	6479	6710
1965	6482	6707
1966	6486	6703
1967	6489	6700
1968	6492	6696
1969	6495	6692
1970	6498	6689
1971	6501	6686
1972	6505	6683
1973	6508	6679
1974	6511	6676
1975	6514	6672
1976	6517	6668
1977	6520	6665
1978	6523	6661
1979	6526	6658
1980	6530	6655
1981	6533	6652
1982	6537	6649
1983	6540	6646
1984	6543	6642
1985	6547	6639
1986	6550	6636
1987	6553	6633
1988	6556	6629
1989	6560	6626
1990	6563	6622
1991	6566	6619
1992	6569	6615
1993	6572	6611
1994	6575	6608
1995	6578	6604
1996	6581	6601
1997	6584	6597
1998	6587	6594
1999	6590	6590
2000	6593	6587
2001	6596	6583
2002	6600	6580
2003	6602	6576
2004	6605	6572
2005	6608	6569
2006	6611	6565
2007	6615	6562
2008	6618	6558
2009	6621	6555
2010	6624	6552
2011	6627	6548
2012	6630	6545
2013	6633	6541
2014	6636	6537
2015	6639	6534
2016	6643	6531
2017	6646	6527
2018	6649	6524
2019	6652	6520
2020	6656	6517
2021	6659	6514
2022	6663	6512
2023	6666	6508
2024	6670	6505
2025	6673	6502
2026	6677	6499
2027	6680	6496
2028	6684	6493
2029	6688	6490
2030	6696	6492
2031	6703	6492
2032	6709	6491
2033	6714	6490
2034	6719	6488
2035	6724	6486
2036	6729	6484
2037	6733	6482
2038	6738	6480
2039	6743	6478
2040	6747	6476
2041	6751	6473
2042	6754	6469
2043	6758	6467
2044	6761	6463
2045	6764	6460
2046	6767	6456
2047	6771	6453
2048	6774	6450
2049	6777	6446
2050	6781	6443
2051	6784	6440
2052	6787	6437
2053	6791	6434
2054	6794	6431
2055	6798	6428
2056	6801	6424
2057	6804	6420
2058	6807	6417
2059	6810	6414
2060	6813	6410
2061	6817	6407
2062	6820	6403
2063	6823	6399
2064	6826	6396
2065	6829	6392
2066	6832	6389
2067	6835	6386
2068	6838	6382
2069	6842	6379
2070	6845	6376
2071	6848	6372
2072	6852	6369
2073	6855	6365
2074	6858	6362
2075	6861	6358
2076	6864	6355
2077	6867	6351
2078	6870	6348
2079	6873	6344
2080	6876	6341
2081	6879	6337
2082	6882	6334
2083	6885	6330
2084	6888	6327
2085	6892	6323
2086	6895	6320
2087	6898	6316
2088	6901	6313
2089	6904	6309
2090	6907	6306
2091	6910	6302
2092	6914	6299
2093	6916	6295
2094	6920	6292
2095	6923	6289
2096	6926	6285
2097	6929	6282
2098	6932	6278
2099	6936	6275
2100	6939	6272
2101	6943	6269
2102	6946	6266
2103	6950	6263
2104	6954	6260
2105	6957	6257
2106	6960	6253
2107	6963	6250
2108	6967	6247
2109	6970	6244
2110	6974	6240
2111	6977	6237
2112	6980	6234
2113	6983	6230
2114	6986	6226
2115	6989	6223
2116	6992	6219
2117	6996	6216
2118	6999	6212
2119	7002	6209
2120	7005	6206
2121	7008	6202
2122	7011	6199
2123	7015	6196
2124	7018	6192
2125	7021	6188
2126	7024	6185
2127	7027	6181
2128	7030	6178
2129	7033	6174
2130	7036	6171
2131	7040	6168
2132	7044	6165
2133	7047	6162
2134	7051	6159
2135	7054	6156
2136	7058	6153
2137	7061	6150
2138	7065	6147
2139	7068	6143
2140	7071	6140
2141	7075	6136
2142	7078	6134
2143	7082	6131
2144	7085	6127
2145	7089	6124
2146	7092	6121
2147	7095	6118
2148	7099	6114
2149	7102	6111
2150	7105	6108
2151	7109	6105
2152	7112	6101
2153	7116	6099
2154	7119	6095
2155	7123	6092
2156	7126	6089
2157	7129	6085
2158	7132	6082
2159	7135	6078
2160	7139	6075
2161	7142	6071
2162	7145	6068
2163	7148	6064
2164	7151	6061
2165	7154	6058
2166	7158	6054
2167	7161	6051
2168	7165	6048
2169	7168	6045
2170	7171	6041
2171	7174	6038
2172	7178	6035
2173	7181	6032
2174	7185	6029
2175	7189	6026
2176	7192	6023
2177	7196	6020
2178	7200	6017
2179	7203	6014
2180	7207	6011
2181	7210	6008
2182	7214	6004
2183	7217	6001
2184	7221	5998
2185	7224	5994
2186	7227	5991
2187	7230	5988
2188	7234	5984
2189	7237	5981
2190	7240	5978
2191	7243	5974
2192	7247	5971
2193	7250	5968
2194	7253	5965
2195	7256	5961
2196	7260	5958
2197	7263	5954
2198	7266	5951
2199	7269	5948
2200	7273	5945
2201	7276	5941
2202	7279	5938
2203	7283	5934
2204	7286	5931
2205	7289	5927
2206	7292	5924
2207	7295	5921
2208	7298	5917
2209	7302	5914
2210	7305	5910
2211	7308	5907
2212	7311	5904
2213	7314	5900
2214	7317	5897
2215	7321	5894
2216	7324	5890
2217	7328	5887
2218	7331	5884
2219	7335	5881
2220	7338	5878
2221	7342	5875
2222	7345	5871
2223	7348	5868
2224	7351	5865
2225	7355	5861
2226	7359	5858
2227	7363	5856
2228	7367	5853
2229	7370	5850
2230	7373	5846
2231	7377	5843
2232	7380	5840
2233	7383	5836
2234	7386	5833
2235	7391	5830
2236	7396	5828
2237	7400	5826
2238	7404	5823
2239	7408	5820
2240	7413	5818
2241	7417	5816
2242	7421	5813
2243	7426	5811
2244	7430	5808
2245	7434	5805
2246	7438	5803
2247	7442	5800
2248	7446	5797
2249	7450	5794
2250	7454	5792
2251	7458	5789
2252	7462	5786
2253	7466	5783
2254	7470	5781
2255	7474	5778
2256	7478	5775
2257	7482	5772
2258	7485	5769
2259	7489	5766
2260	7493	5763
2261	7496	5760
2262	7500	5757
2263	7504	5753
2264	7507	5750
2265	7510	5747
2266	7513	5743
2267	7516	5740
2268	7519	5736
2269	7523	5733
2270	7526	5730
2271	7529	5726
2272	7533	5723
2273	7536	5720
2274	7538	5715
2275	7541	5712
2276	7544	5709
2277	7547	5705
2278	7550	5702
2279	7554	5698
2280	7557	5695
2281	7560	5691
2282	7563	5688
2283	7566	5684
2284	7569	5681
2285	7572	5678
2286	7575	5674
2287	7579	5671
2288	7582	5667
2289	7585	5664
2290	7589	5661
2291	7592	5658
2292	7596	5654
2293	7599	5651
2294	7602	5647
2295	7605	5644
2296	7608	5641
2297	7612	5637
2298	7615	5634
2299	7618	5631
2300	7621	5627
2301	7625	5624
2302	7628	5620
2303	7631	5617
2304	7635	5614
2305	7638	5611
2306	7642	5608
2307	7646	5605
2308	7650	5602
2309	7654	5600
2310	7658	5597
2311	7662	5594
2312	7667	5592
2313	7671	5589
2314	7675	5586
2315	7679	5583
2316	7683	5581
2317	7687	5578
2318	7691	5575
2319	7695	5572
2320	7699	5569
2321	7703	5566
2322	7707	5563
2323	7711	5561
2324	7715	5558
2325	7719	5555
2326	7723	5552
2327	7726	5549
2328	7730	5546
2329	7733	5543
2330	7737	5539
2331	7740	5536
2332	7743	5533
2333	7747	5529
2334	7750	5526
2335	7753	5523
2336	7756	5519
2337	7760	5516
2338	7763	5513
2339	7767	5509
2340	7770	5506
2341	7773	5503
2342	7777	5500
2343	7780	5496
2344	7783	5493
2345	7787	5490
2346	7790	5487
2347	7793	5483
2348	7797	5480
2349	7800	5476
2350	7803	5473
2351	7807	5470
2352	7810	5467
2353	7813	5463
2354	7817	5460
2355	7820	5456
2356	7823	5453
2357	7826	5450
2358	7830	5447
2359	7833	5443
2360	7836	5440
2361	7840	5437
2362	7844	5434
2363	7847	5430
2364	7851	5427
2365	7854	5424
2366	7858	5421
2367	7861	5418
2368	7865	5415
2369	7868	5411
2370	7871	5408
2371	7874	5404
2372	7878	5401
2373	7881	5398
2374	7885	5395
2375	7889	5392
2376	7893	5389
2377	7897	5386
2378	7901	5383
2379	7905	5381
2380	7909	5378
2381	7913	5375
2382	7917	5372
2383	7921	5369
2384	7924	5366
2385	7927	5362
2386	7930	5359
2387	7934	5356
2388	7938	5353
2389	7941	5350
2390	7945	5346
2391	7949	5343
2392	7952	5340
2393	7955	5337
2394	7959	5333
2395	7962	5330
2396	7965	5326
2397	7968	5323
2398	7971	5319
2399	7974	5316
2400	7977	5312
2401	7980	5309
2402	7983	5305
2403	7986	5302
2404	7990	5298
2405	7993	5295
2406	7996	5292
2407	7999	5289
2408	8002	5285
2409	8006	5282
2410	8009	5278
2411	8012	5275
2412	8016	5272
2413	8019	5268
2414	8023	5266
2415	8027	5262
2416	8030	5259
2417	8034	5256
2418	8037	5253
2419	8041	5250
2420	8044	5246
2421	8048	5243
2422	8051	5240
2423	8054	5237
2424	8058	5233
2425	8061	5230
2426	8065	5227
2427	8069	5224
2428	8072	5220
2429	8075	5217
2430	8078	5213
2431	8081	5210
2432	8084	5207
2433	8088	5203
2434	8090	5200
2435	8093	5196
2436	8096	5193
2437	8099	5189
2438	8103	5186
2439	8107	5183
2440	8111	5180
2441	8115	5177
2442	8118	5174
2443	8122	5171
2444	8126	5168
2445	8130	5165
2446	8134	5162
2447	8138	5159
2448	8141	5156
2449	8145	5153
2450	8149	5150
2451	8153	5147
2452	8157	5144
2453	8161	5141
2454	8166	5139
2455	8170	5136
2456	8173	5133
2457	8178	5130
2458	8181	5127
2459	8184	5123
2460	8187	5120
2461	8191	5116
2462	8194	5113
2463	8197	5110
2464	8200	5106
2465	8204	5103
2466	8207	5100
2467	8211	5097
2468	8214	5093
2469	8218	5091
2470	8222	5088
2471	8227	5085
2472	8230	5082
2473	8234	5079
2474	8238	5076
2475	8242	5073
2476	8246	5070
2477	8249	5067
2478	8253	5063
2479	8257	5060
2480	8260	5057
2481	8264	5054
2482	8267	5051
2483	8271	5048
2484	8275	5045
2485	8279	5042
2486	8282	5038
2487	8286	5035
2488	8290	5032
2489	8294	5029
2490	8297	5026
2491	8301	5023
2492	8304	5020
2493	8308	5016
2494	8311	5013
2495	8315	5010
2496	8318	5007
2497	8322	5004
2498	8326	5001
2499	8330	4998
2500	8333	4995
2501	8337	4991
2502	8341	4988
2503	8344	4985
2504	8348	4982
2505	8352	4979
2506	8356	4976
2507	8359	4973
2508	8363	4969
2509	8367	4966
2510	8370	4963
2511	8374	4960
2512	8378	4957
2513	8382	4954
2514	8385	4951
2515	8389	4948
2516	8393	4945
2517	8397	4942
2518	8401	4939
2519	8404	4936
2520	8408	4933
2521	8412	4929
2522	8415	4926
2523	8419	4923
2524	8423	4920
2525	8427	4917
2526	8431	4914
2527	8435	4911
2528	8438	4908
2529	8443	4905
2530	8446	4902
2531	8450	4899
2532	8454	4896
2533	8457	4893
2534	8461	4889
2535	8464	4886
2536	8468	4883
2537	8472	4880
2538	8476	4877
2539	8479	4874
2540	8483	4871
2541	8487	4868
2542	8491	4865
2543	8495	4862
2544	8499	4859
2545	8503	4856
2546	8506	4852
2547	8510	4849
2548	8513	4846
2549	8517	4843
2550	8520	4840
2551	8524	4837
2552	8528	4833
2553	8531	4830
2554	8535	4827
2555	8539	4824
2556	8543	4821
2557	8547	4818
2558	8551	4815
2559	8555	4812
2560	8558	4809
2561	8562	4805
2562	8566	4802
2563	8569	4799
2564	8573	4796
2565	8577	4793
2566	8580	4789
2567	8584	4786
2568	8587	4783
2569	8591	4780
2570	8595	4777
2571	8599	4774
2572	8603	4771
2573	8607	4768
2574	8611	4765
2575	8615	4762
2576	8619	4759
2577	8623	4756
2578	8627	4753
2579	8631	4750
2580	8635	4747
2581	8640	4745
2582	8644	4742
2583	8648	4739
2584	8652	4736
2585	8656	4733
2586	8660	4730
2587	8664	4727
2588	8668	4724
2589	8671	4720
2590	8675	4717
2591	8679	4714
2592	8682	4711
2593	8686	4708
2594	8690	4705
2595	8694	4702
2596	8698	4699
2597	8702	4696
2598	8705	4692
2599	8709	4689
2600	8712	4686
2601	8716	4683
2602	8720	4679
2603	8723	4676
2604	8727	4673
2605	8730	4670
2606	8734	4667
2607	8738	4664
2608	8742	4660
2609	8745	4657
2610	8749	4654
2611	8752	4651
2612	8756	4647
2613	8759	4644
2614	8763	4641
2615	8766	4638
2616	8770	4634
2617	8774	4631
2618	8777	4628
2619	8781	4625
2620	8784	4621
2621	8788	4618
2622	8791	4615
2623	8795	4612
2624	8798	4608
2625	8803	4606
2626	8806	4602
2627	8810	4599
2628	8814	4596
2629	8818	4593
2630	8821	4590
2631	8825	4586
2632	8828	4583
2633	8832	4580
2634	8836	4577
2635	8839	4574
2636	8843	4570
2637	8846	4567
2638	8851	4564
2639	8854	4561
2640	8858	4558
2641	8861	4555
2642	8865	4551
2643	8869	4548
2644	8872	4545
2645	8875	4541
2646	8880	4538
2647	8883	4535
2648	8887	4532
2649	8891	4529
2650	8895	4526
2651	8899	4523
2652	8903	4520
2653	8907	4517
2654	8912	4514
2655	8916	4511
2656	8920	4508
2657	8924	4505
2658	8928	4502
2659	8932	4499
2660	8936	4496
2661	8940	4493
2662	8944	4490
2663	8947	4487
2664	8951	4484
2665	8954	4480
2666	8958	4477
2667	8962	4474
2668	8966	4471
2669	8969	4468
2670	8973	4464
2671	8976	4461
2672	8980	4458
2673	8984	4455
2674	8987	4451
2675	8991	4448
2676	8995	4445
2677	8998	4442
2678	9002	4439
2679	9006	4435
2680	9010	4432
2681	9014	4429
2682	9017	4426
2683	9021	4423
2684	9025	4420
2685	9028	4416
2686	9032	4413
2687	9036	4410
2688	9039	4407
2689	9043	4403
2690	9047	4400
2691	9050	4397
2692	9054	4394
2693	9058	4391
2694	9062	4388
2695	9065	4384
2696	9069	4381
2697	9072	4378
2698	9076	4375
2699	9080	4371
2700	9083	4368
2701	9087	4365
2702	9090	4361
2703	9094	4358
2704	9097	4355
2705	9101	4352
2706	9105	4349
2707	9108	4345
2708	9111	4342
2709	9115	4339
2710	9119	4336
2711	9123	4332
2712	9126	4329
2713	9130	4326
2714	9133	4323
2715	9137	4319
2716	9141	4316
2717	9144	4313
2718	9148	4310
2719	9152	4307
2720	9156	4304
2721	9160	4300
2722	9164	4297
2723	9167	4294
2724	9171	4291
2725	9176	4288
2726	9180	4285
2727	9184	4282
2728	9187	4279
2729	9192	4276
2730	9196	4273
2731	9200	4270
2732	9205	4267
2733	9209	4264
2734	9213	4261
2735	9217	4258
2736	9220	4254
2737	9224	4251
2738	9228	4248
2739	9232	4245
2740	9235	4242
2741	9239	4239
2742	9243	4235
2743	9247	4232
2744	9250	4229
2745	9254	4226
2746	9257	4222
2747	9261	4219
2748	9265	4216
2749	9268	4213
2750	9272	4209
2751	9276	4206
2752	9280	4203
2753	9284	4200
2754	9287	4197
2755	9291	4194
2756	9295	4190
2757	9298	4187
2758	9302	4184
2759	9306	4181
2760	9309	4177
2761	9313	4174
2762	9316	4171
2763	9320	4168
2764	9324	4164
2765	9327	4161
2766	9331	4158
2767	9335	4155
2768	9339	4151
2769	9342	4148
2770	9346	4145
2771	9350	4142
2772	9354	4139
2773	9357	4135
2774	9361	4132
2775	9364	4129
2776	9368	4125
2777	9372	4122
2778	9375	4119
2779	9379	4116
2780	9383	4112
2781	9387	4109
2782	9390	4106
2783	9394	4103
2784	9397	4099
2785	9401	4096
2786	9405	4093
2787	9408	4090
2788	9412	4086
2789	9415	4083
2790	9419	4080
2791	9423	4077
2792	9427	4073
2793	9430	4070
2794	9434	4067
2795	9437	4063
2796	9441	4060
2797	9444	4057
2798	9448	4054
2799	9452	4050
2800	9455	4047
2801	9459	4044
2802	9463	4041
2803	9467	4038
2804	9470	4034
2805	9474	4031
2806	9478	4028
2807	9481	4024
2808	9485	4021
2809	9488	4018
2810	9492	4015
2811	9496	4011
2812	9499	4008
2813	9503	4005
2814	9507	4002
2815	9510	3998
2816	9514	3995
2817	9518	3992
2818	9522	3989
2819	9525	3985
2820	9529	3982
2821	9536	3980
2822	9545	3979
2823	9554	3978
2824	9564	3978
2825	9569	3975
2826	9573	3972
2827	9578	3969
2828	9583	3966
2829	9588	3964
2830	9592	3960
2831	9596	3957
2832	9600	3954
2833	9604	3951
2834	9608	3948
2835	9612	3945
2836	9617	3942
2837	9621	3939
2838	9625	3936
2839	9629	3933
2840	9633	3929
2841	9637	3926
2842	9640	3923
2843	9644	3920
2844	9648	3916
2845	9652	3913
2846	9655	3910
2847	9659	3907
2848	9663	3904
2849	9667	3900
2850	9671	3897
2851	9674	3894
2852	9679	3891
2853	9682	3888
2854	9686	3884
2855	9690	3881
2856	9693	3878
2857	9697	3875
2858	9701	3871
2859	9705	3868
2860	9708	3865
2861	9712	3862
2862	9717	3858
2863	9720	3855
2864	9725	3852
2865	9728	3849
2866	9732	3846
2867	9736	3843
2868	9740	3839
2869	9744	3836
2870	9747	3833
2871	9751	3830
2872	9755	3826
2873	9759	3823
2874	9762	3820
2875	9766	3816
2876	9770	3813
2877	9774	3810
2878	9777	3807
2879	9781	3803
2880	9784	3800
2881	9787	3796
2882	9791	3793
2883	9794	3790
2884	9797	3786
2885	9801	3783
2886	9805	3780
2887	9808	3776
2888	9812	3773
2889	9816	3770
2890	9819	3766
2891	9823	3763
2892	9826	3760
2893	9830	3756
2894	9833	3753
2895	9837	3750
2896	9840	3746
2897	9843	3743
2898	9847	3739
2899	9850	3736
2900	9853	3732
2901	9856	3729
2902	9859	3725
2903	9862	3722
2904	9865	3718
2905	9868	3715
2906	9871	3711
2907	9875	3708
2908	9879	3705
2909	9882	3701
2910	9886	3698
2911	9889	3694
2912	9892	3691
2913	9896	3688
2914	9900	3685
2915	9903	3681
2916	9907	3678
2917	9910	3674
2918	9913	3671
2919	9916	3667
2920	9920	3664
2921	9923	3661
2922	9926	3657
2923	9930	3654
2924	9933	3650
2925	9936	3647
2926	9939	3643
2927	9943	3640
2928	9946	3636
2929	9949	3633
2930	9952	3630
2931	9956	3626
2932	9959	3623
2933	9962	3619
2934	9965	3616
2935	9969	3613
2936	9972	3609
2937	9976	3606
2938	9979	3602
2939	9983	3599
2940	9987	3596
2941	9990	3592
2942	9994	3589
2943	9997	3586
2944	10000	3582
2945	10004	3579
2946	10007	3575
2947	10010	3572
2948	10013	3568
2949	10017	3565
2950	10020	3561
2951	10023	3558
2952	10026	3554
2953	10029	3551
2954	10032	3548
2955	10036	3544
2956	10039	3541
2957	10042	3537
2958	10045	3534
2959	10048	3530
2960	10051	3527
2961	10054	3523
2962	10057	3520
2963	10060	3516
2964	10064	3513
2965	10068	3509
2966	10071	3506
2967	10074	3503
2968	10078	3499
2969	10081	3496
2970	10084	3492
2971	10087	3489
2972	10091	3485
2973	10093	3482
2974	10097	3478
2975	10100	3475
2976	10104	3472
2977	10107	3468
2978	10110	3465
2979	10113	3461
2980	10116	3458
2981	10119	3454
2982	10122	3451
2983	10125	3447
2984	10128	3444
2985	10132	3440
2986	10136	3437
2987	10140	3434
2988	10145	3431
2989	10149	3428
2990	10152	3425
2991	10156	3421
2992	10160	3418
2993	10163	3415
2994	10167	3411
2995	10170	3408
2996	10173	3404
2997	10176	3401
2998	10180	3397
2999	10183	3394
3000	10186	3391
3001	10189	3387
3002	10193	3384
3003	10196	3380
3004	10200	3377
3005	10203	3373
3006	10206	3370
3007	10209	3367
3008	10213	3363
3009	10217	3360
3010	10220	3357
3011	10224	3353
3012	10227	3350
3013	10230	3346
3014	10233	3343
3015	10237	3339
3016	10240	3336
3017	10243	3333
3018	10247	3329
3019	10250	3326
3020	10254	3323
3021	10257	3319
3022	10261	3316
3023	10264	3312
3024	10267	3309
3025	10270	3305
3026	10274	3302
3027	10277	3299
3028	10281	3295
3029	10284	3292
3030	10287	3288
3031	10290	3285
3032	10294	3282
3033	10297	3278
3034	10300	3275
3035	10303	3271
3036	10306	3268
3037	10310	3264
3038	10313	3261
3039	10317	3258
3040	10320	3254
3041	10323	3251
3042	10326	3247
3043	10330	3244
3044	10333	3240
3045	10336	3237
3046	10339	3233
3047	10343	3230
3048	10346	3227
3049	10350	3223
3050	10353	3220
3051	10356	3216
3052	10359	3213
3053	10363	3210
3054	10366	3206
3055	10370	3203
3056	10373	3199
3057	10376	3196
3058	10379	3193
3059	10383	3189
3060	10386	3186
3061	10390	3182
3062	10393	3179
3063	10396	3176
3064	10399	3172
3065	10402	3169
3066	10405	3165
3067	10408	3162
3068	10411	3158
3069	10415	3155
3070	10418	3151
3071	10421	3148
3072	10425	3144
3073	10428	3141
3074	10432	3138
3075	10435	3134
3076	10438	3131
3077	10441	3127
3078	10444	3124
3079	10447	3120
3080	10451	3117
3081	10454	3113
3082	10458	3110
3083	10461	3107
3084	10464	3103
3085	10467	3100
3086	10470	3096
3087	10473	3093
3088	10476	3089
3089	10480	3086
3090	10483	3082
3091	10486	3079
3092	10489	3075
3093	10492	3072
3094	10495	3068
3095	10498	3065
3096	10501	3062
3097	10505	3058
3098	10508	3055
3099	10511	3051
3100	10514	3048
3101	10517	3044
3102	10520	3041
3103	10523	3037
3104	10526	3034
3105	10529	3030
3106	10533	3027
3107	10536	3024
3108	10540	3020
3109	10543	3017
3110	10546	3013
3111	10549	3010
3112	10553	3006
3113	10556	3003
3114	10559	3000
3115	10563	2996
3116	10566	2993
3117	10569	2989
3118	10572	2986
3119	10575	2982
3120	10579	2979
3121	10582	2976
3122	10585	2972
3123	10589	2969
3124	10592	2965
3125	10595	2962
3126	10599	2959
3127	10602	2955
3128	10605	2952
3129	10608	2948
3130	10611	2945
3131	10615	2941
3132	10618	2938
3133	10621	2935
3134	10624	2931
3135	10628	2928
3136	10631	2924
3137	10635	2921
3138	10638	2918
3139	10642	2914
3140	10645	2911
3141	10649	2908
3142	10652	2904
3143	10656	2901
3144	10659	2897
3145	10663	2894
3146	10666	2891
3147	10669	2887
3148	10673	2884
3149	10676	2881
3150	10680	2877
3151	10683	2874
3152	10687	2870
3153	10690	2867
3154	10694	2864
3155	10697	2860
3156	10701	2857
3157	10704	2854
3158	10708	2850
3159	10711	2847
3160	10715	2844
3161	10718	2840
3162	10721	2837
3163	10725	2833
3164	10728	2830
3165	10731	2826
3166	10734	2823
3167	10738	2820
3168	10741	2816
3169	10744	2813
3170	10747	2809
3171	10750	2806
3172	10753	2802
3173	10757	2799
3174	10760	2795
3175	10763	2792
3176	10766	2789
3177	10769	2785
3178	10773	2782
3179	10776	2778
3180	10779	2775
3181	10782	2771
3182	10785	2768
3183	10787	2764
3184	10791	2761
3185	10794	2757
3186	10797	2754
3187	10800	2750
3188	10804	2747
3189	10807	2744
3190	10810	2740
3191	10813	2737
3192	10816	2733
3193	10819	2730
3194	10822	2726
3195	10825	2723
3196	10829	2719
3197	10832	2716
3198	10835	2713
3199	10839	2709
3200	10842	2706
3201	10845	2702
3202	10848	2699
3203	10852	2696
3204	10855	2692
3205	10858	2689
3206	10861	2685
3207	10864	2682
3208	10867	2678
3209	10870	2675
3210	10873	2671
3211	10876	2668
3212	10880	2665
3213	10883	2661
3214	10886	2658
3215	10889	2654
3216	10893	2651
3217	10896	2647
3218	10899	2644
3219	10902	2641
3220	10906	2637
3221	10909	2634
3222	10912	2630
3223	10915	2627
3224	10919	2624
3225	10922	2620
3226	10925	2617
3227	10928	2613
3228	10931	2610
3229	10934	2606
3230	10937	2603
3231	10941	2599
3232	10944	2596
3233	10947	2593
3234	10951	2589
3235	10955	2586
3236	10959	2583
3237	10962	2579
3238	10965	2576
3239	10969	2573
3240	10973	2569
3241	10977	2566
3242	10981	2563
3243	10984	2559
3244	10988	2556
3245	10992	2553
3246	10995	2550
3247	10999	2546
3248	11003	2543
3249	11006	2540
