,District,Neighborhood,Num_Of_Room,Area,Age,Heat_type,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Metro_Station,Bus_Stop,Minibus_Stop,Hospital,Emergency_Service,University,Shopping_Mall,Floor,Price
5304,Etimesgut,Devlet,5,150.0,11.0,Kombi,6.0,Uygun,Eşyalı Değil,1.0,0.465,0.109,2.7,2.0,1.9,7.8,0.29,2. Kat,2990000.0
5305,Keçiören,Kanuni,4,130.0,4.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.2,0.132,0.473,1.3,1.3,4.4,1.8,1. Kat,1547000.0
5306,Keçiören,Yükseltepe,8,280.0,3.0,Kombi,7.0,Uygun,Eşyalı Değil,2.0,4.1,0.176,0.228,3.6,4.2,1.9,2.5,Teras Katı,2295000.0
5307,Mamak,Akşemsettin,4,115.0,5.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,6.2,0.166,2.0,1.8,3.3,6.9,1.4,Kot 2,1300000.0
5308,Sincan,Pınarbaşı,4,125.0,16.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.5,0.128,1.1,0.693,0.715,9.6,0.788,3. Kat,1375000.0
5309,Sincan,Akşemsettin,4,125.0,18.0,Kombi,4.0,Uygun,Eşyalı,1.0,1.8,0.064,0.821,0.48,0.468,8.6,2.2,En Üst Kat,1299000.0
5310,Sincan,Ahi Evran,4,135.0,18.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.6,0.171,0.913,0.36,1.1,9.9,2.6,1. Kat,1679000.0
5311,Altındağ,Karapürçek,4,135.0,9.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,9.5,0.034,0.195,5.8,7.1,11.1,6.1,En Üst Kat,1350000.0
5312,Keçiören,Etlik,4,126.0,27.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.5,0.039,1.9,0.675,0.675,1.2,1.2,Ara Kat,2250000.0
5313,Mamak,Kusunlar,3,85.0,1.0,Kombi,13.0,Uygun,Eşyalı Değil,1.0,9.3,0.07,1.9,3.1,6.4,9.8,3.2,Kot 1,730000.0
5314,Mamak,Mutlu,3,110.0,9.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.0,0.071,0.07,1.4,1.4,4.6,2.7,Kot 1,829000.0
5315,Keçiören,Şehit Kubilay,4,135.0,5.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,2.8,0.164,1.0,2.5,2.5,1.4,2.3,Kot 1,1560000.0
5316,Çankaya,Ümit,4,190.0,18.0,Merkezi,18.0,Uygun,Eşyalı Değil,2.0,0.646,0.162,4.8,1.6,1.5,4.3,0.643,En Üst Kat,5450000.0
5317,Keçiören,Sancaktepe,4,135.0,8.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.9,0.19,1.3,2.8,2.8,0.568,2.4,Kot 1,1500000.0
5318,Çankaya,Harbiye,6,300.0,18.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.6,0.184,1.8,1.8,1.9,2.0,1.7,3. Kat,6800000.0
5319,Keçiören,Kanuni,4,130.0,15.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.8,0.176,1.1,1.6,1.4,4.1,2.0,Kot 1,1389000.0
5320,Keçiören,Kanuni,4,130.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.4,0.262,1.6,2.3,0.703,4.6,2.7,Yüksek Giriş,1359000.0
5321,Gölbaşı,Taşpınar,2,50.0,0.0,Yerden Isıtma,2.0,Uygun,Eşyalı Değil,1.0,8.8,0.311,4.8,3.0,3.1,3.2,2.4,Zemin,2200000.0
5322,Sincan,Mareşal Çakmak,4,125.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.5,0.142,0.973,0.99,1.0,8.0,1.9,1. Kat,1429000.0
5323,Etimesgut,Şehit Osman Avcı,3,105.0,0.0,Merkezi (Pay Ölçer),11.0,Uygun,Eşyalı Değil,2.0,0.548,0.221,4.3,0.818,0.842,4.7,0.795,10. Kat,3000000.0
5324,Mamak,Cengizhan,4,140.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,5.1,0.158,1.1,2.4,2.4,5.4,1.6,Ara Kat,2000000.0
5325,Etimesgut,Süvari,4,140.0,13.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.2,0.161,3.5,1.9,1.9,3.7,1.4,3. Kat,1599000.0
5326,Etimesgut,Turkuaz,4,135.0,13.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,12.9,0.171,14.4,10.2,11.3,0.92,4.2,Yüksek Giriş,1930000.0
5327,Mamak,Mutlu,4,130.0,7.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.8,0.143,0.341,1.4,1.4,4.3,2.9,1. Kat,1825000.0
5328,Etimesgut,Yeşilova,4,120.0,1.0,Merkezi (Pay Ölçer),9.0,Uygun,Eşyalı Değil,2.0,1.6,0.019,2.1,1.8,1.8,7.3,1.2,2. Kat,3350000.0
5329,Sincan,Fevzi Çakmak,4,148.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,4.3,0.057,7.6,3.8,6.6,16.4,1.5,Ara Kat,1900000.0
5330,Etimesgut,Altay,5,140.0,21.0,Kombi,11.0,Uygun,Eşyalı Değil,2.0,1.5,0.185,4.5,0.696,0.673,4.3,1.3,9. Kat,4100000.0
5331,Sincan,29 Ekim,4,150.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,4.1,0.069,7.4,2.3,6.1,15.7,0.576,1. Kat,1949000.0
5332,Keçiören,Esertepe,4,125.0,16.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.2,0.054,0.624,1.8,1.7,1.3,2.1,1. Kat,1390000.0
5333,Etimesgut,Piyade,4,135.0,17.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.6,0.011,2.4,1.5,1.6,4.9,2.5,En Üst Kat,2950000.0
5334,Mamak,Diriliş,4,125.0,0.0,Merkezi (Pay Ölçer),10.0,Uygun,Eşyalı Değil,2.0,2.4,0.159,0.661,1.9,2.0,3.8,3.2,2. Kat,2575000.0
5335,Sincan,Pınarbaşı,4,140.0,12.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.6,0.132,1.3,0.891,0.914,9.8,0.884,2. Kat,1429000.0
5336,Sincan,Akşemsettin,4,140.0,2.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.7,0.076,0.72,0.418,0.404,8.8,2.3,Yüksek Giriş,1319000.0
5337,Keçiören,Sancaktepe,7,140.0,1.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,3.3,0.181,1.2,2.5,2.5,0.869,2.6,4. Kat,2790000.0
5338,Mamak,Fahri Korutürk,5,140.0,2.0,Kombi,12.0,Uygun,Eşyalı Değil,2.0,4.8,0.097,1.6,1.9,1.9,5.8,1.7,7. Kat,3100000.0
5339,Yenimahalle,Susuz,5,170.0,0.0,Merkezi (Pay Ölçer),15.0,Uygun,Eşyalı Değil,2.0,3.7,0.418,4.8,4.7,4.7,8.4,2.3,7. Kat,3599900.0
5340,Pursaklar,Mimar Sinan,5,195.0,3.0,Merkezi (Pay Ölçer),11.0,Uygun,Eşyalı Değil,2.0,6.0,0.241,0.359,0.424,0.394,8.8,6.1,6. Kat,3250000.0
5341,Keçiören,Etlik,4,130.0,26.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.7,0.017,1.7,0.691,0.691,1.3,1.4,Yüksek Giriş,1495000.0
5342,Mamak,Durali Alıç,5,170.0,0.0,Kombi,14.0,Uygun,Eşyalı Değil,2.0,5.3,0.165,1.7,2.1,2.4,6.2,1.6,5. Kat,1949000.0
5343,Keçiören,Kamil Ocak,4,115.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.785,0.166,2.2,1.0,1.1,3.4,0.868,3. Kat,1750000.0
5344,Keçiören,Bademlik,4,140.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.0,0.129,0.244,1.1,1.1,4.4,1.6,1. Kat,1479000.0
5345,Keçiören,Atapark,4,140.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,1.9,0.122,1.2,1.2,1.1,1.8,1.4,Yüksek Giriş,1799000.0
5346,Çankaya,Öveçler,6,250.0,25.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.9,0.1,1.5,1.6,1.8,1.7,1.6,3. Kat,3750000.0
5347,Altındağ,Atıfbey,4,135.0,11.0,Kombi,14.0,Uygun,Eşyalı Değil,2.0,0.71,0.132,1.0,0.413,0.395,1.4,2.7,9. Kat,1970000.0
5348,Yenimahalle,Yeni Batı,4,125.0,28.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.318,0.109,2.7,0.46,0.487,3.3,1.3,1. Kat,2520000.0
5349,Altındağ,Karapürçek,4,130.0,14.0,Kombi,12.0,Uygun,Eşyalı Değil,2.0,8.9,0.489,0.596,5.8,6.8,10.6,6.0,1. Kat,1450000.0
5350,Sincan,Pınarbaşı,4,150.0,5.0,Kombi,12.0,Uygun,Eşyalı,2.0,4.4,0.19,2.1,1.6,1.6,9.8,1.2,11. Kat,2390000.0
5351,Mamak,Diriliş,4,125.0,0.0,Merkezi (Pay Ölçer),10.0,Uygun,Eşyalı Değil,2.0,2.4,0.159,0.661,1.9,2.0,3.8,3.2,2. Kat,2575000.0
5352,Sincan,Pınarbaşı,4,140.0,12.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.6,0.132,1.3,0.891,0.914,9.8,0.884,2. Kat,1429000.0
5353,Sincan,Akşemsettin,4,140.0,2.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.7,0.076,0.72,0.418,0.404,8.8,2.3,Yüksek Giriş,1319000.0
5354,Keçiören,Sancaktepe,7,140.0,1.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,3.3,0.181,1.2,2.5,2.5,0.869,2.6,4. Kat,2790000.0
5355,Mamak,Şirintepe,4,125.0,1.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.3,0.007,1.4,1.4,1.4,5.4,2.1,1. Kat,1280000.0
5356,Yenimahalle,Susuz,5,170.0,0.0,Merkezi (Pay Ölçer),15.0,Uygun,Eşyalı Değil,2.0,3.7,0.418,4.8,4.7,4.7,8.4,2.3,7. Kat,3599900.0
5357,Sincan,Çoğlu,5,155.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.5,0.138,6.9,1.6,5.4,15.0,0.685,Kot 2,2049000.0
5358,Pursaklar,Mimar Sinan,5,195.0,3.0,Merkezi (Pay Ölçer),11.0,Uygun,Eşyalı Değil,2.0,6.0,0.241,0.359,0.424,0.394,8.8,6.1,6. Kat,3250000.0
5359,Keçiören,Etlik,4,130.0,26.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.7,0.017,1.7,0.691,0.691,1.3,1.4,Yüksek Giriş,1495000.0
5360,Mamak,Durali Alıç,5,170.0,0.0,Kombi,14.0,Uygun,Eşyalı Değil,2.0,5.3,0.165,1.7,2.1,2.4,6.2,1.6,5. Kat,1949000.0
5361,Keçiören,Kamil Ocak,4,115.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.785,0.166,2.2,1.0,1.1,3.4,0.868,3. Kat,1750000.0
5362,Çankaya,Öveçler,6,250.0,25.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.9,0.1,1.5,1.6,1.8,1.7,1.6,3. Kat,3750000.0
5363,Keçiören,Atapark,4,140.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,1.9,0.122,1.2,1.2,1.1,1.8,1.4,Yüksek Giriş,1799000.0
5364,Altındağ,Atıfbey,4,135.0,11.0,Kombi,14.0,Uygun,Eşyalı Değil,2.0,0.71,0.132,1.0,0.413,0.395,1.4,2.7,9. Kat,1970000.0
5365,Yenimahalle,Yeni Batı,4,125.0,28.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.318,0.109,2.7,0.46,0.487,3.3,1.3,1. Kat,2520000.0
5366,Altındağ,Karapürçek,4,130.0,14.0,Kombi,12.0,Uygun,Eşyalı Değil,2.0,8.9,0.489,0.596,5.8,6.8,10.6,6.0,1. Kat,1450000.0
5367,Sincan,Pınarbaşı,4,150.0,5.0,Kombi,12.0,Uygun,Eşyalı,2.0,4.4,0.19,2.1,1.6,1.6,9.8,1.2,11. Kat,2390000.0
5368,Keçiören,İncirli,4,140.0,17.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,2.0,0.167,0.955,0.853,0.853,1.7,2.1,1. Kat,1750000.0
5369,Keçiören,Tepebaşı,2,60.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.952,0.067,1.7,1.3,0.516,2.3,1.4,Kot 2,680000.0
5370,Sincan,Fevzi Çakmak,3,95.0,10.0,Kombi,6.0,Uygun,Eşyalı Değil,1.0,4.4,0.039,7.7,3.4,6.6,16.3,1.1,En Üst Kat,1250000.0
5371,Çankaya,Kavaklıdere,3,350.0,27.0,Merkezi,4.0,Uygun,Eşyalı Değil,1.0,0.894,0.08,0.775,0.138,0.145,1.2,0.96,4. Kat,2730000.0
5372,Pursaklar,Saray Fatih,5,210.0,3.0,Kombi,15.0,Uygun,Eşyalı Değil,2.0,7.7,0.027,1.6,2.2,2.1,8.4,7.9,13. Kat,3290000.0
5373,Sincan,Menderes,5,180.0,0.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,4.3,0.042,7.6,2.9,6.4,16.0,0.75,1. Kat,2349000.0
5374,Etimesgut,Bağlıca,5,180.0,0.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,3.6,0.125,6.1,3.4,4.9,1.4,2.7,3. Kat,3950000.0
5375,Çankaya,Huzur,4,120.0,25.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.7,0.219,0.212,1.3,0.523,2.5,2.2,2. Kat,2680000.0
5376,Altındağ,Karapürçek,3,120.0,10.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,7.7,0.185,2.2,6.8,6.8,9.9,6.8,Yüksek Giriş,890000.0
5377,Keçiören,Etlik,4,140.0,21.0,Merkezi,13.0,Uygun,Eşyalı Değil,2.0,2.6,0.11,1.5,0.067,0.067,1.4,1.8,11. Kat,2050000.0
5378,Mamak,Şirintepe,5,195.0,1.0,Kombi,10.0,Uygun,Eşyalı Değil,3.0,4.4,0.038,1.2,1.5,1.5,5.4,2.1,Kot 1,1635000.0
5379,Çankaya,Yaşamkent,5,185.0,17.0,Merkezi (Pay Ölçer),13.0,Uygun,Eşyalı Değil,2.0,4.6,0.06,7.7,2.1,3.7,2.7,4.2,3. Kat,5950000.0
5380,Mamak,Şirintepe,5,145.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.4,0.092,1.2,1.5,1.5,5.4,2.1,Kot 1,1075000.0
5381,Keçiören,Kafkas,4,140.0,5.0,Kombi,9.0,Uygun,Eşyalı Değil,1.0,4.4,0.075,2.7,3.3,0.454,5.0,3.1,2. Kat,1939000.0
5382,Çankaya,Keklik Pınarı,6,240.0,10.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,5.2,0.109,0.396,1.3,0.409,2.0,2.1,Ara Kat,2950000.0
5383,Çankaya,Aydınlar,4,125.0,30.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,4.2,0.128,0.498,0.302,0.4,2.4,1.8,2. Kat,2560000.0
5384,Keçiören,Ayvalı,4,150.0,15.0,Kombi,4.0,Uygun,Eşyalı,2.0,2.1,0.04,2.3,1.0,1.0,0.792,0.794,2. Kat,3000000.0
5385,Çankaya,Naci Çakır,4,130.0,25.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,4.6,0.046,1.3,0.54,0.548,1.8,1.6,2. Kat,2275000.0
5386,Çankaya,Yukarı Dikmen,5,320.0,15.0,Kombi,10.0,Uygun,Eşyalı,2.0,7.1,0.181,1.6,0.862,0.887,0.701,0.882,2. Kat,7250000.0
5387,Mamak,Diriliş,4,120.0,25.0,Kombi,11.0,Uygun,Eşyalı Değil,1.0,2.6,0.136,0.908,2.0,2.1,4.2,3.6,Yüksek Giriş,1050000.0
5388,Etimesgut,Göksu,3,90.0,0.0,Merkezi,15.0,Uygun,Eşyalı,2.0,1.5,0.116,5.2,2.5,2.6,6.8,0.365,2. Kat,2580000.0
5389,Sincan,Mustafa Kemal,4,145.0,1.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,3.5,0.262,6.7,3.6,5.8,15.5,1.4,1. Kat,1679000.0
5390,Çankaya,Aşıkpaşa,4,130.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.3,0.122,2.6,1.3,1.1,2.2,1.7,Ara Kat,2200000.0
5391,Yenimahalle,Demetlale,4,135.0,30.0,Kombi,6.0,Uygun,Eşyalı Değil,1.0,0.448,0.448,3.0,0.809,0.793,2.0,1.2,En Üst Kat,1000000.0
5392,Çankaya,Kırkkonaklar,6,218.0,4.0,Merkezi (Pay Ölçer),15.0,Uygun,Eşyalı,2.0,4.4,0.106,2.5,0.923,0.915,2.3,1.6,9. Kat,6550000.0
5393,Etimesgut,İstasyon,4,135.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.6,0.022,5.0,0.928,0.927,2.4,0.692,3. Kat,1845000.0
5394,Etimesgut,Atakent,5,270.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,3.1,0.124,1.2,1.4,0.348,6.6,1.9,3. Kat,2950000.0
5395,Etimesgut,Göksu,5,185.0,0.0,Yerden Isıtma,14.0,Uygun,Eşyalı Değil,2.0,2.5,0.092,4.4,3.4,3.5,7.3,1.5,4. Kat,4300000.0
5396,Keçiören,Yükseltepe,4,165.0,3.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,4.2,0.154,0.278,3.7,4.2,1.9,2.4,2. Kat,2250000.0
5397,Sincan,Saraycık,3,104.0,0.0,Merkezi (Pay Ölçer),7.0,Uygun,Eşyalı Değil,2.0,4.9,0.59,1.6,1.1,1.1,8.4,0.886,1. Kat,2000000.0
5398,Gölbaşı,İncek,2,50.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,8.8,0.378,7.2,2.8,4.7,2.6,3.7,1. Kat,1650000.0
5399,Yenimahalle,Kentkoop,4,135.0,18.0,Kombi,7.0,Uygun,Eşyalı Değil,1.0,0.905,0.101,2.8,1.0,1.0,2.5,0.992,2. Kat,2850000.0
5400,Sincan,Plevne,4,115.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,2.0,0.142,1.2,0.955,0.948,8.0,2.0,En Üst Kat,1280000.0
5401,Çankaya,Mimar Sinan,4,140.0,10.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.6,0.304,2.2,1.4,1.4,1.6,2.1,Ara Kat,2350000.0
5402,Çankaya,Emek,4,110.0,45.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,0.107,0.189,3.1,0.779,0.526,1.5,1.3,Yüksek Giriş,2100000.0
5403,Mamak,Durali Alıç,4,160.0,1.0,Merkezi,16.0,Uygun,Eşyalı,2.0,5.0,0.024,1.6,2.1,2.1,6.0,1.6,9. Kat,3250000.0
5404,Sincan,Plevne,3,115.0,20.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.7,0.16,1.3,0.96,0.949,8.1,1.9,Yüksek Giriş,1199000.0
5405,Mamak,Şahintepe,3,105.0,12.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.4,0.087,1.4,0.534,0.533,4.5,2.9,Kot 1,899000.0
5406,Çankaya,Kırkkonaklar,4,175.0,21.0,Kombi,5.0,Uygun,Eşyalı Değil,2.0,4.6,0.068,1.9,1.5,1.5,2.8,2.1,Yüksek Giriş,2500000.0
5407,Etimesgut,Aşağıyurtçu,3,87.0,0.0,Merkezi,8.0,Uygun,Eşyalı Değil,2.0,15.2,1.5,15.0,12.7,13.0,2.5,2.9,Ara Kat,1500000.0
5408,Sincan,İstasyon,4,120.0,23.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,1.9,0.177,0.318,0.511,0.515,9.4,2.1,3. Kat,1330000.0
5409,Etimesgut,Etiler,3,90.0,7.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.0,0.288,5.5,0.847,0.836,2.1,1.1,2. Kat,1745000.0
5410,Çankaya,Hilal,5,185.0,16.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,5.3,0.067,2.3,0.908,1.6,1.5,1.4,Kot 1,2550000.0
5411,Çankaya,Nasuh Akar,3,90.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.856,0.201,2.9,0.413,0.69,1.1,0.823,Kot 1,1250000.0
5412,Yenimahalle,Demetevler,4,140.0,30.0,Merkezi (Pay Ölçer),13.0,Uygun,Eşyalı Değil,1.0,0.665,0.089,3.1,0.558,0.24,1.5,1.0,10. Kat,2550000.0
5413,Mamak,Mutlu,3,85.0,8.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,3.5,0.045,0.571,1.3,1.3,4.0,3.2,Kot 1,1000000.0
5414,Yenimahalle,Gazi,5,205.0,22.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,1.6,0.16,3.6,0.23,1.4,0.99,2.4,Yüksek Giriş,2820000.0
5415,Keçiören,Hisar,4,145.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,5.5,0.225,1.7,4.4,1.6,5.6,3.4,2. Kat,8750.0
5416,Keçiören,Uyanış,4,145.0,11.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.3,0.081,0.462,0.552,0.525,4.1,1.0,3. Kat,1990000.0
5417,Keçiören,Esertepe,7,300.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,2.0,0.098,0.169,1.5,1.5,1.6,2.0,3. Kat,2750000.0
5418,Çubuk,Esenboğa Merkez,2,65.0,0.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,18.0,0.082,11.7,8.4,1.4,3.8,18.2,1. Kat,845000.0
5419,Çankaya,Yıldızevler,4,110.0,21.0,Merkezi,15.0,Uygun değil,Eşyalı Değil,1.0,3.7,0.198,1.8,1.0,1.1,2.0,0.614,12. Kat,3350000.0
5420,Mamak,Misket,4,125.0,5.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.2,0.051,1.9,0.641,0.648,4.5,3.0,2. Kat,1565000.0
5421,Keçiören,İncirli,4,130.0,25.0,Kombi,2.0,Uygun,Eşyalı Değil,1.0,2.1,0.143,1.5,0.599,0.599,1.1,2.0,Kot 3,1425000.0
5422,Keçiören,Çaldıran,4,250.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,2.0,0.98,0.073,2.1,1.3,1.4,3.7,1.2,3. Kat,3450000.0
5423,Etimesgut,Turkuaz,3,90.0,16.0,Merkezi (Pay Ölçer),11.0,Uygun,Eşyalı Değil,1.0,12.7,0.112,14.5,10.1,11.1,1.4,4.6,4. Kat,1540000.0
5424,Etimesgut,30 Ağustos,4,115.0,15.0,Kombi,5.0,Uygun,Eşyalı Değil,1.0,4.4,0.069,4.1,1.4,1.4,3.2,0.89,2. Kat,1725000.0
5425,Çankaya,Ön Cebeci,3,90.0,40.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,0.254,0.076,0.804,0.166,0.72,0.236,0.96,Yüksek Giriş,1370000.0
5426,Çankaya,İlkbahar,2,75.0,4.0,Merkezi (Pay Ölçer),14.0,Uygun,Eşyalı Değil,1.0,7.5,0.718,2.3,1.4,1.4,1.3,0.147,12. Kat,3190000.0
5427,Çankaya,Ertuğrulgazi,4,140.0,0.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,0.71,0.249,1.8,0.74,0.867,1.6,2.3,En Üst Kat,3750000.0
5428,Etimesgut,Şeyh Şamil,4,145.0,16.0,Kombi,10.0,Uygun,Eşyalı Değil,2.0,2.5,0.122,5.4,3.7,2.6,8.7,0.456,9. Kat,2020000.0
5429,Yenimahalle,Kardelen,5,180.0,12.0,Merkezi (Pay Ölçer),8.0,Uygun,Eşyalı Değil,2.0,0.296,0.05,1.6,1.5,1.5,4.3,2.3,6. Kat,3750000.0
5430,Çankaya,Büyükesat,5,180.0,20.0,Merkezi,14.0,Uygun,Eşyalı Değil,2.0,3.9,0.121,2.8,0.7,0.967,1.9,1.6,3. Kat,8000000.0
5431,Yenimahalle,Yunus Emre,4,110.0,30.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,1.1,0.13,3.0,0.758,1.3,0.474,0.519,1. Kat,1650000.0
5432,Çankaya,Keklik Pınarı,5,200.0,8.0,Kombi,4.0,Bilinmiyor,Eşyalı Değil,2.0,5.5,0.11,0.686,1.5,0.707,1.7,1.7,4. Kat,2650000.0
5433,Keçiören,İncirli,4,135.0,23.0,Kombi,4.0,Uygun,Eşyalı,1.0,1.7,0.174,1.1,1.2,1.2,1.7,1.7,Ara Kat,1940000.0
5434,Sincan,Atatürk,4,130.0,21.0,Kombi,4.0,Uygun,Eşyalı Değil,2.0,2.3,0.117,0.391,0.723,0.743,9.6,1.8,1. Kat,1495000.0
5435,Etimesgut,İstasyon,4,120.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.4,0.171,4.9,0.745,0.738,2.4,0.435,Yüksek Giriş,1328000.0
5436,Çankaya,Yukarı Öveçler,4,120.0,20.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,3.1,0.178,1.1,1.3,1.8,1.8,1.0,Giriş Katı,1575000.0
5437,Çankaya,Cevizlidere,5,170.0,15.0,Kombi,6.0,Uygun,Eşyalı Değil,1.0,3.6,0.154,0.671,1.5,1.5,2.4,1.1,4. Kat,3000000.0
5438,Gölbaşı,Hacılar,4,160.0,5.0,Merkezi (Pay Ölçer),25.0,Uygun,Eşyalı Değil,2.0,10.8,1.5,8.5,3.6,5.9,2.8,4.4,3. Kat,5250000.0
5439,Çankaya,Çiğdem,5,160.0,23.0,Merkezi,9.0,Uygun,Eşyalı Değil,2.0,2.8,0.081,0.453,0.989,1.6,2.0,0.725,7. Kat,5050000.0
5440,Yenimahalle,Avcılar,4,170.0,8.0,Merkezi,17.0,Uygun,Eşyalı Değil,2.0,2.4,0.062,0.036,2.4,2.7,2.5,3.0,17. Kat,2600000.0
5441,Mamak,Diriliş,3,90.0,3.0,Merkezi,15.0,Uygun,Eşyalı Değil,1.0,2.9,0.381,0.739,2.2,2.3,4.3,3.4,4. Kat,1350000.0
5442,Çankaya,Mürsel Uluç,4,120.0,15.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,5.7,0.026,0.664,1.3,0.834,1.3,1.7,1. Kat,2500000.0
5443,Çankaya,Şehit Cengiz Karaca,4,135.0,15.0,Kombi,4.0,Uygun,Eşyalı Değil,1.0,4.6,0.149,0.25,0.365,0.582,2.2,2.4,1. Kat,2750000.0
5444,Etimesgut,İstasyon,3,100.0,15.0,Kombi,3.0,Uygun,Eşyalı Değil,1.0,4.6,0.031,5.1,0.921,0.92,2.3,0.713,Yüksek Giriş,1350000.0
5445,Gölbaşı,Taşpınar,4,175.0,2.0,Merkezi (Pay Ölçer),36.0,Uygun,Eşyalı Değil,2.0,9.1,0.683,5.2,3.2,3.4,3.2,2.6,21 ve üzeri,7605000.0
5446,Çankaya,Oran,6,342.0,11.0,Merkezi (Pay Ölçer),30.0,Uygun,Eşyalı Değil,3.0,7.5,0.142,0.729,0.229,0.2,1.4,0.212,Bahçe Katı,19500000.0
5447,Pursaklar,Mimar Sinan,5,185.0,0.0,Merkezi (Pay Ölçer),15.0,Uygun,Eşyalı Değil,2.0,5.7,0.036,0.199,0.205,0.313,8.3,5.7,2. Kat,3000000.0
